M_30_tams,X_30_tams,M_10_tams,X_10_tams,M_3_tams,X_3_tams,M_1_tams,X_1_tams,M_0.3_tams,X_0.3_tams
17.93333616,0.655390058,5.577134063,0.711335001,1.729379264,0.710780194,0.408496705,0.677014531,0.15933715,0.518852677
17.88599038,0.655389976,5.543056687,0.711324174,1.715056162,0.71075012,0.402555669,0.675026109,0.158196287,0.517576947
17.83864459,0.655389896,5.526043545,0.711316686,1.700613271,0.710718312,0.396580962,0.67293065,0.1566654,0.516492209
17.79129881,0.65538982,5.509030404,0.711309005,1.686050536,0.710684643,0.390573107,0.670721996,0.155897038,0.515320616
17.74395303,0.655389737,5.492017263,0.711301069,1.671367932,0.710648978,0.384532654,0.668393524,0.154348657,0.513625967
17.68559377,0.655389673,5.475004122,0.711290878,1.656565463,0.710620908,0.378460184,0.665937987,0.152788646,0.511638548
17.65641414,0.655389631,5.450106763,0.711278434,1.649104314,0.710601425,0.372356311,0.663348034,0.152002841,0.510648094
17.62723451,0.65538957,5.425209403,0.711268124,1.641643166,0.710581383,0.36622168,0.660616107,0.151217036,0.509097044
17.56887524,0.655389493,5.410250349,0.711260269,1.634122137,0.710560698,0.360056971,0.657735457,0.149633861,0.506872443
17.51051598,0.655389427,5.395291295,0.711248131,1.626601108,0.710528417,0.353862899,0.65469259,0.148039158,0.505084075
17.46135232,0.655389384,5.365373187,0.711236253,1.611439394,0.710483093,0.347640216,0.652227255,0.147236064,0.503190132
17.43677049,0.655389356,5.352533264,0.711229031,1.596158162,0.710434847,0.344514965,0.649804479,0.145624159,0.500489828
17.41218866,0.655389316,5.339693341,0.71121806,1.580757584,0.710396714,0.338250967,0.646327198,0.144000843,0.497100153
17.363025,0.655389247,5.314013495,0.711198674,1.572997729,0.710370153,0.331960415,0.64266113,0.142366172,0.494258899
17.2747627,0.655389191,5.27360946,0.711181151,1.565237874,0.710342765,0.325644201,0.639688164,0.141546004,0.492607749
17.23566407,0.655389162,5.255316598,0.711163869,1.557418578,0.710314421,0.322479794,0.636756706,0.140720205,0.49001049
