# 14N(p,gamma)15O S-factor potential model data
# Source: Xu et al. 2013
#
# data = SC87, IM05, RU05, BE06b, LE06b
#
# Units:
#  E - keV
#  S - keV barn
#
     E              S              S_min          S_max
     5.8250e+02     1.2537e+00     1.0860e+00     1.4015e+00
     5.8300e+02     1.2537e+00     1.0860e+00     1.4017e+00
     5.8350e+02     1.2539e+00     1.0859e+00     1.4018e+00
     5.8400e+02     1.2539e+00     1.0858e+00     1.4018e+00
     5.8450e+02     1.2540e+00     1.0857e+00     1.4019e+00
     5.8500e+02     1.2542e+00     1.0857e+00     1.4021e+00
     5.8550e+02     1.2542e+00     1.0856e+00     1.4021e+00
     5.8600e+02     1.2543e+00     1.0855e+00     1.4022e+00
     5.8650e+02     1.2545e+00     1.0855e+00     1.4023e+00
     5.8700e+02     1.2546e+00     1.0854e+00     1.4024e+00
     5.8750e+02     1.2546e+00     1.0854e+00     1.4025e+00
     5.8800e+02     1.2548e+00     1.0853e+00     1.4026e+00
     5.8850e+02     1.2549e+00     1.0852e+00     1.4026e+00
     5.8900e+02     1.2550e+00     1.0852e+00     1.4029e+00
     5.8950e+02     1.2551e+00     1.0851e+00     1.4029e+00
     5.9000e+02     1.2552e+00     1.0851e+00     1.4030e+00
     5.9050e+02     1.2553e+00     1.0850e+00     1.4031e+00
     5.9100e+02     1.2555e+00     1.0850e+00     1.4033e+00
     5.9150e+02     1.2556e+00     1.0849e+00     1.4033e+00
     5.9200e+02     1.2557e+00     1.0849e+00     1.4034e+00
     5.9250e+02     1.2558e+00     1.0848e+00     1.4036e+00
     5.9300e+02     1.2559e+00     1.0848e+00     1.4036e+00
     5.9350e+02     1.2560e+00     1.0847e+00     1.4036e+00
     5.9400e+02     1.2561e+00     1.0847e+00     1.4039e+00
     5.9450e+02     1.2562e+00     1.0846e+00     1.4039e+00
     5.9500e+02     1.2564e+00     1.0846e+00     1.4040e+00
     5.9550e+02     1.2565e+00     1.0845e+00     1.4042e+00
     5.9600e+02     1.2566e+00     1.0845e+00     1.4043e+00
     5.9650e+02     1.2567e+00     1.0844e+00     1.4043e+00
     5.9700e+02     1.2569e+00     1.0844e+00     1.4045e+00
     5.9750e+02     1.2570e+00     1.0843e+00     1.4046e+00
     5.9800e+02     1.2571e+00     1.0843e+00     1.4048e+00
     5.9850e+02     1.2572e+00     1.0842e+00     1.4048e+00
     5.9900e+02     1.2573e+00     1.0841e+00     1.4049e+00
     5.9950e+02     1.2575e+00     1.0841e+00     1.4051e+00
     6.0000e+02     1.2576e+00     1.0840e+00     1.4051e+00
     6.0050e+02     1.2577e+00     1.0840e+00     1.4053e+00
     6.0100e+02     1.2578e+00     1.0840e+00     1.4054e+00
     6.0150e+02     1.2579e+00     1.0839e+00     1.4054e+00
     6.0200e+02     1.2581e+00     1.0839e+00     1.4057e+00
     6.0250e+02     1.2582e+00     1.0838e+00     1.4057e+00
     6.0300e+02     1.2584e+00     1.0838e+00     1.4058e+00
     6.0350e+02     1.2584e+00     1.0837e+00     1.4060e+00
     6.0400e+02     1.2585e+00     1.0836e+00     1.4060e+00
     6.0450e+02     1.2587e+00     1.0836e+00     1.4062e+00
     6.0500e+02     1.2588e+00     1.0836e+00     1.4063e+00
     6.0550e+02     1.2590e+00     1.0836e+00     1.4065e+00
     6.0600e+02     1.2591e+00     1.0835e+00     1.4065e+00
     6.0650e+02     1.2592e+00     1.0835e+00     1.4066e+00
     6.0700e+02     1.2593e+00     1.0834e+00     1.4068e+00
     6.0750e+02     1.2595e+00     1.0834e+00     1.4069e+00
     6.0800e+02     1.2596e+00     1.0833e+00     1.4070e+00
     6.0850e+02     1.2597e+00     1.0833e+00     1.4071e+00
     6.0900e+02     1.2599e+00     1.0833e+00     1.4073e+00
     6.0950e+02     1.2600e+00     1.0832e+00     1.4073e+00
     6.1000e+02     1.2602e+00     1.0832e+00     1.4076e+00
     6.1050e+02     1.2603e+00     1.0831e+00     1.4076e+00
     6.1100e+02     1.2604e+00     1.0831e+00     1.4078e+00
     6.1150e+02     1.2606e+00     1.0831e+00     1.4079e+00
     6.1200e+02     1.2607e+00     1.0831e+00     1.4081e+00
     6.1250e+02     1.2608e+00     1.0830e+00     1.4081e+00
     6.1300e+02     1.2609e+00     1.0829e+00     1.4083e+00
     6.1350e+02     1.2611e+00     1.0829e+00     1.4084e+00
     6.1400e+02     1.2612e+00     1.0829e+00     1.4085e+00
     6.1450e+02     1.2614e+00     1.0829e+00     1.4086e+00
     6.1500e+02     1.2615e+00     1.0828e+00     1.4088e+00
     6.1550e+02     1.2617e+00     1.0828e+00     1.4089e+00
     6.1600e+02     1.2618e+00     1.0827e+00     1.4090e+00
     6.1650e+02     1.2620e+00     1.0827e+00     1.4092e+00
     6.1700e+02     1.2621e+00     1.0827e+00     1.4093e+00
     6.1750e+02     1.2623e+00     1.0827e+00     1.4094e+00
     6.1800e+02     1.2624e+00     1.0826e+00     1.4096e+00
     6.1850e+02     1.2626e+00     1.0826e+00     1.4097e+00
     6.1900e+02     1.2627e+00     1.0825e+00     1.4098e+00
     6.1950e+02     1.2628e+00     1.0825e+00     1.4099e+00
     6.2000e+02     1.2630e+00     1.0825e+00     1.4101e+00
     6.2050e+02     1.2631e+00     1.0825e+00     1.4103e+00
     6.2100e+02     1.2632e+00     1.0824e+00     1.4104e+00
     6.2150e+02     1.2634e+00     1.0824e+00     1.4106e+00
     6.2200e+02     1.2635e+00     1.0824e+00     1.4106e+00
     6.2250e+02     1.2637e+00     1.0824e+00     1.4108e+00
     6.2300e+02     1.2638e+00     1.0823e+00     1.4109e+00
     6.2350e+02     1.2640e+00     1.0823e+00     1.4111e+00
     6.2400e+02     1.2641e+00     1.0823e+00     1.4111e+00
     6.2450e+02     1.2643e+00     1.0822e+00     1.4113e+00
     6.2500e+02     1.2644e+00     1.0822e+00     1.4115e+00
     6.2550e+02     1.2646e+00     1.0822e+00     1.4115e+00
     6.2600e+02     1.2647e+00     1.0821e+00     1.4117e+00
     6.2650e+02     1.2649e+00     1.0821e+00     1.4118e+00
     6.2700e+02     1.2650e+00     1.0821e+00     1.4119e+00
     6.2750e+02     1.2652e+00     1.0821e+00     1.4122e+00
     6.2800e+02     1.2653e+00     1.0821e+00     1.4123e+00
     6.2850e+02     1.2655e+00     1.0820e+00     1.4124e+00
     6.2900e+02     1.2657e+00     1.0820e+00     1.4126e+00
     6.2950e+02     1.2658e+00     1.0820e+00     1.4127e+00
     6.3000e+02     1.2660e+00     1.0820e+00     1.4129e+00
     6.3050e+02     1.2661e+00     1.0819e+00     1.4130e+00
     6.3100e+02     1.2663e+00     1.0820e+00     1.4132e+00
     6.3150e+02     1.2664e+00     1.0819e+00     1.4133e+00
     6.3200e+02     1.2666e+00     1.0819e+00     1.4135e+00
     6.3250e+02     1.2667e+00     1.0819e+00     1.4136e+00
     6.3300e+02     1.2669e+00     1.0819e+00     1.4138e+00
     6.3350e+02     1.2670e+00     1.0818e+00     1.4138e+00
     6.3400e+02     1.2672e+00     1.0818e+00     1.4141e+00
     6.3450e+02     1.2673e+00     1.0818e+00     1.4142e+00
     6.3500e+02     1.2675e+00     1.0817e+00     1.4142e+00
     6.3550e+02     1.2677e+00     1.0817e+00     1.4145e+00
     6.3600e+02     1.2678e+00     1.0817e+00     1.4146e+00
     6.3650e+02     1.2680e+00     1.0817e+00     1.4147e+00
     6.3700e+02     1.2681e+00     1.0817e+00     1.4149e+00
     6.3750e+02     1.2683e+00     1.0817e+00     1.4151e+00
     6.3800e+02     1.2685e+00     1.0817e+00     1.4152e+00
     6.3850e+02     1.2686e+00     1.0817e+00     1.4154e+00
     6.3900e+02     1.2688e+00     1.0817e+00     1.4156e+00
     6.3950e+02     1.2689e+00     1.0816e+00     1.4157e+00
     6.4000e+02     1.2691e+00     1.0816e+00     1.4158e+00
     6.4050e+02     1.2693e+00     1.0816e+00     1.4160e+00
     6.4100e+02     1.2695e+00     1.0816e+00     1.4162e+00
     6.4150e+02     1.2696e+00     1.0816e+00     1.4162e+00
     6.4200e+02     1.2697e+00     1.0815e+00     1.4164e+00
     6.4250e+02     1.2699e+00     1.0815e+00     1.4166e+00
     6.4300e+02     1.2700e+00     1.0815e+00     1.4167e+00
     6.4350e+02     1.2702e+00     1.0815e+00     1.4169e+00
     6.4400e+02     1.2704e+00     1.0815e+00     1.4170e+00
     6.4450e+02     1.2706e+00     1.0815e+00     1.4172e+00
     6.4500e+02     1.2708e+00     1.0815e+00     1.4174e+00
     6.4550e+02     1.2709e+00     1.0815e+00     1.4175e+00
     6.4600e+02     1.2711e+00     1.0815e+00     1.4177e+00
     6.4650e+02     1.2712e+00     1.0814e+00     1.4179e+00
     6.4700e+02     1.2714e+00     1.0815e+00     1.4180e+00
     6.4750e+02     1.2716e+00     1.0814e+00     1.4181e+00
     6.4800e+02     1.2718e+00     1.0814e+00     1.4183e+00
     6.4850e+02     1.2719e+00     1.0814e+00     1.4184e+00
     6.4900e+02     1.2721e+00     1.0814e+00     1.4186e+00
     6.4950e+02     1.2722e+00     1.0814e+00     1.4188e+00
     6.5000e+02     1.2725e+00     1.0814e+00     1.4190e+00
     6.5050e+02     1.2726e+00     1.0814e+00     1.4191e+00
     6.5100e+02     1.2728e+00     1.0814e+00     1.4192e+00
     6.5150e+02     1.2729e+00     1.0814e+00     1.4194e+00
     6.5200e+02     1.2731e+00     1.0814e+00     1.4196e+00
     6.5250e+02     1.2733e+00     1.0813e+00     1.4198e+00
     6.5300e+02     1.2734e+00     1.0813e+00     1.4199e+00
     6.5350e+02     1.2736e+00     1.0813e+00     1.4200e+00
     6.5400e+02     1.2737e+00     1.0813e+00     1.4202e+00
     6.5450e+02     1.2740e+00     1.0813e+00     1.4204e+00
     6.5500e+02     1.2741e+00     1.0813e+00     1.4206e+00
     6.5550e+02     1.2743e+00     1.0813e+00     1.4206e+00
     6.5600e+02     1.2745e+00     1.0813e+00     1.4209e+00
     6.5650e+02     1.2747e+00     1.0814e+00     1.4211e+00
     6.5700e+02     1.2749e+00     1.0813e+00     1.4212e+00
     6.5750e+02     1.2751e+00     1.0814e+00     1.4214e+00
     6.5800e+02     1.2752e+00     1.0813e+00     1.4215e+00
     6.5850e+02     1.2754e+00     1.0813e+00     1.4217e+00
     6.5900e+02     1.2756e+00     1.0813e+00     1.4219e+00
     6.5950e+02     1.2758e+00     1.0813e+00     1.4221e+00
     6.6000e+02     1.2759e+00     1.0813e+00     1.4222e+00
     6.6050e+02     1.2761e+00     1.0813e+00     1.4224e+00
     6.6100e+02     1.2763e+00     1.0813e+00     1.4225e+00
     6.6150e+02     1.2765e+00     1.0813e+00     1.4227e+00
     6.6200e+02     1.2766e+00     1.0813e+00     1.4229e+00
     6.6250e+02     1.2768e+00     1.0813e+00     1.4231e+00
     6.6300e+02     1.2770e+00     1.0813e+00     1.4232e+00
     6.6350e+02     1.2772e+00     1.0813e+00     1.4233e+00
     6.6400e+02     1.2773e+00     1.0813e+00     1.4235e+00
     6.6450e+02     1.2775e+00     1.0813e+00     1.4237e+00
     6.6500e+02     1.2777e+00     1.0813e+00     1.4239e+00
     6.6550e+02     1.2779e+00     1.0813e+00     1.4241e+00
     6.6600e+02     1.2781e+00     1.0814e+00     1.4243e+00
     6.6650e+02     1.2783e+00     1.0813e+00     1.4244e+00
     6.6700e+02     1.2785e+00     1.0814e+00     1.4247e+00
     6.6750e+02     1.2786e+00     1.0813e+00     1.4247e+00
     6.6800e+02     1.2788e+00     1.0814e+00     1.4249e+00
     6.6850e+02     1.2791e+00     1.0814e+00     1.4251e+00
     6.6900e+02     1.2792e+00     1.0814e+00     1.4253e+00
     6.6950e+02     1.2794e+00     1.0814e+00     1.4255e+00
     6.7000e+02     1.2796e+00     1.0814e+00     1.4257e+00
     6.7050e+02     1.2798e+00     1.0814e+00     1.4259e+00
     6.7100e+02     1.2799e+00     1.0814e+00     1.4260e+00
     6.7150e+02     1.2801e+00     1.0814e+00     1.4261e+00
     6.7200e+02     1.2803e+00     1.0814e+00     1.4263e+00
     6.7250e+02     1.2805e+00     1.0815e+00     1.4265e+00
     6.7300e+02     1.2807e+00     1.0814e+00     1.4267e+00
     6.7350e+02     1.2809e+00     1.0815e+00     1.4269e+00
     6.7400e+02     1.2810e+00     1.0814e+00     1.4270e+00
     6.7450e+02     1.2812e+00     1.0815e+00     1.4272e+00
     6.7500e+02     1.2815e+00     1.0815e+00     1.4275e+00
     6.7550e+02     1.2816e+00     1.0815e+00     1.4276e+00
     6.7600e+02     1.2818e+00     1.0815e+00     1.4278e+00
     6.7650e+02     1.2820e+00     1.0815e+00     1.4280e+00
     6.7700e+02     1.2822e+00     1.0816e+00     1.4282e+00
     6.7750e+02     1.2824e+00     1.0815e+00     1.4283e+00
     6.7800e+02     1.2826e+00     1.0816e+00     1.4286e+00
     6.7850e+02     1.2828e+00     1.0816e+00     1.4286e+00
     6.7900e+02     1.2830e+00     1.0816e+00     1.4288e+00
     6.7950e+02     1.2831e+00     1.0816e+00     1.4290e+00
     6.8000e+02     1.2834e+00     1.0816e+00     1.4292e+00
     6.8050e+02     1.2836e+00     1.0817e+00     1.4294e+00
     6.8100e+02     1.2837e+00     1.0816e+00     1.4296e+00
     6.8150e+02     1.2840e+00     1.0817e+00     1.4298e+00
     6.8200e+02     1.2842e+00     1.0817e+00     1.4300e+00
     6.8250e+02     1.2843e+00     1.0817e+00     1.4301e+00
     6.8300e+02     1.2845e+00     1.0818e+00     1.4304e+00
     6.8350e+02     1.2848e+00     1.0818e+00     1.4306e+00
     6.8400e+02     1.2849e+00     1.0818e+00     1.4307e+00
     6.8450e+02     1.2852e+00     1.0818e+00     1.4310e+00
     6.8500e+02     1.2853e+00     1.0818e+00     1.4311e+00
     6.8550e+02     1.2855e+00     1.0819e+00     1.4313e+00
     6.8600e+02     1.2857e+00     1.0818e+00     1.4315e+00
     6.8650e+02     1.2859e+00     1.0819e+00     1.4317e+00
     6.8700e+02     1.2861e+00     1.0819e+00     1.4318e+00
     6.8750e+02     1.2863e+00     1.0819e+00     1.4321e+00
     6.8800e+02     1.2865e+00     1.0819e+00     1.4322e+00
     6.8850e+02     1.2867e+00     1.0820e+00     1.4324e+00
     6.8900e+02     1.2869e+00     1.0820e+00     1.4326e+00
     6.8950e+02     1.2871e+00     1.0820e+00     1.4328e+00
     6.9000e+02     1.2873e+00     1.0820e+00     1.4330e+00
     6.9050e+02     1.2875e+00     1.0820e+00     1.4332e+00
     6.9100e+02     1.2877e+00     1.0821e+00     1.4334e+00
     6.9150e+02     1.2879e+00     1.0821e+00     1.4335e+00
     6.9200e+02     1.2881e+00     1.0821e+00     1.4337e+00
     6.9250e+02     1.2883e+00     1.0821e+00     1.4339e+00
     6.9300e+02     1.2885e+00     1.0822e+00     1.4341e+00
     6.9350e+02     1.2888e+00     1.0822e+00     1.4343e+00
     6.9400e+02     1.2889e+00     1.0822e+00     1.4345e+00
     6.9450e+02     1.2892e+00     1.0823e+00     1.4347e+00
     6.9500e+02     1.2893e+00     1.0822e+00     1.4348e+00
     6.9550e+02     1.2896e+00     1.0823e+00     1.4351e+00
     6.9600e+02     1.2898e+00     1.0823e+00     1.4353e+00
     6.9650e+02     1.2899e+00     1.0823e+00     1.4354e+00
     6.9700e+02     1.2902e+00     1.0824e+00     1.4357e+00
     6.9750e+02     1.2904e+00     1.0824e+00     1.4359e+00
     6.9800e+02     1.2906e+00     1.0824e+00     1.4361e+00
     6.9850e+02     1.2908e+00     1.0825e+00     1.4363e+00
     6.9900e+02     1.2911e+00     1.0825e+00     1.4366e+00
     6.9950e+02     1.2912e+00     1.0825e+00     1.4367e+00
     7.0000e+02     1.2915e+00     1.0826e+00     1.4369e+00
     7.0050e+02     1.2916e+00     1.0826e+00     1.4371e+00
     7.0100e+02     1.2919e+00     1.0826e+00     1.4373e+00
     7.0150e+02     1.2921e+00     1.0827e+00     1.4375e+00
     7.0200e+02     1.2923e+00     1.0827e+00     1.4377e+00
     7.0250e+02     1.2925e+00     1.0828e+00     1.4379e+00
     7.0300e+02     1.2927e+00     1.0827e+00     1.4380e+00
     7.0350e+02     1.2929e+00     1.0828e+00     1.4383e+00
     7.0400e+02     1.2931e+00     1.0828e+00     1.4384e+00
     7.0450e+02     1.2933e+00     1.0829e+00     1.4387e+00
     7.0500e+02     1.2936e+00     1.0829e+00     1.4389e+00
     7.0550e+02     1.2938e+00     1.0829e+00     1.4391e+00
     7.0600e+02     1.2940e+00     1.0830e+00     1.4393e+00
     7.0650e+02     1.2942e+00     1.0830e+00     1.4395e+00
     7.0700e+02     1.2944e+00     1.0830e+00     1.4397e+00
     7.0750e+02     1.2946e+00     1.0830e+00     1.4398e+00
     7.0800e+02     1.2948e+00     1.0831e+00     1.4401e+00
     7.0850e+02     1.2951e+00     1.0832e+00     1.4404e+00
     7.0900e+02     1.2953e+00     1.0832e+00     1.4405e+00
     7.0950e+02     1.2955e+00     1.0832e+00     1.4407e+00
     7.1000e+02     1.2957e+00     1.0832e+00     1.4409e+00
     7.1050e+02     1.2959e+00     1.0833e+00     1.4411e+00
     7.1100e+02     1.2962e+00     1.0834e+00     1.4413e+00
     7.1150e+02     1.2963e+00     1.0834e+00     1.4416e+00
     7.1200e+02     1.2966e+00     1.0834e+00     1.4418e+00
     7.1250e+02     1.2968e+00     1.0835e+00     1.4420e+00
     7.1300e+02     1.2970e+00     1.0835e+00     1.4422e+00
     7.1350e+02     1.2973e+00     1.0836e+00     1.4424e+00
     7.1400e+02     1.2975e+00     1.0836e+00     1.4426e+00
     7.1450e+02     1.2977e+00     1.0836e+00     1.4429e+00
     7.1500e+02     1.2979e+00     1.0837e+00     1.4431e+00
     7.1550e+02     1.2982e+00     1.0838e+00     1.4433e+00
     7.1600e+02     1.2984e+00     1.0838e+00     1.4434e+00
     7.1650e+02     1.2986e+00     1.0839e+00     1.4437e+00
     7.1700e+02     1.2988e+00     1.0839e+00     1.4438e+00
     7.1750e+02     1.2991e+00     1.0839e+00     1.4441e+00
     7.1800e+02     1.2993e+00     1.0840e+00     1.4444e+00
     7.1850e+02     1.2995e+00     1.0840e+00     1.4445e+00
     7.1900e+02     1.2997e+00     1.0841e+00     1.4447e+00
     7.1950e+02     1.2999e+00     1.0841e+00     1.4450e+00
     7.2000e+02     1.3002e+00     1.0842e+00     1.4452e+00
     7.2050e+02     1.3004e+00     1.0842e+00     1.4453e+00
     7.2100e+02     1.3006e+00     1.0842e+00     1.4456e+00
     7.2150e+02     1.3008e+00     1.0843e+00     1.4459e+00
     7.2200e+02     1.3010e+00     1.0843e+00     1.4460e+00
     7.2250e+02     1.3013e+00     1.0844e+00     1.4463e+00
     7.2300e+02     1.3015e+00     1.0845e+00     1.4465e+00
     7.2350e+02     1.3017e+00     1.0845e+00     1.4467e+00
     7.2400e+02     1.3020e+00     1.0846e+00     1.4469e+00
     7.2450e+02     1.3023e+00     1.0846e+00     1.4472e+00
     7.2500e+02     1.3025e+00     1.0847e+00     1.4474e+00
     7.2550e+02     1.3027e+00     1.0847e+00     1.4476e+00
     7.2600e+02     1.3029e+00     1.0848e+00     1.4479e+00
     7.2650e+02     1.3031e+00     1.0848e+00     1.4480e+00
     7.2700e+02     1.3034e+00     1.0849e+00     1.4482e+00
     7.2750e+02     1.3036e+00     1.0850e+00     1.4485e+00
     7.2800e+02     1.3038e+00     1.0850e+00     1.4487e+00
     7.2850e+02     1.3041e+00     1.0851e+00     1.4489e+00
     7.2900e+02     1.3043e+00     1.0851e+00     1.4492e+00
     7.2950e+02     1.3045e+00     1.0852e+00     1.4494e+00
     7.3000e+02     1.3048e+00     1.0853e+00     1.4496e+00
     7.3050e+02     1.3050e+00     1.0853e+00     1.4498e+00
     7.3100e+02     1.3053e+00     1.0854e+00     1.4501e+00
     7.3150e+02     1.3055e+00     1.0854e+00     1.4502e+00
     7.3200e+02     1.3057e+00     1.0855e+00     1.4504e+00
     7.3250e+02     1.3060e+00     1.0855e+00     1.4508e+00
     7.3300e+02     1.3062e+00     1.0856e+00     1.4509e+00
     7.3350e+02     1.3064e+00     1.0856e+00     1.4511e+00
     7.3400e+02     1.3066e+00     1.0857e+00     1.4514e+00
     7.3450e+02     1.3069e+00     1.0857e+00     1.4516e+00
     7.3500e+02     1.3072e+00     1.0858e+00     1.4518e+00
     7.3550e+02     1.3074e+00     1.0859e+00     1.4521e+00
     7.3600e+02     1.3076e+00     1.0859e+00     1.4523e+00
     7.3650e+02     1.3079e+00     1.0860e+00     1.4525e+00
     7.3700e+02     1.3082e+00     1.0861e+00     1.4528e+00
     7.3750e+02     1.3084e+00     1.0861e+00     1.4530e+00
     7.3800e+02     1.3086e+00     1.0862e+00     1.4532e+00
     7.3850e+02     1.3089e+00     1.0863e+00     1.4535e+00
     7.3900e+02     1.3091e+00     1.0864e+00     1.4537e+00
     7.3950e+02     1.3094e+00     1.0864e+00     1.4540e+00
     7.4000e+02     1.3096e+00     1.0865e+00     1.4541e+00
     7.4050e+02     1.3098e+00     1.0866e+00     1.4544e+00
