MG,BP-RP,MG0,BP-RP0
14.127258,1.238676,2.399157054,1.123416255
17.520025,1.276632,5.791924054,1.161372255
13.913811,0.664003,2.185710054,0.548743255
14.741057,0.936251,3.012956054,0.820991255
14.639818,1.243688,2.911717054,1.128428255
16.757492,1.050194,5.029391054,0.934934255
16.89869,1.083305,5.170589054,0.968045255
15.082575,0.879716,3.354474054,0.764456255
16.466625,0.998323,4.738524054,0.883063255
16.134,0.953939,4.405899054,0.838679255
16.759537,1.219078,5.031436054,1.103818255
15.565308,0.898493,3.837207054,0.783233255
16.2434,0.958093,4.515299054,0.842833255
16.304514,1.044112,4.576413054,0.928852255
15.044795,0.852447,3.316694054,0.737187255
14.753864,0.969705,3.025763054,0.854445255
15.503082,0.870747,3.774981054,0.755487255
15.274981,0.750979,3.546880054,0.635719255
16.23841,0.965782,4.510309054,0.850522255
16.797812,1.079022,5.069711054,0.963762255
14.927867,0.882151,3.199766054,0.766891255
15.450812,0.908968,3.722711054,0.793708255
15.643841,0.918805,3.915740054,0.803545255
17.513308,1.238989,5.785207054,1.123729255
16.553635,1.072914,4.825534054,0.957654255
14.800562,1.014546,3.072461054,0.899286255
17.010107,1.14336,5.282006054,1.028100255
15.568414,0.886961,3.840313054,0.771701255
17.136593,1.284126,5.408492054,1.168866255
12.058268,1.466401,0.330167054,1.351141255
16.512972,1.180075,4.784871054,1.064815255
17.427145,1.470423,5.699044054,1.355163255
17.287773,1.229183,5.559672054,1.113923255
15.760448,0.954955,4.032347054,0.839695255
17.8812,1.378351,6.153099054,1.263091255
17.038784,1.116707,5.310683054,1.001447255
14.869671,0.905066,3.141570054,0.789806255
15.608097,0.969825,3.879996054,0.854565255
16.805616,1.063976,5.077515054,0.948716255
15.44632,0.867377,3.718219054,0.752117255
15.910758,0.892273,4.182657054,0.777013255
17.255047,1.291262,5.526946054,1.176002255
15.137117,0.885381,3.409016054,0.770121255
16.113321,1.06783,4.385220054,0.952570255
16.62471,1.022989,4.896609054,0.907729255
15.92868,0.925479,4.200579054,0.810219255
17.560085,1.203671,5.831984054,1.088411255
16.794186,1.063049,5.066085054,0.947789255
13.394283,1.159166,1.666182054,1.043906255
16.280527,0.994663,4.552426054,0.879403255
17.334517,1.218063,5.606416054,1.102803255
16.37987,0.974604,4.651769054,0.859344255
15.394487,0.866509,3.666386054,0.751249255
15.93548,0.92983,4.207379054,0.814570255
17.708399,1.313337,5.980298054,1.198077255
13.893111,1.25032,2.165010054,1.135060255
16.082499,0.920593,4.354398054,0.805333255
15.674263,0.899469,3.946162054,0.784209255
16.212147,1.054308,4.484046054,0.939048255
16.679583,1.058634,4.951482054,0.943374255
17.531069,1.237419,5.802968054,1.122159255
15.193452,0.874165,3.465351054,0.758905255
17.195927,1.504324,5.467826054,1.389064255
16.102493,0.967835,4.374392054,0.852575255
15.637641,0.908927,3.909540054,0.793667255
16.154898,1.091375,4.426797054,0.976115255
14.84044,1.059115,3.112339054,0.943855255
17.090261,1.223221,5.362160054,1.107961255
14.194213,1.235342,2.466112054,1.120082255
15.583482,0.885611,3.855381054,0.770351255
14.98199,0.855092,3.253889054,0.739832255
14.865454,0.87959,3.137353054,0.764330255
17.063164,1.138516,5.335063054,1.023256255
14.044449,1.182085,2.316348054,1.066825255
16.407114,0.963433,4.679013054,0.848173255
14.871772,0.8817,3.143671054,0.766440255
14.895218,0.882093,3.167117054,0.766833255
16.368145,0.990884,4.640044054,0.875624255
17.478981,1.231424,5.750880054,1.116164255
16.081097,0.960125,4.352996054,0.844865255
17.208107,1.231289,5.480006054,1.116029255
15.096066,0.854191,3.367965054,0.738931255
17.643257,1.294235,5.915156054,1.178975255
15.406512,0.878036,3.678411054,0.762776255
15.141736,0.908487,3.413635054,0.793227255
16.937029,1.086693,5.208928054,0.971433255
17.4202,1.426891,5.692099054,1.311631255
16.771536,1.064636,5.043435054,0.949376255
15.120566,0.874991,3.392465054,0.759731255
16.840214,1.162523,5.112113054,1.047263255
13.595017,1.271865,1.866916054,1.156605255
15.097314,0.876211,3.369213054,0.760951255
17.371248,1.424978,5.643147054,1.309718255
17.004778,1.117168,5.276677054,1.001908255
14.894552,0.888233,3.166451054,0.772973255
17.10898,1.172644,5.380879054,1.057384255
17.642002,1.280363,5.913901054,1.165103255
16.297112,0.981947,4.569011054,0.866687255
15.851701,0.890698,4.123600054,0.775438255
14.756832,0.93293,3.028731054,0.817670255
15.528743,0.971477,3.800642054,0.856217255
15.668261,0.879441,3.940160054,0.764181255
16.14947,1.049705,4.421369054,0.934445255
14.754351,0.960018,3.026250054,0.844758255
14.852165,1.061732,3.124064054,0.946472255
14.892679,1.150475,3.164578054,1.035215255
14.816027,0.900136,3.087926054,0.784876255
13.748299,0.677295,2.020198054,0.562035255
15.742461,0.875873,4.014360054,0.760613255
17.916714,1.699888,6.188613054,1.584628255
17.257395,1.145338,5.529294054,1.030078255
16.146362,0.96735,4.418261054,0.852090255
15.380275,0.870942,3.652174054,0.755682255
16.611881,1.013094,4.883780054,0.897834255
15.946154,0.917015,4.218053054,0.801755255
16.577835,1.094132,4.849734054,0.978872255
16.382153,0.98449,4.654052054,0.869230255
14.683341,1.204319,2.955240054,1.089059255
12.662315,1.383426,0.934214054,1.268166255
17.578821,1.490725,5.850720054,1.375465255
15.553529,0.899413,3.825428054,0.784153255
15.682833,0.871339,3.954732054,0.756079255
14.706125,1.243251,2.978024054,1.127991255
15.436517,0.877609,3.708416054,0.762349255
15.419574,0.956655,3.691473054,0.841395255
16.069454,0.980022,4.341353054,0.864762255
15.896003,0.932244,4.167902054,0.816984255
14.759385,0.972915,3.031284054,0.857655255
17.332731,1.214211,5.604630054,1.098951255
17.68499,1.324049,5.956889054,1.208789255
16.746943,1.192808,5.018842054,1.077548255
16.321459,1.05187,4.593358054,0.936610255
15.0713,0.872497,3.343199054,0.757237255
17.30457,1.492153,5.576469054,1.376893255
15.773023,0.975175,4.044922054,0.859915255
17.225683,1.200968,5.497582054,1.085708255
14.91418,0.904767,3.186079054,0.789507255
17.550129,1.328693,5.822028054,1.213433255
14.753619,0.909553,3.025518054,0.794293255
16.820303,1.148729,5.092202054,1.033469255
15.620605,0.884133,3.892504054,0.768873255
16.597054,1.206754,4.868953054,1.091494255
14.754124,0.667353,3.026023054,0.552093255
12.088145,1.334358,0.360044054,1.219098255
15.412179,0.853914,3.684078054,0.738654255
14.862633,0.924286,3.134532054,0.809026255
15.211162,0.877444,3.483061054,0.762184255
17.395912,1.294128,5.667811054,1.178868255
15.985284,0.920246,4.257183054,0.804986255
16.423342,1.202686,4.695241054,1.087426255
17.157354,1.166821,5.429253054,1.051561255
16.472551,1.152279,4.744450054,1.037019255
16.462488,0.99405,4.734387054,0.878790255
16.007877,0.929296,4.279776054,0.814036255
12.123122,1.35916,0.395021054,1.243900255
17.362173,1.183113,5.634072054,1.067853255
16.831717,1.306694,5.103616054,1.191434255
17.318745,1.234856,5.590644054,1.119596255
15.105406,0.853677,3.377305054,0.738417255
15.016431,0.861252,3.288330054,0.745992255
17.646685,1.307177,5.918584054,1.191917255
15.341475,0.878734,3.613374054,0.763474255
16.006542,1.035274,4.278441054,0.920014255
17.449537,1.223333,5.721436054,1.108073255
17.73564,1.310867,6.007539054,1.195607255
15.701009,0.887293,3.972908054,0.772033255
15.630243,0.886103,3.902142054,0.770843255
16.676043,1.045244,4.947942054,0.929984255
16.144588,0.946018,4.416487054,0.830758255
14.92231,1.176696,3.194209054,1.061436255
16.134052,0.935456,4.405951054,0.820196255
15.966574,1.0337,4.238473054,0.918440255
17.116583,1.144299,5.388482054,1.029039255
16.061813,0.937862,4.333712054,0.822602255
15.8445,0.973086,4.116399054,0.857826255
16.54818,1.077616,4.820079054,0.962356255
16.869385,1.075607,5.141284054,0.960347255
17.480568,1.255207,5.752467054,1.139947255
14.925639,1.105328,3.197538054,0.990068255
17.602232,1.229254,5.874131054,1.113994255
16.206022,0.97526,4.477921054,0.860000255
15.780518,0.910686,4.052417054,0.795426255
16.787642,1.137404,5.059541054,1.022144255
15.078299,0.876165,3.350198054,0.760905255
15.46414,0.899043,3.736039054,0.783783255
16.853643,1.120796,5.125542054,1.005536255
17.828182,1.428926,6.100081054,1.313666255
16.583912,1.032439,4.855811054,0.917179255
15.302873,0.849032,3.574772054,0.733772255
15.839118,0.886683,4.111017054,0.771423255
15.102544,0.853196,3.374443054,0.737936255
17.014858,1.121338,5.286757054,1.006078255
17.199968,1.17749,5.471867054,1.062230255
16.179815,0.946756,4.451714054,0.831496255
14.911435,0.865274,3.183334054,0.750014255
15.64459,0.876833,3.916489054,0.761573255
17.23571,1.254036,5.507609054,1.138776255
15.039683,0.863389,3.311582054,0.748129255
17.662426,1.50005,5.934325054,1.384790255
15.63443,0.983274,3.906329054,0.868014255
17.60746,1.287025,5.879359054,1.171765255
16.641815,1.059679,4.913714054,0.944419255
15.187535,0.8871,3.459434054,0.771840255
16.266708,-0.304901,4.538607054,-0.420160745
17.05245,1.121342,5.324349054,1.006082255
17.850502,1.369953,6.122401054,1.254693255
17.166826,1.355812,5.438725054,1.240552255
16.478203,1.11891,4.750102054,1.003650255
15.295894,0.872351,3.567793054,0.757091255
16.254305,0.977556,4.526204054,0.862296255
17.700825,1.307793,5.972724054,1.192533255
17.329313,1.197317,5.601212054,1.082057255
15.902047,0.898066,4.173946054,0.782806255
15.894167,1.02923,4.166066054,0.913970255
14.657864,0.863935,2.929763054,0.748675255
15.003678,0.777138,3.275577054,0.661878255
14.792532,0.896346,3.064431054,0.781086255
14.728344,0.939424,3.000243054,0.824164255
16.6665,1.059397,4.938399054,0.944137255
17.15266,1.19681,5.424559054,1.081550255
13.497944,0.809458,1.769843054,0.694198255
17.85258,1.388132,6.124479054,1.272872255
16.691914,1.216303,4.963813054,1.101043255
17.331205,1.225859,5.603104054,1.110599255
14.243686,0.667753,2.515585054,0.552493255
14.749846,0.975622,3.021745054,0.860362255
15.535573,0.895005,3.807472054,0.779745255
13.663923,1.231602,1.935822054,1.116342255
17.064072,1.145489,5.335971054,1.030229255
15.811033,0.902943,4.082932054,0.787683255
17.323393,1.190117,5.595292054,1.074857255
15.706902,0.918385,3.978801054,0.803125255
14.763999,0.975782,3.035898054,0.860522255
14.65832,1.1552,2.930219054,1.039940255
17.084272,1.294943,5.356171054,1.179683255
15.822572,0.920393,4.094471054,0.805133255
15.395793,0.891963,3.667692054,0.776703255
16.393923,0.955442,4.665822054,0.840182255
17.183619,1.166189,5.455518054,1.050929255
15.964243,0.921134,4.236142054,0.805874255
17.159498,1.205687,5.431397054,1.090427255
17.34332,1.391636,5.615219054,1.276376255
15.446778,0.868386,3.718677054,0.753126255
16.768888,1.075781,5.040787054,0.960521255
13.259659,0.451249,1.531558054,0.335989255
16.221395,0.9603,4.493294054,0.845040255
14.08083,0.900373,2.352729054,0.785113255
17.946285,1.36351,6.218184054,1.248250255
16.542055,1.114109,4.813954054,0.998849255
17.07304,1.18479,5.344939054,1.069530255
15.797791,1.008578,4.069690054,0.893318255
16.464743,1.038893,4.736642054,0.923633255
17.726377,1.308083,5.998276054,1.192823255
14.737429,0.865618,3.009328054,0.750358255
16.429379,0.984245,4.701278054,0.868985255
16.31188,0.994019,4.583779054,0.878759255
16.512503,1.105664,4.784402054,0.990404255
17.504496,1.354284,5.776395054,1.239024255
16.137789,0.953234,4.409688054,0.837974255
17.418346,1.216196,5.690245054,1.100936255
16.78467,1.107939,5.056569054,0.992679255
16.773975,1.106499,5.045874054,0.991239255
15.310416,0.867234,3.582315054,0.751974255
15.752864,0.88944,4.024763054,0.774180255
15.553539,0.878748,3.825438054,0.763488255
15.972684,0.930425,4.244583054,0.815165255
16.189003,0.955021,4.460902054,0.839761255
17.512634,1.244877,5.784533054,1.129617255
15.748738,0.893277,4.020637054,0.778017255
17.50303,1.300499,5.774929054,1.185239255
15.410889,0.885217,3.682788054,0.769957255
16.141634,0.935895,4.413533054,0.820635255
17.32228,1.39823,5.594179054,1.282970255
14.746342,1.013697,3.018241054,0.898437255
16.660847,1.072655,4.932746054,0.957395255
16.123991,1.035143,4.395890054,0.919883255
15.70411,0.953622,3.976009054,0.838362255
15.332463,0.872383,3.604362054,0.757123255
17.889412,1.340818,6.161311054,1.225558255
15.88811,0.912661,4.160009054,0.797401255
16.084372,0.932311,4.356271054,0.817051255
12.000468,1.35293,0.272367054,1.237670255
17.962107,1.634737,6.234006054,1.519477255
14.799671,0.911557,3.071570054,0.796297255
15.855015,1.229025,4.126914054,1.113765255
14.779755,0.732045,3.051654054,0.616785255
12.574103,1.379839,0.846002054,1.264579255
16.360699,1.018985,4.632598054,0.903725255
16.826817,1.259722,5.098716054,1.144462255
16.938126,1.134762,5.210025054,1.019502255
16.35217,1.126855,4.624069054,1.011595255
13.778666,1.180013,2.050565054,1.064753255
14.840932,1.105999,3.112831054,0.990739255
15.62599,0.896338,3.897889054,0.781078255
15.577515,0.898124,3.849414054,0.782864255
14.756907,0.906835,3.028806054,0.791575255
14.387801,1.383339,2.659700054,1.268079255
17.046478,1.10998,5.318377054,0.994720255
17.83207,1.341482,6.103969054,1.226222255
17.10172,1.157803,5.373619054,1.042543255
15.304762,0.85785,3.576661054,0.742590255
17.483215,1.250723,5.755114054,1.135463255
15.629929,0.856085,3.901828054,0.740825255
14.885991,1.15322,3.157890054,1.037960255
11.93203,1.460118,0.203929054,1.344858255
17.371653,1.203884,5.643552054,1.088624255
13.815447,1.374335,2.087346054,1.259075255
14.974738,0.858901,3.246637054,0.743641255
16.227957,0.944944,4.499856054,0.829684255
16.749166,1.052937,5.021065054,0.937677255
16.64691,1.028837,4.918809054,0.913577255
14.709466,0.886167,2.981365054,0.770907255
16.817728,1.164497,5.089627054,1.049237255
11.761917,1.470485,0.033816054,1.355225255
15.040992,0.944199,3.312891054,0.828939255
17.39934,1.206644,5.671239054,1.091384255
16.576406,1.069103,4.848305054,0.953843255
15.879674,1.010791,4.151573054,0.895531255
17.61886,1.187058,5.890759054,1.071798255
16.644539,1.01573,4.916438054,0.900470255
16.882973,1.098141,5.154872054,0.982881255
14.909054,1.129801,3.180953054,1.014541255
15.792396,1.137458,4.064295054,1.022198255
12.255204,1.424083,0.527103054,1.308823255
15.177128,0.85259,3.449027054,0.737330255
15.237832,0.869385,3.509731054,0.754125255
15.93421,0.898855,4.206109054,0.783595255
11.664879,1.326295,-0.063221946,1.211035255
17.488321,1.251842,5.760220054,1.136582255
17.005175,1.142147,5.277074054,1.026887255
17.822985,1.327131,6.094884054,1.211871255
14.818657,0.873164,3.090556054,0.757904255
15.360309,0.874122,3.632208054,0.758862255
16.5138,0.983726,4.785699054,0.868466255
17.604635,1.289864,5.876534054,1.174604255
16.830866,1.07506,5.102765054,0.959800255
15.772951,0.915814,4.044850054,0.800554255
16.735106,1.088099,5.007005054,0.972839255
15.139256,0.89889,3.411155054,0.783630255
15.265512,0.888072,3.537411054,0.772812255
15.823953,1.020972,4.095852054,0.905712255
17.178917,1.17141,5.450816054,1.056150255
17.360228,1.199846,5.632127054,1.084586255
17.733603,1.323332,6.005502054,1.208072255
15.025622,0.908784,3.297521054,0.793524255
16.119892,0.954193,4.391791054,0.838933255
15.611114,0.9711,3.883013054,0.855840255
14.796244,0.986362,3.068143054,0.871102255
17.024736,1.101156,5.296635054,0.985896255
15.378627,0.867459,3.650526054,0.752199255
15.297494,0.915896,3.569393054,0.800636255
17.99494,1.405773,6.266839054,1.290513255
16.388268,0.999981,4.660167054,0.884721255
15.128978,0.928478,3.400877054,0.813218255
17.483467,1.459667,5.755366054,1.344407255
17.090105,1.145306,5.362004054,1.030046255
15.57209,0.894152,3.843989054,0.778892255
14.280283,1.238192,2.552182054,1.122932255
15.267674,0.857221,3.539573054,0.741961255
17.364735,1.374355,5.636634054,1.259095255
16.551605,1.015672,4.823504054,0.900412255
17.318764,1.186388,5.590663054,1.071128255
16.329538,0.989148,4.601437054,0.873888255
16.486113,1.000846,4.758012054,0.885586255
16.429642,0.98696,4.701541054,0.871700255
17.182976,1.291197,5.454875054,1.175937255
14.92256,0.87172,3.194459054,0.756460255
16.936146,1.167637,5.208045054,1.052377255
17.225922,1.202475,5.497821054,1.087215255
17.897278,1.363773,6.169177054,1.248513255
16.586979,1.069464,4.858878054,0.954204255
16.540712,1.063022,4.812611054,0.947762255
15.406274,0.846683,3.678173054,0.731423255
15.429523,0.873924,3.701422054,0.758664255
15.855135,0.919198,4.127034054,0.803938255
16.80382,1.065487,5.075719054,0.950227255
17.953066,1.431973,6.224965054,1.316713255
15.937925,0.919256,4.209824054,0.803996255
12.119555,1.343814,0.391454054,1.228554255
16.784906,1.05493,5.056805054,0.939670255
17.436823,1.213799,5.708722054,1.098539255
15.356568,0.848261,3.628467054,0.733001255
17.275312,1.221542,5.547211054,1.106282255
17.80665,1.34026,6.078549054,1.225000255
16.202652,0.965048,4.474551054,0.849788255
