MG,BP-RP,MG0,BP-RP0
14.02634,0.842731,0.73602,0.121341
13.836108,0.713886,0.545788,-7.50E-03
16.187597,1.130867,2.897277,0.409477
17.06659,1.497463,3.77627,0.776073
14.616465,0.734536,1.326145,0.013146
15.874792,1.094253,2.584472,0.372863
14.534328,0.829313,1.244008,0.107923
16.37203,1.350353,3.08171,0.628963
17.429783,1.591221,4.139463,0.869831
14.715154,1.032033,1.424834,0.310643
12.725465,0.564471,-0.564855,-0.156919
14.721048,0.933497,1.430728,0.212107
16.112514,1.261984,2.822194,0.540594
13.975947,0.821776,0.685627,0.100386
15.125436,0.798625,1.835116,0.077235
14.585707,0.940076,1.295387,0.218686
17.872267,1.63945,4.581947,0.91806
16.222502,1.279169,2.932182,0.557779
15.590715,1.003896,2.300395,0.282506
16.453175,1.532989,3.162855,0.811599
10.167315,0.377844,-3.123005,-0.343546
13.857739,0.58819,0.567419,-0.1332
16.90543,1.499107,3.61511,0.777717
16.02306,1.323455,2.73274,0.602065
13.04365,0.589725,-0.24667,-0.131665
15.890907,1.055298,2.600587,0.333908
14.313251,0.741868,1.022931,0.020478
16.638859,1.549602,3.348539,0.828212
15.288503,0.947156,1.998183,0.225766
17.006096,1.75075,3.715776,1.02936
12.249274,0.631847,-1.041046,-0.089543
16.140203,1.437214,2.849883,0.715824
13.831881,0.859795,0.541561,0.138405
15.608537,1.001395,2.318217,0.280005
12.674624,0.542648,-0.615696,-0.178742
16.241566,1.178542,2.951246,0.457152
15.928336,1.126749,2.638016,0.405359
13.982743,0.983528,0.692423,0.262138
15.717701,1.11579,2.427381,0.3944
15.51388,0.981071,2.22356,0.259681
15.375029,0.891818,2.084709,0.170428
14.605576,0.940577,1.315256,0.219187
15.572768,0.946941,2.282448,0.225551
16.418524,1.279532,3.128204,0.558142
12.940772,0.486269,-0.349548,-0.235121
13.340795,0.55979,0.050475,-0.1616
16.708336,1.299233,3.418016,0.577843
15.190414,0.865893,1.900094,0.144503
13.119136,0.414752,-0.171184,-0.306638
16.467806,1.284198,3.177486,0.562808
14.866071,0.84253,1.575751,0.12114
15.442694,0.99314,2.152374,0.27175
16.169413,1.323897,2.879093,0.602507
15.416323,0.961022,2.126003,0.239632
13.070663,0.457822,-0.219657,-0.263568
16.75152,1.337028,3.4612,0.615638
16.594032,1.319555,3.303712,0.598165
13.153596,0.517211,-0.136724,-0.204179
16.182755,1.161177,2.892435,0.439787
17.460674,1.409241,4.170354,0.687851
12.428536,0.533692,-0.861784,-0.187698
9.882385,0.552872,-3.407935,-0.168518
12.491875,0.584384,-0.798445,-0.137006
12.339608,0.400253,-0.950712,-0.321137
12.535573,0.461396,-0.754747,-0.259994
15.621758,0.963687,2.331438,0.242297
14.753477,0.827982,1.463157,0.106592
17.152166,1.458866,3.861846,0.737476
14.166336,0.901631,0.876016,0.180241
12.874051,0.633642,-0.416269,-0.087748
16.36662,1.251449,3.0763,0.530059
15.895939,1.096182,2.605619,0.374792
14.337433,0.713469,1.047113,-7.92E-03
15.686376,1.325688,2.396056,0.604298
11.079428,0.529206,-2.210892,-0.192184
16.713125,1.566371,3.422805,0.844981
13.00767,0.5235,-0.28265,-0.19789
15.429079,0.909648,2.138759,0.188258
16.923101,1.465239,3.632781,0.743849
11.344397,0.578049,-1.945923,-0.143341
14.740367,0.926837,1.450047,0.205447
14.819394,0.849231,1.529074,0.127841
16.43009,1.251525,3.13977,0.530135
16.144463,1.184822,2.854143,0.463432
17.60691,1.861387,4.31659,1.139997
14.710298,0.981816,1.419978,0.260426
14.68648,0.711405,1.39616,-9.99E-03
17.616049,1.608025,4.325729,0.886635
14.541997,0.897808,1.251677,0.176418
16.81448,1.449934,3.52416,0.728544
10.905639,0.447808,-2.384681,-0.273582
14.992773,0.962136,1.702453,0.240746
15.965446,1.436858,2.675126,0.715468
16.642012,1.552965,3.351692,0.831575
16.663408,1.500677,3.373088,0.779287
14.302013,0.719257,1.011693,-2.13E-03
15.871637,1.401355,2.581317,0.679965
17.631498,1.645281,4.341178,0.923891
15.084803,0.875107,1.794483,0.153717
16.705807,1.520212,3.415487,0.798822
15.494608,0.89054,2.204288,0.16915
15.316292,1.110146,2.025972,0.388756
16.598946,1.573251,3.308626,0.851861
17.64335,1.704748,4.35303,0.983358
15.711008,1.07015,2.420688,0.34876
16.07624,1.272736,2.78592,0.551346
17.580133,1.654934,4.289813,0.933544
15.533769,1.134268,2.243449,0.412878
17.978148,1.759594,4.687828,1.038204
14.365903,0.801879,1.075583,0.080489
15.672421,0.999907,2.382101,0.278517
13.704322,0.539926,0.414002,-0.181464
16.224182,1.173465,2.933862,0.452075
12.950695,0.548609,-0.339625,-0.172781
10.900164,0.656165,-2.390156,-0.065225
16.678406,1.46457,3.388086,0.74318
17.057463,1.299643,3.767143,0.578253
10.071683,0.442306,-3.218637,-0.279084
17.052813,1.641083,3.762493,0.919693
16.07743,1.019585,2.78711,0.298195
16.062626,1.280051,2.772306,0.558661
13.696116,0.71439,0.405796,-7.00E-03
15.131284,0.860085,1.840964,0.138695
15.439089,0.919151,2.148769,0.197761
16.568544,1.358365,3.278224,0.636975
15.939528,1.434459,2.649208,0.713069
16.228577,1.190874,2.938257,0.469484
15.050995,0.771945,1.760675,0.050555
16.104982,1.157549,2.814662,0.436159
13.068228,0.65062,-0.222092,-0.07077
15.413744,0.943214,2.123424,0.221824
17.211912,1.683626,3.921592,0.962236
15.170504,0.715113,1.880184,-6.28E-03
13.666516,0.626775,0.376196,-0.094615
13.084875,0.646121,-0.205445,-0.075269
15.338786,0.873231,2.048466,0.151841
17.224806,1.456017,3.934486,0.734627
16.465136,1.315253,3.174816,0.593863
15.029339,1.112454,1.739019,0.391064
15.903113,1.024276,2.612793,0.302886
16.717907,1.598867,3.427587,0.877477
15.419149,1.154965,2.128829,0.433575
15.580532,1.02786,2.290212,0.30647
13.413834,0.629478,0.123514,-0.091912
15.444258,0.931973,2.153938,0.210583
17.415022,1.599703,4.124702,0.878313
11.125327,0.336761,-2.164993,-0.384629
16.705137,1.453013,3.414817,0.731623
16.138567,1.150888,2.848247,0.429498
16.76241,1.376277,3.47209,0.654887
17.243538,1.570971,3.953218,0.849581
11.204694,0.558793,-2.085626,-0.162597
15.634503,0.977984,2.344183,0.256594
15.667448,1.12275,2.377128,0.40136
17.457329,1.677492,4.167009,0.956102
16.061502,1.156804,2.771182,0.435414
17.33072,1.65122,4.0404,0.92983
16.59324,1.325681,3.30292,0.604291
15.730391,1.026166,2.440071,0.304776
17.034697,1.382666,3.744377,0.661276
11.509821,0.526016,-1.780499,-0.195374
15.55694,0.8513,2.26662,0.12991
15.797241,1.039382,2.506921,0.317992
17.655489,1.686924,4.365169,0.965534
16.460163,1.249901,3.169843,0.528511
15.100292,0.826705,1.809972,0.105315
16.86616,1.443552,3.57584,0.722162
16.269032,1.362572,2.978712,0.641182
11.894137,0.663766,-1.396183,-0.057624
11.210986,0.527542,-2.079334,-0.193848
15.521825,0.92758,2.231505,0.20619
14.540656,0.840231,1.250336,0.118841
17.57105,1.615818,4.28073,0.894428
15.62654,1.083486,2.33622,0.362096
15.376378,0.853804,2.086058,0.132414
16.92494,1.560091,3.63462,0.838701
14.851439,1.010488,1.561119,0.289098
17.102694,1.554165,3.812374,0.832775
14.109792,0.638408,0.819472,-0.082982
15.806657,1.232614,2.516337,0.511224
17.434023,1.442022,4.143703,0.720632
17.095861,1.688385,3.805541,0.966995
16.360088,1.284811,3.069768,0.563421
15.68981,0.952303,2.39949,0.230913
16.320019,1.177024,3.029699,0.455634
17.499607,1.586143,4.209287,0.864753
17.417034,1.551285,4.126714,0.829895
17.052336,1.552675,3.762016,0.831285
15.566574,0.948178,2.276254,0.226788
16.873173,1.464161,3.582853,0.742771
16.04952,1.080802,2.7592,0.359412
15.674109,1.296927,2.383789,0.575537
16.424295,1.447634,3.133975,0.726244
16.298315,1.362298,3.007995,0.640908
16.089088,1.146235,2.798768,0.424845
12.801252,0.682498,-0.489068,-0.038892
16.051912,1.184618,2.761592,0.463228
15.950545,1.113179,2.660225,0.391789
15.502523,0.926605,2.212203,0.205215
17.569923,1.676813,4.279603,0.955423
15.628442,0.906745,2.338122,0.185355
9.77701,0.474112,-3.51331,-0.247278
9.65196,0.464831,-3.63836,-0.256559
13.365161,0.655743,0.074841,-0.065647
15.441671,0.968932,2.151351,0.247542
11.169042,0.454794,-2.121278,-0.266596
17.404247,1.7593,4.113927,1.03791
16.70819,1.469659,3.41787,0.748269
17.073278,1.620258,3.782958,0.898868
16.455536,1.630596,3.165216,0.909206
16.482813,1.370851,3.192493,0.649461
14.634842,0.739445,1.344522,0.018055
16.12326,1.184841,2.83294,0.463451
16.208935,1.221114,2.918615,0.499724
17.205051,1.596256,3.914731,0.874866
11.678846,0.441385,-1.611474,-0.280005
15.933648,1.073347,2.643328,0.351957
14.925033,0.797689,1.634713,0.076299
16.549526,1.381198,3.259206,0.659808
14.976638,0.733397,1.686318,0.012007
16.887762,1.318682,3.597442,0.597292
16.162498,1.163974,2.872178,0.442584
16.53818,1.21106,3.24786,0.48967
15.670422,1.038046,2.380102,0.316656
16.491299,1.300635,3.200979,0.579245
14.109832,0.792067,0.819512,0.070677
16.594868,1.318616,3.304548,0.597226
15.313403,0.814151,2.023083,0.092761
10.862224,0.636658,-2.428096,-0.084732
14.275217,0.639236,0.984897,-0.082154
14.949847,0.828577,1.659527,0.107187
16.504877,1.261737,3.214557,0.540347
16.258904,1.22128,2.968584,0.49989
15.87634,1.085857,2.58602,0.364467
15.422621,0.928836,2.132301,0.207446
16.123604,1.212006,2.833284,0.490616
17.397673,1.305508,4.107353,0.584118
16.641314,1.572726,3.350994,0.851336
12.781202,0.504425,-0.509118,-0.216965
11.186663,0.356747,-2.103657,-0.364643
16.317314,1.279103,3.026994,0.557713
11.977483,0.528852,-1.312837,-0.192538
15.725256,1.025071,2.434936,0.303681
15.761542,1.014945,2.471222,0.293555
14.669673,0.947646,1.379353,0.226256
