Mass,Radius
1.2418,10.9609
1.5824,11.0552
0.7867,9.3139
1.2372,10.9982
1.0249,11.094
0.9923,11.6617
0.9145,10.2187
1.1853,12.9647
1.1229,11.807
1.0974,10.6256
1.1439,10.6468
0.9987,10.6443
1.5641,10.7809
1.1263,10.45
1.7669,12.7819
1.1893,10.6162
1.6318,11.7932
0.8782,9.9836
1.664,11.9396
1.3331,10.9135
1.1848,10.909
1.0783,10.4441
1.0785,10.6425
1.0553,10.7535
2.61,13.1089
1.3017,11.3228
1.4406,10.9949
1.691,11.5691
1.0464,10.5705
1.131,11.6986
1.148,10.6391
1.1234,10.5389
1.6736,11.3106
1.2435,10.8474
0.9585,10.7166
1.1927,10.6911
1.0436,10.3879
1.2152,10.6046
1.1401,10.9432
1.3636,10.9301
1.4541,10.846
0.9858,10.5499
1.3893,13.251
1.0111,10.7528
2.4675,11.5814
1.0457,10.5742
1.067,10.6022
1.1404,10.7032
0.9496,10.5136
1.7364,12.3989
2.1938,8.7648
1.6039,14.6938
1.6867,13.3021
1.3676,11.1737
0.8334,9.8226
1.0226,10.687
1.1128,11.1072
1.1932,10.8398
0.9009,9.9963
1.0313,10.9584
1.2754,11.7887
0.9866,10.1652
2.2873,8.4197
2.9459,11.247
1.1646,10.8152
1.2621,10.7697
1.0707,11.5223
1.1352,10.6969
1.104,10.7649
1.048,10.8128
1.1189,10.7154
1.5034,12.67
1.3355,13.1783
1.1482,10.9891
1.1539,10.7883
0.9469,10.2658
1.0928,10.5073
1.1385,11.32
0.9205,10.2278
1.1105,10.7031
1.0048,10.5284
1.3982,11.1193
1.1502,10.6347
0.9847,10.8116
1.3822,11.0075
0.8901,9.9285
0.9939,10.256
2.6173,9.771
1.6976,10.7753
1.3089,11.1022
1.0386,11.4396
1.2269,11.0829
1.0601,10.4696
1.0463,10.668
1.3354,11.3848
1.2889,11.1585
0.7235,8.9679
1.1033,10.6843
1.181,10.9118
0.8548,9.9999
1.7828,11.2492
1.0325,10.5942
1.8775,12.1962
1.1042,10.5694
1.0915,11.1184
0.918,10.2043
1.3622,11.3469
0.8961,10.6993
2.1422,8.0491
1.6397,10.8383
1.0883,11.023
0.9433,10.9922
2.4303,11.6867
1.0682,10.6972
1.0537,10.323
1.2361,12.5542
1.3681,11.5345
1.0782,10.9826
1.338,10.6582
0.9679,10.3132
0.9741,10.2803
2.2027,9.0902
1.0474,10.5734
0.8879,9.9995
1.7362,11.8462
1.0232,10.4234
1.2374,11.0824
1.2053,10.8014
1.2055,10.9766
1.0778,11.1404
1.1572,13.2043
1.4732,10.8311
1.3553,10.6009
0.9721,11.0314
1.0084,10.3443
1.0754,11.2501
1.0181,10.9445
0.9555,10.3903
1.4058,11.005
1.0476,10.7338
1.0016,10.6828
0.9219,9.9163
2.7866,12.5216
2.0342,12.6454
0.9589,10.3723
1.1933,11.0293
1.1479,10.6899
1.0212,10.638
2.0915,8.5411
1.0979,10.7486
1.263,10.8642
1.2989,11.1605
2.4392,9.6605
1.016,10.417
1.854,11.8363
2.5282,11.8402
1.1478,10.729
1.0071,11.0597
0.9646,10.2755
1.007,11.003
0.9531,10.297
1.666,11.0375
1.1303,10.7193
1.4803,11.0908
1.3192,10.842
1.178,10.8324
0.9281,10.1163
2.9979,12.4061
1.2382,10.859
2.7559,14.7908
1.1167,10.6819
1.3304,11.1275
1.0014,11.1981
2.6305,12.082
1.3761,11.1358
0.9288,10.0468
0.7348,9.6402
1.1291,11.4925
1.2363,10.7545
2.0771,13.8795
1.1157,11.3943
1.1809,11.2993
0.727,9.3628
1.0054,12.1706
0.9374,10.4354
0.9404,10.8273
1.6332,10.7475
0.9214,10.2905
1.0455,10.2887
0.9867,10.8729
2.6818,10.6934
1.7165,11.3731
1.0283,11.0668
1.0653,10.4562
1.018,11.5453
0.926,10.3635
2.2687,12.3932
0.7998,9.3825
1.2464,11.7464
1.077,10.5969
1.2615,10.8885
1.3694,11.1214
2.4413,8.7271
1.0503,10.4933
0.9961,12.6006
0.9934,10.8432
1.0057,10.2092
0.8504,10.5232
1.8239,10.1669
1.1949,10.9754
1.0945,10.9143
1.2367,11.0425
1.7732,10.9673
1.3759,10.9444
1.3061,10.9355
1.1108,11.6612
1.3791,11.4463
0.9815,10.2423
0.9111,9.8951
2.7465,13.023
0.9903,10.443
1.1973,10.3393
1.0244,10.8832
1.3107,11.1564
1.1507,10.6542
2.3568,8.2333
1.0722,10.7831
1.1737,11.3203
1.0531,10.7197
1.052,11.0594
1.0569,11.7831
1.1732,10.6547
0.955,11.0811
1.0568,10.7096
1.9543,13.4882
0.9438,10.5369
1.34,11.7023
1.1851,10.6242
2.3025,13.5674
1.058,10.9687
1.0525,10.8982
1.157,10.6165
1.189,10.7957
1.6864,11.0903
2.3319,9.0495
1.2773,11.1447
1.1762,10.9032
0.9206,9.9939
1.8897,10.2559
1.0395,11.344
1.0764,10.7305
1.0188,10.9577
2.2301,11.7638
1.0668,10.4924
1.1675,10.9026
0.9583,10.1526
1.3981,13.093
1.3627,11.4347
1.2217,10.8758
1.2483,12.6307
1.1722,10.8567
1.227,11.2484
0.9578,10.3656
0.9805,10.5462
1.0562,10.65
1.2198,12.6432
1.111,11.0172
1.2916,11.7436
1.1034,10.8196
1.2645,10.6072
0.6355,8.5566
1.2639,10.769
1.0647,10.4733
1.1729,10.4962
1.0418,10.3713
1.4636,10.5734
1.3072,11.1388
1.045,10.3487
1.2291,11.0327
1.0066,10.3273
1.0646,11.2363
1.0957,10.457
1.2378,10.7431
1.3069,12.3823
1.1366,11.2427
1.3944,10.747
1.0664,10.9839
1.0696,10.646
1.1268,10.5186
1.2136,10.6519
1.4442,11.2373
1.5963,11.4504
1.1215,10.9452
2.5319,10.7203
1.3114,11.0097
1.1035,10.4531
1.1738,10.6606
1.0925,10.7831
0.9567,10.1583
1.2565,11.2363
0.977,10.8057
1.2374,11.366
1.1005,10.5229
1.356,11.7645
0.9887,10.3188
1.3379,11.3651
1.5426,10.8828
0.9446,11.22
1.2139,10.8432
1.1163,11.2393
1.4006,10.8424
1.2853,11.075
0.8152,9.6558
1.6189,12.3724
1.4274,12.1404
1.4805,10.7175
0.9101,11.1716
2.0896,9.1552
1.7994,11.2353
1.376,11.2097
1.2353,11.9276
1.2962,11.1831
0.8711,10.2136
1.1293,10.685
0.9711,11.4197
1.0721,10.8149
1.0178,10.7332
1.3102,10.9634
1.3577,11.3726
1.057,10.8688
1.2227,11.0612
1.486,13.2471
1.6182,11.5385
1.3354,11.1904
0.9528,10.1903
1.1621,10.8158
1.321,10.6606
1.1515,10.2512
1.9413,13.2276
0.8908,9.8447
0.8847,10.0176
0.9543,10.9577
1.2349,11.5356
1.045,10.2101
1.7745,9.9881
1.6986,11.176
0.858,9.9512
1.1404,10.6394
1.0259,12.129
1.6263,11.0865
1.0335,10.484
1.2322,10.3227
1.0693,10.8107
1.2162,11.0855
1.0096,11.2872
1.2129,11.2519
0.9576,10.6873
1.1235,10.7725
0.7015,10.0832
1.2029,10.9338
1.0536,10.3527
1.2374,10.565
2.2781,9.4922
1.3605,12.0694
1.0186,10.6995
0.9442,11.1784
1.0488,10.8063
1.5595,10.5074
1.26,10.7245
1.1796,10.4465
1.448,10.8668
1.1253,11.4885
1.156,11.0162
1.0087,11.0844
1.2895,10.9532
1.5419,10.8984
1.061,11.0207
1.0835,10.5317
1.0707,10.7016
1.9134,10.4981
2.3522,9.1712
1.0003,10.3262
1.248,10.2875
0.9207,10.5451
0.9372,10.0825
1.1284,11.1809
1.5007,11.7333
1.2019,11.5298
2.1429,14.5255
1.0641,11.2547
0.9133,11.8923
1.0099,10.4208
1.066,10.344
1.0144,11.1733
1.0534,10.3785
0.9788,10.5494
0.9831,10.414
1.1733,10.9292
1.0338,10.4775
1.0428,11.0475
1.5914,11.0478
1.2194,11.0607
0.985,11.2555
0.954,10.4861
1.4104,10.7378
0.9638,10.6166
1.0365,10.4961
0.993,11.1771
1.1783,11.1852
1.6158,11.7313
1.122,10.6532
1.443,11.7282
1.0607,10.9629
1.0748,10.2246
2.0024,11.5321
0.9333,10.5021
1.2727,10.6888
0.9335,10.2607
1.2536,11.8793
1.0151,11.7562
2.4059,9.2854
0.9739,10.3011
1.7821,11.7893
0.8712,10.1228
2.1437,8.9553
1.415,11.2194
1.1799,11.1395
1.1824,11.2641
1.0352,10.4582
0.9016,10.2233
1.3162,11.029
2.0456,8.0671
1.1443,11.015
0.9658,10.2693
0.9704,10.3351
0.9677,10.2104
1.2779,11.2012
1.1587,12.3351
1.2641,10.7487
1.1895,10.5732
1.1905,11.0141
1.1426,10.5965
1.0425,10.3936
0.9687,10.6641
2.3364,9.3237
1.4361,10.744
2.8587,10.7134
1.9964,12.5169
1.1547,12.0319
0.8987,10.8074
1.0521,10.9504
1.1664,11.0393
2.4998,12.3868
1.0141,11.0115
2.1721,9.9022
2.7135,12.6788
2.3436,14.1286
3.1925,15.2207
1.0552,10.682
1.7104,10.999
1.1,10.4897
1.2281,11.57
1.226,10.9995
1.4268,11.1637
0.9724,10.2245
0.8285,9.697
1.7116,11.3775
0.9414,10.0201
1.0217,10.7918
1.5505,10.8847
1.0183,10.6814
1.3687,11.7642
0.9852,11.3113
0.9908,10.7158
0.9246,10.4103
0.9883,11.5249
1.0202,10.4434
0.9376,10.5414
1.2594,10.6169
2.2807,8.6867
1.1375,10.4871
1.5653,12.0184
1.2031,11.6704
1.1997,12.1877
1.2655,10.6405
1.1171,10.9565
1.1728,11.0441
1.1994,11.0512
1.1309,10.9612
0.8661,10.0058
1.1236,10.8489
1.376,13.0657
1.0119,11.211
0.9595,10.5914
1.722,12.31
1.083,11.3024
1.1117,11.189
1.2771,10.7684
1.399,11.5321
0.8954,10.2028
1.3006,10.8509
1.4774,10.615
1.2299,11.039
2.4977,10.9536
1.0815,10.5902
1.6331,12.2794
1.0249,10.2215
1.3009,11.5171
0.9195,11.3911
1.0636,10.4209
1.0693,11.0242
1.0513,11.3192
1.9078,11.0914
0.9991,10.3239
1.1338,10.6054
1.4635,11.0743
1.1863,10.9506
0.9089,10.135
1.2334,10.9815
1.3255,10.9082
0.9813,10.5889
1.8928,10.0752
1.3089,10.5805
1.3381,10.7328
1.401,11.5734
1.0471,10.4661
1.2752,10.9783
1.4153,13.1778
1.6878,11.0855
0.9801,10.6009
1.2554,10.8819
2.9877,12.7393
1.5253,12.7134
1.1363,13.2354
1.0565,11.6639
1.0013,12.0958
2.0285,11.4296
2.4857,9.7065
1.0276,11.7528
1.181,10.785
0.604,9.0883
0.9031,9.8939
2.3735,8.8411
2.6669,12.9056
1.0886,10.4568
1.2875,12.1041
1.1062,10.7001
1.9404,10.9734
0.6541,9.7033
1.267,11.8203
0.948,10.1251
0.9491,11.0674
0.9698,10.3577
1.3354,10.6101
1.501,10.5886
0.9983,10.1261
1.1198,11.5089
2.0411,7.6094
1.1809,10.7048
1.263,10.8459
1.066,10.3878
1.0996,10.8088
1.1044,11.1209
1.3799,10.8298
0.977,10.3231
2.4248,9.8545
1.2181,11.4864
1.1327,11.2599
1.3318,10.7963
1.2218,10.9476
1.5829,11.2792
0.9276,10.4546
1.3418,11.1643
0.9178,10.6159
2.5864,10.9241
1.153,10.7915
1.1157,11.1356
0.956,10.7721
1.0522,11.0369
1.7031,13.1573
1.9755,10.5584
1.1618,10.5028
1.1142,10.7466
0.9377,10.7706
1.6592,12.936
1.5053,10.6621
2.1855,8.4556
1.1146,10.4724
1.1012,11.5541
1.1927,10.6914
0.9157,10.0064
0.9287,10.4391
2.735,10.8019
1.0574,10.4677
0.9221,10.2924
0.9835,10.1791
1.0708,10.8901
1.5287,13.7304
1.0237,10.5287
2.0649,8.0578
1.8464,10.9983
0.9771,11.1682
0.966,10.5324
1.108,10.542
0.9301,10.5656
1.2061,10.7905
0.7431,9
1.5431,11.2218
1.0663,10.7066
1.0798,10.4983
1.4603,11.1069
1.5961,10.2232
1.1696,10.9302
1.8551,10.4888
0.9698,10.2625
0.8739,11.1619
1.1584,10.9541
1.1187,10.75
1.0147,10.1032
0.8924,10.4257
1.0256,10.9564
0.9937,10.8019
0.6204,9.9323
2.3147,9.6959
0.9849,10.7353
0.91,10.147
1.4512,11.4432
1.2038,10.8965
0.8712,10.0327
1.1203,10.8892
1.1095,10.9587
2.4586,10.0319
1.0597,10.4161
1.285,11.1997
1.2113,10.9037
2.1911,12.0879
0.9007,11.9722
0.658,9.9565
1.9962,15.8952
0.8939,9.9563
1.1428,10.6718
1.9597,13.5479
1.3304,13.0769
1.1361,10.6049
0.8389,9.8915
1.2378,10.9547
1.6264,10.6831
0.9681,11.2797
0.8071,11.2696
1.0011,10.5814
1.7311,13.8674
1.8277,11.017
0.6341,8.9024
1.2425,12.2275
0.7547,9.6884
2.7372,14.0999
1.1039,11.4966
1.3048,10.7461
1.531,11.8174
0.9498,10.1441
1.2307,11.0061
1.0576,10.6243
1.2336,10.7385
2.9464,11.8268
1.1058,10.6922
1.1403,10.5488
1.0093,10.5874
1.3642,10.836
1.2843,10.6044
0.9986,11.4233
1.0401,10.9982
1.0908,10.6051
1.1114,10.705
1.2543,11.0213
1.2476,11.1427
1.1213,10.9826
0.7932,9.2938
1.3791,11.7784
1.019,10.6847
1.9291,10.0395
1.0118,10.4723
1.215,11.5234
0.8862,9.8884
0.9508,10.5002
1.0912,10.6784
1.1368,11.0189
2.3221,9.173
0.9473,10.4924
0.9776,10.3581
0.6883,8.9713
1.0112,11.1671
1.6513,11.292
0.9326,10.5838
0.9803,10.3357
1.6259,11.6216
1.1645,10.706
0.9012,10.4956
0.9769,10.9052
1.2035,11.3046
1.0013,10.6811
0.8474,9.9485
1.3866,11.7787
1.0629,10.3753
1.9698,9.6991
2.3623,8.8679
1.3219,11.7536
0.8199,9.9271
0.9696,10.4451
1.0455,10.2521
1.586,10.2864
1.348,11.0999
1.4347,11.0026
1.2136,11.3978
1.0375,10.4678
1.2815,12.2608
1.1468,11.5344
0.9753,11.4046
0.9716,10.7026
1.5936,10.6933
1.5016,11.3539
1.158,10.6531
1.7631,12.0921
1.3263,11.7393
1.0434,11.2412
1.6505,10.6878
1.0895,10.6421
1.2432,11.4492
1.0795,10.9723
0.8859,10.3745
1.0331,10.2683
2.269,12.2585
1.0826,10.8417
1.2195,10.9301
1.0339,11.3189
0.879,10.0651
1.0302,10.6958
0.9068,10.7011
0.6217,8.5592
2.4349,8.8566
1.2945,10.9249
1.3592,10.7442
1.0023,10.36
1.0875,10.9956
0.9048,9.9187
0.8718,9.8844
1.3916,11.1728
0.8521,11.685
0.8376,9.8227
0.7095,9.3261
1.021,10.4504
1.2625,10.8587
1.3723,10.5439
1.4081,11.2773
1.1989,11.3338
1.4131,11.3358
1.2386,10.7919
1.4552,11.354
1.0909,11.13
0.9922,11.2045
1.7521,11.3658
1.0737,10.8767
1.8316,11.97
2.1468,11.579
1.307,11.9191
1.0897,11.0348
1.6147,10.4235
1.4616,10.8834
1.5906,11.8187
1.3244,11.5683
0.8828,10.3922
1.0968,11.7645
1.0199,11.2267
1.2228,10.9431
0.998,11.0085
0.6114,7.8877
0.9467,10.4274
2.5411,11.3316
2.0071,12.4068
0.9409,10.5959
0.7747,9.4235
1.5646,11.2914
1.045,11.0545
1.2287,10.814
0.8377,10.377
2.7359,12.9324
1.1302,11.3018
0.9566,10.921
0.7519,9.4786
0.9461,10.4305
0.8759,10.3884
1.1179,11.2534
1.2059,10.8028
1.1631,11.1938
1.3703,11.5781
1.8355,10.7809
1.1695,12.3983
1.1738,10.6011
1.0226,10.9013
3.7868,15.423
0.7625,10.0852
1.2531,10.7215
1.1468,10.4214
1.0994,11.1613
1.1874,11.3625
1.0035,10.7446
0.9314,10.4767
0.9463,10.1308
0.9764,10.6619
1.0553,10.9562
1.0533,10.5341
0.9145,9.9145
1.4841,11.1013
0.8278,9.7211
0.7524,9.8435
0.8607,9.9018
1.5679,11.3661
0.6687,8.5834
1.1118,11.2743
1.2289,10.8204
1.0059,10.5456
1.203,10.7912
0.977,10.0815
3.0753,14.3533
1.3385,12.5493
0.8968,10.7216
1.0533,11.2257
1.1575,10.3374
1.2697,11.1626
1.0714,10.4521
1.294,11.9073
1.4546,13.991
1.2778,11.1862
2.8079,13.4262
1.2481,11.4654
0.7945,9.3686
0.9059,10.5397
0.6965,9.2142
1.136,11.8555
0.8917,10.0492
1.0857,11.0439
1.3176,10.6621
0.7416,9.2108
1.26,11.1937
1.7258,10.7854
1.0517,10.9905
1.0285,10.5202
1.1838,10.9719
0.9798,10.5373
1.2227,10.6596
1.5147,11.2018
1.4875,10.5394
0.9692,10.0606
0.8666,10.7112
0.9432,12.2353
1.1449,10.6379
0.9847,11.1721
1.0958,10.718
2.6473,10.8125
1.0393,11.0726
1.2141,11.4677
1.4404,11.0767
0.7518,9.8259
0.8991,10.012
1.0285,10.7379
0.6442,8.6653
1.1236,12.7999
1.0263,10.5605
2.3468,9.4864
1.2485,10.7577
1.0804,11.4934
0.8799,10.7846
0.9767,11.0664
1.5745,11.7412
1.0341,10.2626
1.0227,10.587
1.8619,12.2524
1.1849,10.7183
1.1222,10.7897
1.2828,11.1769
1.0447,10.5589
0.9827,10.3576
0.9365,10.1395
1.5805,10.9785
1.1321,11.1332
1.1889,10.9728
0.8837,10.239
2.5898,14.0718
0.9404,10.6261
0.9867,10.7264
1.0564,12.524
1.1556,10.9487
0.962,10.5051
1.1017,10.8737
2.5231,11.0721
1.1799,11.2133
0.9726,12.083
1.1628,11.1124
1.5347,11.4475
1.5132,10.8927
1.0429,10.0455
1.1425,10.8921
0.9827,10.5273
1.8626,11.8927
0.822,9.5707
0.9344,10.4685
1.1489,10.8422
1.9764,8.7732
1.5875,11.674
2.6575,10.9921
1.6133,10.74
1.4765,10.6652
0.9625,10.6954
1.9478,10.2702
1.0951,11.07
1.3993,11.2833
0.7637,9.4361
1.072,12.7782
1.0132,10.1223
0.9732,10.4093
1.1086,10.9781
0.9755,11.0985
0.7824,9.3924
1.4384,11.4434
1.0544,10.5735
1.0814,10.5238
1.0561,12.2432
1.1409,10.6546
1.0557,10.5493
0.9381,10.8325
1.1903,10.8943
1.5708,12.3101
1.1672,11.0196
1.0534,10.4822
1.0523,10.7863
1.4473,11.9012
1.5301,10.9005
1.9806,10.5507
1.2801,11.0764
1.4389,11.1133
1.0839,11.0348
2.4824,9.2263
1.272,10.9231
1.3128,11.1033
0.8951,10.3889
0.959,10.7619
2.3894,14.3911
1.6107,11.7281
1.1409,10.6254
1.8257,13.0616
1.1543,10.7768
1.5002,10.9039
1.2339,11.2647
1.1708,11.0396
1.3242,11.1409
1.0047,10.2434
0.9602,10.2438
1.2767,10.8678
1.795,12.5467
0.9956,10.2906
1.5537,12.4486
1.0455,10.9081
1.0075,10.9856
1.0738,10.2938
0.9548,10.0005
1.575,12.5148
0.9208,10.0346
1.1639,11.4312
1.1314,11.0923
0.9469,10.0302
1.0726,11.482
0.8358,11.6202
0.6754,9.6736
1.5434,10.5817
1.0217,11.2236
1.5976,12.4653
1.0154,10.8347
0.9937,11.2747
1.2216,10.9113
1.3454,10.9303
0.699,9.687
0.9915,10.4188
0.9153,10.129
1.199,12.7018
0.786,10.5299
0.7098,9.2562
0.6995,8.987
0.9816,11.0146
0.7351,8.9861
0.9003,10.2947
1.917,11.1039
0.853,9.7428
1.1089,11.9016
1.0727,10.5392
1.8375,13.7239
1.0174,11.1538
0.7161,8.9532
0.9996,10.6137
2.1249,8.4633
1.404,10.8064
1.2799,11.6527
1.0232,10.3895
1.0929,10.5799
0.5958,8.0355
1.5288,11.9871
1.7358,10.8057
1.0276,11.3761
0.6901,8.981
0.9553,10.3043
1.057,10.8003
1.2332,10.683
1.0029,10.8335
1.1604,11.3265
0.8845,11.0067
0.8503,9.9512
0.9703,10.4635
0.9016,9.8944
1.1193,11.1372
1.2537,11.5953
1.213,10.9362
1.2001,11.1339
1.1105,10.659
1.3046,11.4061
1.0359,10.8602
2.6986,13.0706
1.4555,11.3798
0.9953,10.2625
0.8246,9.625
0.9014,10.2339
1.912,10.3452
0.9852,10.6269
0.8629,10.0382
0.8573,9.9787
2.141,9.3148
0.9939,11.8201
0.9735,10.8195
1.2781,11.2684
0.7784,10.1613
1.0102,10.7358
1.1498,11.5464
0.82,10.6862
0.9709,10.8378
2.2281,10.6922
1.2202,10.6439
1.2212,11.1443
0.638,7.8801
0.9557,10.2372
0.9918,10.4376
2.3728,11.5341
1.365,11.6772
1.0081,12.006
0.8897,10.6025
0.9282,10.2601
1.4645,12.2315
1.3215,10.5026
0.7521,9.7653
1.2682,11.0156
1.0415,10.337
1.4459,11.4878
0.64,8.3847
0.9151,10.7318
1.0687,11.1295
0.6517,8.4164
1.1125,10.745
1.8249,11.6423
0.9849,10.7477
1.1246,12.5584
0.9188,10.72
1.8507,11.8882
2.7915,14.302
0.9827,10.0182
1.2913,12.0102
3.1099,14.3307
0.7779,10.5331
1.4451,11.3869
1.1293,10.8536
0.8456,10.949
1.873,13.5685
0.8401,9.9772
0.8772,10.9581
3.1924,16.0883
0.8791,10.3121
1.019,10.4549
1.2189,11.8857
0.6144,8.0194
0.8966,10.3351
0.5686,6.9299
0.6784,8.7102
0.888,10.1958
0.9039,10.8645
0.9937,10.6231
1.1395,10.7753
1.0108,10.7356
1.4378,10.7405
1.9699,10.4967
0.9182,9.9998
1.1295,10.7096
1.198,11.1601
1.2393,11.0088
1.5077,11.6894
1.0008,10.7698
0.8459,10.7389
2.02,11.966
0.9508,10.1096
1.0336,10.32
1.4971,11.6386
0.9828,10.1754
1.0432,10.9688
0.827,10.3941
1.1316,10.6295
0.8898,10.4259
1.03,10.3668
1.3474,11.7246
0.9069,10.2143
0.6722,9.1797
0.8982,11.0744
0.8959,9.891
1.0193,11.5672
1.5862,10.8415
0.8802,10.3166
1.0598,10.9999
0.9396,10.2126
2.5905,9.9167
2.5499,12.3499
0.6538,8.1878
1.1285,11.3309
0.8691,9.7951
0.8516,9.8133
1.0595,10.1907
1.2195,11.6938
1.3427,11.7077
0.9196,10.5948
2.8703,11.8624
0.9764,11.117
1.0811,10.8427
2.5417,10.4624
2.4992,14.4759
0.9799,10.2272
0.7939,9.9478
0.9669,10.1959
2.4607,12.6962
0.7276,9.3513
0.9745,10.3516
3.129,17.4547
0.9707,10.6503
1.1316,10.3412
1.2881,12.8712
1.2716,11.0014
0.5801,8.074
0.9352,10.126
0.6525,9.5747
1.0246,10.7125
1.1307,10.4863
1.316,11.2562
2.5677,10.1345
2.6332,13.7826
3.1299,15.3965
0.7679,9.4411
1.0179,10.966
0.599,7.6691
0.9217,10.4443
1.0348,10.4965
0.7091,9.682
0.8703,10.911
0.594,7.7834
0.6207,7.8181
1.0011,10.8706
2.402,15.0818
1.0259,10.5872
0.9583,10.7188
0.8478,10.0902
1.0287,10.9883
1.0712,10.7846
1.2755,11.291
2.0766,9.5202
1.5983,10.7052
0.9423,10.5273
1.3434,11.0101
0.8649,10.2281
1.3135,11.2509
2.8215,11.3452
1.1593,11.8151
1.5514,11.4919
1.3775,11.0344
1.8229,10.6882
0.9858,10.2264
0.9838,10.8616
1.3501,10.4634
1.9328,11.7076
2.0442,13.7433
1.1284,10.5884
3.2215,17.9818
1.0899,12.7464
0.9917,10.8409
2.6928,10.4585
1.1837,11.0465
1.489,12.2754
1.089,11.0688
0.9366,10.9181
2.153,10.3421
0.9584,10.5561
1.2026,12.2013
1.1232,10.8781
1.4513,11.7898
1.2668,12.0513
1.1001,11.5143
0.736,9.1588
0.9635,10.1239
0.957,10.1184
1.0552,11.8467
2.5931,11.3389
1.1884,11.232
1.4985,12.1649
0.937,11.0706
1.0404,10.7526
0.8735,10.0748
1.1013,10.9913
0.8201,10.2625
1.1941,10.6978
1.0301,11.2705
2.1978,9.1391
0.9005,11.3734
0.9582,10.8802
0.6304,8.4391
1.2599,10.7457
2.0973,11.9189
1.2914,12.0894
1.1158,11.6201
