Mass,Radius
1.1724,10.6238
1.2081,10.9244
1.4228,13.5849
2.3137,9.0938
1.2016,11.0919
1.8645,10.6346
1.7535,10.7721
1.591,12.1083
1.0024,10.6996
0.9952,10.3366
1.2085,10.5522
1.1703,10.8003
1.0777,10.7052
1.135,10.9561
1.3668,11.0106
1.1507,11.3583
1.0817,10.7739
1.1876,10.9945
1.3578,10.9376
1.0848,10.6339
1.0153,10.3689
1.1996,10.7384
0.886,10.311
1.2544,11.2375
1.1855,11.1312
2.3365,9.1165
2.143,9.398
1.0884,11.6458
1.2495,11.094
1.1046,10.8762
1.2686,10.6563
1.0563,10.7097
1.596,12.6789
0.9291,10.0693
2.4342,9.1686
1.8183,10.8893
1.2744,10.0992
2.6533,13.0671
0.958,10.1484
0.9049,9.9808
1.5935,11.0129
1.3903,10.6503
1.5012,11.9531
2.3026,9.2488
1.2284,11.7668
1.6551,11.3997
1.7188,11.5229
1.2197,10.4711
1.563,11.1284
2.0726,9.7314
1.448,10.5325
1.0989,10.9782
1.3404,11.5276
2.1416,15.8995
1.716,11.195
1.2855,11.0469
1.0009,11.1406
1.0175,10.8817
2.1785,9.6761
1.9149,9.2995
1.8796,9.6412
1.05,10.8162
0.968,10.2298
0.9606,10.3905
0.9845,11.0346
0.9384,10.574
0.8592,9.8342
1.0793,10.8777
2.2629,9.4681
1.3531,11.0639
1.9246,10.056
1.1422,11.1482
1.3327,12.1628
1.2165,10.6938
1.046,10.5779
1.1654,10.8175
1.8383,11.0173
0.9157,7.9987
1.3812,11.242
1.4411,11.9381
0.9647,10.8317
1.1983,10.5876
1.4015,10.822
1.0985,11.9178
1.0818,10.8176
1.0366,10.9292
0.9082,10.222
1.799,9.7344
2.9918,12.5556
1.8962,11.2231
1.5077,10.9051
1.0217,10.3734
1.231,10.987
1.416,10.921
1.6418,10.2575
1.6737,10.8324
1.2875,11.2924
1.2649,11.3519
1.0417,10.7769
2.1581,10.3601
2.0471,8.6612
2.1196,12.3172
1.6695,11.2939
1.3846,11.28
1.2111,11.3686
1.0619,10.5997
1.1288,10.4424
1.6069,11.6907
1.0964,10.53
1.4632,10.611
1.867,11.7503
1.2187,10.7241
0.9992,10.383
0.9742,10.5028
1.7644,11.0064
1.797,10.1705
2.2759,9.4336
1.0782,10.8842
1.1335,10.7602
2.7551,14.0451
1.5582,10.9813
1.6982,11.1614
1.8904,11.5767
1.1229,10.4423
1.0109,10.4548
1.3887,11.1123
1.3833,10.9276
1.0859,10.6121
1.36,10.8697
0.9653,10.3662
0.9641,10.22
2.2172,8.1133
2.3781,9.5587
1.5563,12.5619
1.5914,12.359
0.8772,10.0807
1.6269,11.6492
1.4044,11.0157
1.4046,10.7863
1.0072,10.645
1.4834,12.1015
1.3968,11.392
1.2767,11.1548
1.0987,10.4862
0.94,10.1906
2.1503,8.8792
1.6793,11.7603
2.1172,8.6029
1.8714,10.9617
1.3956,11.6162
1.2579,11.6357
1.3078,10.7434
1.3019,11.112
1.0851,10.7752
0.9565,10.1041
0.9189,10.2389
1.882,11.4224
1.4935,11.2744
1.4177,10.7854
1.496,11.4991
1.133,10.789
1.3076,10.8529
1.044,10.8871
0.9015,9.9703
1.7522,10.7105
2.4503,8.8433
1.4993,11.279
1.305,10.9518
1.3234,10.6113
1.2541,11.0529
2.0471,12.2931
0.9875,10.4143
0.9325,10.8018
1.3444,10.947
1.3646,11.0006
1.0277,10.2377
1.4901,11.0464
1.4318,11.2982
1.0263,10.7728
1.7614,10.9091
2.5427,13.1459
1.7723,11.0686
1.5925,10.7316
1.3026,10.9706
1.3328,10.8905
1.0278,10.4108
0.9848,10.5296
1.5193,11.6943
1.7603,13.013
2.2923,10.0973
1.5872,11.0529
1.2393,11.7614
2.0396,10.1564
2.5186,11.1257
1.0302,12.2131
1.0877,10.7469
1.0958,10.7033
1.1635,11.3184
1.4985,11.634
1.6106,10.8741
1.3026,10.6471
1.368,11.7337
1.1129,11.0746
1.4113,11.2122
0.9526,10.3769
2.631,10.759
1.2429,10.8233
1.0896,10.4289
0.9971,11.1451
1.1512,11.9267
1.1002,11.0024
0.9858,10.7284
1.4551,10.6864
1.4355,11.0993
1.1128,10.9563
1.1169,10.4891
1.5376,10.6933
1.2885,11.079
1.1275,10.7134
1.0728,10.9154
1.451,11.5582
1.2367,10.9134
0.975,10.0487
1.7175,12.5148
0.9943,10.7507
1.232,10.8836
2.049,8.7034
1.0719,10.4608
1.2199,10.6446
0.7749,10.5891
1.2269,10.6863
1.7603,11.4798
2.9009,13.5322
1.6863,11.1306
1.8365,10.9303
1.321,10.9691
1.0835,11.0875
1.3811,10.9583
1.0998,10.6222
1.3158,10.6134
1.1933,10.6982
0.9988,10.623
1.2898,10.8218
1.0232,10.5459
1.1846,10.6941
1.0758,10.5979
2.2707,8.7613
1.7106,10.4317
0.9305,10.0169
1.5945,11.0092
1.1812,11.8221
1.217,12.2419
1.8124,11.4594
1.4774,11.463
1.8154,10.6826
1.2847,11.193
1.4154,11.9611
1.3687,11.1853
1.3723,11.3569
1.1786,11.3867
1.0215,10.6152
1.4427,10.7909
1.1593,11.2116
1.0811,10.5297
1.0279,10.6834
1.3207,12.7583
1.1224,10.8038
1.0097,10.4936
1.8016,10.8471
1.4372,10.7713
2.1792,8.5956
1.3461,11.1734
1.8988,11.666
1.8303,11.2212
1.3932,10.6485
1.0038,10.5206
1.1616,10.6507
0.9987,10.1949
1.6113,11.1616
1.5391,11.0428
1.2531,10.8506
1.7883,10.5043
2.618,11.3386
1.6618,11.5346
1.2471,10.978
1.3259,10.6993
0.8589,9.8
1.4356,11.2043
1.0034,10.3208
1.0023,10.3198
1.4983,11.4552
1.6634,11.014
1.0725,10.7562
1.1676,10.7678
1.4507,11.0867
1.1756,11.9836
1.2112,11.0186
1.0896,10.7835
2.1158,11.5693
2.0094,12.5553
1.0314,10.8551
1.2494,11.5066
0.9913,10.7713
0.9749,10.2713
1.3265,10.845
1.4472,11.1731
2.3933,10.3297
1.4608,11.5668
1.3584,11.1007
1.1489,10.5475
1.0128,10.5533
0.888,10.0101
0.9089,11.6019
2.196,9.1669
1.664,10.8524
1.7853,10.4895
1.5352,11.4211
0.9506,10.4001
1.2119,11.2837
0.9656,10.5363
0.9433,10.0811
1.0858,10.7015
1.8676,11.2877
1.4667,11.0033
1.7888,11.0322
0.9586,10.1939
2.7394,10.9422
0.9418,9.9088
1.2401,10.7155
1.8552,11.6351
1.1727,10.4013
1.6054,11.7545
2.437,10.736
1.1629,10.313
1.1391,10.6238
1.3476,10.7034
1.4673,10.8435
1.5406,11.4373
1.2291,11.6639
1.13,11.1607
1.0129,10.5625
0.8624,10.1
1.7964,9.4888
1.2611,10.7994
1.8135,10.8611
1.0984,10.6443
1.1479,10.5172
1.113,10.563
1.2175,10.9613
0.9096,9.8229
1.0806,10.6023
1.3921,11.8049
1.1449,10.5698
2.1122,9.7838
1.2821,10.849
1.0197,11.7188
1.6176,11.2954
1.3065,10.6154
1.0279,10.5127
1.3829,11.05
1.3697,10.8425
1.0193,11.0467
1.2094,10.8495
1.2851,10.7066
1.0509,10.4779
0.8983,10.058
2.3551,9.329
1.1207,10.9536
1.1557,11.0168
1.4639,11.3439
1.0767,10.5021
1.0607,10.5162
0.9795,10.6824
1.0729,10.5738
1.6275,11.299
1.318,10.7989
1.0883,10.5763
1.5336,12.3781
1.6024,11.6063
1.3712,12.0063
1.5189,11.4876
1.643,11.1087
1.2839,10.8584
1.3161,10.744
1.15,10.55
1.1049,11.0351
1.1809,10.6411
0.9435,10.3454
1.2532,11.0805
1.0127,10.4744
1.2687,11.0108
1.5503,11.9012
1.6471,10.9898
1.4391,10.7839
1.2635,10.7496
1.1981,10.8991
1.0601,10.7144
1.4546,10.8348
1.8306,11.2788
1.4139,11.7539
1.3693,10.7466
1.0608,10.4864
1.0072,10.3468
1.1961,10.6869
1.004,10.6661
1.0934,10.742
1.2229,10.7469
0.919,10.0444
1.238,12.1652
1.102,10.7308
1.2635,10.9033
1.0478,10.9777
1.2453,11.2041
1.0973,10.8698
1.1509,11.5061
1.1604,10.5986
1.1276,10.5927
0.918,10.5449
1.3974,10.5562
1.081,10.5665
1.3884,10.7738
1.5265,10.9101
0.9741,10.9243
1.4534,10.6328
1.3516,11.537
1.243,11.0141
1.2744,11.3441
1.142,10.8937
1.0044,10.4186
2.1332,8.7258
1.3493,11.1493
1.5533,10.6521
1.8003,11.4611
1.7028,11.2335
1.7515,10.3149
1.5202,11.4554
1.2906,11.1037
1.2321,11.257
1.126,10.4656
1.8928,10.5872
2.1479,9.248
2.2163,9.2229
1.7024,11.2225
1.0551,10.7629
1.0215,10.338
1.7744,12.3035
0.9478,10.6723
1.0336,10.6745
1.2298,11.2161
1.0225,10.5664
1.0177,10.5569
1.0252,10.8363
1.0977,11.198
2.2107,9.1799
1.1646,10.8638
1.3019,10.8267
0.7395,10.9035
1.1565,11.3035
0.9583,11.3196
1.0644,10.5548
1.0276,11.3089
1.0068,10.7577
0.9046,10.0098
0.863,10.4045
1.2862,11.2478
1.2737,10.7531
1.3492,12.074
1.1275,10.6483
1.0278,11.415
1.0388,10.5792
0.9907,11.1508
1.2069,10.8194
1.0754,10.8763
1.3172,10.8447
1.0593,11.2205
1.2149,10.9809
1.7264,11.2852
0.9774,10.4195
0.9312,10.3515
1.3158,11.2994
1.8468,9.1719
1.3824,10.8732
1.124,10.9904
1.298,10.8163
1.9342,11.1349
1.0904,11.1364
0.9966,10.45
0.9904,10.612
2.2861,9.7012
1.0772,10.384
1.4188,11.4627
1.2979,10.9593
1.2055,11.3627
1.2875,10.9312
1.1679,11.2691
1.1511,11.1139
1.4204,11.5299
0.9922,10.7062
2.0717,10.3372
1.6122,11.1561
1.061,10.4676
1.2261,11.8655
1.2512,11.0737
1.0247,10.8194
1.9151,11.1539
1.5374,12.0586
1.0304,11.7255
1.2122,10.5894
2.5133,11.2466
1.9559,12.6071
1.4858,11.4383
1.2768,11.1898
2.3037,11.9423
1.9184,11.4491
1.6503,11.1715
1.0492,10.8073
2.1344,11.6141
1.0265,10.6239
1.0706,10.4422
1.7163,12.1999
1.7075,11.2796
1.4554,10.9069
1.2925,11.2639
1.0558,10.6086
2.1621,9.4135
1.4184,12.058
1.0964,10.3937
1.4356,11.1878
1.0037,11.0836
1.1269,10.8734
2.2413,10.3686
1.7021,10.5391
2.3022,8.4772
2.1843,12.0021
2.77,13.251
1.1709,10.5727
1.0183,10.6842
1.3,10.898
2.3542,8.6507
2.1118,10.8603
1.5439,12.1336
1.1991,10.7189
1.2081,11.3536
0.9994,10.1165
2.0179,9.399
1.1002,11.1
1.9075,9.8067
1.8228,13.5622
0.9242,11.335
0.9351,10.218
0.8837,10.0631
2.6959,12.6419
1.0956,10.5876
1.1619,11.8051
1.1507,11.0834
1.0472,10.4954
2.0216,12.747
1.1388,11.3188
1.2082,10.7137
2.356,9.2819
2.4651,10.4932
1.9913,11.8427
1.0148,10.4523
1.1182,10.359
1.1611,10.9928
1.3668,11.4978
0.9668,10.3553
1.0609,10.7834
0.9989,10.786
0.9702,10.2673
1.4337,10.7841
1.5925,12.2489
1.1695,10.8254
1.1357,11.2013
1.0659,10.6259
1.2999,10.7647
1.1006,11.0367
0.9712,10.8147
1.3927,11.3856
1.9255,10.1482
1.6353,10.8725
1.5749,11.1202
1.6884,10.7138
1.4905,10.8864
1.0095,10.8285
1.1737,12.1727
1.8987,12.8825
1.0568,10.4406
2.4143,11.3601
1.6533,13.7093
1.0255,11.6623
1.1348,10.8211
1.5306,12.5413
1.7554,11.1328
1.3059,10.7407
1.3068,10.8972
1.0262,10.7574
0.9947,10.4502
1.3211,10.8936
2.6151,12.31
1.3005,10.7813
0.9762,10.2937
0.9694,10.9239
1.0353,10.3831
2.7346,15.3317
0.951,10.9073
0.984,10.6728
0.9287,10.2569
2.5021,10.7949
1.7221,10.4537
1.1108,10.6037
1.622,11.6974
1.0574,10.7346
0.9468,10.0855
1.2307,11.0025
1.0758,10.6393
1.1178,11.1297
1.1277,11.8901
1.0153,10.3416
2.0073,9.5367
1.5242,10.7825
2.0147,10.8237
1.1931,10.8427
1.2235,11.5173
1.1354,10.7163
1.3526,10.8851
1.3587,11.6651
1.1817,10.9547
1.0582,10.9112
1.0607,11.433
1.8035,11.5389
1.1822,11.7
1.0977,10.5055
1.5641,11.2674
0.9914,10.4697
1.2388,10.5887
1.3303,10.8817
1.5431,10.94
1.267,10.763
0.9705,10.4013
1.1367,10.8068
1.4915,10.6997
1.4767,10.621
1.1792,10.9008
1.1484,10.6049
2.1009,12.4398
1.1341,11.2342
1.1638,10.815
1.067,10.558
0.985,10.4377
1.4801,10.9217
1.602,10.7039
1.7405,11.1819
1.0892,10.6775
1.0442,11.0338
1.0125,10.7093
1.0456,10.5195
1.2418,10.9735
0.9265,10.8205
0.8948,12.2226
1.2753,11.0508
1.1722,12.1073
1.0243,10.7442
1.3364,10.9782
0.9194,10.1959
0.9876,11.5805
1.9343,10.2246
2.5288,11.5526
1.4281,10.903
1.573,13.6242
2.0124,9.107
1.5974,11.8051
1.0924,11.0678
0.9364,10.18
1.2536,10.7965
1.2362,10.8315
1.1234,10.8169
1.0287,10.8143
0.9893,11.0814
1.771,10.4364
1.2029,10.6189
1.327,10.9685
1.1154,10.5901
1.1948,10.6007
1.0983,10.7133
2.0099,8.1877
1.299,11.0071
1.1369,11.4214
1.1582,10.6052
1.5551,11.5101
1.0963,10.5303
0.9338,10.0672
1.0911,10.6624
0.8838,10.534
2.2266,9.6805
1.4629,10.8762
1.1265,10.76
1.1683,11.8424
1.0818,10.738
1.5299,11.2392
1.2069,12.0232
0.9833,10.2885
1.0093,11.9525
0.9453,11.2619
1.8908,11.3941
1.3727,11.3701
2.1481,8.3334
1.9362,9.1078
1.1605,11.376
1.0055,10.6593
1.3604,10.7258
1.3863,10.7736
1.0083,10.4346
1.7331,10.8429
1.1432,11.31
1.3089,10.8907
1.0882,10.7276
1.0295,10.3469
0.985,10.2373
2.0963,8.1704
1.3689,11.4744
1.6304,10.6489
1.1221,12.0727
1.106,10.5447
0.9696,10.2008
1.122,10.46
1.094,10.8799
0.9903,10.2048
1.2627,10.9305
0.9546,10.1909
0.993,10.877
1.6422,11.3208
1.5089,10.9853
1.6201,10.6336
1.1025,10.4742
0.7181,9.562
0.9708,10.409
1.1475,11.5424
1.5397,12.1881
1.8456,9.6472
1.15,11.3091
1.3723,11.0217
1.6128,11.0132
1.1648,11.4867
1.271,11.3748
1.1313,11.6206
2.4665,12.1401
1.4727,10.8792
1.0827,10.4238
1.0456,11.9632
1.1942,10.8434
1.9571,11.2116
1.4866,11.2092
1.3021,10.9002
1.1496,10.8937
1.1499,10.6814
0.9827,10.5474
1.1896,11.3629
2.8496,11.956
1.0409,10.5734
1.1725,10.8506
1.2357,10.9206
1.1233,10.5363
1.03,10.4089
1.2481,11.1526
1.1727,10.8297
1.0601,10.5776
1.112,11.289
1.0814,10.9012
1.1845,10.9254
1.127,10.6616
1.045,10.3958
0.9901,10.6221
1.503,11.2268
1.8696,11.6753
1.4653,11.1144
1.0588,10.4383
1.9649,13.0845
2.3459,10.2485
0.994,10.4013
0.9151,9.9231
2.4803,9.5643
2.0488,8.7212
1.2217,11.4245
1.0974,11.6319
1.3959,10.6204
1.0643,10.5361
1.1794,11.502
1.9235,10.1729
1.7301,10.3882
1.0596,10.5214
1.5108,13.1851
1.1913,11.3124
1.2263,10.7252
1.0184,10.8275
1.0013,10.2868
1.1227,10.8281
1.1844,11.1058
1.5509,11.753
1.2424,11.2404
1.1913,10.5712
1.3161,10.9925
0.9565,10.3703
1.2774,10.6577
1.5557,10.8354
1.6771,11.2153
1.8522,11.9492
1.221,10.7505
1.3109,11.2262
1.0907,11.0814
1.4866,11.4092
1.3568,11.4301
1.1372,10.8245
1.4162,12.945
0.9034,10.0184
0.8786,10.9443
1.4867,11.8548
1.513,10.9255
1.0081,10.367
1.297,10.7506
1.4028,10.7188
1.0915,11.2176
1.1781,10.7352
1.252,10.8177
1.1032,11.5488
1.0272,10.5549
1.0876,11.0163
0.8931,9.8146
0.9711,10.9574
2.4931,10.3831
1.7524,10.7678
1.0881,10.3899
1.1358,10.6449
1.5206,11.1468
1.1407,11.0633
1.1623,11.4224
1.0686,10.3897
1.2798,11.4165
1.0542,10.4794
0.9645,10.3702
1.3194,10.9134
1.9507,11.2843
1.7253,11.2773
1.5121,10.9659
1.4138,10.935
1.2303,11.0536
1.0171,10.4179
1.2017,10.7356
1.2958,11.715
1.4681,10.8248
1.275,11.5556
0.814,9.7108
1.032,10.4313
1.0972,10.5588
1.2295,10.9096
1.112,11.3063
1.0033,10.56
1.0555,10.95
1.3726,11.1169
1.0141,10.581
0.9466,10.6213
1.1076,11.3235
0.8722,10.1574
1.4433,11.2341
1.3124,10.7696
1.2074,11.448
0.9447,10.1975
1.2828,11.3764
1.2796,11.1256
1.3053,11.657
2.0687,8.6685
1.1793,10.8312
1.1627,10.7617
1.2052,10.7333
0.9254,10.3803
1.2014,10.657
1.5477,11.0135
0.9292,10.969
1.0682,10.9784
1.4199,11.2023
1.0366,10.6914
1.165,10.8262
1.1168,10.6468
1.3301,10.9452
1.721,11.0761
1.8179,11.2456
1.0851,10.7568
1.708,11.3934
1.0499,10.3511
1.6452,11.272
1.5146,11.9326
1.0597,11.164
1.3623,11.7433
1.4266,12.1399
0.7096,10.0171
1.7081,11.2031
1.6301,11.3783
1.463,11.0543
1.197,10.5593
1.2345,11.1778
1.3262,12.1318
1.2493,12.0849
1.1812,11.1019
1.1799,12.9404
1.1787,12.5402
1.0761,10.6444
1.7467,11.1413
1.1404,10.9398
0.9485,10.3958
1.4138,11.3731
2.2647,11.1926
1.3702,11.0781
2.0045,12.0189
1.4739,12.0252
1.0327,10.4568
1.7275,11.6093
1.1826,10.8685
1.9812,11.5742
1.2757,11.8198
1.554,12.2841
1.5006,10.6835
1.2479,10.5541
1.067,10.4728
1.1836,10.6276
1.0304,11.3433
1.9285,10.6262
1.9875,10.0592
1.0635,11.7626
1.1086,10.6977
1.31,11.1361
1.2316,11.0614
1.034,10.5802
1.2199,10.7026
1.0715,10.4697
1.3028,12.0563
1.5029,11.6002
1.3647,11.3482
1.9277,11.6204
1.5382,10.8785
1.6384,10.9657
1.2352,11.1345
0.9208,10.1846
1.0239,10.7983
1.344,12.3182
1.1519,10.7546
1.4475,11.736
1.2592,10.999
1.1392,10.977
1.2285,11.1558
1.1402,10.7549
0.9962,10.4267
0.8772,11.0705
1.5513,10.6441
1.0752,11.6322
1.2136,11.1654
1.1406,10.9753
1.2132,11.6177
1.0371,10.6603
1.1164,11.2861
1.1016,10.9971
1.0097,10.7513
1.2998,11.0482
1.5095,10.8157
1.3675,10.9071
1.0747,11.2927
1.3729,11.7537
2.1356,9.4945
0.9939,10.3271
0.9837,10.1893
1.1199,10.977
1.4648,10.6145
1.6435,12.2257
1.1596,11.3493
1.3379,10.8106
1.1888,11.1176
1.4189,11.3085
1.816,12.1807
1.1747,10.7205
1.3637,10.9375
1.1952,10.6718
0.8885,11.0415
1.9466,10.529
1.2067,10.6006
0.934,10.2222
1.1806,11.6636
0.9966,10.5629
1.1031,10.916
1.0012,10.4299
1.0245,10.6493
1.4704,13.0921
1.1263,11.1661
1.0782,10.7008
1.3984,10.9949
1.3578,11.5937
1.5128,11.7032
1.7489,11.6418
0.8452,9.923
1.8453,11.4792
1.034,10.4245
1.1723,10.599
1.1749,10.7852
1.1382,10.8935
0.9268,10.0552
1.1157,12.8133
1.9136,12.0312
1.1899,11.1124
1.5634,12.7983
1.0316,10.4932
1.141,10.9999
1.1393,10.7188
2.6693,12.1364
1.4081,12.4521
1.2178,11.0041
1.024,10.7306
1.3259,11.3317
1.2377,10.6252
0.9223,10.557
1.708,12.422
1.6874,11.3287
0.9879,10.2613
1.1994,10.8241
1.1217,10.7592
1.3458,11.2608
1.0278,10.7119
1.2774,11.47
0.9558,10.2583
0.9619,10.3548
1.949,12.3597
1.68,11.417
1.9604,11.1399
0.9345,10.1111
1.5476,10.6344
1.7929,11.4444
1.2712,10.8567
1.1486,11.5367
1.4695,10.663
1.0469,11.5011
1.0183,10.8896
1.7215,11.9957
1.9192,14.5146
1.1075,10.4872
1.0976,10.8315
1.4956,10.9864
1.3166,10.4812
1.2511,10.6254
2.1721,8.8067
1.463,10.9039
1.8684,11.042
0.955,10.1786
1.2644,10.8212
2.1343,9.4818
1.1048,10.8945
1.2258,10.7391
1.5981,11.3822
1.2786,11.695
1.1846,11.2915
1.0999,11.3061
1.0352,10.3181
1.4084,11.031
1.5137,11.5878
1.1762,11.7214
1.252,10.7848
1.1088,10.5598
1.2172,10.8833
1.3784,10.8092
1.1695,11.1663
1.3135,10.8934
1.2704,10.8334
1.5918,11.2887
2.1764,11.616
0.9705,11.8833
1.303,11.7454
1.0755,10.9499
1.1471,11.0351
1.0199,10.6818
1.1026,10.8717
0.9997,10.3885
1.2922,10.7644
0.9936,10.2419
1.2782,10.813
0.8788,10.8581
1.2263,10.9329
0.9702,10.3072
1.0059,10.5269
1.3091,10.8538
1.8358,13.8861
1.2758,10.8513
1.0567,10.5102
0.8992,10.3163
1.3409,11.2717
1.0872,10.7471
1.1152,10.4995
1.2265,10.8757
1.0074,10.9463
1.0465,10.4
1.5595,11.7702
1.3455,11.0806
0.9918,10.3578
1.4073,11.2128
1.0799,10.3358
1.1883,10.5648
1.2256,10.9679
2.9072,13.1641
2.1593,9.0899
1.4402,12.3056
1.1938,10.6665
1.2995,11.1068
1.1033,10.7527
0.9662,10.6009
0.9888,10.7872
1.1814,10.621
1.4973,11.8495
1.1793,11.1018
1.0764,10.7645
1.2925,10.5599
1.0717,10.7068
1.2501,10.699
1.5499,11.9659
2.3506,8.3493
1.5408,11.5847
1.4698,11.3367
1.4849,10.9541
1.1374,10.7315
1.059,10.7414
1.2856,11.0507
1.1102,10.632
1.1454,10.4714
1.1427,11.1892
0.9819,10.4038
1.4115,12.0843
2.4425,9.3149
1.3251,10.7551
2.4315,13.6556
1.203,10.8485
1.2911,10.6455
0.9826,10.2445
1.2817,11.347
0.8948,10.7269
2.9256,13.8042
1.3208,11.1876
1.1142,10.4915
1.0804,10.5367
1.1419,10.6399
1.1702,10.7131
0.9872,10.7262
0.9234,11.8182
0.9971,10.9403
0.9115,10.0385
1.6934,11.3571
1.1626,11.5623
1.8237,10.8389
0.9777,10.7346
1.0175,10.3926
1.2187,10.7773
1.3657,11.0315
0.959,10.379
1.0315,10.6901
1.7635,14.0132
1.3749,11.9524
1.0888,12.2108
0.9259,10.5707
1.3191,10.886
0.6491,8.5583
1.117,10.7881
1.0062,10.4341
1.0203,10.85
0.8827,9.9962
2.2592,9.6523
1.5041,10.8889
1.4382,10.9143
1.4934,10.859
1.3853,10.7288
1.0717,10.4786
1.2971,10.9409
0.9922,10.4477
1.233,10.558
2.3917,12.0611
1.4979,11.2308
1.0922,11.0953
1.0107,10.5418
1.0409,10.2691
1.1012,10.9172
1.0416,11.4883
1.4056,11.1945
1.151,11.4798
1.227,11.3861
1.1572,11.9997
1.3302,11.8912
1.0297,10.6766
1.0058,10.6754
2.0001,8.8978
1.4694,11.8001
1.0822,11.0189
1.2081,10.7294
1.3103,10.7912
1.342,10.9697
0.9954,10.5532
0.9041,11.2745
2.0073,9.2962
1.2133,11.2737
1.4737,10.8717
0.9926,10.8697
1.3986,11.907
1.0795,10.512
1.8325,12.012
1.1813,10.6512
1.0912,10.5905
1.8521,11.02
1.0226,10.7205
1.1254,10.6846
1.1815,10.7788
0.9624,10.466
1.5491,10.665
1.8069,11.7324
0.6305,8.7085
1.0613,10.4344
1.4212,12.8857
2.1167,11.8599
1.7376,11.8699
0.9657,12.2602
0.9276,10.1282
1.5004,10.9449
1.0041,10.7336
1.0781,11.1001
1.2282,10.8994
1.117,10.6803
1.0792,10.7735
2.4818,9.2549
1.2437,11.6641
1.1049,11.4926
0.8767,10.5424
1.2325,11.1066
1.113,10.9397
0.9788,10.3475
1.1206,10.7257
1.6704,10.634
1.5791,10.7349
1.1453,10.5433
0.9876,10.3065
0.8392,9.9979
1.0247,10.6605
1.4474,11.1246
1.6938,12.8264
2.156,10.8491
1.3784,10.974
1.4528,11.5042
1.2466,11.0012
2.2086,8.9163
1.1809,12.4476
1.0072,10.7562
1.2133,11.2499
0.8995,10.2212
1.8286,11.2588
1.1895,11.4572
1.028,11.62
1.7164,11.5196
1.602,11.9674
2.6626,10.4294
1.3459,10.9526
1.0469,10.8617
1.1932,10.729
0.9607,10.1299
1.2908,11.348
1.0117,10.4837
1.5169,10.8744
0.9769,10.0348
1.0062,10.2069
1.0603,10.4018
1.256,11.3314
1.1464,10.5718
1.5195,11.4283
1.5735,10.6883
1.4851,11.5522
1.3759,11.3166
1.1357,10.4046
1.8935,12.5246
2.3288,10.5692
1.6083,10.8628
1.0877,10.6608
1.4379,13.979
0.9974,10.2108
1.174,10.5015
1.027,10.6899
1.1004,11.0761
1.2022,13.4453
1.1182,10.5804
1.0782,10.5244
1.0269,10.5605
1.2158,10.7123
1.2636,10.7057
1.1785,11.012
2.8077,12.5755
1.833,10.6906
2.9547,13.6817
1.2015,10.8089
1.6772,11.5508
1.0306,10.9236
1.2776,10.7218
1.1269,10.7199
0.9673,10.3939
0.93,11.3431
1.1123,10.7319
1.0359,10.6516
1.0949,11.7732
1.1519,11.093
2.2248,8.4583
1.3812,10.8401
1.4906,10.8569
1.2191,11.4237
0.69,9.4916
1.2177,11.1176
1.9249,10.469
2.5185,11.6299
0.996,10.7368
1.1633,10.8522
1.2881,10.9088
0.9367,10.3258
1.4068,11.2734
1.0438,10.7684
1.031,10.6957
1.7901,13.9724
1.6224,13.8327
1.1152,10.998
1.7078,9.8744
1.0421,10.3225
1.013,10.3977
0.9935,10.6307
1.572,11.7517
1.6815,11.5335
1.322,10.9235
1.3426,11.1278
1.5742,11.7244
1.1536,11.1274
1.3242,12.0925
2.3838,10.4149
3.1693,14.3411
0.9967,10.2577
0.8051,9.4039
0.943,10.1539
1.8884,10.6162
1.1488,11.1039
1.084,10.8115
0.9578,10.6587
1.1091,11.7164
0.9691,10.8701
0.9532,10.6705
1.1674,10.9904
1.055,10.5702
1.9067,11.428
1.4345,11.1609
1.0114,10.3917
1.1533,10.8046
1.2876,10.9095
1.6781,11.245
1.1521,12.3242
1.3841,10.7388
1.8088,10.1415
1.2215,10.6457
1.1638,11.1223
0.9835,10.4271
0.9689,10.5125
0.9517,10.0748
1.9124,10.4788
1.6595,11.1185
1.2924,11.635
1.1445,10.3743
1.2143,10.8524
1.321,13.1191
0.9245,10.4237
0.9851,10.4422
0.7945,10.0804
0.9085,10.66
1.1163,10.7328
1.3624,11.1839
0.9327,10.6377
1.0115,10.6037
0.9523,10.858
1.1673,11.5108
1.0711,10.9611
1.0939,10.4579
1.1996,10.6469
1.1083,11.2632
0.9104,10.1958
0.996,10.668
0.8489,10.245
2.233,8.3461
1.2022,11.1756
1.0605,10.6203
0.9816,10.4978
1.0727,10.5316
1.0862,11.3634
1.027,10.6325
0.9697,10.6548
0.9437,10.1444
1.184,12.3804
1.0989,10.8938
2.4661,10.7328
0.9688,11.4689
0.8601,9.9415
1.6873,11.9243
1.1062,10.5923
0.9784,10.4442
0.9844,10.4986
0.9659,10.2835
1.176,10.4543
1.1435,10.7028
0.9756,10.376
1.2218,10.8143
1.1405,12.4757
0.7998,10.1519
0.9873,10.3978
1.1882,11.3431
1.545,10.8949
0.9327,10.1328
0.8924,9.9374
1.5702,10.86
1.2986,11.1192
1.3329,11.1372
1.0061,10.312
0.9381,10.3808
1.6465,11.0749
1.0228,10.5547
1.0241,10.704
2.5161,10.8751
1.4049,11.2264
1.0807,11.4782
1.0245,12.1907
1.3091,10.6578
1.3725,10.7527
