Mass,Radius
1.1646,10.2996
1.101,10.1044
1.1434,15.6183
1.0415,7.8534
0.9357,8.29
1.0356,12.5464
0.9543,9.162
0.9913,9.3381
0.9602,9.2097
1.5393,7.6274
1.2927,6.9748
1.4784,5.3266
1.5727,13.6162
1.4594,5.3568
1.1148,5.7924
1.3068,8.7686
1.452,9.7441
1.8135,7.5674
1.0917,11.6444
1.0594,11.0076
1.1548,8.8082
1.0814,8.312
1.134,8.0012
1.0143,9.8975
1.0083,4.7093
1.1785,10.2203
1.2384,11.5338
1.4632,15.9251
0.9818,9.5786
1.1748,10.1774
1.2994,9.1757
1.1493,11.7985
1.0849,5.2808
1.1009,6.732
1.4069,5.1994
1.2989,10.4526
1.319,14.0322
1.1393,9.2296
1.129,9.6934
1.0977,8.6926
1.2578,16.988
1.4934,6.8841
1.5972,8.7504
1.4047,9.1183
1.1796,5.2535
1.238,6.1838
1.4393,6.3165
1.1619,7.29
1.1091,7.8871
1.1462,4.9685
1.5336,9.5453
1.1653,7.4335
1.175,8.0742
1.2699,10.0348
1.1393,6.2976
1.1754,11.3882
1.0382,9.9944
0.9587,9.6568
1.3159,10.5652
1.1909,10.5114
1.1412,7.2924
1.513,7.4832
1.3245,13.3048
1.4189,5.8947
1.0361,8.2422
1.1198,5.8519
1.1925,5.9543
1.1632,12.5746
1.0843,15.4608
1.4634,8.0655
1.9231,14.7098
1.3231,12.8518
1.1796,5.8681
1.2801,6.7724
1.1204,5.1998
1.0999,8.2297
1.1243,9.1101
1.2397,6.5778
1.8396,10.4913
1.2537,5.8771
1.1667,9.0503
1.0677,8.8483
1.0897,10.2169
1.5408,5.692
1.2874,6.4801
1.0792,4.7526
1.2656,7.2061
1.8261,11.6759
1.3245,12.2004
1.2337,8.5917
1.3569,9.426
1.5401,6.9318
1.5515,9.6927
1.0977,6.7216
1.1836,4.7371
1.6845,10.8512
1.2272,7.1711
1.1395,9.0401
1.505,11.4556
2.095,19.6277
1.0333,8.7343
0.9919,9.5647
1.0058,8.5131
1.3765,10.2953
1.9994,15.6992
1.5306,9.4772
1.3736,10.0985
1.3183,8.0779
1.5555,5.3244
1.2106,5.2623
1.2748,13.5312
1.2577,9.326
1.1053,5.7873
1.0729,12.992
1.0321,7.897
0.9963,7.8104
1.7486,6.5132
1.578,5.6922
1.7903,12.1594
1.5023,11.0634
1.0674,6.2714
1.08,7.7439
1.4304,14.9024
1.0682,5.1489
1.0845,5.07
1.2798,12.8483
1.2777,12.7854
1.1422,8.416
1.4137,6.7242
1.2166,9.2478
1.1497,5.2657
1.0104,9.4433
1.1543,8.8977
1.2093,6.6982
1.0958,10.108
1.1733,12.5245
1.0723,5.5867
1.1044,5.1777
1.21,8.8603
1.301,7.9538
1.4618,7.2299
1.2309,9.6735
1.0072,7.2553
1.0001,14.3004
1.029,4.2913
0.9856,7.0934
1.2193,4.7065
1.1232,10.6393
1.2196,8.8672
1.5397,11.5398
1.2634,10.1161
1.2027,7.3336
1.6278,10.9085
1.2608,10.4428
1.6201,8.2679
1.1181,8.3569
1.2095,6.0228
1.2859,5.6781
1.2429,9.2173
1.315,8.9693
1.3079,11.9878
1.0397,5.3898
1.0084,4.8156
1.405,9.0844
1.224,6.5277
1.1865,9.0291
1.6037,8.3546
1.3244,5.9137
1.2947,19.9712
1.0997,4.9081
1.3768,13.2099
1.0505,9.4606
1.1296,9.5804
1.0401,7.8839
1.567,5.4695
1.4441,15.6726
1.2098,8.0492
1.1905,11.9184
1.3145,10.316
1.0997,10.3947
1.4422,8.6395
1.18,9.2715
1.2076,7.077
1.1176,4.4206
1.0365,5.3931
1.502,5.827
1.2613,6.044
1.1287,7.4219
1.1057,4.8525
1.2698,6.2062
1.6917,8.7166
1.3166,7.1999
1.157,7.0332
1.4205,7.3653
1.0748,7.6175
1.1646,10.6952
1.0264,5.8825
0.993,7.8713
1.2401,7.6584
1.0133,5.9808
1.1503,9.8203
1.6127,10.0859
1.6064,6.7335
1.324,7.6194
1.4386,12.0841
1.21,8.5991
1.2028,10.4709
1.1364,8.0429
2.0914,7.4106
1.0268,7.3358
1.0673,12.5026
0.956,9.6904
1.336,10.4076
0.9748,7.8335
1.3553,5.2303
1.8402,7.7615
1.8655,13.7477
1.3862,7.5194
1.3787,6.7393
1.2029,5.2336
1.1468,9.3195
1.5592,16.5976
1.2159,9.9816
1.191,15.0432
1.1223,10.558
1.0968,9.6845
1.4926,6.1002
1.7104,6.0198
1.0667,9.4948
1.2139,6.5296
1.4091,5.8099
1.1182,11.3747
1.3628,6.901
1.5286,9.2606
1.534,9.7947
1.0653,9.1323
1.0376,7.8236
1.0855,9.4078
0.9891,8.3791
1.4553,6.6
1.4047,10.6199
1.2941,9.195
1.1968,6.4026
1.219,11.7248
1.4463,15.4799
1.1696,6.3613
1.0958,10.5257
1.0925,8.105
1.8234,16.5859
1.6835,6.6012
1.513,10.7905
1.538,5.6242
1.3655,6.4915
1.2345,7.2441
1.7626,13.0607
1.2436,6.975
1.0978,7.8255
1.1972,9.7126
1.2995,4.8655
1.1971,10.1042
2.0327,6.4839
1.0142,4.8751
1.4705,8.3548
2.2107,15.9009
1.1467,12.5518
1.1795,7.0282
1.2982,8.7927
1.6108,10.4693
1.4345,8.3727
1.2173,4.8025
1.1035,8.1345
1.1705,9.3741
1.8007,13.0594
1.608,11.2683
1.1308,7.9698
1.4172,9.9771
1.2725,9.9956
1.4998,9.3193
1.1032,6.4235
1.1493,9.1803
1.2126,8.5198
1.1865,9.0744
1.1952,12.0074
1.0775,9.0568
1.2233,8.9836
1.0283,5.2725
1.0522,7.5868
1.0589,11.5024
1.0301,8.1715
1.4785,5.915
1.1992,8.4003
1.3374,6.1627
1.3121,9.4548
1.3527,6.3612
1.5385,10.723
1.1933,8.0763
1.1393,8.7596
1.1635,10.0373
1.1179,7.7166
1.1553,4.8727
1.1915,11.7519
1.1488,9.6779
1.0703,10.0259
0.9987,5.3902
0.9754,7.6964
1.5999,10.9739
1.3287,10.4297
1.2958,5.7685
1.1986,10.2462
1.177,10.709
1.2062,10.1379
1.1603,8.8667
1.3105,11.0371
1.3088,5.5321
1.5367,9.99
1.2209,8.7742
1.3184,5.6249
1.1939,4.9404
1.2857,5.5971
1.2138,9.7264
1.438,6.6293
1.0949,9.4904
1.6536,13.2669
1.0285,5.7808
1.2278,5.0955
1.0509,13.672
1.2245,10.0537
1.1266,10.7261
1.0334,8.6727
1.0412,9.5804
1.247,8.8409
1.1804,8.4942
1.5621,10.7263
1.3601,5.5886
1.292,7.8169
1.2136,9.6026
1.2758,7.5354
1.6147,7.3121
1.1848,8.1574
1.0797,8.1663
1.0585,4.5498
1.082,7.6716
1.4032,5.483
1.2377,8.703
1.1626,8.4194
1.3204,11.2377
1.3726,10.0501
1.229,5.1892
1.0976,8.9968
1.3923,7.8064
1.1718,4.4049
1.0425,7.7433
1.1061,8.1507
1.0563,4.9906
1.016,7.4506
1.3487,11.1694
1.2155,5.4082
1.1436,4.6278
1.6552,15.4426
1.2542,7.156
1.1531,5.6515
1.1655,7.0309
1.1391,6.1119
1.1257,8.1157
1.0689,8.1643
0.9931,4.8958
1.078,9.3596
1.0554,8.6893
1.0907,8.3792
1.1268,10.055
1.0303,7.4463
1.079,8.4371
1.7313,16.6159
1.3838,13.3116
1.5165,6.1232
1.1724,8.2548
1.3114,6.3903
1.1108,8.1503
1.3955,5.7923
1.4502,5.638
1.2317,7.9943
1.1758,6.6806
1.0496,6.1724
1.1999,5.8938
1.0282,4.7363
1.1985,9.1454
1.0274,8.9662
1.0201,8.1585
1.2187,9.694
1.3688,6.6618
1.3902,6.1197
1.3025,12.4443
1.2933,4.8034
1.546,8.2329
1.5281,18.7801
1.0554,8.4399
1.1949,9.8707
1.1664,11.4086
1.156,9.6538
0.9772,10.0356
1.0367,9.0363
1.4607,6.1066
1.2021,5.2454
1.0871,5.8319
1.4189,9.7897
1.1487,6.578
1.5331,6.4516
1.5688,7.9679
1.0397,5.9585
0.9712,7.2727
1.1335,7.0392
1.0738,8.5235
0.9702,4.3668
1.3184,8.387
1.1954,5.1657
1.1831,6.0311
1.1237,5.7509
1.3001,5.0572
1.1197,14.7514
1.2389,8.0007
1.0154,5.2541
1.1651,12.6911
1.0925,10.8485
1.1148,8.7718
1.3102,10.9522
1.1665,9.2916
1.0632,8.0143
1.4017,7.4579
1.3097,9.9758
1.3265,10.655
1.1085,5.7318
1.0941,9.5699
1.5736,7.7164
1.3357,9.5982
1.715,8.303
1.1542,4.5441
1.1427,8.9883
1.1501,8.0789
1.1832,5.0861
1.0994,8.7109
1.0067,9.1169
1.2231,10.4516
1.1173,6.7837
1.2465,4.9211
1.3689,10.0463
0.9713,7.5115
1.295,8.6216
1.3939,5.0459
1.4652,6.7095
1.311,10.0348
1.0637,5.949
1.0034,8.3908
0.9931,6.8318
1.6124,11.2375
1.1456,9.5525
1.2413,5.1775
1.3184,6.7996
1.33,7.3193
1.1883,4.8666
1.436,7.8831
1.3334,7.9342
1.342,8.3537
1.1594,9.3068
0.9777,8.0821
1.558,11.8617
1.2007,10.2628
1.6916,8.1984
1.4064,10.0364
1.1819,5.1946
1.3373,11.6946
1.3024,6.9683
1.1052,8.1421
1.2728,10.115
1.715,7.8246
1.5736,12.2149
1.3356,4.5914
1.0916,10.4409
1.0853,17.02
1.3653,7.8368
1.6661,7.8904
1.3548,9.8158
1.2561,5.5061
1.2959,9.0752
1.6442,13.9462
1.377,7.7063
1.356,17.0246
1.248,9.2705
1.3478,13.7622
1.1336,8.3911
1.2969,8.9062
1.1911,10.8609
1.1057,8.5436
1.1869,9.5522
1.2085,13.3147
1.6331,10.0456
1.6073,6.3296
1.3354,5.1559
1.3717,9.7117
1.1937,8.6294
1.5237,5.397
1.5404,5.3955
1.3761,9.1789
1.1064,9.4027
1.4402,5.6994
1.1193,7.8161
2.0099,7.1653
1.74,7.8455
1.3456,10.4114
1.1647,10.0451
1.0277,8.2921
1.1027,16.4697
1.2257,12.1522
1.2216,9.0133
1.6743,7.7632
1.2373,12.6939
1.2154,7.6492
1.2584,13.4634
1.2689,9.0883
1.2435,11.7707
1.1082,11.8196
0.9499,7.2883
1.0926,8.409
0.9941,3.9494
1.2404,9.7531
1.8747,12.4362
1.9226,13.8136
1.1401,7.5157
1.149,10.5711
1.3115,5.0006
1.0962,10.1891
1.1114,9.5981
1.0493,10.1032
0.9968,9.9499
1.0035,16.7923
1.0408,4.3391
1.4132,8.2985
1.1401,11.3328
1.6345,7.8124
1.1662,7.2052
1.1468,5.2911
1.4386,18.7982
1.8462,10.231
1.205,6.608
1.2771,7.1681
1.3664,5.0912
1.4327,5.1195
0.9937,9.0035
1.6625,11.5569
1.6904,12.515
1.2727,16.3468
1.185,9.2558
1.1198,5.3223
1.183,9.2701
1.343,7.9499
1.1358,11.3954
1.193,10.4709
1.0731,9.164
0.9695,8.3931
1.2701,7.8052
1.1419,7.2517
1.4475,9.1237
1.0698,6.9473
1.3375,14.4897
0.9852,10.1803
1.1138,9.0408
1.459,5.514
1.251,6.732
1.4944,12.2262
1.477,7.1653
1.2078,5.376
1.2746,13.8636
1.0789,9.2887
1.1088,5.4285
1.0754,8.217
1.1506,13.7009
1.0303,6.1019
1.3131,7.6036
1.4414,6.2131
1.1021,6.6585
1.3788,9.4847
1.2427,10.1133
1.3667,13.3854
1.1467,10.667
1.2913,14.8385
1.2208,9.8548
1.1367,10.032
1.0874,15.5529
0.9361,8.7657
1.143,4.5298
1.238,9.2081
1.1594,9.5425
1.3949,6.5639
1.4424,5.496
1.4681,8.3905
1.13,6.822
1.3852,4.6627
1.3896,9.6421
1.2056,9.3481
1.3474,9.3638
1.0842,7.1217
1.3102,15.2142
1.2035,10.6448
1.1321,5.1004
1.016,6.1607
1.1103,9.1499
0.9987,5.6306
1.033,4.677
1.7382,11.3561
1.0839,11.1823
1.1794,4.3417
1.1048,6.472
1.5832,8.733
1.2692,7.6117
1.3283,9.1707
1.0213,6.6133
0.9764,7.7154
1.582,11.9406
1.1009,10.5535
1.169,8.7518
1.4066,7.0782
1.1817,8.0663
1.5257,10.8931
1.2133,8.3796
1.1575,4.9212
1.3653,12.5538
1.2516,9.0912
1.157,5.0827
1.1536,4.4834
1.0705,14.0029
1.1637,5.704
1.0897,5.6125
1.57,5.8959
1.135,8.7468
1.1089,10.1355
1.2234,7.9372
1.3985,5.2715
1.0582,6.0141
1.46,11.327
1.0492,7.7624
0.9854,5.8659
1.1129,12.0224
1.4172,8.8027
1.3894,9.6699
1.4583,11.6478
1.3075,9.6599
1.3544,12.7866
1.114,8.6335
1.383,8.8161
1.2411,4.669
1.0679,8.1713
1.0854,7.932
1.0398,4.3179
1.1294,9.4723
1.0093,9.9596
1.0227,7.6615
0.9487,7.6039
1.1069,12.7009
1.0471,14.088
1.212,10.724
0.971,5.1288
1.0871,9.11
1.4052,4.5949
1.4268,5.5657
1.3229,8.8604
1.4327,9.8431
1.1453,5.8427
1.0368,6.212
1.1448,12.9868
1.9402,12.9706
1.7539,6.7998
1.3842,5.7221
1.5045,9.6037
1.7703,11.8168
1.212,12.1836
1.1359,9.3188
1.1557,11.2117
1.1917,13.0216
0.949,9.0852
1.0368,7.7898
1.184,5.1304
1.8109,5.5758
1.4998,9.0594
1.1656,4.5925
1.0508,5.0816
1.5099,18.6851
1.1682,9.1195
1.0247,7.6174
1.243,10.1147
1.0084,7.8172
1.721,5.4323
1.2272,10.2584
1.1482,7.2482
1.0927,5.2299
0.984,7.4747
1.927,9.9635
1.4668,10.8343
1.9321,8.7529
1.5109,10.4028
1.5558,13.402
1.3527,16.8178
1.2948,7.1766
1.0366,4.315
1.1696,10.6416
1.0804,8.7562
1.423,6.1255
1.2251,6.2016
1.3236,10.2178
1.1745,6.496
1.2339,5.2799
1.0413,10.1279
1.2882,6.0035
1.1106,8.0643
1.1568,6.0711
1.098,7.832
1.1877,12.9169
1.0254,4.7833
1.0119,8.0803
1.9483,6.1414
1.2505,10.2091
1.4884,6.4843
1.0517,4.5971
1.082,4.8423
1.0621,12.8713
1.7463,6.4935
1.5389,5.6745
1.1342,5.1419
1.1796,8.1706
1.3946,9.3358
1.273,8.6396
1.3231,4.7776
1.2498,9.9327
1.119,12.3285
0.9575,9.4438
1.0355,4.5402
1.091,18.5509
1.7878,16.0078
1.1758,4.3534
1.6004,8.9584
0.9361,8.9508
1.1566,10.5155
1.1048,11.8405
1.0846,15.7787
2.4252,17.2745
2.5029,15.1503
1.0855,6.4387
1.3036,8.5603
1.2399,7.1258
1.2669,11.0798
1.1734,5.8296
1.1686,9.1745
0.9711,6.6905
1.6104,11.4302
1.1288,5.4962
1.4878,7.0574
1.2356,13.4649
1.0358,12.6353
1.0098,8.4946
1.0706,8.313
1.0999,6.6669
1.0788,13.1592
1.2004,8.6277
1.1643,5.01
1.1995,8.4576
1.2107,9.504
1.2473,8.9553
1.413,14.1717
1.2822,5.1276
1.1514,7.4978
1.3636,6.0254
1.6183,6.419
1.5651,17.1401
1.5216,11.0426
1.122,6.6677
1.1459,9.7381
1.3761,8.5975
1.1147,8.6976
1.4706,6.365
1.3639,17.073
1.2886,6.4374
0.9667,8.1726
1.133,12.3798
1.0073,5.2481
1.2786,7.0816
1.0402,6.2949
1.5928,6.9593
1.2486,5.209
1.4324,9.099
1.0645,5.9521
1.0654,12.7033
1.0914,9.061
1.395,5.8931
1.0076,9.3157
1.299,9.2218
2.3413,16.744
1.1594,9.1107
1.2698,15.8828
1.514,7.7741
1.4441,15.0008
1.3193,12.2606
1.0049,8.4471
1.2478,5.2943
1.262,8.8504
1.1574,5.4742
1.2501,4.6416
1.2042,5.5134
1.3791,10.5738
1.1309,10.3061
1.138,14.2856
1.8243,9.5249
1.1631,9.9154
1.1242,5.3407
1.3492,8.7719
1.1048,13.5584
1.2787,15.709
1.1446,5.4628
1.234,4.9654
1.1657,13.5394
1.1744,9.8544
1.2132,15.4017
1.0169,4.9973
2.5149,6.9633
1.2483,14.7226
1.111,6.2008
1.1439,9.3798
1.2304,10.0712
1.2088,13.3046
1.2662,10.0825
1.1415,5.9201
1.1497,5.5328
1.3309,5.1565
1.2796,10.7784
1.3476,11.41
1.2223,9.7266
1.135,4.988
1.0417,6.9537
1.4589,8.7538
1.6132,9.3153
1.102,5.8845
1.0586,5.8046
1.2296,10.0098
1.1904,15.7333
1.0976,5.8234
1.0151,12.8252
2.1605,16.456
1.1806,4.5022
1.219,18.3316
1.3255,10.3491
1.0873,8.5631
1.06,5.216
1.0284,9.151
0.9933,4.7221
0.9622,9.3035
1.6522,6.5537
1.2059,5.7855
1.4057,7.935
1.1197,13.6944
1.1508,10.0133
1.3565,11.1075
1.0493,8.188
1.0949,11.9048
1.3856,9.1714
1.318,5.825
1.3044,15.2839
1.0457,8.4157
1.1277,7.3273
1.0989,4.2993
1.1713,7.5183
1.1834,14.6987
1.0759,6.7353
1.1973,6.955
1.0526,7.9016
1.1554,8.187
1.4543,5.5203
1.067,5.5668
1.0301,7.2329
1.0442,5.4614
1.145,7.8285
1.1101,8.3609
1.271,12.6996
1.2215,6.642
1.2579,11.0627
1.0538,6.3078
1.5699,5.3768
1.0468,15.6044
1.0602,7.7468
1.129,8.1068
1.1075,7.8057
1.2651,5.7532
1.5928,6.6411
1.1313,8.278
1.2008,9.5087
1.5602,5.438
1.0544,5.2356
0.992,4.4924
1.0852,9.4016
1.575,10.7929
1.0764,4.3878
1.2699,6.3382
1.1316,7.5233
1.229,5.1153
1.5651,6.7605
1.0233,5.2933
1.0521,5.2703
1.1422,7.1597
1.1453,9.4849
1.2447,9.9042
1.0907,8.7678
1.0846,16.546
1.0111,8.7359
0.9491,4.9453
1.0094,8.428
1.4513,6.6641
1.1256,7.6679
1.2867,4.8429
1.6674,6.916
1.1651,5.1776
1.2014,6.6743
1.5001,5.2046
1.0667,8.6573
1.0082,7.6423
1.2018,5.4484
1.1625,4.4864
1.3513,17.4892
1.0466,10.9008
0.9615,8.3706
1.1497,5.7836
1.5972,8.4976
1.4687,8.2364
1.3138,5.9643
1.0038,7.6541
1.4008,7.0356
1.5523,6.9999
1.0391,8.3226
1.0217,7.665
1.0723,13.7208
1.0042,5.1353
1.1265,10.492
1.2285,4.8066
1.3171,4.6182
1.3417,8.5371
1.1481,6.1694
1.7687,11.6073
1.3685,9.6211
1.093,8.2179
1.0576,5.0735
1.0536,5.8709
1.0175,8.7867
1.0759,4.9911
1.0117,6.875
1.1559,12.216
1.0805,11.2296
1.4211,13.1914
1.2039,11.8049
1.376,6.5159
1.0919,12.2338
1.0604,8.3519
1.6155,13.04
1.1175,5.0241
1.1611,14.2286
1.1471,7.8061
1.5273,4.8826
1.5057,7.6382
1.3001,10.6823
1.4244,8.909
1.0803,8.5147
1.1224,10.8955
1.2528,15.3772
1.4909,10.1037
1.4905,7.8852
1.2831,7.1407
1.1516,5.0942
1.5212,12.0262
1.3028,10.3838
1.6285,11.3665
1.2022,9.6767
1.0023,9.5279
1.054,6.7956
1.5541,6.179
1.0951,12.8213
1.0579,13.561
1.2344,12.7572
1.3039,12.4858
1.352,6.3481
1.0449,4.9058
0.9916,9.2674
1.0243,8.7472
0.9795,5.2373
1.7885,9.5528
1.4786,7.7801
1.1614,5.6672
1.3334,9.3234
1.2313,9.3147
1.5302,18.7105
1.3049,11.2099
1.0964,10.756
1.1903,12.0611
1.0671,11.498
1.4759,6.6824
1.0505,9.1771
1.1805,16.0813
1.2102,11.6882
1.1062,10.2019
1.1937,5.1323
1.1445,10.9402
1.2844,7.0367
1.6745,11.5877
1.0982,7.6048
1.0641,13.806
1.8096,14.036
1.2563,9.8891
1.1268,8.3215
1.1841,10.5106
1.191,10.7346
1.1821,13.0803
1.59,6.3535
1.0996,7.9511
1.2231,7.9525
1.0913,10.3704
1.182,5.0717
1.6195,11.5006
1.1181,5.1288
1.1162,4.4867
1.112,13.7143
1.4085,5.7414
1.2746,6.7479
1.9591,6.7121
1.2187,8.105
1.015,9.2033
0.9788,4.8043
1.4804,6.328
1.1351,5.4301
1.5576,10.0583
1.1319,7.8057
1.0499,5.1756
1.2842,9.022
1.0785,4.0632
1.0551,8.9296
1.3761,10.6241
1.1359,12.8066
1.1675,9.9463
1.3146,5.6316
1.4768,11.5802
1.1412,9.1682
0.9838,7.9169
1.1108,7.0397
0.9995,4.8518
1.1656,8.346
1.3466,4.8734
1.1654,4.2032
1.5533,7.2457
1.2823,5.7545
1.1548,10.1943
1.3258,10.8775
1.2129,11.4023
1.0061,7.9588
2.5709,19.5742
1.2098,7.1345
1.1191,13.4654
1.0223,9.6729
1.1032,8.1205
1.158,11.7157
1.1617,6.5322
3.0069,18.1933
1.0671,8.0778
1.3061,10.1776
1.4794,6.8959
1.1885,5.2341
1.2758,5.7886
1.046,9.7244
1.1671,5.75
1.1195,11.9727
0.9535,10.7366
1.3465,6.5819
1.2863,5.2102
1.0989,5.551
0.9018,14.0615
1.2469,7.9463
1.2627,16.5704
2.6053,9.3959
1.4062,5.1283
1.3573,7.0888
1.6426,11.6837
1.2137,4.6951
1.1527,7.3295
1.1109,5.0152
1.5592,12.8684
1.0137,11.5429
1.0813,5.7916
1.9444,17.7987
1.444,5.7129
1.0873,9.1195
1.0671,5.3015
2.0845,7.9685
1.3091,9.3234
1.5961,9.1507
1.2594,7.7865
1.789,17.4485
1.5378,6.3124
1.2605,5.1342
1.34,9.5538
1.2833,7.5465
1.4978,18.571
1.2756,10.6464
1.084,5.6122
1.1943,7.9591
1.422,12.0401
1.0649,9.7824
1.0997,5.8275
1.0955,6.7929
1.3942,12.468
1.3476,19.5228
1.3959,14.9655
1.2253,10.9818
1.1165,5.3912
1.0052,12.2865
1.2458,10.029
1.1524,5.2997
1.2108,6.0624
1.0722,8.8641
1.6385,5.3156
1.6559,10.3305
1.4975,8.1314
1.3624,6.1652
1.2819,5.3597
1.1713,9.5238
1.324,13.3287
1.1884,8.182
1.0029,8.2726
0.9836,8.1454
1.0403,4.9413
1.1154,16.8035
1.8342,9.7727
1.4751,14.1179
1.3789,10.5352
1.0932,12.293
1.1264,9.7369
1.4818,11.9148
1.311,9.1596
1.5298,7.0439
1.2565,10.3331
1.1215,9.0101
1.2868,7.1238
0.9842,4.8374
1.3262,8.6188
1.1712,4.8689
1.3849,5.1765
1.058,15.6303
1.389,9.6441
1.0287,12.5351
1.2157,4.601
1.4093,5.2928
1.2183,8.8348
1.3181,10.1718
1.1468,5.2095
1.3233,12.0697
1.0075,9.7442
1.0865,4.7877
1.5455,9.7442
1.4257,10.1802
1.8747,17.2555
1.3071,10.471
1.0683,8.7166
1.3915,7.7818
1.2132,7.1607
1.1491,7.6622
1.1675,12.9036
1.0942,11.9895
1.097,11.6887
1.0473,10.3377
1.3627,10.792
1.5657,5.227
1.61,11.3494
1.1868,4.6818
1.1526,12.2767
1.5875,6.9013
1.04,8.6713
1.3263,6.1487
1.121,4.581
1.2101,7.1363
1.1841,9.5556
1.3564,8.8515
1.1944,8.2966
1.0658,14.0673
1.4572,9.783
1.574,14.3065
1.4557,15.1051
1.2538,10.8567
1.36,6.6223
1.1338,13.7143
1.6471,6.369
1.1671,4.8922
1.4223,9.6995
1.1481,13.3663
1.1113,13.3356
1.2933,11.0887
1.111,4.5069
1.0753,6.2395
1.5245,12.1579
1.11,5.8537
1.2167,9.8354
1.3566,10.1121
0.9594,8.9718
1.3677,7.8389
1.386,6.5016
1.5228,6.1619
1.4476,5.652
1.6271,19.8205
1.6636,14.3834
1.1023,9.4668
1.4247,7.3575
1.1711,10.7487
1.8387,6.9778
1.0265,7.598
1.0655,9.157
1.7091,6.3946
1.3886,6.2645
1.2785,8.7676
0.9874,8.0764
0.9903,12.8602
1.3447,7.1358
1.0636,9.2977
1.2956,8.8172
1.0798,8.7346
1.4693,5.7034
1.213,13.6135
1.0901,12.2415
1.0008,8.9857
0.9925,7.8532
1.0408,5.7539
1.6905,12.1089
1.3303,7.1463
1.2323,15.4026
1.1587,7.2498
1.0741,7.8279
1.1147,10.362
1.0236,8.6121
1.6728,16.7714
1.4671,5.2157
1.1348,4.5325
1.087,12.8118
1.711,13.8787
1.321,5.49
1.2067,16.6852
1.3368,8.462
1.2927,11.5549
1.1959,5.1416
1.6379,19.5878
1.3377,12.8639
1.2926,6.3704
1.2576,6.0937
1.4451,21.3186
0.9527,12.6751
1.2322,12.5103
1.3033,10.7556
1.1,8.067
1.0529,8.2439
1.0922,15.1486
0.9635,10.292
1.0323,4.9776
1.1192,4.6008
1.1229,6.0223
1.6973,10.3896
1.4805,11.8582
0.8444,13.3321
1.0663,8.8234
1.0967,7.2088
1.1221,11.1352
1.1629,5.6799
1.0299,8.4884
1.0794,15.8105
1.0478,4.2153
1.0466,4.2632
1.0785,7.7509
1.5997,5.739
1.5121,6.7873
0.9943,7.9741
1.1623,5.757
1.0178,8.6649
1.3436,6.2829
1.1395,5.2737
1.2995,16.2983
1.1986,10.8898
1.3902,10.0366
1.274,5.7247
1.355,17.1576
1.267,5.3957
1.1904,14.395
1.6925,7.9785
1.4038,14.9439
1.0664,9.2295
1.1319,12.8583
1.1728,12.1661
1.4806,14.489
1.1284,9.1581
1.1095,8.1289
0.9969,7.9123
1.0522,10.3653
1.536,6.3282
1.291,18.0621
1.1221,7.4247
1.6215,14.7245
1.0061,7.5789
1.2924,6.1402
1.1679,4.2116
1.2724,5.6975
1.1706,8.6064
1.0934,6.8718
1.1938,12.1715
0.9714,10.529
1.4584,5.349
1.1223,4.6064
1.219,9.6398
1.1394,10.0777
1.0574,7.0413
1.4866,16.9328
1.3189,4.6232
1.1064,7.9809
1.2866,19.6035
1.6242,13.6825
1.1874,11.9309
1.3412,8.951
1.1839,13.0202
1.3482,13.0881
1.0696,13.109
1.4831,9.2611
1.3583,8.0996
1.1857,13.4648
1.0252,7.0424
1.6575,17.0713
1.1722,5.4145
1.2158,8.638
1.3219,13.8788
1.1469,16.7053
1.3013,5.1177
1.2449,6.3483
1.3622,15.954
1.049,6.1284
1.3166,5.4694
1.6843,8.0493
1.6609,24.5285
1.2402,6.5585
1.1149,6.667
1.0886,13.5893
1.2655,13.9433
1.2555,4.6838
1.1028,4.57
1.2903,12.0942
1.0523,16.761
1.1128,15.7851
0.9984,6.6223
1.3203,4.7619
1.6578,13.927
1.3281,11.0078
1.3597,12.3227
1.5728,10.2891
1.3651,6.1221
1.442,6.5569
1.2365,10.7263
2.4384,19.5457
1.0989,12.0776
1.3106,17.1062
1.6088,14.8703
1.1056,4.4348
1.2458,10.532
1.0005,10.9762
1.0018,4.4923
1.1819,5.0606
1.143,10.3307
1.2125,10.3996
1.028,8.1058
1.476,13.0742
1.3457,4.3566
1.2173,16.9126
1.2972,6.5306
0.9964,10.8669
1.3314,14.0275
1.5814,18.2604
1.112,6.1108
1.2121,14.1039
1.0711,13.6984
1.0125,5.141
1.4038,4.7813
1.5312,5.6358
0.9744,10.2215
1.0821,4.3156
1.1565,10.2792
1.1077,4.6645
1.1654,11.0594
0.9816,8.0288
1.0173,13.9017
1.1723,11.3507
1.2844,5.0631
1.3723,4.5932
2.0998,7.4749
1.0011,7.2135
1.3601,9.6623
1.9833,18.7948
1.4466,6.5779
1.1764,6.1942
1.2697,10.5074
1.2486,12.7442
1.3438,12.9904
1.158,4.0837
1.1151,7.9919
1.6646,7.3682
1.3434,14.7844
1.5433,7.5144
1.4723,12.9939
1.0254,8.7405
1.0887,8.9825
1.0273,10.5712
1.2224,13.6941
1.0237,11.9465
1.2608,5.7087
1.3118,6.3738
1.0641,5.3704
1.256,11.3417
1.1464,9.6401
1.2418,14.2852
1.4198,17.3956
1.0354,13.3629
1.4849,11.4122
1.3585,6.9455
1.1654,5.3273
1.0959,4.1014
1.4962,9.3898
1.3279,8.7052
1.0256,5.2885
1.2962,4.2553
1.1215,12.8206
