logTeff_1,logL_1,State_1
3.624019837,2.164757665,4
3.622958839,2.175890025,4
3.621880267,2.187224621,4
3.620782686,2.198657307,4
3.61969316,2.210179972,4
3.618582775,2.221726363,4
3.617446141,2.233271661,4
3.616337845,2.244885381,4
3.615223369,2.256506509,4
3.614121117,2.268167576,4
3.612988997,2.279814812,4
3.611861822,2.291484882,4
3.610737958,2.303153991,4
3.609608617,2.314819556,4
3.608480135,2.326489762,4
3.607337872,2.338143872,4
3.606198182,2.349805884,4
3.605043276,2.361439315,4
3.603915336,2.373128905,4
3.602751865,2.384772664,4
3.601602264,2.396440339,4
3.600452524,2.408105866,4
3.599284076,2.419745575,4
3.598116811,2.431384819,4
3.596961702,2.443037617,4
3.595787833,2.454653947,4
3.594619224,2.466272558,4
3.593455757,2.477891221,4
3.592280167,2.489482158,4
3.591104273,2.501061706,4
3.589953442,2.512669783,4
3.588778467,2.524229302,4
3.587620824,2.535803087,4
3.586452954,2.547352514,4
3.5852806,2.558884693,4
3.584116267,2.570425304,4
3.582938866,2.581944105,4
3.581755324,2.593457005,4
3.580571618,2.604978268,4
3.579397803,2.616530771,4
3.578209471,2.628082965,4
3.57701616,2.639655371,4
3.575820353,2.651251192,4
3.574596248,2.662824211,4
3.573390866,2.674450278,4
3.572183223,2.686089878,4
3.570973442,2.697736855,4
3.569750462,2.70937337,4
3.568526733,2.721021017,4
3.567309239,2.732694465,4
3.56606968,2.744348616,4
3.564843483,2.756040162,4
3.56359815,2.767714295,4
3.562369961,2.779430276,4
3.561118312,2.791116974,4
3.559875205,2.802827507,4
3.558635208,2.814553385,4
3.55738118,2.826262641,4
3.556135186,2.83799176,4
3.554873338,2.849700968,4
3.553611319,2.861415295,4
3.552353578,2.873139633,4
3.551065766,2.884815887,4
3.549815613,2.896558566,4
3.548538372,2.908261963,4
3.547272889,2.91999018,4
3.545977562,2.931661036,4
3.544704427,2.943366832,4
3.543419604,2.95505098,4
3.542147444,2.966759117,4
3.540872259,2.978463299,4
3.539599477,2.990175659,4
3.538310635,3.001860125,4
3.53647113,3.018808125,4
3.53462106,3.035737545,4
3.532755886,3.052633869,4
3.530899199,3.069539986,4
3.529019867,3.086399879,4
3.527139498,3.103254073,4
3.525259666,3.120099928,4
3.523347183,3.136878346,4
3.521446999,3.15367301,4
3.519527797,3.170423528,4
3.517592781,3.187139795,4
3.515631636,3.203814887,4
3.515411276,3.205379136,4
3.514247026,3.215516113,4
3.51231447,3.232220675,4
3.510341973,3.249060535,4
3.508391693,3.265743395,4
3.50761345,3.271957191,4
3.506819219,3.278133266,4
3.508118374,3.266680201,4
3.510080401,3.24981227,4
3.512048121,3.232963036,4
3.513693333,3.218977509,4
3.515636767,3.20209042,4
3.51740364,3.186937309,4
3.518168664,3.1807108,4
3.518871834,3.174353835,4
3.519630924,3.168119116,4
3.520354372,3.16181058,4
3.521040511,3.155421381,4
3.521749409,3.14907515,4
3.522448523,3.142711785,4
3.523176536,3.136401322,4
3.523836546,3.129965806,4
3.524505225,3.123546989,4
3.525177867,3.117135341,4
3.525825187,3.110675208,4
3.526462354,3.104197266,4
3.52713561,3.097782479,4
3.527694949,3.091165462,4
3.528301419,3.084629079,4
3.528852018,3.077993276,4
3.528981014,3.074902907,4
3.527021559,3.091760345,4
3.525043035,3.108573061,4
3.523012666,3.125241869,4
3.521238863,3.139263139,4
3.520622526,3.145788124,4
3.519695284,3.154715532,4
3.519069531,3.16130403,4
3.518453459,3.167833004,4
3.517838523,3.174362572,4
3.517199961,3.180841718,4
3.516541621,3.187283536,4
3.515876416,3.193712771,4
3.515191556,3.200109712,4
3.514524442,3.20653531,4
3.513835662,3.212922206,4
3.513114049,3.219245468,4
3.512431125,3.225640836,4
3.511736329,3.232014056,4
3.510993152,3.238299864,4
3.510269283,3.244621349,4
3.509545196,3.250941685,4
3.508782478,3.257189801,4
3.50804088,3.263478744,4
3.507304673,3.269778347,4
3.506504329,3.275953695,4
3.50567955,3.282081618,4
3.504870798,3.288238748,4
3.504063805,3.294403047,4
3.503191643,3.300441674,4
3.502320418,3.30647548,4
3.501389489,3.312387836,4
3.500468962,3.318322858,4
3.4994972,3.32415072,4
3.498502375,3.329929295,4
3.497498877,3.335686543,4
3.495875602,3.346365399,4
3.49364756,3.362670817,4
3.491384873,3.37889228,4
3.489105045,3.395070029,4
3.486779448,3.411134564,4
3.484454888,3.42719983,4
3.482092362,3.443165657,4
3.482410792,3.44230405,4
3.48354675,3.436883884,4
3.48469354,3.431496553,4
3.485750967,3.425883178,4
3.486830458,3.420333102,4
3.487879809,3.414697587,4
3.488857877,3.408907202,4
3.489885262,3.403224103,4
3.490860197,3.397428312,4
3.491772525,3.391494046,4
3.492671038,3.385535225,4
3.493568881,3.379579347,4
3.49445287,3.373582517,4
3.49531003,3.367527371,4
3.49612443,3.36138607,4
3.496927128,3.355220701,4
3.497700903,3.349002233,4
3.498483408,3.342797159,4
3.499233509,3.336534278,4
3.499974189,3.330251175,4
3.50068399,3.323910317,4
3.501354884,3.3174896,4
3.502047895,3.311119542,4
3.502720112,3.304702231,4
3.501623696,3.313540355,4
3.499603111,3.330297101,4
3.497538999,3.346970877,4
3.495472144,3.363638276,4
3.493387233,3.380265321,4
3.491289697,3.396866198,4
3.489151051,3.413383439,4
3.486997871,3.42986747,4
3.484880518,3.44641516,4
3.482642927,3.462717394,4
3.480392382,3.478989629,4
3.478133187,3.495239093,4
3.475846541,3.51142948,4
3.473521478,3.527532174,4
3.471190712,3.543619997,4
3.468799222,3.559567301,4
3.466387144,3.5754688,4
3.463943938,3.591295185,4
3.461459584,3.607016319,4
3.459855822,3.617024561,4
3.462161007,3.601868153,4
3.464579986,3.585978928,4
3.466997287,3.57009062,4
3.469398526,3.554168547,4
3.471769136,3.538177309,4
3.474113892,3.522128816,4
3.476428303,3.506017383,4
3.478666551,3.489721788,4
3.480885022,3.47339057,4
3.483136039,3.457118275,4
3.485327286,3.440726151,4
3.487550872,3.424393202,4
3.489670901,3.407841401,4
3.491329696,3.395322144,4
3.490684871,3.4018175,4
3.489975861,3.408177427,4
3.489231676,3.414462343,4
3.488485854,3.420748318,4
3.487726516,3.427008472,4
3.486881371,3.43307647,4
3.488954739,3.416974306,4
3.491081852,3.400420782,4
3.493193939,3.383836478,4
3.495272012,3.367186518,4
3.497325754,3.350486547,4
3.498888684,3.337791986,4
3.499508339,3.33277636,4
3.499520452,3.332137521,4
3.500258172,3.325844895,4
3.500934362,3.319436036,4
3.501659944,3.313124471,4
3.502323301,3.306689033,4
3.503001183,3.300276201,4
3.503618533,3.293752686,4
3.504285346,3.287315396,4
3.504875019,3.280735258,4
3.505532646,3.274274478,4
3.506123567,3.267690294,4
3.506692704,3.261055562,4
3.507285043,3.254463458,4
3.507813574,3.247757071,4
3.508408479,3.241167852,4
3.506540088,3.256200179,4
3.504435766,3.272754352,4
3.502334426,3.289300921,4
3.500218225,3.305813254,4
3.498074354,3.322274619,4
3.495905507,3.338674316,4
3.493737393,3.355057998,4
3.492827862,3.36387543,4
3.492298518,3.370627899,4
3.491747275,3.377330411,4
3.491178183,3.383999318,4
3.490619343,3.390692321,4
3.490027579,3.397304061,4
3.489412853,3.403871084,4
3.488786897,3.410399915,4
3.490257799,3.399062797,4
3.492341324,3.382443521,4
3.492407208,3.383147977,4
3.491765125,3.389647359,4
3.491045439,3.395974362,4
3.490358586,3.402372403,4
3.489360499,3.410671632,4
3.487151912,3.42704223,4
3.4849085,3.443328286,4
3.482630321,3.45953555,4
3.480249646,3.47547781,4
3.48108332,3.467690172,4
3.483275158,3.451280249,4
3.485213308,3.436892952,4
3.487211824,3.421897218,4
3.48937958,3.405444631,4
3.491480849,3.388844999,4
3.493574624,3.372229196,4
3.495651332,3.355579258,4
3.497684919,3.33884498,4
3.499733785,3.322143818,4
3.501779489,3.305439432,4
3.503782488,3.288640939,4
3.505813212,3.271900077,4
3.50777778,3.255031505,4
3.509774141,3.238224526,4
3.511726038,3.221332233,4
3.513708254,3.204497881,4
3.515649193,3.187591026,4
3.517589702,3.170678605,4
3.519554446,3.153811969,4
3.521443101,3.13680512,4
3.523346931,3.119827791,4
3.525270032,3.102885144,4
3.527115114,3.085806747,4
3.529042623,3.068872789,4
3.530894445,3.051805039,4
3.532018264,3.041162335,4
3.531324498,3.047532756,4
3.530646394,3.053937051,4
3.52997048,3.060345736,4
3.52927317,3.066712903,4
3.528019627,3.078012857,4
3.526125852,3.09501086,4
3.524174459,3.111905296,4
3.522215666,3.128786004,4
3.520281247,3.14571145,4
3.518391436,3.162716771,4
3.516493435,3.17970851,4
3.514585525,3.196682927,4
3.512638535,3.213585873,4
3.510666499,3.230442166,4
3.508689711,3.247288422,4
3.506722412,3.26415358,4
3.504738547,3.280986246,4
3.502736354,3.29778268,4
3.500721883,3.314556934,4
3.498688572,3.331294283,4
3.496664761,3.348048987,4
3.494554065,3.36462962,4
3.49245407,3.381217042,4
3.491398114,3.389091654,4
3.490515984,3.395086732,4
3.489667587,3.4011566,4
3.488684591,3.40760956,4
3.486499811,3.424033554,4
3.484306703,3.440440817,4
3.48205275,3.45670837,4
3.479779103,3.47293547,4
3.477456362,3.48904742,4
3.475104205,3.505088471,4
3.472682326,3.520957791,4
3.470266866,3.536842239,4
3.467841784,3.552705622,4
3.465318311,3.568322798,4
3.462791285,3.583923145,4
3.460240344,3.59942489,4
3.457625516,3.614763221,4
3.455000774,3.629959057,4
3.452331248,3.644688991,4
3.451363207,3.647519998,4
3.45355953,3.632051616,4
3.456045531,3.616346919,4
3.458238481,3.603210936,4
3.460751857,3.58759626,4
3.46323074,3.571864784,4
3.465690289,3.556085993,4
3.468138704,3.540279648,4
3.470560198,3.524410084,4
3.47292656,3.508402167,4
3.475304828,3.492426821,4
3.477660229,3.476388726,4
3.479951758,3.460203588,4
3.482208042,3.443938385,4
3.48446847,3.42768327,4
3.486666643,3.411293072,4
3.486777645,3.410199369,4
3.485840939,3.41607091,4
3.484894521,3.42192117,4
3.48390707,3.427681756,4
3.482874131,3.433334051,4
3.481834114,3.438964368,4
3.483150438,3.428552174,4
3.485397988,3.412276267,4
3.487616095,3.39594205,4
3.489843058,3.379617871,4
3.492020163,3.363183999,4
3.494193061,3.346750442,4
3.496345853,3.330258923,4
3.498430389,3.313633223,4
3.500546932,3.29707045,4
3.502565636,3.280309975,4
3.504652073,3.263686308,4
3.506666509,3.246916313,4
3.508518705,3.231135993,4
3.509283755,3.22490358,4
3.510119645,3.218807999,4
3.51092204,3.21264644,4
3.51168339,3.206406182,4
3.5124411,3.200159726,4
3.513197319,3.193910386,4
3.513944777,3.187645977,4
3.51465036,3.181303903,4
3.515392505,3.175033103,4
3.516170328,3.168831685,4
3.516876087,3.16249189,4
3.517660092,3.156297395,4
3.517661704,3.156220817,4
3.515743256,3.173170478,4
3.513781423,3.190044665,4
3.5118287,3.20693628,4
3.509860355,3.22379929,4
3.507872828,3.240626257,4
3.5058834,3.257448976,4
3.503881931,3.274248989,4
3.501878353,3.291044124,4
3.499842442,3.307777131,4
3.497794154,3.324484966,4
3.495734936,3.341170069,4
3.493635694,3.357773448,4
3.491517761,3.374337621,4
3.489352973,3.390802875,4
3.48717019,3.407231463,4
3.484933007,3.423537753,4
3.482618862,3.439663819,4
3.481523035,3.445585902,4
3.482244119,3.439257945,4
3.482959629,3.432917965,4
3.483665272,3.42655576,4
3.484370171,3.42020568,4
3.484800366,3.415572325,4
3.485437708,3.409078666,4
3.486046107,3.402499753,4
3.486639337,3.395890111,4
3.487194897,3.389194126,4
3.48774965,3.382491873,4
3.488291153,3.375761757,4
3.488842006,3.369052911,4
3.489333475,3.362224556,4
3.489876466,3.355496316,4
3.490374359,3.348678164,4
3.490915236,3.341939463,4
3.491399648,3.335105197,4
3.491915735,3.328320113,4
3.492401352,3.321494475,4
3.49289317,3.314662786,4
3.493293228,3.307647649,4
3.495247397,3.291855551,4
3.497282971,3.275171259,4
3.499373261,3.258601707,4
3.501417249,3.241951132,4
3.503457395,3.225301567,4
3.503970458,3.222790675,4
3.503489072,3.229611491,4
3.50304261,3.236528701,4
3.502581106,3.24340692,4
3.502082308,3.250216435,4
3.501568983,3.256985443,4
3.501071469,3.26380564,4
3.500572428,3.270616806,4
3.500052715,3.277373698,4
3.499520233,3.284102327,4
3.498975685,3.290802938,4
3.498420507,3.297478815,4
3.497868001,3.304167082,4
3.497285243,3.311178507,4
3.495221109,3.327831531,4
3.49310243,3.344369777,4
3.490970168,3.36088052,4
3.48882114,3.377349565,4
3.486648267,3.393770094,4
3.484463355,3.410158507,4
3.482256613,3.426501771,4
3.480030582,3.442797964,4
3.477895645,3.458403951,4
3.477232457,3.464876439,4
3.47657323,3.471358092,4
3.475916453,3.477855158,4
3.475214986,3.484250472,4
3.474482908,3.49057598,4
3.473718441,3.496832131,4
3.472960036,3.503104556,4
3.472170703,3.509294609,4
3.471287998,3.515269273,4
3.470371391,3.521179932,4
3.469457339,3.527081126,4
3.468482339,3.53283215,4
3.467476805,3.538509058,4
3.466447375,3.544124749,4
3.465380386,3.549644927,4
3.464277916,3.555079545,4
3.46314563,3.560435537,4
3.46201522,3.565792187,4
3.46086781,3.571107843,4
3.459720193,3.576433525,4
3.458526424,3.581639684,4
3.457854306,3.583439877,4
3.460224686,3.567459646,4
3.462632338,3.551573071,4
3.465071619,3.535785807,4
3.467493111,3.519940467,4
3.469928692,3.504149507,4
3.472322745,3.488240477,4
3.474687844,3.472262691,4
3.477072873,3.456341683,4
3.479439805,3.440364072,4
3.481751695,3.424248468,4
3.48407436,3.408156847,4
3.486247229,3.392633676,4
3.487311002,3.387040493,4
3.488290348,3.381261332,4
3.489265732,3.375478242,4
3.489249022,3.376781276,4
3.487035542,3.393138151,4
3.484792294,3.409427594,4
3.485281435,3.406499244,4
3.486227685,3.400652169,4
3.487181084,3.394822338,4
3.488073004,3.38885711,4
3.488914672,3.382783958,4
3.489747648,3.376692776,4
3.490546509,3.370530629,4
3.491337564,3.364352135,4
3.492077446,3.358068371,4
3.492840498,3.351830472,4
3.493497559,3.345374976,4
3.494161187,3.338924322,4
3.494862305,3.332539882,4
3.495434529,3.325875535,4
3.496060743,3.319283551,4
3.496681624,3.311006181,4
3.498720184,3.294364853,4
3.500753361,3.277641687,4
3.502841431,3.261022459,4
3.503029169,3.260733255,4
3.502231826,3.268149956,4
3.501580631,3.27469989,4
3.5008991,3.281093666,4
3.500196769,3.287443603,4
3.499496445,3.293799662,4
3.498766882,3.30009626,4
3.498029097,3.306376902,4
3.497270748,3.312614809,4
3.496478266,3.31878588,4
3.495671519,3.324928468,4
3.494846252,3.331033627,4
3.493972521,3.337034323,4
3.493065,3.342963579,4
3.492139796,3.34883938,4
3.491168249,3.354615066,4
3.490171192,3.360309377,4
3.48908737,3.365753192,4
3.48796023,3.371056031,4
3.48673975,3.375993744,4
3.485434563,3.380305797,4
3.483969242,3.383530018,4
3.48261664,3.383378152,4
3.484052926,3.368047372,4
3.48630201,3.351828893,4
3.487871753,3.340006906,4
3.490082139,3.323750251,4
3.492309926,3.307453562,4
3.494482289,3.291040114,4
3.496671521,3.274671218,4
3.49804099,3.265299353,4
3.498955571,3.259378967,4
3.499908666,3.253549298,4
3.500806533,3.247590416,4
3.501721436,3.241672611,4
3.502575363,3.235624333,4
3.503475367,3.229681144,4
3.504289422,3.223551482,4
3.505109172,3.217435813,4
3.505940819,3.211343528,4
3.506728893,3.205168896,4
3.507516873,3.198993832,4
3.508311519,3.192828042,4
3.509031486,3.186519026,4
3.509772072,3.180254803,4
3.510561177,3.174089046,4
3.511267236,3.167761168,4
3.511976797,3.161437619,4
3.512706257,3.155147665,4
3.513318672,3.148649983,4
3.514103396,3.142465541,4
3.514796043,3.136103567,4
3.515420799,3.129619821,4
3.516064784,3.123173565,4
3.514789542,3.133452806,4
3.512795172,3.15026612,4
3.510780344,3.167036083,4
3.5087725,3.183820444,4
3.506742706,3.200560552,4
3.5046928,3.217264128,4
3.502626997,3.233933317,4
3.50058528,3.250642783,4
3.498547415,3.267356721,4
3.496463361,3.283977956,4
3.494348295,3.300540572,4
3.492234064,3.317098539,4
3.490118506,3.333648239,4
3.487991957,3.350176376,4
3.48581082,3.366582878,4
3.483615359,3.382963969,4
3.481403575,3.399306802,4
3.479162033,3.415582271,4
3.476879404,3.431766101,4
3.474622413,3.448006964,4
3.472308302,3.464119082,4
3.469959918,3.480159928,4
3.467658668,3.496302434,4
3.465306304,3.512337519,4
3.462910306,3.528280133,4
3.460477276,3.544134963,4
3.458013267,3.559918263,4
3.455599679,3.575822549,4
3.453165651,3.591677806,4
3.450675332,3.607395001,4
3.449050254,3.616844023,4
3.448057418,3.622539448,4
3.447049842,3.628194127,4
3.446061556,3.633899385,4
3.445069301,3.639591786,4
3.444100934,3.645347679,4
3.443145487,3.65113993,4
3.442178217,3.656903173,4
3.441266375,3.662809709,4
3.440329317,3.668647893,4
3.439441012,3.674612641,4
3.43856109,3.680596756,4
3.437702379,3.686636417,4
3.436847373,3.69268118,4
3.436026145,3.698809072,4
3.435242346,3.705008283,4
3.43578635,3.701140628,4
3.438036592,3.684868384,4
3.440315489,3.668651698,4
3.44125618,3.661663746,4
3.442063419,3.655517086,4
3.442895363,3.649425955,4
3.444011169,3.6417684,4
3.446474842,3.625980765,4
3.448919116,3.610143821,4
3.45140528,3.594412223,4
3.453878099,3.578648653,4
3.456351859,3.562890221,4
3.458878916,3.547276169,4
3.459273185,3.544166785,4
3.461222478,3.530955065,4
3.463637454,3.515053303,4
3.466040956,3.499125322,4
3.468432356,3.483172476,4
3.470839791,3.46725756,4
3.473224789,3.451292334,4
3.475536399,3.435152968,4
3.47786609,3.419053539,4
3.480124725,3.402789092,4
3.48234933,3.386449256,4
3.484573926,3.370110506,4
3.486765361,3.353700961,4
3.488969472,3.337322263,4
3.491115535,3.320819467,4
3.493268456,3.30432655,4
3.495370071,3.287732704,4
3.496956519,3.275601942,4
3.497780436,3.26949279,4
3.498598043,3.26337266,4
3.499381292,3.257184645,4
3.500155087,3.250977859,4
3.500894204,3.244703872,4
3.501644775,3.238455437,4
3.501495734,3.2399708,4
3.499451427,3.256683233,4
3.497366208,3.273315612,4
3.495258682,3.289903154,4
3.493140211,3.306467955,4
3.491003602,3.322995607,4
3.488819686,3.339422111,4
3.486630502,3.355837342,4
3.484388267,3.372132144,4
3.482127687,3.388371426,4
3.479814471,3.404494373,4
3.477489142,3.420564641,4
3.475138447,3.436499942,4
3.472688095,3.45216596,4
3.470228652,3.467694265,4
3.467715214,3.482967564,4
3.465128332,3.498011164,4
3.462505072,3.512630226,4
3.460021247,3.526751104,4
3.458159448,3.540055255,4
3.458316048,3.551355214,4
3.46070447,3.560024777,4
3.465160897,3.563211547,4
3.469790869,3.564436896,4
3.480531534,3.564727677,4
3.49127687,3.563876846,4
3.502023699,3.562878577,4
3.512774006,3.562555206,4
3.523524133,3.562475824,4
3.534276025,3.562327287,4
3.545026128,3.562273472,4
3.555777537,3.562189671,4
