logTeff_10,logL_10,State_10
4.087895322,4.118315396,2
4.082096571,4.116663941,2
4.076295893,4.114943592,2
4.070493293,4.113161719,2
4.064688937,4.111324322,2
4.058882916,4.10943017,2
4.053075418,4.107484413,2
4.047266544,4.105488972,2
4.041456441,4.103444388,2
4.035645207,4.101353528,2
4.029832947,4.099217342,2
4.024019822,4.097037478,2
4.018205865,4.094817167,2
4.012391198,4.092555291,2
4.006575958,4.090252245,2
4.000760209,4.087911392,2
3.994944057,4.085530505,2
3.989127549,4.083113054,2
3.983310799,4.080658104,2
3.977493825,4.07816762,2
3.971676695,4.075642881,2
3.965859488,4.073086782,2
3.960042018,4.070499748,2
3.954224452,4.067883459,2
3.948406895,4.065234894,2
3.942589271,4.062558445,2
3.936771747,4.059853701,2
3.930954089,4.057122726,2
3.925136454,4.054366363,2
3.9193189,4.051583859,2
3.91350136,4.048776998,2
3.907683843,4.04594802,2
3.90186653,4.043093484,2
3.896049069,4.040216076,2
3.890231891,4.037316706,2
3.884414873,4.034395243,2
3.87859789,4.031455999,2
3.872781289,4.028488554,2
3.866964981,4.025497601,2
3.861149031,4.022480881,2
3.85533357,4.019437123,2
3.849518722,4.016362319,2
3.843704522,4.013256787,2
3.837891111,4.010116386,2
3.832078569,4.006941061,2
3.826266968,4.003728788,2
3.82045638,4.000478206,2
3.814646859,3.997189087,2
3.808838723,3.99385367,2
3.803032033,3.990470576,2
3.797226909,3.987037604,2
3.791423484,3.983552841,2
3.785621875,3.980014146,2
3.77982247,3.976412513,2
3.774025548,3.972742588,2
3.768231219,3.969002916,2
3.762439508,3.965194755,2
3.756651326,3.961297556,2
3.75086663,3.957314902,2
3.745086001,3.953235605,2
3.739309905,3.949052122,2
3.73353837,3.944766296,2
3.727772957,3.940348437,2
3.722014268,3.935790369,2
3.71626323,3.93107869,2
3.710520997,3.926197028,2
3.70479011,3.921105767,2
3.699072849,3.915775134,2
3.693374182,3.910136637,2
3.687704592,3.90405419,2
3.682081365,3.897331675,2
3.676528648,3.88974493,2
3.671074032,3.881104628,2
3.665752537,3.871235063,2
3.660592076,3.860089852,2
3.655667215,3.847485683,2
3.65088498,3.83429708,2
3.646602689,3.818349057,2
3.642334766,3.802373542,2
3.63762077,3.788956317,2
3.632230985,3.782662456,2
3.626760727,3.787996646,2
3.622148206,3.802089643,2
3.618307646,3.819768655,2
3.614956665,3.83902421,2
3.611892969,3.859047025,2
3.609028505,3.879544195,2
3.606293261,3.900323609,2
3.603657962,3.921311371,2
3.601083594,3.942421091,2
3.598566883,3.963642008,2
3.596084156,3.98492695,2
3.593629375,4.006263968,2
3.591205267,4.027656182,2
3.588790316,4.049063871,2
3.586390988,4.070496767,2
3.583995196,4.091931487,2
3.581603382,4.113365079,2
3.579218012,4.134785361,2
3.576830892,4.156129719,2
3.574487213,4.177211069,2
3.572216793,4.197661151,2
3.570036204,4.217324323,2
3.567893709,4.237270087,2
3.565679485,4.258201612,2
3.563679682,4.277327391,2
3.562279542,4.291645285,2
3.562281171,4.291812957,2
3.562301252,4.291810706,2
3.562356241,4.291482248,2
3.562423041,4.290943773,2
3.562486774,4.290304337,2
3.562578744,4.289625148,2
3.562672589,4.288923688,2
3.562767872,4.28820969,2
3.562863716,4.287486995,2
3.562959987,4.286757962,2
3.56305799,4.286025092,2
3.563158612,4.285290035,2
3.563255881,4.284545582,2
3.563354994,4.283798615,2
3.563452519,4.283044889,2
3.563549909,4.282286498,2
3.563647442,4.281524396,2
3.563745103,4.28075863,2
3.563850459,4.280001291,2
3.563948779,4.279227993,2
3.564047752,4.278452467,2
3.564149317,4.277677032,2
3.564251591,4.276898875,2
3.564348695,4.276109672,2
3.564445487,4.275316679,3
3.564546959,4.274526927,3
3.569150231,4.236932121,3
3.573983834,4.197565826,3
3.579061618,4.158549916,3
3.584599194,4.122024655,3
3.59175021,4.097817007,3
3.599765111,4.131937472,3
3.606714951,4.170528623,3
3.614357464,4.205570007,3
3.623782987,4.232219722,3
3.634938774,4.244528251,3
3.646422197,4.250955832,3
3.657976041,4.254921443,3
3.669546442,4.257768468,3
3.681118335,4.260072535,3
3.692687411,4.262045451,3
3.704251882,4.263756216,3
3.715809807,4.265277446,3
3.727360976,4.26660228,3
3.73890392,4.267761423,3
3.750437993,4.268766012,3
3.761961547,4.269621876,3
3.773473369,4.270327348,3
3.78497203,4.270879959,3
3.796455677,4.271267339,3
3.80792213,4.271488221,3
3.819367476,4.271531332,3
3.830787767,4.271389817,3
3.842177825,4.27105318,3
3.85352728,4.270521446,3
3.864821904,4.269806674,3
3.876036064,4.268943916,3
3.887110921,4.268043681,3
3.897889364,4.267480485,3
3.907876329,4.268429438,3
3.916788516,4.271288711,3
3.925145048,4.274494137,3
3.932975078,4.277668487,3
3.939965519,4.28086135,3
3.944721982,4.284398558,3
3.927583307,4.286259944,3
3.912096496,4.285451318,3
3.897950275,4.284315808,3
3.884625771,4.282988725,3
3.871893892,4.28157048,3
3.85959407,4.280110753,3
3.847670414,4.278775406,3
3.836022623,4.277507139,3
3.824663577,4.276162873,3
3.813587497,4.274800731,3
3.802765899,4.273425927,3
3.792157958,4.272042525,3
3.781714174,4.270646089,3
3.771435682,4.26921779,3
3.761310003,4.267761083,3
3.751314808,4.266279593,3
3.741425496,4.264768976,3
3.731623993,4.263224005,3
3.721895296,4.261633295,3
3.712229947,4.259989283,3
3.70261747,4.258271458,3
3.693050286,4.25645529,3
3.683522694,4.254510639,3
3.674030047,4.25239534,3
3.664567931,4.250056859,3
3.655135851,4.247417353,3
3.645733454,4.244321945,3
3.636373279,4.240363709,3
3.627096731,4.23460957,3
3.618021763,4.225633661,3
3.609606706,4.210450114,3
3.602891489,4.185429997,3
3.596003466,4.161390851,3
3.587501802,4.168643305,3
3.581525968,4.197919294,3
3.577119225,4.22193046,3
3.574275716,4.238880222,3
3.573601388,4.243413931,4
3.572901559,4.248277436,4
3.572120067,4.253909823,4
3.571246749,4.260472489,4
3.570315935,4.267733146,4
3.569357915,4.275420297,4
3.568407099,4.28330124,4
3.56753522,4.290797223,4
3.567268017,4.293572422,4
3.56754869,4.291348677,4
3.567917579,4.288145021,4
3.568369058,4.28398378,4
3.56859122,4.281293146,4
3.568332962,4.282486556,4
3.567823351,4.286093334,4
3.567177874,4.29081411,4
3.566434573,4.296532262,4
3.565591631,4.303196161,4
3.564667146,4.31067306,4
3.563695418,4.318655806,4
3.562713282,4.326894123,4
3.561722791,4.335231192,4
3.560735712,4.343600617,4
3.559754832,4.351951003,4
3.55878415,4.360254949,4
3.557825726,4.368494469,4
3.556880495,4.376657036,4
3.555948661,4.384736028,4
3.555030543,4.392725795,4
3.554126028,4.40062275,4
3.553235051,4.408422957,4
3.552357606,4.416122931,4
3.551493621,4.423721433,4
3.550643585,4.431213239,4
3.549807307,4.438596118,4
3.548985363,4.445867272,4
3.548177875,4.453024581,4
3.54738516,4.460063546,4
3.546607658,4.46698055,4
3.545845397,4.47377353,4
3.545099177,4.48043676,4
3.544369155,4.486965679,4
3.543655888,4.493356725,4
3.54295985,4.499604071,4
3.542281573,4.505703297,4
3.541621751,4.511647517,4
3.540980949,4.517431317,4
3.540359317,4.523051017,4
3.539757389,4.52850351,4
3.53917695,4.533769619,4
3.538617515,4.538851833,4
3.538079631,4.543742973,4
3.537563573,4.548441959,4
3.537069881,4.552941952,4
3.536599079,4.557242876,4
3.536149909,4.561345099,4
3.535723288,4.565242981,4
3.535318799,4.568939484,4
3.534936841,4.572431572,4
3.534576202,4.575727604,4
3.534236694,4.578830877,4
3.533917969,4.581743817,4
3.533619424,4.58447129,4
3.53334043,4.587021034,4
3.533080209,4.589396432,4
3.532838763,4.591599962,4
3.532615419,4.593637659,4
3.532409092,4.595518432,4
3.532218765,4.597252043,4
3.532044324,4.598837727,4
3.531883847,4.600295156,4
3.531736915,4.601627634,4
3.531601028,4.602858337,4
3.531471315,4.60403058,4
3.531351309,4.605110928,4
3.531283024,4.605716905,4
3.531250558,4.606007358,4
3.531232239,4.606169815,4
3.531216935,4.606303162,4
3.531194703,4.606498712,4
3.531143772,4.606958871,4
3.5310143,4.608145536,4
3.530708331,4.610972105,4
3.530121852,4.616417378,4
3.529257495,4.624465052,4
3.528288211,4.633506195,4
3.527324656,4.642480597,4
3.526512813,4.649953405,4
3.526137052,4.653339828,4
3.526012532,4.654456074,4
3.525978889,4.654747096,4
3.525978409,4.654739025,4
3.525986662,4.654655054,4
3.525997054,4.654553854,4
3.52600715,4.654456699,4
3.526017695,4.654356269,4
3.52602826,4.654255724,4
3.526059769,4.653959948,4
3.526093862,4.653640558,4
3.526124114,4.653356405,4
3.526151672,4.653097666,4
