logTeff_1,logL_1,Stage_1,logTeff_3,logL_3,Stage_3,logTeff_10,logL_10,Stage_10,logTeff_30,logL_30,Stage_30
3.661751674,1.76618229,3,3.639112917,2.616468463,2,3.646422197,4.250955832,3,4.008396683,5.554123603,3
3.66288683,1.753496742,3,3.640279097,2.603199477,2,3.657976041,4.254921443,3,4.001349508,5.554959247,3
3.662467962,1.757028227,3,3.641442057,2.589940691,2,3.669546442,4.257768468,3,3.994104032,5.555909093,3
3.66135342,1.768694978,3,3.642624766,2.576605049,2,3.681118335,4.260072535,3,3.986128528,5.556911209,3
3.66022278,1.780372355,3,3.643796609,2.563178487,2,3.692687411,4.262045451,3,3.978009103,5.557985435,3
3.659078474,1.792135699,3,3.64498223,2.549716561,2,3.704251882,4.263756216,3,3.969667792,5.559194983,3
3.657942098,1.804007157,3,3.646157813,2.536203229,2,3.715809807,4.265277446,3,3.961056455,5.560571567,3
3.656791625,1.815944859,3,3.647387309,2.522745361,2,3.727360976,4.26660228,3,3.952394995,5.561948925,3
3.655638545,1.827910045,3,3.648519931,2.509120251,2,3.73890392,4.267761423,3,3.944259919,5.562936118,3
3.65450279,1.839970276,3,3.649683802,2.495522147,2,3.750437993,4.268766012,3,3.936121118,5.563902114,3
3.653350095,1.852023249,3,3.650871441,2.481944731,2,3.761961547,4.269621876,3,3.927931007,5.564884328,3
3.652193263,1.864119574,3,3.652008081,2.468283627,2,3.773473369,4.270327348,3,3.91973223,5.565836282,3
3.651046388,1.876257554,3,3.653187912,2.454675173,2,3.78497203,4.270879959,3,3.911540084,5.566763417,3
3.649874955,1.888377964,3,3.654361792,2.441055432,2,3.796455677,4.271267339,3,3.903329766,5.567683586,3
3.648733418,1.900548234,3,3.65553191,2.427419878,2,3.80792213,4.271488221,3,3.895131453,5.568571284,3
3.64758611,1.912710672,3,3.656677076,2.413749742,2,3.819367476,4.271531332,3,3.886886515,5.5694635,3
3.646434251,1.924856766,3,3.657868706,2.400147254,2,3.830787767,4.271389817,3,3.878636023,5.570343265,3
3.645271742,1.936971666,3,3.658995921,2.386449947,2,3.842177825,4.27105318,3,3.870379646,5.571197975,3
3.644135264,1.94910134,3,3.660184367,2.372858025,3,3.85352728,4.270521446,3,3.862146134,5.572001133,3
3.642989213,1.961178629,3,3.661334711,2.359193743,3,3.864821904,4.269806674,3,3.853809202,5.572852356,3
3.64183276,1.973196001,3,3.662468337,2.345513069,3,3.876036064,4.268943916,3,3.844701088,5.574083865,3
3.640712717,1.985209793,3,3.663603755,2.331836625,3,3.887110921,4.268043681,3,3.834504327,5.576423384,3
3.639585598,1.997149923,3,3.664728835,2.318153129,3,3.897889364,4.267480485,3,3.823992583,5.578218745,3
3.63845955,2.009025574,3,3.665906627,2.304553092,3,3.907876329,4.268429438,3,3.814254276,5.57958789,3
3.637346055,2.02084229,3,3.667037242,2.290891154,3,3.916788516,4.271288711,3,3.803992865,5.581197672,3
3.636246591,2.0325735,4,3.668208623,2.27729737,3,3.925145048,4.274494137,3,3.791208319,5.585935964,3
3.635240489,2.043412511,4,3.669386823,2.263733236,3,3.932975078,4.277668487,3,3.800983723,5.590297412,3
3.634232668,2.054211242,4,3.670528569,2.250124399,3,3.939965519,4.28086135,3,3.812180058,5.592504609,3
3.6332015,2.065205905,4,3.671675782,2.236538185,3,3.944721982,4.284398558,3,3.822354941,5.594248331,3
3.632155623,2.076339069,4,3.672869808,2.22304037,3,3.927583307,4.286259944,3,3.832209798,5.595839268,3
3.631102549,2.087563357,4,3.674082295,2.209596745,3,3.912096496,4.285451318,3,3.842016874,5.597403237,3
3.630069749,2.098899373,4,3.675280486,2.196156341,3,3.897950275,4.284315808,3,3.851813428,5.598962179,3
3.628999524,2.110238227,4,3.676502814,2.182776629,3,3.884625771,4.282988725,3,3.861719694,5.600568506,3
3.62792765,2.121606823,4,3.677730651,2.16944547,3,3.871893892,4.28157048,3,3.871917511,5.602300389,3
3.626868942,2.13299438,4,3.679023964,2.156263605,3,3.85959407,4.280110753,3,3.882709351,5.604295022,3
3.625942343,2.142976623,4,3.680382006,2.143254046,3,3.847670414,4.278775406,3,3.894361373,5.606698019,3
3.625505668,2.147446612,4,3.681762048,2.130344939,3,3.836022623,4.277507139,3,3.907497205,5.610176515,3
3.625099248,2.15186915,4,3.683177806,2.117592659,3,3.824663577,4.276162873,3,3.911696371,5.612629343,3
3.624641376,2.156697804,4,3.684722816,2.105227171,3,3.813587497,4.274800731,3,3.912178812,5.614159264,3
3.624020751,2.163188786,4,3.686450323,2.093479713,3,3.802765899,4.273425927,3,3.911292465,5.615684605,3
3.623199855,2.171865433,4,3.688358144,2.082697001,3,3.792157958,4.272042525,3,3.906757501,5.61677227,3
3.622263381,2.181964185,4,3.69055035,2.073891833,3,3.781714174,4.270646089,3,3.900785523,5.617122056,3
3.621755253,2.187665655,4,3.69319644,2.068360869,3,3.771435682,4.26921779,3,3.894561081,5.617255704,3
3.622274312,2.1822301,4,3.696309986,2.071785171,3,3.761310003,4.267761083,3,3.8881545,5.617245183,3
3.622810241,2.177000421,4,3.696079562,2.091357494,3,3.751314808,4.266279593,3,3.881643235,5.617135986,3
3.623268646,2.171989293,4,3.696089932,2.112106677,3,3.741425496,4.264768976,3,3.875010778,5.616920623,3
3.623756711,2.167419697,4,3.695978943,2.132836995,3,3.731623993,4.263224005,3,3.868306245,5.61667355,3
3.624151197,2.163208853,4,3.695822441,2.152232042,3,3.721895296,4.261633295,3,3.861550136,5.616385833,3
3.62455284,2.158900601,4,3.695656073,2.17135593,3,3.712229947,4.259989283,3,3.854766749,5.616064688,3
3.625012855,2.154252226,4,3.69578601,2.192002736,3,3.70261747,4.258271458,3,3.847950489,5.615726544,3
3.62555733,2.148970846,4,3.695561285,2.210950225,3,3.693050286,4.25645529,3,3.841111364,5.615353886,3
3.625405347,2.150570047,4,3.695341675,2.229121677,3,3.683522694,4.254510639,3,3.83426125,5.614975074,3
3.625339202,2.151196998,4,3.694804518,2.246202454,3,3.674030047,4.25239534,3,3.827391428,5.614568642,3
3.625010766,2.154251577,4,3.694270833,2.265236885,3,3.664567931,4.250056859,3,3.820518636,5.614163612,3
3.624019837,2.164757665,4,3.6931992,2.280748971,3,3.655135851,4.247417353,3,3.813648489,5.613686092,3
3.622958839,2.175890025,4,3.691562075,2.29000841,3,3.645733454,4.244321945,3,3.806760884,5.613214546,3
3.621880267,2.187224621,4,3.690161378,2.29868922,3,3.636373279,4.240363709,3,3.799861762,5.61268507,3
3.620782686,2.198657307,4,3.68987819,2.306749461,3,3.627096731,4.23460957,3,3.792961533,5.612170154,3
3.61969316,2.210179972,4,3.687573754,2.308878354,3,3.618021763,4.225633661,3,3.786061982,5.611626298,3
3.618582775,2.221726363,4,3.685677834,2.312005064,3,3.609606706,4.210450114,3,3.779250519,5.611137973,3
3.617446141,2.233271661,4,3.684087359,2.314775358,3,3.602891489,4.185429997,3,3.772390539,5.61032233,3
3.616337845,2.244885381,4,3.683732692,2.31748991,3,3.596003466,4.161390851,3,3.765468283,5.609367389,3
3.615223369,2.256506509,4,3.68150915,2.322296741,3,3.587501802,4.168643305,3,3.758519246,5.608564745,3
3.614121117,2.268167576,4,3.680160035,2.329574539,3,3.581525968,4.197919294,3,3.751624991,5.608007052,3
3.612988997,2.279814812,4,3.678941332,2.334482932,3,3.577119225,4.22193046,3,3.744750743,5.60708442,3
3.611861822,2.291484882,4,3.677051123,2.342886826,3,3.574275716,4.238880222,3,3.737877133,5.606035318,3
3.610737958,2.303153991,4,3.675328008,2.352277674,3,3.573601388,4.243413931,4,3.731015114,5.604875471,3
3.609608617,2.314819556,4,3.673704687,2.362199975,3,3.572901559,4.248277436,4,3.724157663,5.603610816,3
3.608480135,2.326489762,4,3.672190596,2.372486386,3,3.572120067,4.253909823,4,3.717311369,5.602231604,3
3.607337872,2.338143872,4,3.670753118,2.382955516,3,3.571246749,4.260472489,4,3.710474046,5.600723621,3
3.606198182,2.349805884,4,3.669393725,2.393513953,3,3.570315935,4.267733146,4,3.703648259,5.599234881,3
3.605043276,2.361439315,4,3.668097013,2.404056394,3,3.569357915,4.275420297,4,3.696836978,5.597862129,3
3.603915336,2.373128905,4,3.666880022,2.414567658,3,3.568407099,4.28330124,4,3.690050498,5.596744702,3
3.602751865,2.384772664,4,3.665705832,2.424914273,3,3.56753522,4.290797223,4,3.683343876,5.596069523,3
3.601602264,2.396440339,4,3.664591786,2.435099024,3,3.567268017,4.293572422,4,3.676876525,5.595940855,3
3.600452524,2.408105866,4,3.663533625,2.445095076,4,3.56754869,4.291348677,4,3.671430624,5.595989936,3
3.599284076,2.419745575,4,3.662498557,2.454911293,4,3.567917579,4.288145021,4,3.67400583,5.597109382,4
3.598116811,2.431384819,4,3.661434971,2.465304115,4,3.568369058,4.28398378,4,3.677704119,5.59810519,4
3.596961702,2.443037617,4,3.660329607,2.476537534,4,3.56859122,4.281293146,4,3.681729731,5.599340958,4
3.595787833,2.454653947,4,3.659188938,2.488209103,4,3.568332962,4.282486556,4,3.685848618,5.600429572,4
3.594619224,2.466272558,4,3.658042221,2.500162223,4,3.567823351,4.286093334,4,3.689596916,5.598854034,4
3.593455757,2.477891221,4,3.656897423,2.512316086,4,3.567177874,4.29081411,4,3.692359627,5.597928057,4
3.592280167,2.489482158,4,3.65573536,2.524598953,4,3.566434573,4.296532262,4,3.695430324,5.597494408,4
3.591104273,2.501061706,4,3.654583654,2.537022153,4,3.565591631,4.303196161,4,3.698940487,5.59769028,4
3.589953442,2.512669783,4,3.653436152,2.549524723,4,3.564667146,4.31067306,4,3.702675523,5.599076373,4
3.588778467,2.524229302,4,3.652295104,2.562087685,4,3.563695418,4.318655806,4,3.705605315,5.599923367,4
3.587620824,2.535803087,4,3.651156275,2.574558744,4,3.562713282,4.326894123,4,3.707552069,5.604788563,4
3.586452954,2.547352514,4,3.650721382,2.580070331,4,3.561722791,4.335231192,4,3.708222029,5.612025437,4
3.5852806,2.558884693,4,3.650842627,2.579280475,4,3.560735712,4.343600617,4,3.709206629,5.62009008,4
3.584116267,2.570425304,4,3.651346764,2.574581818,4,3.559754832,4.351951003,4,3.71088803,5.627742624,4
3.582938866,2.581944105,4,3.652557437,2.561923529,4,3.55878415,4.360254949,4,3.71329251,5.634313786,4
3.581755324,2.593457005,4,3.653737057,2.549265558,4,3.557825726,4.368494469,4,3.715918628,5.640277233,4
3.580571618,2.604978268,4,3.654902441,2.536924938,4,3.556880495,4.376657036,4,3.719209577,5.64531039,4
3.579397803,2.616530771,4,3.655959702,2.525530442,4,3.555948661,4.384736028,4,3.722911961,5.64936855,4
3.578209471,2.628082965,4,3.656391012,2.520325021,4,3.555030543,4.392725795,4,3.726700393,5.652517412,4
3.57701616,2.639655371,4,3.656275056,2.520732239,4,3.554126028,4.40062275,4,3.730610478,5.655783842,4
3.575820353,2.651251192,4,3.656046202,2.522445377,4,3.553235051,4.408422957,4,3.734629665,5.658531803,4
3.574596248,2.662824211,4,3.655658449,2.526096593,4,3.552357606,4.416122931,4,3.738705105,5.661042304,4
3.573390866,2.674450278,4,3.655045365,2.532519368,4,3.551493621,4.423721433,4,3.74282301,5.663585151,4
3.572183223,2.686089878,4,3.654350748,2.539627109,4,3.550643585,4.431213239,4,3.746972351,5.665771309,4
3.570973442,2.697736855,4,3.653412193,2.549387234,4,3.549807307,4.438596118,4,3.751138644,5.667769365,4
3.569750462,2.70937337,4,3.652267484,2.561776503,4,3.548985363,4.445867272,4,3.755314707,5.669743662,4
3.568526733,2.721021017,4,3.651070178,2.574550306,4,3.548177875,4.453024581,4,3.759489608,5.672012303,4
3.567309239,2.732694465,4,3.649879263,2.587473707,4,3.54738516,4.460063546,4,3.763660657,5.674566297,4
3.56606968,2.744348616,4,3.648669813,2.600451052,4,3.546607658,4.46698055,4,3.767824921,5.677400646,4
3.564843483,2.756040162,4,3.647477128,2.613515539,4,3.545845397,4.47377353,4,3.771975019,5.680613447,4
3.56359815,2.767714295,4,3.64627627,2.626619528,4,3.545099177,4.48043676,4,3.776104508,5.684260533,4
3.562369961,2.779430276,4,3.645076221,2.639765333,4,3.544369155,4.486965679,4,3.780206337,5.688393916,4
3.561118312,2.791116974,4,3.64386849,2.652931806,4,3.543655888,4.493356725,4,3.784277984,5.692987624,4
3.559875205,2.802827507,4,3.642671282,2.666137909,4,3.54295985,4.499604071,4,3.788320738,5.697977732,4
3.558635208,2.814553385,4,3.641459268,2.679342415,4,3.542281573,4.505703297,4,3.79233447,5.70333079,4
3.55738118,2.826262641,4,3.640258582,2.692575897,4,3.541621751,4.511647517,4,3.796303598,5.709198142,4
3.556135186,2.83799176,4,3.639045944,2.705805976,4,3.540980949,4.517431317,4,3.800200988,5.715768391,4
3.554873338,2.849700968,4,3.637833102,2.719040503,4,3.540359317,4.523051017,4,3.804069518,5.72262024,4
3.553611319,2.861415295,4,3.63660017,2.732257219,4,3.539757389,4.52850351,4,3.807841779,5.730271205,4
3.552353578,2.873139633,4,3.635397818,2.745524199,4,3.53917695,4.533769619,4,3.811610236,5.737944852,4
3.551065766,2.884815887,4,3.634174237,2.758767085,4,3.538617515,4.538851833,4,3.815292277,5.746231406,4
3.549815613,2.896558566,4,3.632951789,2.772016162,4,3.538079631,4.543742973,4,3.818970273,5.754534793,4
3.548538372,2.908261963,4,3.631724604,2.785259891,4,3.537563573,4.548441959,4,3.822620713,5.763025453,4
3.547272889,2.91999018,4,3.630503509,2.798516493,4,3.537069881,4.552941952,4,3.826258532,5.771609948,4
3.545977562,2.931661036,4,3.629256929,2.811740743,4,3.536599079,4.557242876,4,3.829884554,5.780277374,4
3.544704427,2.943366832,4,3.628031609,2.824994116,4,3.536149909,4.561345099,4,3.833476408,5.789176441,4
3.543419604,2.95505098,4,3.626805743,2.838251234,4,3.535723288,4.565242981,4,3.837067961,5.798107821,4
3.542147444,2.966759117,4,3.625559812,2.851477428,4,3.535318799,4.568939484,4,3.840631633,5.807211636,4
3.540872259,2.978463299,4,3.624319623,2.864714764,4,3.534936841,4.572431572,4,3.844184642,5.816376306,4
3.539599477,2.990175659,4,3.623080984,2.877956161,4,3.534576202,4.575727604,4,3.847723722,5.825633087,4
3.538310635,3.001860125,4,3.621833353,2.891183697,4,3.534236694,4.578830877,4,3.851209423,5.83518598,4
3.53647113,3.018808125,4,3.620573095,2.904393766,4,3.533917969,4.581743817,4,3.854695157,5.844739045,4
3.53462106,3.035737545,4,3.619323443,2.917618003,4,3.533619424,4.58447129,4,3.858203444,5.854182896,4
3.532755886,3.052633869,4,3.618062457,2.93082281,4,3.53334043,4.587021034,4,3.861714765,5.863597464,4
3.530899199,3.069539986,4,3.616803911,2.944028923,4,3.533080209,4.589396432,4,3.865245598,5.872902019,4
3.529019867,3.086399879,4,3.615545883,2.957235389,4,3.532838763,4.591599962,4,3.868789807,5.882143938,4
3.527139498,3.103254073,4,3.614272806,2.970417139,4,3.532615419,4.593637659,4,3.872371221,5.891136734,4
3.525259666,3.120099928,4,3.613018171,2.983624768,4,3.532409092,4.595518432,4,3.876246827,5.897916153,4
3.523347183,3.136878346,4,3.611740102,2.996795544,4,3.532218765,4.597252043,4,3.880292818,5.902838917,4
3.521446999,3.15367301,4,3.610469105,3.009972791,4,3.532044324,4.598837727,4,3.884474615,5.904295335,4
3.519527797,3.170423528,4,3.609200033,3.023150237,4,3.531883847,4.600295156,4,3.888661278,5.90188763,4
3.517592781,3.187139795,4,3.607931935,3.03632623,4,3.531736915,4.601627634,4,3.892371454,5.893836562,4
3.515631636,3.203814887,4,3.606659094,3.049492634,4,3.531601028,4.602858337,4,3.89496088,5.881398834,4
3.515411276,3.205379136,4,3.605375164,3.062638732,4,3.531471315,4.60403058,4,3.897493456,5.868675855,4
3.514247026,3.215516113,4,3.604077807,3.075760758,4,3.531351309,4.605110928,4,3.899851893,5.854848846,4
3.51231447,3.232220675,4,3.602800321,3.088910603,4,3.531283024,4.605716905,4,3.90037619,5.83872189,4
3.510341973,3.249060535,4,3.601503867,3.102028464,4,3.531250558,4.606007358,4,3.901357601,5.822669634,4
3.508391693,3.265743395,4,3.600200407,3.115131104,4,3.531232239,4.606169815,4,3.901765549,5.805978526,4
3.50761345,3.271957191,4,3.598895763,3.128228015,4,3.531216935,4.606303162,4,3.901506579,5.789268257,4
3.506819219,3.278133266,4,3.597606593,3.141345105,4,3.531194703,4.606498712,4,3.90145624,5.772522719,4
3.508118374,3.266680201,4,3.596288764,3.154412512,4,3.531143772,4.606958871,4,3.901051492,5.755838082,4
3.510080401,3.24981227,4,3.594987974,3.167501647,4,3.5310143,4.608145536,4,3.900428103,5.739316547,4
3.512048121,3.232963036,4,3.593682929,3.180580296,4,3.530708331,4.610972105,4,3.899999307,5.722683507,4
3.513693333,3.218977509,4,3.592382989,3.193661366,4,3.530121852,4.616417378,4,3.898876659,5.706541113,4
3.515636767,3.20209042,4,3.591073546,3.2067229,4,3.529257495,4.624465052,4,3.897796084,5.690488358,4
3.51740364,3.186937309,4,3.589757174,3.219767908,4,3.528288211,4.633506195,4,3.896205693,5.675220835,4
3.518168664,3.1807108,4,3.588450764,3.232822449,4,3.527324656,4.642480597,4,3.893239221,5.66541259,4
3.518871834,3.174353835,4,3.587129079,3.245845608,4,3.526512813,4.649953405,4,3.893122426,5.673261893,4
3.519630924,3.168119116,4,3.58581833,3.258879305,4,3.526137052,4.653339828,4,3.896199729,5.676358657,4
3.520354372,3.16181058,4,3.58450565,3.271902641,4,3.526012532,4.654456074,4,3.899086209,5.676947121,4
3.521040511,3.155421381,4,3.58319428,3.284919133,4,3.525978889,4.654747096,4,3.901284722,5.675804535,4
3.521749409,3.14907515,4,3.581865496,3.297901626,4,3.525978409,4.654739025,4,3.902630437,5.674372335,4
3.522448523,3.142711785,4,3.580540861,3.310881005,4,3.525986662,4.654655054,4,3.903034817,5.673001045,4
3.523176536,3.136401322,4,3.579206691,3.32383433,4,3.525997054,4.654553854,4,3.902902432,5.672026494,4
3.523836546,3.129965806,4,3.57786974,3.336771847,4,3.52600715,4.654456699,4,3.902593043,5.67141287,4
3.524505225,3.123546989,4,3.576535603,3.349700769,4,3.526017695,4.654356269,4,3.902215629,5.670938889,4
3.525177867,3.117135341,4,3.575204424,3.362619481,4,3.52602826,4.654255724,4,3.901680612,5.670127973,4
3.525825187,3.110675208,4,3.573861908,3.375503616,4,3.526059769,4.653959948,4,3.901075417,5.669209315,4
3.526462354,3.104197266,4,3.572525445,3.388379119,4,3.526093862,4.653640558,4,3.900605972,5.668734422,4
3.52713561,3.097782479,4,3.571204697,3.401252965,4,3.526124114,4.653356405,4,3.900104453,5.668052377,4
3.527694949,3.091165462,4,3.569876586,3.414094035,4,3.526151672,4.653097666,4,3.899472092,5.666524495,4
3.528301419,3.084629079,4,3.568524431,3.426863975,4,,,,3.898936552,5.665431214,4
3.528852018,3.077993276,4,3.567195788,3.439636018,4,,,,3.898449677,5.6644767,4
3.528981014,3.074902907,4,3.565881353,3.452388546,4,,,,3.898056094,5.663742036,4
3.527021559,3.091760345,4,3.564547328,3.465069774,4,,,,3.897655347,5.662848185,4
3.525043035,3.108573061,4,3.563219026,3.477720698,4,,,,3.897226773,5.661337549,4
3.523012666,3.125241869,4,3.56190635,3.490368287,4,,,,3.896871633,5.660092909,4
3.521238863,3.139263139,4,3.560566648,3.502976856,4,,,,3.896602263,5.659158901,4
3.520622526,3.145788124,4,3.559244428,3.515632694,4,,,,3.896332907,5.658224874,4
3.519695284,3.154715532,4,3.55789105,3.528269876,4,,,,3.896046876,5.657011967,4
3.519069531,3.16130403,4,3.556556281,3.540953059,4,,,,3.895749471,5.655610806,4
3.518453459,3.167833004,4,3.554749971,3.558204845,4,,,,3.895452066,5.654209647,4
3.517838523,3.174362572,4,3.552912019,3.575667822,4,,,,,,
3.517199961,3.180841718,4,3.551042726,3.593182174,4,,,,,,
3.516541621,3.187283536,4,3.549174474,3.610692098,4,,,,,,
3.515876416,3.193712771,4,3.547323203,3.628121344,4,,,,,,
3.515191556,3.200109712,4,3.545480457,3.645306448,4,,,,,,
3.514524442,3.20653531,4,3.543646456,3.662078975,4,,,,,,
3.513835662,3.212922206,4,3.541821036,3.678879943,4,,,,,,
3.513114049,3.219245468,4,3.539964158,3.695887802,4,,,,,,
3.512431125,3.225640836,4,3.538309952,3.710583635,4,,,,,,
3.511736329,3.232014056,4,3.537570538,3.717269538,4,,,,,,
3.510993152,3.238299864,4,3.536868748,3.723584469,4,,,,,,
3.510269283,3.244621349,4,3.536202652,3.72982961,4,,,,,,
3.509545196,3.250941685,4,3.536296912,3.728858705,4,,,,,,
3.508782478,3.257189801,4,3.535615974,3.735309744,4,,,,,,
3.50804088,3.263478744,4,3.535599865,3.735505157,4,,,,,,
3.507304673,3.269778347,4,3.535294859,3.738160542,4,,,,,,
3.506504329,3.275953695,4,3.533979571,3.750765591,4,,,,,,
3.50567955,3.282081618,4,3.532469962,3.764527314,4,,,,,,
3.504870798,3.288238748,4,3.533093459,3.757973324,4,,,,,,
3.504063805,3.294403047,4,3.53324669,3.757334519,4,,,,,,
3.503191643,3.300441674,4,3.531284456,3.775443442,4,,,,,,
3.502320418,3.30647548,4,3.529316375,3.793535624,4,,,,,,
3.501389489,3.312387836,4,3.527341026,3.811610298,4,,,,,,
3.500468962,3.318322858,4,3.525379284,3.829705789,4,,,,,,
3.4994972,3.32415072,4,3.523389413,3.847664705,4,,,,,,
3.498502375,3.329929295,4,3.522269059,3.857515261,4,,,,,,
3.497498877,3.335686543,4,3.522922654,3.850875665,4,,,,,,
3.495875602,3.346365399,4,3.523430787,3.845525128,4,,,,,,
3.49364756,3.362670817,4,3.524090609,3.838839326,4,,,,,,
3.491384873,3.37889228,4,3.524839792,3.831329983,4,,,,,,
3.489105045,3.395070029,4,3.52565075,3.822471341,4,,,,,,
3.486779448,3.411134564,4,3.526260635,3.815890931,4,,,,,,
3.484454888,3.42719983,4,3.527036693,3.807839627,4,,,,,,
3.482092362,3.443165657,4,3.526364971,3.814292744,4,,,,,,
3.482410792,3.44230405,4,3.525696752,3.820751272,4,,,,,,
3.48354675,3.436883884,4,3.523919539,3.837369838,4,,,,,,
3.48469354,3.431496553,4,3.521931376,3.855451683,4,,,,,,
3.485750967,3.425883178,4,3.519980091,3.87359598,4,,,,,,
3.486830458,3.420333102,4,3.517976747,3.891646894,4,,,,,,
3.487879809,3.414697587,4,3.515951812,3.909659413,4,,,,,,
3.488857877,3.408907202,4,3.513960679,3.927727223,4,,,,,,
3.489885262,3.403224103,4,3.511915243,3.945685828,4,,,,,,
3.490860197,3.397428312,4,3.510643932,3.95649753,4,,,,,,
3.491772525,3.391494046,4,3.509938143,3.962887736,4,,,,,,
3.492671038,3.385535225,4,3.509174056,3.969647768,4,,,,,,
3.493568881,3.379579347,4,3.508465916,3.976040632,4,,,,,,
3.49445287,3.373582517,4,3.507733312,3.982383803,4,,,,,,
3.49531003,3.367527371,4,3.507005233,3.988738981,4,,,,,,
3.49612443,3.36138607,4,3.508603324,3.974096622,4,,,,,,
3.496927128,3.355220701,4,3.510557241,3.955958086,4,,,,,,
3.497700903,3.349002233,4,3.51258308,3.937945413,4,,,,,,
3.498483408,3.342797159,4,3.514570958,3.919873904,4,,,,,,
3.499233509,3.336534278,4,3.515572383,3.911849292,4,,,,,,
3.499974189,3.330251175,4,3.51601803,3.907973115,4,,,,,,
3.50068399,3.323910317,4,3.516700741,3.90154572,4,,,,,,
3.501354884,3.3174896,4,3.51737964,3.895113541,4,,,,,,
3.502047895,3.311119542,4,3.51804526,3.88865863,4,,,,,,
3.502720112,3.304702231,4,3.518690308,3.882170406,4,,,,,,
3.501623696,3.313540355,4,3.519411622,3.875811491,4,,,,,,
3.499603111,3.330297101,4,3.520076701,3.8693536,4,,,,,,
3.497538999,3.346970877,4,3.520754751,3.862916969,4,,,,,,
3.495472144,3.363638276,4,3.521416017,3.856450374,4,,,,,,
3.493387233,3.380265321,4,3.522037923,3.849916901,4,,,,,,
3.491289697,3.396866198,4,3.522723018,3.843494962,4,,,,,,
3.489151051,3.413383439,4,3.523358182,3.8369904,4,,,,,,
3.486997871,3.42986747,4,3.524048145,3.830576598,4,,,,,,
3.484880518,3.44641516,4,3.523782718,3.833037588,4,,,,,,
3.482642927,3.462717394,4,3.521786557,3.851101273,4,,,,,,
3.480392382,3.478989629,4,3.519782213,3.869152892,4,,,,,,
3.478133187,3.495239093,4,3.517805887,3.887257585,4,,,,,,
3.475846541,3.51142948,4,3.515812547,3.905331051,4,,,,,,
3.473521478,3.527532174,4,3.513794944,3.923359999,4,,,,,,
3.471190712,3.543619997,4,3.511767913,3.941365175,4,,,,,,
3.468799222,3.559567301,4,3.50973632,3.959362428,4,,,,,,
3.466387144,3.5754688,4,3.50768528,3.977321495,4,,,,,,
3.463943938,3.591295185,4,3.506156695,3.990674979,4,,,,,,
3.461459584,3.607016319,4,3.50549613,3.997139231,4,,,,,,
3.459855822,3.617024561,4,3.504854673,4.003632856,4,,,,,,
3.462161007,3.601868153,4,3.504179176,4.01003997,4,,,,,,
3.464579986,3.585978928,4,3.506010217,3.993467816,4,,,,,,
3.466997287,3.57009062,4,3.507817323,3.977153482,4,,,,,,
3.469398526,3.554168547,4,3.509848504,3.959160226,4,,,,,,
3.471769136,3.538177309,4,3.511845846,3.941101362,4,,,,,,
3.474113892,3.522128816,4,3.513844339,3.923048048,4,,,,,,
3.476428303,3.506017383,4,3.515808734,3.904925273,4,,,,,,
3.478666551,3.489721788,4,3.517792994,3.88683613,4,,,,,,
3.480885022,3.47339057,4,3.518272443,3.882453072,4,,,,,,
3.483136039,3.457118275,4,3.517629644,3.888948194,4,,,,,,
3.485327286,3.440726151,4,3.516984127,3.895438029,4,,,,,,
3.487550872,3.424393202,4,3.516331795,3.901915157,4,,,,,,
3.489670901,3.407841401,4,3.515665727,3.908370009,4,,,,,,
3.491329696,3.395322144,4,3.515021668,3.914860866,4,,,,,,
3.490684871,3.4018175,4,3.514322793,3.921257899,4,,,,,,
3.489975861,3.408177427,4,3.513634808,3.927674557,4,,,,,,
3.489231676,3.414462343,4,3.512912666,3.93403126,4,,,,,,
3.488485854,3.420748318,4,3.51224426,3.940483591,4,,,,,,
3.487726516,3.427008472,4,3.511534341,3.946863423,4,,,,,,
3.486881371,3.43307647,4,3.510806914,3.953212157,4,,,,,,
3.488954739,3.416974306,4,3.510104891,3.959605419,4,,,,,,
3.491081852,3.400420782,4,3.509330751,3.965871466,4,,,,,,
3.493193939,3.383836478,4,3.508618628,3.972247856,4,,,,,,
3.495272012,3.367186518,4,3.508220352,3.975314319,4,,,,,,
3.497325754,3.350486547,4,3.508950261,3.968970553,4,,,,,,
3.498888684,3.337791986,4,3.509685496,3.962638171,4,,,,,,
3.499508339,3.33277636,4,3.510395934,3.956261625,4,,,,,,
3.499520452,3.332137521,4,3.511131471,3.949930054,4,,,,,,
3.500258172,3.325844895,4,3.51184784,3.94356544,4,,,,,,
3.500934362,3.319436036,4,3.51253659,3.937163563,4,,,,,,
3.501659944,3.313124471,4,3.513217259,3.930734671,4,,,,,,
3.502323301,3.306689033,4,3.513892037,3.924295573,4,,,,,,
3.503001183,3.300276201,4,3.514535039,3.917801368,4,,,,,,
3.503618533,3.293752686,4,3.515201863,3.91135817,4,,,,,,
3.504285346,3.287315396,4,3.515877017,3.904920556,4,,,,,,
3.504875019,3.280735258,4,3.516469485,3.898341586,4,,,,,,
3.505532646,3.274274478,4,3.517127584,3.891869184,4,,,,,,
3.506123567,3.267690294,4,3.517743424,3.885283937,4,,,,,,
3.506692704,3.261055562,4,3.51825788,3.87845718,4,,,,,,
3.507285043,3.254463458,4,3.519448834,3.865622416,4,,,,,,
3.507813574,3.247757071,4,3.521380455,3.847448315,4,,,,,,
3.508408479,3.241167852,4,3.523200237,3.830179219,4,,,,,,
