logTeff_30,logL_30,State_30
3.751624991,5.608007052,3
3.744750743,5.60708442,3
3.737877133,5.606035318,3
3.731015114,5.604875471,3
3.724157663,5.603610816,3
3.717311369,5.602231604,3
3.710474046,5.600723621,3
3.703648259,5.599234881,3
3.696836978,5.597862129,3
3.690050498,5.596744702,3
3.683343876,5.596069523,3
3.676876525,5.595940855,3
3.671430624,5.595989936,3
3.67400583,5.597109382,4
3.677704119,5.59810519,4
3.681729731,5.599340958,4
3.685848618,5.600429572,4
3.689596916,5.598854034,4
3.692359627,5.597928057,4
3.695430324,5.597494408,4
3.698940487,5.59769028,4
3.702675523,5.599076373,4
3.705605315,5.599923367,4
3.707552069,5.604788563,4
3.708222029,5.612025437,4
3.709206629,5.62009008,4
3.71088803,5.627742624,4
3.71329251,5.634313786,4
3.715918628,5.640277233,4
3.719209577,5.64531039,4
3.722911961,5.64936855,4
3.726700393,5.652517412,4
3.730610478,5.655783842,4
3.734629665,5.658531803,4
3.738705105,5.661042304,4
3.74282301,5.663585151,4
3.746972351,5.665771309,4
3.751138644,5.667769365,4
3.755314707,5.669743662,4
3.759489608,5.672012303,4
3.763660657,5.674566297,4
3.767824921,5.677400646,4
3.771975019,5.680613447,4
3.776104508,5.684260533,4
3.780206337,5.688393916,4
3.784277984,5.692987624,4
3.788320738,5.697977732,4
3.79233447,5.70333079,4
3.796303598,5.709198142,4
3.800200988,5.715768391,4
3.804069518,5.72262024,4
3.807841779,5.730271205,4
3.811610236,5.737944852,4
3.815292277,5.746231406,4
3.818970273,5.754534793,4
3.822620713,5.763025453,4
3.826258532,5.771609948,4
3.829884554,5.780277374,4
3.833476408,5.789176441,4
3.837067961,5.798107821,4
3.840631633,5.807211636,4
3.844184642,5.816376306,4
3.847723722,5.825633087,4
3.851209423,5.83518598,4
3.854695157,5.844739045,4
3.858203444,5.854182896,4
3.861714765,5.863597464,4
3.865245598,5.872902019,4
3.868789807,5.882143938,4
3.872371221,5.891136734,4
3.876246827,5.897916153,4
3.880292818,5.902838917,4
3.884474615,5.904295335,4
3.888661278,5.90188763,4
3.892371454,5.893836562,4
3.89496088,5.881398834,4
3.897493456,5.868675855,4
3.899851893,5.854848846,4
3.90037619,5.83872189,4
3.901357601,5.822669634,4
3.901765549,5.805978526,4
3.901506579,5.789268257,4
3.90145624,5.772522719,4
3.901051492,5.755838082,4
3.900428103,5.739316547,4
3.899999307,5.722683507,4
3.898876659,5.706541113,4
3.897796084,5.690488358,4
3.896205693,5.675220835,4
3.893239221,5.66541259,4
3.893122426,5.673261893,4
3.896199729,5.676358657,4
3.899086209,5.676947121,4
3.901284722,5.675804535,4
3.902630437,5.674372335,4
3.903034817,5.673001045,4
3.902902432,5.672026494,4
3.902593043,5.67141287,4
3.902215629,5.670938889,4
3.901680612,5.670127973,4
3.901075417,5.669209315,4
3.900605972,5.668734422,4
3.900104453,5.668052377,4
3.899472092,5.666524495,4
3.898936552,5.665431214,4
3.898449677,5.6644767,4
3.898056094,5.663742036,4
3.897655347,5.662848185,4
3.897226773,5.661337549,4
3.896871633,5.660092909,4
3.896602263,5.659158901,4
3.896332907,5.658224874,4
3.896046876,5.657011967,4
3.895749471,5.655610806,4
3.895452066,5.654209647,4
