logTeff_3,logL_3,State_3
3.980473979,2.123548645,1
3.978905138,2.129144961,1
3.977346311,2.134798563,1
3.975815904,2.140593179,1
3.974344182,2.146668648,1
3.97299006,2.153260221,1
3.971895366,2.160829591,1
3.971532257,2.170197739,1
3.972638142,2.180034334,1
3.974606668,2.18760687,1
3.976805383,2.193545054,1
3.97907189,2.198643042,1
3.981365772,2.203231507,1
3.98367091,2.207490564,1
3.985980062,2.211499187,1
3.988287702,2.215363629,1
3.990592507,2.219146954,1
3.992893663,2.222870647,1
3.995185875,2.226550132,1
3.997468194,2.230235995,1
3.99974165,2.233938716,1
4.002003374,2.237676955,1
4.004247096,2.241438763,1
4.006475639,2.245258774,1
4.008687435,2.249148192,1
4.01087456,2.253108433,1
4.013035372,2.257148291,1
4.01516976,2.261270621,1
4.017272926,2.265446797,1
4.01933655,2.269640657,1
4.021349906,2.273876332,1
4.023301147,2.278128576,1
4.025176899,2.282321008,1
4.026956011,2.286362853,1
4.028582155,2.290038423,1
4.029983441,2.293032851,1
4.031061158,2.295042312,1
4.031621995,2.29532084,1
4.031621208,2.29375274,2
4.031161235,2.290761863,2
4.030363321,2.286682173,2
4.029212889,2.281524476,2
4.027824369,2.275860582,2
4.026254774,2.270055082,2
4.024556204,2.264422704,2
4.02273296,2.259177484,2
4.020798091,2.254500258,2
4.018747341,2.25068637,2
4.016593256,2.248076596,2
4.014373598,2.247098841,2
4.012154031,2.247794854,2
4.010000809,2.250115319,2
4.007924921,2.253481502,2
4.005920895,2.257561697,2
4.003943136,2.261894193,2
4.001971347,2.266248352,2
3.999975183,2.270392357,2
3.997941392,2.274181984,2
3.995868798,2.277560853,2
3.993761128,2.280541243,2
3.991626143,2.283159197,2
3.989461869,2.285385246,2
3.987278541,2.287319557,2
3.985084141,2.289062844,2
3.982876842,2.290569126,2
3.98065898,2.29187965,2
3.97843467,2.293006767,2
3.976201389,2.293956807,2
3.973969138,2.294765618,2
3.970919031,2.295660309,2
3.967855275,2.296297118,2
3.96477814,2.296733696,2
3.961690154,2.296980903,2
3.958591379,2.297087538,2
3.955479086,2.297000403,2
3.952355931,2.296800065,2
3.949221519,2.296486445,2
3.946077186,2.29608478,2
3.942920934,2.29547637,2
3.939753342,2.294793433,2
3.936575682,2.294012415,2
3.933389118,2.293149753,2
3.930193765,2.29218799,2
3.926990238,2.291135278,2
3.923778223,2.289991648,2
3.920559007,2.288751223,2
3.917332546,2.287449929,2
3.914099416,2.286073573,2
3.91085973,2.284601938,2
3.907614182,2.283036536,2
3.904362838,2.281434186,2
3.901107105,2.27973696,2
3.897846291,2.278006553,2
3.894581847,2.276173417,2
3.891313715,2.274273082,2
3.888041833,2.272311264,2
3.884766776,2.270288503,2
3.881488953,2.268201882,2
3.878208477,2.266046425,2
3.874925302,2.263846305,2
3.871639928,2.2615894,2
3.86835315,2.259264961,2
3.865064965,2.256877827,2
3.861775244,2.254440025,2
3.858484143,2.251952173,2
3.855191614,2.249419538,2
3.851896065,2.24688984,2
3.848602046,2.24426111,2
3.84531011,2.241525184,2
3.842017348,2.238747277,2
3.838723077,2.235946155,2
3.83542817,2.233109055,2
3.832133451,2.230222248,2
3.828839519,2.227277243,2
3.825545652,2.224292422,2
3.822251199,2.221283517,2
3.818958392,2.218210626,2
3.815667644,2.215072119,2
3.81237751,2.211890452,2
3.809088376,2.208664895,2
3.805801345,2.205381308,2
3.802516728,2.20203637,2
3.799234743,2.198634635,2
3.79595528,2.1951758,2
3.792681658,2.191626885,2
3.789419137,2.187927209,2
3.786169423,2.184065918,2
3.782932754,2.180043689,2
3.779707513,2.175887668,2
3.776498907,2.171543689,2
3.773312032,2.166967988,2
3.770154877,2.162103445,2
3.767037386,2.156888661,2
3.76397938,2.151201154,2
3.761018148,2.14483685,2
3.758149341,2.137892337,2
3.755358182,2.130493549,2
3.752636811,2.122712698,2
3.749984786,2.114577558,2
3.747417138,2.106039954,2
3.744937659,2.097114617,2
3.742536353,2.087866348,2
3.740198394,2.078365758,2
3.737938684,2.068577337,2
3.735748634,2.058545369,2
3.733598943,2.048372822,2
3.731493389,2.03806329,2
3.729419576,2.027653095,2
3.727364676,2.01718507,2
3.725313132,2.006716142,2
3.723232069,1.996347175,2
3.721090978,1.986184311,2
