Mr  xH
7.813021e-08 3.179864e-07
1.562604e-07 3.185427e-07
3.125209e-07 3.192061e-07
6.250417e-07 3.202620e-07
1.250083e-06 3.219450e-07
2.500167e-06 3.246340e-07
5.000334e-06 3.289465e-07
1.000067e-05 3.359048e-07
1.719914e-05 3.450956e-07
2.439761e-05 3.543843e-07
3.879455e-05 3.671566e-07
6.758843e-05 3.900706e-07
1.251762e-04 4.312065e-07
2.403517e-04 5.071985e-07
4.707027e-04 6.569458e-07
8.530151e-04 9.430497e-07
1.284251e-03 1.398247e-06
2.315213e-03 2.521098e-06
2.914939e-03 4.280524e-06
3.343588e-03 5.793383e-06
3.772238e-03 7.356407e-06
4.200887e-03 9.227504e-06
4.629536e-03 1.145520e-05
5.286926e-03 1.487579e-05
5.615621e-03 1.862727e-05
5.944316e-03 2.154843e-05
6.754904e-03 2.746463e-05
7.160197e-03 3.518005e-05
7.565491e-03 4.128734e-05
8.376078e-03 5.200004e-05
8.781372e-03 6.488798e-05
9.186666e-03 7.504982e-05
9.954718e-03 9.216719e-05
1.033874e-02 1.117786e-04
1.072277e-02 1.267775e-04
1.129881e-02 1.477874e-04
1.187485e-02 1.768939e-04
1.245089e-02 2.105433e-04
1.302693e-02 2.497325e-04
1.417901e-02 3.197614e-04
1.475505e-02 4.053778e-04
1.533109e-02 4.728049e-04
1.605660e-02 5.600681e-04
1.678212e-02 6.731144e-04
1.750764e-02 8.036434e-04
1.823316e-02 9.585229e-04
1.881279e-02 1.118215e-03
1.939242e-02 1.278914e-03
1.997205e-02 1.457688e-03
2.055168e-02 1.658028e-03
2.171093e-02 1.997804e-03
2.229056e-02 2.395079e-03
2.287019e-02 2.696163e-03
2.364303e-02 3.085560e-03
2.441587e-02 3.587787e-03
2.526544e-02 4.180030e-03
2.611501e-02 4.895399e-03
2.675218e-02 5.589738e-03
2.738936e-02 6.252350e-03
2.802653e-02 6.974704e-03
2.866371e-02 7.768254e-03
2.951328e-02 8.785706e-03
3.036284e-02 1.006695e-02
3.138154e-02 1.160950e-02
3.189089e-02 1.302317e-02
3.240024e-02 1.404326e-02
3.358807e-02 1.583495e-02
3.418199e-02 1.791194e-02
3.477591e-02 1.941328e-02
3.536982e-02 2.101138e-02
3.596374e-02 2.269682e-02
3.689170e-02 2.496126e-02
3.781966e-02 2.794041e-02
3.874762e-02 3.110228e-02
3.921161e-02 3.364132e-02
3.967559e-02 3.541895e-02
4.060355e-02 3.813060e-02
4.153151e-02 4.198206e-02
4.338744e-02 4.809611e-02
4.531954e-02 5.705507e-02
4.725164e-02 6.684045e-02
4.953918e-02 7.818534e-02
5.153811e-02 9.023164e-02
5.353705e-02 1.016894e-01
5.653544e-02 1.160822e-01
5.859447e-02 1.305100e-01
6.013873e-02 1.406432e-01
6.168300e-02 1.492699e-01
6.271251e-02 1.563454e-01
6.375858e-02 1.619537e-01
6.480466e-02 1.675043e-01
6.638205e-02 1.743982e-01
6.717074e-02 1.805055e-01
6.795944e-02 1.845135e-01
6.875641e-02 1.885753e-01
6.955339e-02 1.925483e-01
7.035036e-02 1.964328e-01
7.114734e-02 2.002901e-01
7.240078e-02 2.052242e-01
7.365423e-02 2.111275e-01
7.616112e-02 2.197897e-01
7.904963e-02 2.317911e-01
8.491254e-02 2.503928e-01
9.085434e-02 2.738253e-01
9.686856e-02 2.958481e-01
9.990884e-02 3.115247e-01
1.029491e-01 3.215860e-01
1.060197e-01 3.313276e-01
1.090904e-01 3.408127e-01
1.152870e-01 3.544985e-01
1.215341e-01 3.719042e-01
1.278269e-01 3.883749e-01
1.341610e-01 4.039790e-01
1.405323e-01 4.187778e-01
1.469368e-01 4.328271e-01
1.501469e-01 4.428483e-01
1.565948e-01 4.525948e-01
1.630670e-01 4.649748e-01
1.695603e-01 4.767537e-01
1.760715e-01 4.879636e-01
1.825978e-01 4.986333e-01
1.891364e-01 5.087890e-01
1.956845e-01 5.184552e-01
1.989621e-01 5.253719e-01
2.055197e-01 5.320858e-01
2.087997e-01 5.385061e-01
2.153620e-01 5.447346e-01
2.219246e-01 5.526552e-01
2.284853e-01 5.601866e-01
2.350423e-01 5.673464e-01
2.383179e-01 5.724664e-01
2.448653e-01 5.774238e-01
2.514044e-01 5.837252e-01
2.546716e-01 5.882313e-01
2.611951e-01 5.925910e-01
2.677063e-01 5.981318e-01
2.709549e-01 6.020936e-01
2.774443e-01 6.059257e-01
2.806853e-01 6.095967e-01
2.871503e-01 6.131472e-01
2.935974e-01 6.176624e-01
2.968113e-01 6.208922e-01
3.032288e-01 6.240138e-01
3.096253e-01 6.279835e-01
3.128182e-01 6.308226e-01
3.191812e-01 6.335632e-01
3.255205e-01 6.370434e-01
3.286779e-01 6.395287e-01
3.349797e-01 6.419249e-01
3.412554e-01 6.449677e-01
3.443867e-01 6.471410e-01
3.506218e-01 6.492345e-01
3.568288e-01 6.518902e-01
3.599178e-01 6.537851e-01
3.660809e-01 6.556095e-01
