Mr  xH
7.813154e-08 3.473116e-01
1.562631e-07 3.473116e-01
3.125262e-07 3.473116e-01
6.250525e-07 3.473116e-01
1.250105e-06 3.473116e-01
2.500210e-06 3.473116e-01
5.000420e-06 3.473116e-01
1.000084e-05 3.473116e-01
1.724356e-05 3.473116e-01
2.448628e-05 3.473116e-01
3.897171e-05 3.473116e-01
6.794259e-05 3.473116e-01
1.258843e-04 3.473116e-01
2.417678e-04 3.473116e-01
4.735348e-04 3.473116e-01
8.582557e-04 3.473116e-01
1.726195e-03 3.473116e-01
2.530928e-03 3.473116e-01
3.335662e-03 3.473116e-01
4.598600e-03 3.473116e-01
6.036047e-03 3.473116e-01
6.754770e-03 3.473116e-01
7.473493e-03 3.473116e-01
9.192540e-03 3.473116e-01
1.091159e-02 3.473116e-01
1.263063e-02 3.473116e-01
1.434968e-02 3.473116e-01
1.636319e-02 3.473116e-01
1.736994e-02 3.473116e-01
1.837669e-02 3.473116e-01
2.039020e-02 3.473116e-01
2.240371e-02 3.473116e-01
2.459707e-02 3.473116e-01
2.569375e-02 3.473116e-01
2.679044e-02 3.473116e-01
2.908768e-02 3.473116e-01
3.138493e-02 3.473116e-01
3.377629e-02 3.473116e-01
3.497198e-02 3.473116e-01
3.616766e-02 3.473116e-01
3.864468e-02 3.473116e-01
4.112171e-02 3.473116e-01
4.367695e-02 3.473116e-01
4.495457e-02 3.473116e-01
4.623219e-02 3.473116e-01
4.885904e-02 3.473116e-01
5.148589e-02 3.473116e-01
5.417841e-02 3.473116e-01
5.552468e-02 3.473116e-01
5.687094e-02 3.473116e-01
5.962377e-02 3.473116e-01
6.237661e-02 3.473116e-01
6.518487e-02 3.473116e-01
6.658901e-02 3.473116e-01
6.799314e-02 3.473116e-01
7.085238e-02 3.473116e-01
7.371162e-02 3.473116e-01
7.661772e-02 3.473116e-01
7.807077e-02 3.473116e-01
7.952382e-02 3.473116e-01
8.247300e-02 3.473116e-01
8.542218e-02 3.473116e-01
8.841092e-02 3.473116e-01
8.990529e-02 3.473116e-01
9.139966e-02 3.473116e-01
9.442470e-02 3.473116e-01
9.744975e-02 3.473116e-01
1.005080e-01 3.473116e-01
1.020372e-01 3.473116e-01
1.035663e-01 3.473116e-01
1.066551e-01 3.473116e-01
1.097438e-01 3.473116e-01
1.120811e-01 3.473116e-01
1.144185e-01 3.473116e-01
1.155934e-01 3.473116e-01
1.167684e-01 3.473116e-01
1.191184e-01 3.473116e-01
1.222601e-01 3.473116e-01
1.254247e-01 3.473116e-01
1.285893e-01 3.473116e-01
1.317746e-01 3.473116e-01
1.333672e-01 3.473116e-01
1.349599e-01 3.473116e-01
1.381637e-01 3.473116e-01
1.413759e-01 3.473116e-01
1.445881e-01 3.473116e-01
1.461983e-01 3.473116e-01
1.478086e-01 3.473116e-01
1.510438e-01 3.473116e-01
1.542790e-01 3.568074e-01
1.575272e-01 3.714348e-01
1.591513e-01 3.861139e-01
1.607754e-01 3.935555e-01
1.640349e-01 4.010738e-01
1.672945e-01 4.161321e-01
1.689291e-01 4.269115e-01
1.705637e-01 4.358496e-01
1.713810e-01 4.444337e-01
1.730156e-01 4.509834e-01
1.754716e-01 4.581801e-01
1.771103e-01 4.656957e-01
1.787490e-01 4.740950e-01
1.803878e-01 4.821883e-01
1.812088e-01 4.887826e-01
1.820299e-01 4.925228e-01
1.836720e-01 4.972620e-01
1.844930e-01 5.002623e-01
1.861351e-01 5.058600e-01
1.886009e-01 5.134546e-01
1.902457e-01 5.210539e-01
1.918905e-01 5.296083e-01
1.935353e-01 5.371879e-01
1.943588e-01 5.423967e-01
1.951822e-01 5.464734e-01
1.960056e-01 5.508483e-01
1.976525e-01 5.588854e-01
2.001227e-01 5.699445e-01
2.034193e-01 5.793043e-01
2.083650e-01 5.954318e-01
2.133124e-01 6.140835e-01
2.166112e-01 6.289712e-01
2.232084e-01 6.476839e-01
2.265067e-01 6.691575e-01
2.298035e-01 6.844129e-01
2.363947e-01 6.945448e-01
2.429799e-01 6.949728e-01
2.462709e-01 6.952565e-01
2.528441e-01 6.955108e-01
2.594071e-01 6.958158e-01
2.643204e-01 6.960544e-01
2.692270e-01 6.962410e-01
2.724958e-01 6.963850e-01
2.790185e-01 6.965459e-01
2.855250e-01 6.967414e-01
2.903916e-01 6.968969e-01
2.928201e-01 6.969900e-01
2.984786e-01 6.970881e-01
3.017085e-01 6.971894e-01
3.081477e-01 6.972932e-01
3.145649e-01 6.974212e-01
3.177679e-01 6.975102e-01
3.241506e-01 6.975941e-01
3.305087e-01 6.976981e-01
3.368414e-01 6.977943e-01
3.431477e-01 6.978835e-01
3.462873e-01 6.979461e-01
3.541152e-01 6.980152e-01
3.587890e-01 6.980891e-01
3.619001e-01 6.981329e-01
3.680928e-01 6.981833e-01
3.742551e-01 6.982471e-01
3.803864e-01 6.983079e-01
3.864860e-01 6.983664e-01
3.925534e-01 6.984235e-01
3.985880e-01 6.984801e-01
4.015886e-01 6.985226e-01
4.075728e-01 6.985654e-01
4.135228e-01 6.986232e-01
4.194382e-01 6.986819e-01
4.253185e-01 6.987415e-01
4.311633e-01 6.988016e-01
4.369722e-01 6.988618e-01
4.427448e-01 6.989215e-01
4.484807e-01 6.989803e-01
4.570198e-01 6.990517e-01
4.654652e-01 6.991331e-01
4.738350e-01 6.992090e-01
4.793639e-01 6.992676e-01
4.848544e-01 6.993113e-01
4.903063e-01 6.993522e-01
4.957193e-01 6.993902e-01
5.010932e-01 6.994256e-01
5.064280e-01 6.994585e-01
5.117235e-01 6.994889e-01
5.169795e-01 6.995170e-01
5.221960e-01 6.995431e-01
5.273729e-01 6.995671e-01
5.325100e-01 6.995893e-01
5.376073e-01 6.996099e-01
5.426648e-01 6.996289e-01
5.476823e-01 6.996465e-01
5.526599e-01 6.996627e-01
5.575976e-01 6.996778e-01
5.624953e-01 6.996919e-01
5.673530e-01 6.997049e-01
5.721708e-01 6.997171e-01
5.769486e-01 6.997284e-01
5.816864e-01 6.997390e-01
5.863844e-01 6.997490e-01
5.910426e-01 6.997585e-01
5.956610e-01 6.997674e-01
6.002396e-01 6.997759e-01
6.047786e-01 6.997840e-01
6.092781e-01 6.997918e-01
6.137380e-01 6.997993e-01
6.181586e-01 6.998065e-01
6.225399e-01 6.998135e-01
6.268820e-01 6.998203e-01
6.311850e-01 6.998270e-01
6.354491e-01 6.998334e-01
6.396743e-01 6.998397e-01
6.438609e-01 6.998458e-01
6.480088e-01 6.998517e-01
6.521184e-01 6.998575e-01
6.561897e-01 6.998631e-01
6.602229e-01 6.998686e-01
6.642181e-01 6.998738e-01
6.720952e-01 6.998814e-01
6.798225e-01 6.998910e-01
6.836119e-01 6.998977e-01
6.874012e-01 6.999020e-01
6.911171e-01 6.999061e-01
6.948330e-01 6.999100e-01
7.021192e-01 6.999157e-01
7.092614e-01 6.999227e-01
7.127613e-01 6.999276e-01
7.162613e-01 6.999307e-01
7.196908e-01 6.999336e-01
7.231204e-01 6.999365e-01
7.298405e-01 6.999405e-01
7.364232e-01 6.999455e-01
7.396467e-01 6.999490e-01
7.428703e-01 6.999512e-01
7.491836e-01 6.999544e-01
7.553648e-01 6.999582e-01
7.583902e-01 6.999609e-01
7.614157e-01 6.999626e-01
7.643770e-01 6.999642e-01
7.673382e-01 6.999658e-01
7.731342e-01 6.999680e-01
7.788054e-01 6.999707e-01
7.815795e-01 6.999726e-01
7.843537e-01 6.999738e-01
7.870673e-01 6.999749e-01
7.924351e-01 6.999765e-01
7.950892e-01 6.999781e-01
8.002802e-01 6.999795e-01
8.053558e-01 6.999812e-01
8.103179e-01 6.999828e-01
8.127432e-01 6.999839e-01
8.151685e-01 6.999847e-01
8.199093e-01 6.999856e-01
8.245424e-01 6.999869e-01
8.290695e-01 6.999880e-01
8.312810e-01 6.999888e-01
8.334925e-01 6.999893e-01
8.378134e-01 6.999900e-01
8.420339e-01 6.999908e-01
8.461559e-01 6.999916e-01
8.481685e-01 6.999922e-01
8.501812e-01 6.999925e-01
8.541117e-01 6.999930e-01
8.579491e-01 6.999936e-01
8.616953e-01 6.999942e-01
8.653521e-01 6.999947e-01
8.689212e-01 6.999951e-01
8.724045e-01 6.999956e-01
8.758035e-01 6.999959e-01
8.791201e-01 6.999963e-01
8.823560e-01 6.999966e-01
8.855128e-01 6.999969e-01
8.885922e-01 6.999972e-01
8.915960e-01 6.999974e-01
8.945256e-01 6.999976e-01
8.973827e-01 6.999978e-01
9.001689e-01 6.999980e-01
9.028857e-01 6.999982e-01
9.055347e-01 6.999984e-01
9.081175e-01 6.999985e-01
9.106353e-01 6.999986e-01
9.130899e-01 6.999988e-01
9.154825e-01 6.999989e-01
9.178145e-01 6.999990e-01
9.200875e-01 6.999991e-01
9.223027e-01 6.999991e-01
9.244614e-01 6.999992e-01
9.265650e-01 6.999993e-01
9.286148e-01 6.999993e-01
9.306120e-01 6.999994e-01
9.325578e-01 6.999995e-01
9.344534e-01 6.999995e-01
9.363001e-01 6.999995e-01
9.380990e-01 6.999996e-01
9.398512e-01 6.999996e-01
9.415578e-01 6.999997e-01
9.432199e-01 6.999997e-01
9.448385e-01 6.999997e-01
9.464148e-01 6.999997e-01
9.479497e-01 6.999998e-01
9.494442e-01 6.999998e-01
9.508992e-01 6.999998e-01
9.523158e-01 6.999998e-01
9.536948e-01 6.999998e-01
9.550372e-01 6.999999e-01
9.563437e-01 6.999999e-01
9.576154e-01 6.999999e-01
9.588530e-01 6.999999e-01
9.600574e-01 6.999999e-01
9.612292e-01 6.999999e-01
9.623695e-01 6.999999e-01
9.634788e-01 6.999999e-01
9.645579e-01 6.999999e-01
9.656076e-01 6.999999e-01
9.666286e-01 6.999999e-01
9.676215e-01 6.999999e-01
9.685871e-01 7.000000e-01
9.695260e-01 7.000000e-01
9.704389e-01 7.000000e-01
9.713264e-01 7.000000e-01
9.721891e-01 7.000000e-01
9.730276e-01 7.000000e-01
9.738425e-01 7.000000e-01
9.746345e-01 7.000000e-01
9.754040e-01 7.000000e-01
9.761517e-01 7.000000e-01
9.768781e-01 7.000000e-01
9.775837e-01 7.000000e-01
9.782692e-01 7.000000e-01
9.789349e-01 7.000000e-01
9.795814e-01 7.000000e-01
9.802092e-01 7.000000e-01
9.808188e-01 7.000000e-01
9.814107e-01 7.000000e-01
9.819852e-01 7.000000e-01
9.825430e-01 7.000000e-01
9.830844e-01 7.000000e-01
9.836099e-01 7.000000e-01
9.841199e-01 7.000000e-01
9.846148e-01 7.000000e-01
9.850950e-01 7.000000e-01
9.855609e-01 7.000000e-01
9.860129e-01 7.000000e-01
9.864515e-01 7.000000e-01
9.868769e-01 7.000000e-01
9.872895e-01 7.000000e-01
9.876897e-01 7.000000e-01
9.880778e-01 7.000000e-01
9.884543e-01 7.000000e-01
9.888193e-01 7.000000e-01
9.891732e-01 7.000000e-01
9.895164e-01 7.000000e-01
9.898491e-01 7.000000e-01
9.901717e-01 7.000000e-01
9.904844e-01 7.000000e-01
9.907876e-01 7.000000e-01
9.910814e-01 7.000000e-01
9.913663e-01 7.000000e-01
9.916423e-01 7.000000e-01
9.919099e-01 7.000000e-01
9.921692e-01 7.000000e-01
9.924205e-01 7.000000e-01
9.926640e-01 7.000000e-01
9.929000e-01 7.000000e-01
9.931286e-01 7.000000e-01
9.933502e-01 7.000000e-01
9.935648e-01 7.000000e-01
9.937728e-01 7.000000e-01
9.939743e-01 7.000000e-01
9.941695e-01 7.000000e-01
9.943586e-01 7.000000e-01
