Mr  xH
7.813022e-08 6.311118e-01
1.562604e-07 6.311151e-01
3.125209e-07 6.311188e-01
6.250417e-07 6.311248e-01
1.250083e-06 6.311342e-01
2.500167e-06 6.311493e-01
5.000334e-06 6.311732e-01
1.000067e-05 6.312114e-01
1.719914e-05 6.312609e-01
2.439761e-05 6.313098e-01
3.879455e-05 6.313753e-01
6.758843e-05 6.314879e-01
1.251762e-04 6.316762e-01
2.403517e-04 6.319848e-01
4.707027e-04 6.324713e-01
8.530151e-04 6.331901e-01
1.715487e-03 6.343503e-01
3.314756e-03 6.361985e-01
5.944316e-03 6.387118e-01
9.186666e-03 6.415268e-01
1.533109e-02 6.452744e-01
1.823316e-02 6.482016e-01
2.441587e-02 6.509107e-01
3.121241e-02 6.542410e-01
3.596374e-02 6.568535e-01
4.338744e-02 6.593653e-01
4.853971e-02 6.617005e-01
5.653544e-02 6.639422e-01
6.477154e-02 6.664373e-01
7.327260e-02 6.687485e-01
7.904963e-02 6.705527e-01
8.491254e-02 6.719254e-01
9.085434e-02 6.732388e-01
9.686856e-02 6.745442e-01
1.029491e-01 6.757824e-01
1.090904e-01 6.769217e-01
1.152870e-01 6.780114e-01
1.215341e-01 6.790537e-01
1.278269e-01 6.800503e-01
1.341610e-01 6.810027e-01
1.405323e-01 6.819122e-01
1.469368e-01 6.827799e-01
1.501469e-01 6.834018e-01
1.565948e-01 6.840054e-01
1.630670e-01 6.847742e-01
1.695603e-01 6.855056e-01
1.760715e-01 6.862012e-01
1.825978e-01 6.868622e-01
1.891364e-01 6.874904e-01
1.956845e-01 6.880870e-01
1.989621e-01 6.885138e-01
2.055197e-01 6.889262e-01
2.087997e-01 6.893212e-01
2.153620e-01 6.897028e-01
2.219246e-01 6.901881e-01
2.284853e-01 6.906488e-01
2.350423e-01 6.910864e-01
2.383179e-01 6.913994e-01
2.448653e-01 6.917016e-01
2.514044e-01 6.920860e-01
2.546716e-01 6.923612e-01
2.611951e-01 6.926267e-01
2.677063e-01 6.929644e-01
2.709549e-01 6.932061e-01
2.774443e-01 6.934391e-01
2.806853e-01 6.936627e-01
2.871503e-01 6.938783e-01
2.935974e-01 6.941525e-01
2.968113e-01 6.943486e-01
3.032288e-01 6.945375e-01
3.096253e-01 6.947778e-01
3.128182e-01 6.949497e-01
3.191812e-01 6.951152e-01
3.255205e-01 6.953254e-01
3.286779e-01 6.954756e-01
3.349797e-01 6.956199e-01
3.412554e-01 6.958033e-01
3.443867e-01 6.959343e-01
3.506218e-01 6.960600e-01
3.568288e-01 6.962194e-01
3.599178e-01 6.963330e-01
3.660809e-01 6.964419e-01
3.722140e-01 6.965799e-01
3.752730e-01 6.966784e-01
3.813599e-01 6.967726e-01
3.874151e-01 6.968919e-01
3.934380e-01 6.970044e-01
3.964331e-01 6.970846e-01
3.994281e-01 6.971363e-01
4.053849e-01 6.972112e-01
4.113077e-01 6.973065e-01
4.142520e-01 6.973749e-01
4.171962e-01 6.974192e-01
4.230499e-01 6.974837e-01
4.288683e-01 6.975668e-01
4.317597e-01 6.976273e-01
4.346511e-01 6.976667e-01
4.403979e-01 6.977249e-01
4.461083e-01 6.978008e-01
4.489451e-01 6.978567e-01
4.517819e-01 6.978935e-01
4.546003e-01 6.979301e-01
4.574186e-01 6.979664e-01
4.602183e-01 6.980025e-01
4.630180e-01 6.980383e-01
4.657988e-01 6.980740e-01
4.685797e-01 6.981094e-01
4.741037e-01 6.981621e-01
4.795895e-01 6.982317e-01
4.850371e-01 6.983003e-01
4.877417e-01 6.983510e-01
4.904462e-01 6.983845e-01
4.958167e-01 6.984340e-01
5.011483e-01 6.984989e-01
5.064410e-01 6.985622e-01
5.116946e-01 6.986239e-01
5.169089e-01 6.986837e-01
5.220839e-01 6.987417e-01
5.272195e-01 6.987977e-01
5.323157e-01 6.988517e-01
5.373722e-01 6.989037e-01
5.423892e-01 6.989537e-01
5.473666e-01 6.990017e-01
5.523042e-01 6.990478e-01
5.572022e-01 6.990919e-01
5.620605e-01 6.991341e-01
5.668791e-01 6.991744e-01
5.716580e-01 6.992130e-01
5.763973e-01 6.992499e-01
5.810970e-01 6.992851e-01
5.857571e-01 6.993187e-01
5.903776e-01 6.993508e-01
5.949587e-01 6.993814e-01
5.995005e-01 6.994106e-01
6.040029e-01 6.994384e-01
6.084661e-01 6.994650e-01
6.128901e-01 6.994903e-01
6.172751e-01 6.995144e-01
6.216211e-01 6.995374e-01
6.259284e-01 6.995594e-01
6.301969e-01 6.995803e-01
6.344268e-01 6.996002e-01
6.386183e-01 6.996192e-01
6.427715e-01 6.996372e-01
6.468864e-01 6.996545e-01
6.509634e-01 6.996709e-01
6.550025e-01 6.996866e-01
6.629676e-01 6.997086e-01
6.707831e-01 6.997357e-01
6.746168e-01 6.997544e-01
6.784504e-01 6.997661e-01
6.822107e-01 6.997772e-01
6.859710e-01 6.997879e-01
6.933462e-01 6.998029e-01
7.005778e-01 6.998212e-01
7.041224e-01 6.998339e-01
7.076671e-01 6.998418e-01
7.146160e-01 6.998531e-01
7.214261e-01 6.998668e-01
7.280990e-01 6.998792e-01
7.346367e-01 6.998905e-01
7.410407e-01 6.999008e-01
7.473130e-01 6.999101e-01
7.534554e-01 6.999185e-01
7.594697e-01 6.999262e-01
7.653577e-01 6.999331e-01
7.711215e-01 6.999394e-01
7.767627e-01 6.999451e-01
7.822835e-01 6.999503e-01
7.876855e-01 6.999550e-01
7.929708e-01 6.999592e-01
7.981413e-01 6.999631e-01
8.031988e-01 6.999666e-01
8.081453e-01 6.999697e-01
8.129827e-01 6.999726e-01
8.177128e-01 6.999752e-01
8.223376e-01 6.999775e-01
8.268588e-01 6.999797e-01
8.312785e-01 6.999816e-01
8.355983e-01 6.999833e-01
8.398202e-01 6.999849e-01
8.439460e-01 6.999864e-01
8.479775e-01 6.999877e-01
8.519164e-01 6.999888e-01
8.557645e-01 6.999899e-01
8.595236e-01 6.999909e-01
8.631955e-01 6.999917e-01
8.667817e-01 6.999925e-01
8.702840e-01 6.999933e-01
8.737040e-01 6.999939e-01
8.770435e-01 6.999945e-01
8.794961e-01 6.999950e-01
8.834870e-01 6.999954e-01
8.865942e-01 6.999959e-01
8.896271e-01 6.999963e-01
8.925873e-01 6.999967e-01
8.954761e-01 6.999970e-01
8.982952e-01 6.999973e-01
9.010460e-01 6.999976e-01
9.037298e-01 6.999978e-01
9.063481e-01 6.999980e-01
9.089023e-01 6.999982e-01
9.113937e-01 6.999984e-01
9.138236e-01 6.999985e-01
9.161934e-01 6.999987e-01
9.185042e-01 6.999988e-01
9.207575e-01 6.999989e-01
9.229544e-01 6.999990e-01
9.250961e-01 6.999991e-01
9.271839e-01 6.999992e-01
9.292188e-01 6.999993e-01
9.312021e-01 6.999994e-01
9.331348e-01 6.999994e-01
9.350181e-01 6.999995e-01
9.368531e-01 6.999995e-01
9.386408e-01 6.999996e-01
9.403822e-01 6.999996e-01
9.420785e-01 6.999997e-01
9.437305e-01 6.999997e-01
