G,BP-RP,MG
19.0076,0.6116,4.4126
18.3726,0.6116,3.7776
20.002,0.6117,5.407
19.6278,0.6118,5.0328
18.2652,0.6118,3.6702
18.787,0.6118,4.192
18.4004,0.6118,3.8054
19.0372,0.6119,4.4422
18.1262,0.6119,3.5312
20.0322,0.612,5.4372
18.671,0.612,4.076
19.0608,0.6121,4.4658
20.1574,0.6122,5.5624
18.8456,0.6122,4.2506
18.6165,0.6122,4.0215
18.3207,0.6122,3.7257
19.7303,0.6124,5.1353
19.8134,0.6125,5.2184
19.4811,0.6125,4.8861
19.0282,0.6125,4.4332
18.1893,0.6125,3.5943
19.472,0.6125,4.877
18.0525,0.6125,3.4575
19.354,0.6126,4.759
19.9231,0.6126,5.3281
19.2511,0.6126,4.6561
19.1752,0.6128,4.5802
18.6689,0.6128,4.0739
18.3787,0.6128,3.7837
19.4954,0.6129,4.9004
18.3956,0.6129,3.8006
19.1305,0.6129,4.5355
19.036,0.6129,4.441
18.5648,0.6129,3.9698
19.6199,0.613,5.0249
19.3073,0.613,4.7123
18.3966,0.613,3.8016
19.4864,0.6131,4.8914
19.6709,0.6131,5.0759
18.4348,0.6131,3.8398
18.0709,0.6131,3.4759
19.06,0.6131,4.465
18.2689,0.6132,3.6739
19.291,0.6132,4.696
18.7685,0.6132,4.1735
18.1027,0.6132,3.5077
20.6477,0.6133,6.0527
18.5329,0.6133,3.9379
19.5778,0.6133,4.9828
18.8583,0.6133,4.2633
19.2625,0.6134,4.6675
20.5036,0.6134,5.9086
18.4951,0.6134,3.9001
19.2248,0.6135,4.6298
18.4339,0.6135,3.8389
19.6297,0.6138,5.0347
19.0289,0.6138,4.4339
18.5502,0.6138,3.9552
19.602,0.6139,5.007
18.8166,0.6139,4.2216
18.6259,0.614,4.0309
18.5114,0.614,3.9164
19.8298,0.6141,5.2348
18.5145,0.6141,3.9195
19.7815,0.6141,5.1865
18.5804,0.6141,3.9854
19.1324,0.6141,4.5374
18.3146,0.6141,3.7196
18.7723,0.6141,4.1773
19.3296,0.6142,4.7346
19.5985,0.6143,5.0035
19.1289,0.6143,4.5339
19.4419,0.6143,4.8469
19.3713,0.6143,4.7763
18.6563,0.6143,4.0613
18.179,0.6143,3.584
19.8614,0.6144,5.2664
18.7282,0.6144,4.1332
19.9948,0.6144,5.3998
18.6338,0.6144,4.0388
18.4399,0.6145,3.8449
18.5294,0.6145,3.9344
19.3446,0.6146,4.7496
18.2815,0.6146,3.6865
18.5966,0.6146,4.0016
18.2288,0.6146,3.6338
19.1802,0.6147,4.5852
18.7848,0.6147,4.1898
19.3533,0.6147,4.7583
19.2258,0.6147,4.6308
18.8437,0.6147,4.2487
18.8877,0.6147,4.2927
18.3803,0.6147,3.7853
18.853,0.6148,4.258
18.5701,0.6148,3.9751
18.2381,0.6148,3.6431
19.8783,0.6149,5.2833
20.3659,0.6149,5.7709
19.1375,0.6149,4.5425
18.9034,0.6149,4.3084
19.2028,0.615,4.6078
19.0433,0.615,4.4483
19.0129,0.615,4.4179
19.4102,0.615,4.8152
18.0792,0.615,3.4842
19.814,0.6151,5.219
18.3718,0.6151,3.7768
18.5971,0.6151,4.0021
20.0905,0.6152,5.4955
18.914,0.6153,4.319
19.5235,0.6153,4.9285
18.1397,0.6153,3.5447
20.0628,0.6154,5.4678
18.4376,0.6154,3.8426
18.8478,0.6155,4.2528
18.8312,0.6155,4.2362
18.7715,0.6155,4.1765
18.7234,0.6155,4.1284
19.3927,0.6157,4.7977
19.1503,0.6157,4.5553
15.126,0.6158,0.531
18.5926,0.6158,3.9976
18.4961,0.6158,3.9011
18.1413,0.6159,3.5463
18.2192,0.616,3.6242
19.0286,0.616,4.4336
20.0439,0.616,5.4489
18.5676,0.616,3.9726
20.0662,0.6161,5.4712
18.8968,0.6161,4.3018
18.6977,0.6161,4.1027
19.7247,0.6162,5.1297
18.0085,0.6162,3.4135
19.6142,0.6163,5.0192
20.0009,0.6163,5.4059
19.4541,0.6163,4.8591
17.9149,0.6164,3.3199
18.6658,0.6164,4.0708
18.1112,0.6165,3.5162
18.6585,0.6166,4.0635
18.713,0.6166,4.118
19.115,0.6166,4.52
19.6261,0.6167,5.0311
19.2056,0.6167,4.6106
18.1499,0.6167,3.5549
18.1859,0.6167,3.5909
17.0651,0.6167,2.4701
19.5603,0.6168,4.9653
18.9265,0.6168,4.3315
18.4288,0.6168,3.8338
19.9154,0.6169,5.3204
18.8232,0.6169,4.2282
18.5502,0.6169,3.9552
20.0364,0.617,5.4414
18.358,0.617,3.763
18.3157,0.6171,3.7207
19.9223,0.6171,5.3273
19.642,0.6171,5.047
18.6322,0.6171,4.0372
20.1176,0.6172,5.5226
18.2914,0.6172,3.6964
18.6381,0.6173,4.0431
18.6002,0.6173,4.0052
18.5985,0.6173,4.0035
19.7684,0.6174,5.1734
19.8658,0.6174,5.2708
18.3218,0.6174,3.7268
18.9901,0.6174,4.3951
19.4159,0.6174,4.8209
19.0601,0.6174,4.4651
18.3306,0.6175,3.7356
18.8212,0.6175,4.2262
20.0543,0.6175,5.4593
18.3349,0.6175,3.7399
18.0553,0.6175,3.4603
18.3551,0.6175,3.7601
18.58,0.6176,3.985
18.5964,0.6176,4.0014
18.7667,0.6176,4.1717
19.0725,0.6176,4.4775
18.7209,0.6176,4.1259
18.3548,0.6177,3.7598
19.7815,0.6177,5.1865
19.6473,0.6178,5.0523
20.348,0.6178,5.753
20.1569,0.6178,5.5619
18.8781,0.6179,4.2831
19.5803,0.6179,4.9853
20.5472,0.618,5.9522
19.2151,0.618,4.6201
19.1926,0.618,4.5976
20.083,0.6181,5.488
20.5749,0.6182,5.9799
19.9813,0.6182,5.3863
19.5121,0.6182,4.9171
18.486,0.6182,3.891
19.3807,0.6182,4.7857
18.3837,0.6182,3.7887
18.0067,0.6182,3.4117
18.8442,0.6183,4.2492
19.9801,0.6183,5.3851
18.7154,0.6183,4.1204
18.7205,0.6183,4.1255
18.547,0.6183,3.952
19.4147,0.6184,4.8197
19.4023,0.6184,4.8073
19.31,0.6184,4.715
19.3303,0.6184,4.7353
18.3053,0.6184,3.7103
18.6844,0.6185,4.0894
18.5119,0.6185,3.9169
18.9377,0.6186,4.3427
19.654,0.6186,5.059
19.3118,0.6187,4.7168
19.679,0.6187,5.084
19.7627,0.6187,5.1677
19.4597,0.6188,4.8647
19.8874,0.6189,5.2924
19.3126,0.6189,4.7176
18.6836,0.6189,4.0886
18.5758,0.6189,3.9808
19.9749,0.6192,5.3799
18.9703,0.6192,4.3753
18.4251,0.6193,3.8301
18.2139,0.6193,3.6189
19.1187,0.6194,4.5237
18.5059,0.6194,3.9109
18.3258,0.6195,3.7308
18.3079,0.6196,3.7129
20.5661,0.6197,5.9711
18.5142,0.6197,3.9192
19.5958,0.6197,5.0008
19.1809,0.6198,4.5859
18.6282,0.6198,4.0332
18.5181,0.6198,3.9231
18.5225,0.6199,3.9275
18.2993,0.6199,3.7043
18.6857,0.6201,4.0907
18.1666,0.6201,3.5716
19.9478,0.6203,5.3528
18.9642,0.6203,4.3692
18.5835,0.6203,3.9885
19.1929,0.6204,4.5979
20.4063,0.6204,5.8113
18.8228,0.6204,4.2278
19.1227,0.6204,4.5277
18.2045,0.6204,3.6095
18.8145,0.6205,4.2195
19.4239,0.6205,4.8289
18.881,0.6206,4.286
19.1991,0.6207,4.6041
18.8947,0.6207,4.2997
15.0861,0.6207,0.4911
18.4112,0.6208,3.8162
18.6924,0.6208,4.0974
19.0481,0.6208,4.4531
19.2395,0.6208,4.6445
18.3827,0.6208,3.7877
18.7492,0.6208,4.1542
18.3007,0.6208,3.7057
18.479,0.6209,3.884
19.1945,0.621,4.5995
19.2276,0.621,4.6326
18.923,0.621,4.328
19.8857,0.6211,5.2907
19.9591,0.6211,5.3641
19.2123,0.6211,4.6173
19.2585,0.6212,4.6635
18.5301,0.6212,3.9351
19.1644,0.6212,4.5694
19.0522,0.6212,4.4572
18.6655,0.6213,4.0705
18.912,0.6213,4.317
18.3247,0.6213,3.7297
19.0249,0.6213,4.4299
18.5505,0.6213,3.9555
18.1193,0.6213,3.5243
18.5761,0.6214,3.9811
18.4103,0.6214,3.8153
18.6833,0.6214,4.0883
18.6133,0.6215,4.0183
19.5033,0.6215,4.9083
18.7113,0.6215,4.1163
17.5106,0.6216,2.9156
19.3928,0.6216,4.7978
19.6043,0.6216,5.0093
19.6771,0.6216,5.0821
18.9305,0.6216,4.3355
18.4092,0.6217,3.8142
19.4909,0.6218,4.8959
19.9048,0.6218,5.3098
19.8162,0.6219,5.2212
18.2492,0.6219,3.6542
19.1724,0.6219,4.5774
18.6367,0.622,4.0417
18.63,0.622,4.035
18.7239,0.6221,4.1289
19.2777,0.6222,4.6827
18.9024,0.6222,4.3074
19.0872,0.6223,4.4922
19.0775,0.6223,4.4825
18.2979,0.6223,3.7029
19.909,0.6224,5.314
19.2906,0.6224,4.6956
19.4588,0.6224,4.8638
18.1003,0.6224,3.5053
18.5188,0.6224,3.9238
20.1812,0.6225,5.5862
18.5849,0.6225,3.9899
20.5104,0.6226,5.9154
19.7439,0.6226,5.1489
19.2429,0.6226,4.6479
18.287,0.6226,3.692
15.0957,0.6226,0.5007
18.894,0.6227,4.299
19.1123,0.6227,4.5173
19.2053,0.6227,4.6103
19.2446,0.6227,4.6496
19.7601,0.6228,5.1651
19.052,0.6228,4.457
19.7671,0.6228,5.1721
19.7305,0.6228,5.1355
19.7109,0.6228,5.1159
18.7656,0.6228,4.1706
19.442,0.6229,4.847
19.4493,0.6229,4.8543
19.5409,0.6229,4.9459
19.7432,0.6229,5.1482
18.2955,0.6229,3.7005
19.6946,0.623,5.0996
19.065,0.623,4.47
18.8679,0.623,4.2729
19.4282,0.6231,4.8332
19.2229,0.6231,4.6279
18.1549,0.6231,3.5599
20.2454,0.6232,5.6504
18.8273,0.6232,4.2323
18.4379,0.6232,3.8429
20.5188,0.6233,5.9238
18.7565,0.6233,4.1615
18.5425,0.6233,3.9475
18.3728,0.6233,3.7778
19.2539,0.6233,4.6589
18.9265,0.6233,4.3315
18.2031,0.6233,3.6081
20.1745,0.6234,5.5795
19.1834,0.6234,4.5884
20.0679,0.6235,5.4729
19.5811,0.6235,4.9861
19.1358,0.6235,4.5408
18.53,0.6235,3.935
18.3399,0.6235,3.7449
19.961,0.6236,5.366
18.5076,0.6236,3.9126
18.8342,0.6236,4.2392
18.5493,0.6236,3.9543
18.9176,0.6237,4.3226
18.5451,0.6237,3.9501
20.2333,0.6238,5.6383
19.893,0.6238,5.298
19.4923,0.6238,4.8973
19.4559,0.624,4.8609
18.5573,0.624,3.9623
18.8812,0.6241,4.2862
18.6509,0.6241,4.0559
18.3078,0.6241,3.7128
18.1631,0.6241,3.5681
18.4926,0.6241,3.8976
18.6116,0.6242,4.0166
19.2575,0.6242,4.6625
19.4378,0.6242,4.8428
18.444,0.6242,3.849
19.7867,0.6242,5.1917
19.064,0.6242,4.469
19.339,0.6243,4.744
20.0162,0.6243,5.4212
18.4195,0.6243,3.8245
19.7366,0.6244,5.1416
18.7916,0.6244,4.1966
18.696,0.6244,4.101
18.8464,0.6244,4.2514
18.4274,0.6245,3.8324
19.3158,0.6246,4.7208
17.9862,0.6246,3.3912
18.1995,0.6246,3.6045
18.8016,0.6246,4.2066
18.2124,0.6247,3.6174
18.1575,0.6247,3.5625
20.0855,0.6248,5.4905
19.9769,0.6248,5.3819
18.5901,0.6248,3.9951
18.4404,0.6248,3.8454
19.1582,0.6249,4.5632
19.9447,0.6249,5.3497
18.7231,0.6249,4.1281
18.4406,0.6249,3.8456
18.0958,0.6249,3.5008
18.3716,0.625,3.7766
18.617,0.625,4.022
20.2733,0.625,5.6783
18.5778,0.625,3.9828
18.5744,0.625,3.9794
19.3454,0.625,4.7504
19.9777,0.6251,5.3827
18.9075,0.6251,4.3125
20.0871,0.6251,5.4921
19.352,0.6251,4.757
18.5886,0.6251,3.9936
19.0407,0.6252,4.4457
19.22,0.6252,4.625
18.7917,0.6252,4.1967
19.9085,0.6253,5.3135
19.4174,0.6253,4.8224
18.3005,0.6254,3.7055
18.9564,0.6255,4.3614
19.662,0.6255,5.067
19.6989,0.6255,5.1039
19.5271,0.6255,4.9321
18.8054,0.6255,4.2104
18.2973,0.6255,3.7023
18.4709,0.6256,3.8759
19.5556,0.6256,4.9606
18.4965,0.6256,3.9015
18.4249,0.6256,3.8299
19.1158,0.6258,4.5208
18.9364,0.6258,4.3414
19.0038,0.6258,4.4088
18.081,0.6258,3.486
20.2753,0.6259,5.6803
18.1452,0.6259,3.5502
18.2504,0.626,3.6554
20.5198,0.626,5.9248
18.6303,0.626,4.0353
19.6261,0.6261,5.0311
19.3871,0.6261,4.7921
19.3398,0.6261,4.7448
19.1119,0.6261,4.5169
18.7327,0.6261,4.1377
19.2369,0.6262,4.6419
18.7977,0.6262,4.2027
19.2037,0.6262,4.6087
18.9969,0.6262,4.4019
18.2653,0.6262,3.6703
18.3735,0.6262,3.7785
18.7332,0.6263,4.1382
18.3208,0.6263,3.7258
18.5094,0.6263,3.9144
19.2782,0.6264,4.6832
18.511,0.6264,3.916
18.6977,0.6264,4.1027
18.6914,0.6264,4.0964
18.9625,0.6265,4.3675
20.3895,0.6265,5.7945
19.7773,0.6265,5.1823
19.0633,0.6265,4.4683
18.5786,0.6265,3.9836
18.8467,0.6266,4.2517
18.6836,0.6266,4.0886
18.0957,0.6267,3.5007
18.9039,0.6268,4.3089
18.6551,0.6269,4.0601
19.3026,0.6269,4.7076
18.6783,0.627,4.0833
19.9535,0.627,5.3585
19.7217,0.6271,5.1267
19.2841,0.6271,4.6891
19.2381,0.6271,4.6431
18.0798,0.6271,3.4848
19.0743,0.6272,4.4793
18.3559,0.6272,3.7609
18.1737,0.6272,3.5787
20.4372,0.6273,5.8422
18.5704,0.6273,3.9754
18.8734,0.6273,4.2784
19.2431,0.6273,4.6481
18.6765,0.6273,4.0815
18.9815,0.6274,4.3865
19.6765,0.6274,5.0815
20.1187,0.6274,5.5237
20.0087,0.6274,5.4137
19.4289,0.6274,4.8339
19.2474,0.6274,4.6524
18.9511,0.6275,4.3561
18.3944,0.6275,3.7994
19.8643,0.6275,5.2693
18.6886,0.6275,4.0936
18.4011,0.6275,3.8061
20.4903,0.6276,5.8953
18.9236,0.6276,4.3286
19.5434,0.6276,4.9484
18.2241,0.6276,3.6291
19.4733,0.6277,4.8783
20.3354,0.6277,5.7404
18.5687,0.6277,3.9737
18.5682,0.6277,3.9732
19.3081,0.6277,4.7131
18.5213,0.6277,3.9263
20.0939,0.6278,5.4989
18.5514,0.6278,3.9564
18.6263,0.6278,4.0313
18.4977,0.6278,3.9027
18.3186,0.6278,3.7236
19.3066,0.6279,4.7116
19.3537,0.6279,4.7587
19.864,0.628,5.269
18.5947,0.628,3.9997
18.3807,0.628,3.7857
18.6737,0.628,4.0787
20.0944,0.6281,5.4994
19.68,0.6281,5.085
17.9757,0.6281,3.3807
19.1783,0.6282,4.5833
18.5166,0.6282,3.9216
18.8763,0.6282,4.2813
15.5264,0.6282,0.9314
18.3664,0.6282,3.7714
18.768,0.6282,4.173
18.8101,0.6282,4.2151
18.8715,0.6283,4.2765
18.559,0.6283,3.964
19.9514,0.6284,5.3564
18.7662,0.6284,4.1712
18.3448,0.6284,3.7498
19.8116,0.6285,5.2166
20.3848,0.6286,5.7898
18.7814,0.6286,4.1864
20.7504,0.6287,6.1554
19.6777,0.6287,5.0827
20.2334,0.6287,5.6384
18.6896,0.6287,4.0946
19.4532,0.6287,4.8582
18.1971,0.6287,3.6021
18.7536,0.6287,4.1586
18.6463,0.6287,4.0513
19.6295,0.6288,5.0345
18.4703,0.6288,3.8753
18.107,0.6288,3.512
18.9494,0.6288,4.3544
19.21,0.6288,4.615
18.9817,0.6288,4.3867
18.2352,0.6288,3.6402
18.8457,0.6289,4.2507
18.3091,0.6289,3.7141
19.0205,0.629,4.4255
19.5455,0.629,4.9505
18.2184,0.629,3.6234
18.2117,0.6291,3.6167
18.2603,0.6292,3.6653
18.7814,0.6292,4.1864
19.7715,0.6293,5.1765
18.2725,0.6293,3.6775
20.1396,0.6294,5.5446
20.2306,0.6294,5.6356
19.0236,0.6294,4.4286
18.2753,0.6294,3.6803
18.4765,0.6295,3.8815
19.1062,0.6295,4.5112
19.2153,0.6295,4.6203
18.6675,0.6295,4.0725
18.0796,0.6295,3.4846
18.3015,0.6296,3.7065
19.4785,0.6296,4.8835
18.8684,0.6296,4.2734
18.266,0.6296,3.671
18.5596,0.6296,3.9646
18.2386,0.6297,3.6436
19.2774,0.6297,4.6824
19.3356,0.6298,4.7406
19.0694,0.6298,4.4744
17.933,0.6298,3.338
19.7624,0.6298,5.1674
18.6301,0.6298,4.0351
18.6175,0.6298,4.0225
19.4357,0.6299,4.8407
19.6127,0.6299,5.0177
19.011,0.6299,4.416
18.4213,0.6299,3.8263
19.4181,0.63,4.8231
17.4756,0.63,2.8806
18.3647,0.63,3.7697
18.3239,0.63,3.7289
19.7636,0.6301,5.1686
18.79,0.6301,4.195
19.1836,0.6302,4.5886
18.722,0.6303,4.127
19.3763,0.6303,4.7813
18.7813,0.6303,4.1863
19.2247,0.6303,4.6297
19.2553,0.6303,4.6603
19.7374,0.6304,5.1424
18.4861,0.6304,3.8911
18.9242,0.6304,4.3292
18.9287,0.6305,4.3337
20.271,0.6305,5.676
18.9155,0.6305,4.3205
18.7684,0.6305,4.1734
20.0003,0.6306,5.4053
19.1906,0.6306,4.5956
18.5326,0.6306,3.9376
18.9268,0.6306,4.3318
18.4657,0.6306,3.8707
18.3775,0.6306,3.7825
17.9016,0.6307,3.3066
18.5812,0.6307,3.9862
19.2722,0.6307,4.6772
18.2949,0.6307,3.6999
19.3557,0.6308,4.7607
20.1194,0.6309,5.5244
19.4285,0.6309,4.8335
18.943,0.6309,4.348
19.2405,0.6309,4.6455
18.8905,0.6309,4.2955
18.8401,0.631,4.2451
18.2284,0.631,3.6334
19.1568,0.6311,4.5618
19.9667,0.6312,5.3717
19.9185,0.6312,5.3235
18.4884,0.6312,3.8934
19.952,0.6313,5.357
18.4983,0.6313,3.9033
18.6539,0.6313,4.0589
20.415,0.6314,5.82
19.6177,0.6314,5.0227
18.0356,0.6314,3.4406
18.7768,0.6314,4.1818
18.0996,0.6315,3.5046
18.5122,0.6315,3.9172
18.0972,0.6316,3.5022
19.7138,0.6316,5.1188
19.1545,0.6316,4.5595
19.8929,0.6317,5.2979
19.2934,0.6317,4.6984
18.327,0.6317,3.732
18.3282,0.6317,3.7332
18.4449,0.6319,3.8499
18.8764,0.6319,4.2814
18.161,0.632,3.566
18.7399,0.632,4.1449
19.2146,0.6321,4.6196
18.7406,0.6321,4.1456
19.5807,0.6322,4.9857
18.1187,0.6322,3.5237
18.9727,0.6323,4.3777
18.2037,0.6323,3.6087
18.2171,0.6324,3.6221
19.3018,0.6325,4.7068
18.5311,0.6325,3.9361
18.8492,0.6325,4.2542
18.3492,0.6325,3.7542
19.6884,0.6326,5.0934
20.0379,0.6326,5.4429
19.9427,0.6326,5.3477
19.1009,0.6327,4.5059
18.7779,0.6327,4.1829
19.4733,0.6327,4.8783
19.4023,0.6327,4.8073
18.7819,0.6327,4.1869
18.775,0.6327,4.18
18.3292,0.6327,3.7342
18.8312,0.6328,4.2362
18.1754,0.6328,3.5804
20.7912,0.6329,6.1962
20.2439,0.6329,5.6489
18.0006,0.6329,3.4056
18.0466,0.633,3.4516
18.8766,0.633,4.2816
17.9554,0.6331,3.3604
19.3486,0.6331,4.7536
18.2135,0.6331,3.6185
18.1565,0.6331,3.5615
19.5501,0.6332,4.9551
18.2975,0.6332,3.7025
19.12,0.6332,4.525
18.6228,0.6332,4.0278
18.9463,0.6332,4.3513
17.9585,0.6333,3.3635
19.2317,0.6333,4.6367
18.9158,0.6333,4.3208
18.5025,0.6333,3.9075
18.3565,0.6333,3.7615
18.6129,0.6334,4.0179
18.8878,0.6334,4.2928
19.3259,0.6334,4.7309
18.2829,0.6334,3.6879
18.1601,0.6334,3.5651
19.1204,0.6335,4.5254
18.4269,0.6335,3.8319
19.5244,0.6336,4.9294
18.3196,0.6336,3.7246
19.4149,0.6336,4.8199
18.3338,0.6336,3.7388
18.3628,0.6336,3.7678
18.4682,0.6337,3.8732
14.0268,0.6337,-0.5682
18.9411,0.6338,4.3461
18.4929,0.6339,3.8979
19.7947,0.6339,5.1997
19.0336,0.6339,4.4386
18.3686,0.634,3.7736
20.3841,0.634,5.7891
20.3563,0.634,5.7613
18.5159,0.634,3.9209
19.4552,0.634,4.8602
19.0155,0.634,4.4205
19.9246,0.634,5.3296
20.4761,0.6341,5.8811
19.0421,0.6341,4.4471
19.9013,0.6341,5.3063
18.8284,0.6341,4.2334
19.0501,0.6341,4.4551
15.993,0.6342,1.398
20.1454,0.6342,5.5504
20.4512,0.6342,5.8562
19.2688,0.6342,4.6738
19.0925,0.6343,4.4975
18.5197,0.6343,3.9247
20.6906,0.6344,6.0956
18.5327,0.6344,3.9377
18.4107,0.6344,3.8157
18.5157,0.6344,3.9207
19.7348,0.6345,5.1398
20.3582,0.6345,5.7632
18.3813,0.6345,3.7863
19.1419,0.6345,4.5469
18.4299,0.6345,3.8349
19.813,0.6346,5.218
20.2925,0.6346,5.6975
19.2326,0.6346,4.6376
19.2494,0.6346,4.6544
18.4656,0.6346,3.8706
18.2252,0.6346,3.6302
18.3638,0.6347,3.7688
19.4901,0.6347,4.8951
18.6373,0.6347,4.0423
19.7759,0.6348,5.1809
18.222,0.6348,3.627
19.1453,0.6348,4.5503
19.877,0.6348,5.282
19.3531,0.6348,4.7581
18.6985,0.6348,4.1035
18.444,0.6348,3.849
18.0616,0.6349,3.4666
18.4773,0.635,3.8823
18.09,0.635,3.495
18.1561,0.635,3.5611
20.2627,0.6351,5.6677
18.2094,0.6351,3.6144
19.6104,0.6352,5.0154
20.0238,0.6352,5.4288
18.9863,0.6352,4.3913
20.8253,0.6353,6.2303
19.7307,0.6353,5.1357
19.3318,0.6353,4.7368
18.6826,0.6353,4.0876
19.6268,0.6354,5.0318
19.2105,0.6355,4.6155
18.8688,0.6355,4.2738
20.1657,0.6356,5.5707
18.9863,0.6356,4.3913
19.0995,0.6356,4.5045
19.2579,0.6356,4.6629
19.4836,0.6357,4.8886
20.1346,0.6358,5.5396
19.1299,0.6358,4.5349
18.3358,0.6358,3.7408
20.4526,0.6359,5.8576
19.4906,0.6359,4.8956
19.5246,0.6359,4.9296
18.7869,0.6359,4.1919
18.6557,0.636,4.0607
18.7554,0.636,4.1604
18.6336,0.636,4.0386
19.4931,0.636,4.8981
19.4259,0.636,4.8309
18.2928,0.636,3.6978
20.5891,0.6361,5.9941
18.7115,0.6361,4.1165
19.0484,0.6361,4.4534
19.2514,0.6361,4.6564
19.9192,0.6361,5.3242
19.3194,0.6361,4.7244
18.8863,0.6361,4.2913
18.1262,0.6362,3.5312
18.4463,0.6362,3.8513
20.1409,0.6362,5.5459
18.8594,0.6362,4.2644
18.7121,0.6362,4.1171
18.9333,0.6362,4.3383
18.7537,0.6362,4.1587
19.3665,0.6363,4.7715
19.466,0.6364,4.871
18.7114,0.6364,4.1164
19.4522,0.6364,4.8572
19.1178,0.6364,4.5228
18.6765,0.6364,4.0815
18.6607,0.6365,4.0657
20.4754,0.6366,5.8804
20.3488,0.6366,5.7538
18.9477,0.6366,4.3527
19.766,0.6367,5.171
19.2636,0.6367,4.6686
19.0933,0.6367,4.4983
19.2719,0.6367,4.6769
18.9098,0.6367,4.3148
19.2457,0.6367,4.6507
19.1577,0.6368,4.5627
19.1638,0.6368,4.5688
18.0242,0.6368,3.4292
19.4851,0.6369,4.8901
19.5769,0.6369,4.9819
18.6734,0.6369,4.0784
18.7974,0.6369,4.2024
18.4245,0.6369,3.8295
19.4663,0.637,4.8713
18.9025,0.637,4.3075
19.0642,0.637,4.4692
19.1212,0.637,4.5262
15.0778,0.637,0.4828
18.2233,0.637,3.6283
18.9195,0.6371,4.3245
18.8246,0.6371,4.2296
19.8102,0.6372,5.2152
18.9169,0.6372,4.3219
18.1967,0.6372,3.6017
20.1675,0.6373,5.5725
18.1511,0.6373,3.5561
18.5854,0.6373,3.9904
19.003,0.6373,4.408
19.0324,0.6373,4.4374
18.2568,0.6373,3.6618
20.3051,0.6374,5.7101
18.14,0.6374,3.545
19.2171,0.6374,4.6221
18.4672,0.6374,3.8722
19.387,0.6375,4.792
18.7418,0.6375,4.1468
19.2361,0.6375,4.6411
18.0779,0.6375,3.4829
19.8292,0.6376,5.2342
19.7783,0.6376,5.1833
18.3094,0.6376,3.7144
18.4195,0.6376,3.8245
19.7292,0.6377,5.1342
18.8582,0.6377,4.2632
18.9055,0.6377,4.3105
18.2345,0.6377,3.6395
19.4251,0.6378,4.8301
18.115,0.6378,3.52
18.6834,0.6379,4.0884
18.3937,0.6379,3.7987
19.6119,0.6379,5.0169
18.849,0.6379,4.254
18.3869,0.6379,3.7919
20.8165,0.638,6.2215
20.1908,0.638,5.5958
19.1268,0.638,4.5318
18.9685,0.638,4.3735
19.5684,0.6381,4.9734
18.6269,0.6381,4.0319
18.0268,0.6382,3.4318
18.4175,0.6382,3.8225
19.6602,0.6382,5.0652
18.5474,0.6382,3.9524
18.51,0.6382,3.915
18.571,0.6383,3.976
19.1759,0.6385,4.5809
19.9434,0.6385,5.3484
19.3469,0.6386,4.7519
19.1309,0.6387,4.5359
19.3386,0.6387,4.7436
19.1688,0.6387,4.5738
17.9931,0.6387,3.3981
19.758,0.6387,5.163
20.3075,0.6388,5.7125
18.3237,0.6388,3.7287
19.0214,0.6388,4.4264
19.0591,0.6389,4.4641
19.2562,0.6389,4.6612
19.7644,0.6389,5.1694
18.7252,0.6389,4.1302
19.5094,0.639,4.9144
19.1898,0.639,4.5948
18.9329,0.639,4.3379
18.396,0.639,3.801
18.1842,0.639,3.5892
20.3954,0.6391,5.8004
20.1537,0.6391,5.5587
19.052,0.6391,4.457
18.4658,0.6391,3.8708
19.3665,0.6391,4.7715
18.5889,0.6391,3.9939
19.3865,0.6391,4.7915
18.9107,0.6391,4.3157
18.82,0.6391,4.225
18.0139,0.6392,3.4189
18,0.6392,3.405
18.2255,0.6392,3.6305
18.8256,0.6393,4.2306
19.2503,0.6393,4.6553
18.1057,0.6393,3.5107
19.064,0.6393,4.469
19.8917,0.6394,5.2967
18.2111,0.6394,3.6161
18.1717,0.6394,3.5767
18.4353,0.6394,3.8403
20.0964,0.6395,5.5014
19.8506,0.6395,5.2556
19.268,0.6395,4.673
19.666,0.6395,5.071
18.859,0.6395,4.264
18.191,0.6395,3.596
18.2083,0.6395,3.6133
20.2558,0.6396,5.6608
19.4906,0.6396,4.8956
19.3332,0.6397,4.7382
18.4995,0.6397,3.9045
18.2978,0.6398,3.7028
18.1768,0.6398,3.5818
17.9999,0.6398,3.4049
18.1509,0.6398,3.5559
18.5336,0.6399,3.9386
18.3466,0.6399,3.7516
19.0047,0.6399,4.4097
19.0117,0.6399,4.4167
20.4213,0.6399,5.8263
18.9448,0.6399,4.3498
18.7761,0.64,4.1811
18.5421,0.64,3.9471
19.7284,0.6401,5.1334
19.4871,0.6401,4.8921
18.3541,0.6401,3.7591
19.2194,0.6401,4.6244
18.9232,0.6401,4.3282
18.4192,0.6401,3.8242
18.4017,0.6401,3.8067
18.0238,0.6401,3.4288
18.6247,0.6402,4.0297
19.7732,0.6402,5.1782
18.0167,0.6402,3.4217
19.6528,0.6403,5.0578
18.2661,0.6403,3.6711
18.6892,0.6403,4.0942
20.161,0.6404,5.566
19.7786,0.6404,5.1836
19.6823,0.6404,5.0873
18.408,0.6404,3.813
19.7679,0.6405,5.1729
19.7948,0.6406,5.1998
18.2122,0.6406,3.6172
20.0909,0.6406,5.4959
20.0599,0.6407,5.4649
