G,BP-RP,MG
19.8866,4.7953,6.6206
11.5885,4.4967,-1.6775
20.263,4.4662,6.997
11.4519,4.3394,-1.8141
18.8576,4.3185,5.5916
11.5109,4.0481,-1.7551
20.292,4.0432,7.026
20.6381,4.0215,7.3721
19.8493,4.0077,6.5833
20.635,3.9771,7.369
20.2603,3.9703,6.9943
20.009,3.8626,6.743
19.7771,3.8239,6.5111
19.9667,3.754,6.7007
19.6666,3.7307,6.4006
20.5685,3.6745,7.3025
20.6149,3.6311,7.3489
19.6536,3.5782,6.3876
20.6013,3.5758,7.3353
20.0154,3.5471,6.7494
20.8868,3.4816,7.6208
20.6564,3.4553,7.3904
20.5413,3.42,7.2753
20.4832,3.3599,7.2172
20.1389,3.3248,6.8729
20.7576,3.3174,7.4916
20.09,3.2635,6.824
20.2998,3.2365,7.0338
20.3511,3.2323,7.0851
19.9502,3.1957,6.6842
19.075,3.1818,5.809
19.8368,3.1389,6.5708
20.7802,3.1222,7.5142
20.5957,3.0674,7.3297
20.1568,3.0339,6.8908
20.1269,3.0124,6.8609
19.7923,3.0119,6.5263
18.768,3.0035,5.502
20.3915,2.9759,7.1255
20.553,2.9537,7.287
20.3811,2.9471,7.1151
20.5302,2.9404,7.2642
20.2682,2.9213,7.0022
10.9947,2.9106,-2.2713
16.971,2.9038,3.705
20.4515,2.8877,7.1855
19.6626,2.8863,6.3966
19.2444,2.8841,5.9784
20.8249,2.8781,7.5589
20.1698,2.87,6.9038
10.8664,2.8537,-2.3996
11.0013,2.8506,-2.2647
19.6259,2.8379,6.3599
20.7361,2.8346,7.4701
19.5734,2.8098,6.3074
20.367,2.7963,7.101
20.441,2.7858,7.175
20.3908,2.7764,7.1248
11.0478,2.7729,-2.2182
19.6919,2.7702,6.4259
20.8874,2.7698,7.6214
19.6788,2.7605,6.4128
20.765,2.7475,7.499
20.1439,2.7431,6.8779
19.2268,2.734,5.9608
20.779,2.7274,7.513
20.2589,2.721,6.9929
10.9862,2.7059,-2.2798
20.3213,2.7049,7.0553
19.9269,2.693,6.6609
20.4482,2.6799,7.1822
10.8963,2.6753,-2.3697
19.7109,2.661,6.4449
19.4626,2.6577,6.1966
20.7759,2.6543,7.5099
20.3313,2.6474,7.0653
20.6312,2.6447,7.3652
10.7138,2.6422,-2.5522
10.934,2.6385,-2.332
19.1289,2.6383,5.8629
20.4856,2.6359,7.2196
20.8406,2.6338,7.5746
20.6611,2.6293,7.3951
10.9093,2.6273,-2.3567
19.9929,2.622,6.7269
19.7268,2.6064,6.4608
19.9451,2.6023,6.6791
20.7002,2.5934,7.4342
19.2962,2.5845,6.0302
20.3876,2.5782,7.1216
20.8222,2.5727,7.5562
20.5919,2.5724,7.3259
19.7008,2.5709,6.4348
19.5195,2.57,6.2535
20.1937,2.5367,6.9277
20.1259,2.5363,6.8599
10.8631,2.5362,-2.4029
20.4119,2.5341,7.1459
19.8392,2.5301,6.5732
18.99,2.5262,5.724
19.903,2.5232,6.637
20.1909,2.522,6.9249
20.3372,2.5213,7.0712
19.3922,2.5188,6.1262
20.5164,2.5102,7.2504
20.4599,2.5074,7.1939
19.2534,2.5004,5.9874
20.8038,2.4988,7.5378
20.5469,2.4979,7.2809
18.7415,2.4952,5.4755
10.8477,2.4832,-2.4183
19.5191,2.4829,6.2531
20.0918,2.4822,6.8258
19.2739,2.4729,6.0079
19.4749,2.4677,6.2089
10.8759,2.466,-2.3901
20.6538,2.4634,7.3878
11.0082,2.4422,-2.2578
20.8731,2.4387,7.6071
20.5491,2.4272,7.2831
20.1974,2.4261,6.9314
20.5147,2.4206,7.2487
20.8419,2.4197,7.5759
10.8334,2.4187,-2.4326
20.4786,2.4187,7.2126
20.5347,2.4163,7.2687
20.8729,2.4088,7.6069
20.4582,2.4049,7.1922
20.0814,2.3999,6.8154
10.9001,2.3976,-2.3659
20.7369,2.3915,7.4709
20.4638,2.388,7.1978
10.9384,2.3821,-2.3276
20.5404,2.3811,7.2744
10.8508,2.3773,-2.4152
10.9626,2.3675,-2.3034
19.9045,2.3547,6.6385
10.8627,2.3521,-2.4033
20.8255,2.3473,7.5595
20.1038,2.3447,6.8378
20.6819,2.3435,7.4159
20.2172,2.3422,6.9512
19.7603,2.3417,6.4943
20.4156,2.3334,7.1496
19.2231,2.3249,5.9571
20.2854,2.3237,7.0194
11.2377,2.3235,-2.0283
20.0537,2.3183,6.7877
20.7138,2.3178,7.4478
18.857,2.3042,5.591
18.8348,2.2981,5.5688
20.7834,2.298,7.5174
10.9292,2.2887,-2.3368
18.4681,2.2881,5.2021
20.7818,2.2857,7.5158
18.8475,2.282,5.5815
20.7938,2.2764,7.5278
20.6519,2.2762,7.3859
20.4357,2.2717,7.1697
10.901,2.271,-2.365
20.4491,2.2709,7.1831
20.5375,2.2678,7.2715
19.9257,2.2654,6.6597
20.4113,2.264,7.1453
10.9598,2.2635,-2.3062
20.6339,2.2623,7.3679
20.2494,2.2613,6.9834
10.8272,2.2543,-2.4388
20.5503,2.2513,7.2843
20.8032,2.2488,7.5372
20.6832,2.2461,7.4172
20.6495,2.2399,7.3835
19.5622,2.234,6.2962
18.3801,2.23,5.1141
19.4193,2.2297,6.1533
20.2118,2.2267,6.9458
10.8777,2.2242,-2.3883
20.6212,2.2237,7.3552
20.6794,2.2232,7.4134
20.253,2.2142,6.987
20.361,2.2139,7.095
11.0167,2.2099,-2.2493
20.614,2.2083,7.348
20.2587,2.2076,6.9927
20.4461,2.2074,7.1801
20.3299,2.206,7.0639
10.8892,2.1984,-2.3768
20.7305,2.1968,7.4645
20.4629,2.1832,7.1969
19.8307,2.1782,6.5647
19.235,2.177,5.969
20.277,2.1759,7.011
20.8161,2.1726,7.5501
20.266,2.1717,7
16.6341,2.1712,3.3681
11.2186,2.1701,-2.0474
20.5243,2.1698,7.2583
15.7535,2.1689,2.4875
20.5401,2.168,7.2741
20.3975,2.167,7.1315
18.8588,2.1652,5.5928
18.8799,2.165,5.6139
20.6139,2.162,7.3479
11.0286,2.1577,-2.2374
17.1944,2.1568,3.9284
10.8794,2.1566,-2.3866
20.4313,2.1485,7.1653
11.0336,2.1474,-2.2324
19.1289,2.1464,5.8629
20.7184,2.1438,7.4524
18.9157,2.1424,5.6497
20.754,2.1375,7.488
20.8042,2.1361,7.5382
20.9383,2.1333,7.6723
10.9911,2.1322,-2.2749
10.9344,2.1322,-2.3316
19.8633,2.1303,6.5973
19.2028,2.1243,5.9368
20.2985,2.1194,7.0325
20.4583,2.1193,7.1923
20.077,2.1182,6.811
20.883,2.1132,7.617
10.9895,2.1129,-2.2765
20.7552,2.1122,7.4892
20.0092,2.1098,6.7432
20.1366,2.1067,6.8706
20.4887,2.1035,7.2227
18.9583,2.1027,5.6923
20.0123,2.1023,6.7463
20.453,2.102,7.187
20.746,2.1011,7.48
20.7519,2.093,7.4859
20.6386,2.0924,7.3726
19.9075,2.0907,6.6415
20.6044,2.0853,7.3384
20.2304,2.0839,6.9644
20.0582,2.0796,6.7922
11.0008,2.0795,-2.2652
20.3059,2.0791,7.0399
20.2127,2.0769,6.9467
10.9013,2.0765,-2.3647
19.0204,2.0757,5.7544
20.7387,2.0756,7.4727
20.1026,2.0707,6.8366
17.4194,2.0694,4.1534
11.0741,2.0675,-2.1919
20.3353,2.0669,7.0693
11.1591,2.0655,-2.1069
20.4154,2.0635,7.1494
20.3315,2.0634,7.0655
19.0558,2.0625,5.7898
18.5834,2.061,5.3174
20.6994,2.0583,7.4334
20.1239,2.0583,6.8579
20.8489,2.0582,7.5829
19.6748,2.0571,6.4088
19.7521,2.0559,6.4861
20.4689,2.0558,7.2029
11.0428,2.0556,-2.2232
10.9294,2.0498,-2.3366
20.9079,2.0492,7.6419
20.5535,2.049,7.2875
20.1359,2.0482,6.8699
20.0636,2.048,6.7976
10.9546,2.0467,-2.3114
20.0083,2.0462,6.7423
20.7739,2.0433,7.5079
20.5448,2.043,7.2788
20.6994,2.0415,7.4334
20.806,2.0398,7.54
20.547,2.0379,7.281
20.4844,2.0352,7.2184
20.5556,2.0328,7.2896
19.0737,2.0309,5.8077
19.5204,2.0298,6.2544
20.7778,2.0282,7.5118
20.7343,2.0279,7.4683
11.0617,2.0253,-2.2043
19.7438,2.02,6.4778
20.2773,2.0157,7.0113
20.0332,2.0154,6.7672
20.6485,2.0136,7.3825
10.9263,2.0134,-2.3397
20.7171,2.0123,7.4511
20.2721,2.011,7.0061
10.9992,2.0063,-2.2668
19.4882,2.0055,6.2222
13.7917,2.0053,0.5257
20.7177,2.005,7.4517
11.1013,2.0036,-2.1647
19.6011,2.002,6.3351
11.0379,2.0017,-2.2281
20.3236,2.0013,7.0576
20.795,2.0003,7.529
20.8049,2.0003,7.5389
20.0034,1.9998,6.7374
20.8105,1.999,7.5445
20.3336,1.9989,7.0676
11.0507,1.9974,-2.2153
20.2413,1.9966,6.9753
17.1815,1.9961,3.9155
19.0675,1.9947,5.8015
17.8007,1.9942,4.5347
11.0004,1.9937,-2.2656
20.219,1.9905,6.953
19.4968,1.9882,6.2308
20.4776,1.9873,7.2116
19.3944,1.9857,6.1284
20.8774,1.9812,7.6114
19.6589,1.9809,6.3929
11.1531,1.9761,-2.1129
20.1159,1.9732,6.8499
20.7277,1.9731,7.4617
19.4755,1.9722,6.2095
20.4498,1.9707,7.1838
20.6516,1.9697,7.3856
11.1205,1.9683,-2.1455
20.6799,1.9678,7.4139
20.386,1.9657,7.12
20.4728,1.9621,7.2068
20.2633,1.9619,6.9973
20.5993,1.9619,7.3333
20.3086,1.9591,7.0426
20.4312,1.959,7.1652
19.3145,1.9588,6.0485
17.6155,1.9581,4.3495
19.2467,1.9566,5.9807
20.504,1.9566,7.238
19.5087,1.9558,6.2427
20.4764,1.9535,7.2104
20.7143,1.9525,7.4483
20.4455,1.9523,7.1795
20.6546,1.9501,7.3886
20.4293,1.949,7.1633
19.4155,1.9489,6.1495
19.6348,1.9472,6.3688
20.352,1.9456,7.086
20.5435,1.9453,7.2775
20.5354,1.9451,7.2694
11.1796,1.945,-2.0864
20.1167,1.9444,6.8507
20.8472,1.9439,7.5812
20.4719,1.9423,7.2059
20.6492,1.9417,7.3832
20.5064,1.9411,7.2404
20.6769,1.9411,7.4109
20.1478,1.9389,6.8818
20.6405,1.9388,7.3745
18.9655,1.9379,5.6995
18.6812,1.9374,5.4152
20.568,1.9373,7.302
20.7599,1.9369,7.4939
20.8051,1.9352,7.5391
20.1985,1.9345,6.9325
20.2887,1.9337,7.0227
20.3397,1.933,7.0737
18.1135,1.932,4.8475
20.9067,1.9318,7.6407
20.0849,1.9308,6.8189
20.3754,1.9301,7.1094
20.3415,1.9297,7.0755
20.7778,1.9282,7.5118
19.099,1.926,5.833
20.8339,1.9249,7.5679
20.4591,1.9179,7.1931
20.1654,1.9179,6.8994
20.4924,1.9177,7.2264
20.7671,1.9173,7.5011
20.4924,1.9154,7.2264
20.4598,1.9148,7.1938
20.071,1.9143,6.805
20.8113,1.9122,7.5453
20.6477,1.9115,7.3817
20.3706,1.9098,7.1046
19.8793,1.9082,6.6133
19.8773,1.9078,6.6113
19.6372,1.9075,6.3712
18.6712,1.9075,5.4052
10.6082,1.9068,-2.6578
20.3283,1.9058,7.0623
10.8099,1.9053,-2.4561
19.3148,1.9049,6.0488
19.5856,1.9049,6.3196
10.8776,1.9048,-2.3884
11.0897,1.9029,-2.1763
11.225,1.9002,-2.041
19.8626,1.9,6.5966
18.6217,1.8999,5.3557
20.1438,1.8995,6.8778
18.9727,1.8994,5.7067
19.2038,1.8986,5.9378
20.7825,1.8985,7.5165
11.2481,1.8982,-2.0179
20.655,1.8969,7.389
19.802,1.8963,6.536
20.4112,1.8958,7.1452
20.1066,1.8941,6.8406
20.6165,1.894,7.3505
20.5753,1.8924,7.3093
20.4097,1.8923,7.1437
20.7932,1.8922,7.5272
20.7908,1.892,7.5248
15.6457,1.8913,2.3797
19.8078,1.8911,6.5418
20.6556,1.8909,7.3896
20.8297,1.8904,7.5637
20.7829,1.8894,7.5169
20.2982,1.8891,7.0322
17.2232,1.8886,3.9572
20.736,1.8875,7.47
11.253,1.8856,-2.013
20.4534,1.8856,7.1874
11.2251,1.8851,-2.0409
10.9302,1.8851,-2.3358
20.7578,1.8843,7.4918
20.0345,1.8831,6.7685
20.2699,1.8816,7.0039
20.8664,1.8811,7.6004
20.2398,1.8809,6.9738
20.8183,1.8798,7.5523
20.5952,1.8795,7.3292
11.1331,1.8786,-2.1329
19.1543,1.8768,5.8883
20.5783,1.8762,7.3123
19.9271,1.8755,6.6611
18.9524,1.8749,5.6864
20.8535,1.8744,7.5875
20.5629,1.874,7.2969
20.3904,1.8736,7.1244
18.2231,1.8729,4.9571
19.9611,1.8722,6.6951
20.7833,1.8715,7.5173
19.7935,1.871,6.5275
19.1431,1.8707,5.8771
20.2406,1.8705,6.9746
20.3017,1.8703,7.0357
20.4049,1.8699,7.1389
20.0799,1.8689,6.8139
20.2159,1.8688,6.9499
20.4114,1.8687,7.1454
11.0903,1.8676,-2.1757
19.1245,1.8669,5.8585
20.1981,1.8662,6.9321
10.8489,1.8661,-2.4171
19.9822,1.866,6.7162
18.9795,1.8659,5.7135
20.2476,1.8656,6.9816
19.9586,1.8648,6.6926
20.3949,1.8635,7.1289
20.4587,1.8633,7.1927
20.5633,1.8628,7.2973
11.1949,1.8609,-2.0711
20.3681,1.8609,7.1021
20.8025,1.8607,7.5365
11.2475,1.8602,-2.0185
19.1055,1.8594,5.8395
20.8061,1.8584,7.5401
20.8835,1.8579,7.6175
20.5236,1.8576,7.2576
19.5156,1.8569,6.2496
20.5891,1.8563,7.3231
20.1946,1.8554,6.9286
20.2439,1.8529,6.9779
20.3011,1.8528,7.0351
20.458,1.8474,7.192
20.8472,1.8465,7.5812
20.4857,1.8461,7.2197
20.5706,1.846,7.3046
20.8161,1.8442,7.5501
20.4056,1.8424,7.1396
11.3094,1.8423,-1.9566
17.74,1.8411,4.474
20.8203,1.8403,7.5543
20.7611,1.8395,7.4951
20.7074,1.8394,7.4414
20.5893,1.8392,7.3233
20.1835,1.8384,6.9175
20.484,1.8377,7.218
20.7599,1.8373,7.4939
11.1844,1.837,-2.0816
11.2399,1.8361,-2.0261
20.4363,1.8359,7.1703
20.2817,1.8343,7.0157
20.6437,1.8318,7.3777
11.2646,1.8309,-2.0014
20.6425,1.8309,7.3765
19.7905,1.8301,6.5245
20.8336,1.83,7.5676
19.2001,1.829,5.9341
20.508,1.8284,7.242
20.7249,1.8284,7.4589
20.2518,1.8274,6.9858
20.5462,1.8256,7.2802
20.1054,1.8224,6.8394
20.4185,1.8221,7.1525
20.0804,1.8219,6.8144
19.6455,1.8218,6.3795
20.5891,1.8207,7.3231
20.5065,1.82,7.2405
20.5672,1.8191,7.3012
20.6223,1.8188,7.3563
20.5428,1.8187,7.2768
20.7575,1.8186,7.4915
20.3742,1.8181,7.1082
20.1187,1.8176,6.8527
11.3946,1.8159,-1.8714
18.8772,1.8158,5.6112
20.4457,1.8154,7.1797
20.6025,1.8153,7.3365
20.7766,1.8136,7.5106
20.6641,1.8129,7.3981
20.504,1.8117,7.238
20.3862,1.8113,7.1202
20.4934,1.8102,7.2274
20.8777,1.8085,7.6117
20.6942,1.8075,7.4282
19.8677,1.8065,6.6017
20.2085,1.8054,6.9425
20.8317,1.8052,7.5657
11.3034,1.8051,-1.9626
20.708,1.8051,7.442
20.623,1.8039,7.357
20.4092,1.8037,7.1432
11.0529,1.8028,-2.2131
20.6717,1.8015,7.4057
20.7145,1.8012,7.4485
20.6515,1.8007,7.3855
19.8458,1.8001,6.5798
20.5994,1.7998,7.3334
20.65,1.7983,7.384
19.8053,1.7981,6.5393
20.5757,1.7979,7.3097
20.6448,1.7978,7.3788
20.6762,1.7976,7.4102
20.0727,1.797,6.8067
20.0413,1.7961,6.7753
20.9077,1.7958,7.6417
20.7709,1.7944,7.5049
20.8125,1.7941,7.5465
20.7867,1.7933,7.5207
11.274,1.7921,-1.992
20.7749,1.7921,7.5089
20.8045,1.7918,7.5385
20.6455,1.7915,7.3795
20.3595,1.7905,7.0935
19.8072,1.7904,6.5412
11.2123,1.7887,-2.0537
20.59,1.7886,7.324
20.672,1.7879,7.406
20.579,1.7875,7.313
20.5864,1.7869,7.3204
20.2788,1.7867,7.0128
20.006,1.7862,6.74
20.2295,1.786,6.9635
11.317,1.7858,-1.949
11.3622,1.7853,-1.9038
20.5422,1.7848,7.2762
20.0316,1.7846,6.7656
20.6229,1.7844,7.3569
16.9077,1.7843,3.6417
20.5751,1.7842,7.3091
17.8207,1.7831,4.5547
20.8059,1.7827,7.5399
11.4694,1.7826,-1.7966
20.6578,1.7825,7.3918
20.8395,1.7825,7.5735
19.9125,1.7823,6.6465
19.5157,1.7807,6.2497
20.6121,1.7801,7.3461
20.7216,1.7783,7.4556
11.389,1.778,-1.877
20.3152,1.7778,7.0492
20.3543,1.776,7.0883
20.2988,1.7749,7.0328
20.2964,1.7745,7.0304
11.5586,1.7743,-1.7074
19.9435,1.7741,6.6775
20.6948,1.7738,7.4288
20.7875,1.7737,7.5215
10.9072,1.7736,-2.3588
20.8221,1.7732,7.5561
20.7942,1.7726,7.5282
20.4402,1.7721,7.1742
20.4911,1.7718,7.2251
20.4955,1.7711,7.2295
18.5785,1.7709,5.3125
20.7286,1.7707,7.4626
20.5902,1.7704,7.3242
18.8747,1.7703,5.6087
11.4336,1.7697,-1.8324
20.1799,1.7688,6.9139
18.7309,1.7683,5.4649
20.8122,1.7677,7.5462
19.6476,1.7672,6.3816
20.5397,1.7669,7.2737
20.5887,1.7662,7.3227
20.3977,1.7659,7.1317
20.3673,1.7659,7.1013
20.2167,1.7651,6.9507
20.6076,1.7651,7.3416
20.1302,1.7642,6.8642
20.5303,1.764,7.2643
11.4605,1.7634,-1.8055
20.4769,1.7627,7.2109
19.6328,1.7624,6.3668
20.4447,1.7614,7.1787
20.4178,1.7614,7.1518
20.5494,1.7611,7.2834
20.505,1.761,7.239
20.7857,1.761,7.5197
20.6546,1.7605,7.3886
20.1653,1.7602,6.8993
20.6537,1.7599,7.3877
11.3461,1.7592,-1.9199
19.26,1.7577,5.994
20.4876,1.7571,7.2216
20.6571,1.7568,7.3911
20.6847,1.7565,7.4187
19.5076,1.7563,6.2416
20.5456,1.7562,7.2796
11.4999,1.7561,-1.7661
20.6368,1.7558,7.3708
20.6187,1.7554,7.3527
11.513,1.7546,-1.753
20.2094,1.7545,6.9434
20.7726,1.7545,7.5066
20.7978,1.7538,7.5318
20.6499,1.7537,7.3839
20.7033,1.7535,7.4373
20.7452,1.7532,7.4792
19.7887,1.753,6.5227
20.5596,1.7529,7.2936
20.3245,1.7528,7.0585
11.1051,1.7518,-2.1609
20.3934,1.7517,7.1274
20.6513,1.7512,7.3853
20.8519,1.7499,7.5859
18.0089,1.7495,4.7429
11.3601,1.7494,-1.9059
20.3399,1.7479,7.0739
11.3508,1.747,-1.9152
20.4157,1.7467,7.1497
20.273,1.7466,7.007
20.7286,1.7461,7.4626
20.6028,1.7458,7.3368
20.8408,1.7449,7.5748
20.4494,1.7442,7.1834
20.853,1.7433,7.587
20.5529,1.7423,7.2869
19.9497,1.741,6.6837
20.7392,1.7406,7.4732
20.1738,1.74,6.9078
20.7284,1.7398,7.4624
20.7579,1.7396,7.4919
20.6052,1.7394,7.3392
20.7611,1.7389,7.4951
15.6816,1.7384,2.4156
20.7656,1.7382,7.4996
20.69,1.738,7.424
20.158,1.737,6.892
20.5342,1.7361,7.2682
20.7707,1.7347,7.5047
19.2489,1.7346,5.9829
20.7323,1.7345,7.4663
20.3579,1.7342,7.0919
20.3185,1.7329,7.0525
20.7238,1.7325,7.4578
19.3751,1.7324,6.1091
20.7985,1.7324,7.5325
20.6685,1.7323,7.4025
20.5204,1.7321,7.2544
19.9663,1.7313,6.7003
19.9863,1.7311,6.7203
20.4143,1.7307,7.1483
20.6398,1.7305,7.3738
20.4859,1.7296,7.2199
20.735,1.7296,7.469
11.1732,1.7288,-2.0928
18.9593,1.7287,5.6933
15.5785,1.7285,2.3125
20.8714,1.7285,7.6054
20.8238,1.7284,7.5578
11.5138,1.7283,-1.7522
20.1864,1.728,6.9204
20.0183,1.7278,6.7523
20.6116,1.726,7.3456
19.9199,1.7257,6.6539
20.4925,1.7257,7.2265
20.2704,1.7255,7.0044
20.5976,1.7253,7.3316
20.393,1.7241,7.127
20.1993,1.7241,6.9333
17.6628,1.7229,4.3968
20.6473,1.7229,7.3813
11.3707,1.7228,-1.8953
20.0687,1.7228,6.8027
20.8259,1.7228,7.5599
20.1957,1.7226,6.9297
20.6051,1.7223,7.3391
20.4932,1.7217,7.2272
20.7662,1.7213,7.5002
20.4489,1.7211,7.1829
20.3487,1.721,7.0827
20.0965,1.7207,6.8305
20.1555,1.7206,6.8895
20.2934,1.7206,7.0274
11.4096,1.7196,-1.8564
20.6354,1.7195,7.3694
20.7746,1.7189,7.5086
20.3695,1.7185,7.1035
20.7741,1.7183,7.5081
19.1236,1.7178,5.8576
20.6626,1.7173,7.3966
19.6637,1.7171,6.3977
20.5621,1.7168,7.2961
20.4404,1.7163,7.1744
20.6872,1.7159,7.4212
20.6199,1.7159,7.3539
20.5807,1.7156,7.3147
20.4953,1.7155,7.2293
18.2002,1.7152,4.9342
20.1787,1.7149,6.9127
20.7697,1.7136,7.5037
20.33,1.7132,7.064
19.9688,1.7129,6.7028
20.2197,1.7124,6.9537
20.1099,1.7121,6.8439
20.4477,1.7118,7.1817
20.4663,1.7118,7.2003
20.5085,1.711,7.2425
20.4459,1.7105,7.1799
20.6764,1.7101,7.4104
20.6234,1.7095,7.3574
20.6771,1.7093,7.4111
20.5392,1.7093,7.2732
11.6084,1.7084,-1.6576
19.392,1.7083,6.126
19.562,1.7079,6.296
20.6846,1.7078,7.4186
20.5323,1.7075,7.2663
20.8132,1.7075,7.5472
20.7093,1.7074,7.4433
20.0212,1.7072,6.7552
20.3549,1.7068,7.0889
20.1331,1.7064,6.8671
20.4294,1.7062,7.1634
20.0205,1.7059,6.7545
20.4551,1.7056,7.1891
20.4715,1.7055,7.2055
20.4468,1.705,7.1808
20.5213,1.7047,7.2553
20.6253,1.7039,7.3593
20.3816,1.7038,7.1156
20.2473,1.7038,6.9813
20.1507,1.7033,6.8847
20.538,1.7023,7.272
20.0551,1.702,6.7891
20.7193,1.7015,7.4533
16.985,1.7012,3.719
20.5506,1.7005,7.2846
11.5541,1.7003,-1.7119
19.3942,1.7003,6.1282
20.4779,1.7003,7.2119
20.2934,1.7001,7.0274
20.7294,1.7,7.4634
20.281,1.6993,7.015
20.553,1.6992,7.287
20.7346,1.6991,7.4686
20.5653,1.6985,7.2993
11.5675,1.6979,-1.6985
20.404,1.6969,7.138
20.6928,1.6968,7.4268
20.2569,1.6966,6.9909
11.6054,1.6963,-1.6606
20.6497,1.6956,7.3837
20.5272,1.6939,7.2612
20.4747,1.6938,7.2087
20.4703,1.6935,7.2043
19.0893,1.693,5.8233
11.6443,1.6927,-1.6217
20.7481,1.6927,7.4821
19.519,1.6926,6.253
20.1977,1.6923,6.9317
20.7382,1.6923,7.4722
11.5623,1.6921,-1.7037
20.4363,1.6919,7.1703
11.6059,1.6914,-1.6601
20.5145,1.6913,7.2485
20.532,1.691,7.266
19.6304,1.6908,6.3644
20.533,1.6908,7.267
20.5415,1.6905,7.2755
20.6115,1.6902,7.3455
20.1239,1.6899,6.8579
18.5946,1.6892,5.3286
20.5724,1.6891,7.3064
19.1063,1.6888,5.8403
20.3357,1.6887,7.0697
11.4605,1.6883,-1.8055
19.842,1.6881,6.576
20.3015,1.6881,7.0355
20.0048,1.687,6.7388
20.0839,1.6866,6.8179
20.4812,1.6863,7.2152
20.2762,1.6863,7.0102
20.5173,1.6861,7.2513
20.5343,1.684,7.2683
20.8154,1.6839,7.5494
11.4307,1.6834,-1.8353
20.2287,1.6831,6.9627
11.1383,1.6827,-2.1277
20.1495,1.6826,6.8835
20.769,1.6825,7.503
19.6128,1.6824,6.3468
19.9218,1.682,6.6558
20.6135,1.6819,7.3475
20.3773,1.6818,7.1113
20.5956,1.6816,7.3296
20.7078,1.6816,7.4418
20.3698,1.6812,7.1038
20.1828,1.6811,6.9168
20.3703,1.681,7.1043
20.8633,1.6806,7.5973
20.7883,1.6806,7.5223
20.8791,1.6802,7.6131
20.6166,1.6801,7.3506
20.7068,1.6796,7.4408
20.5386,1.6792,7.2726
20.3903,1.6789,7.1243
20.0632,1.6789,6.7972
18.4699,1.6788,5.2039
20.3881,1.6784,7.1221
20.538,1.6781,7.272
20.2072,1.6779,6.9412
19.3987,1.6775,6.1327
19.6505,1.677,6.3845
20.8217,1.676,7.5557
18.7094,1.6757,5.4434
20.2305,1.6755,6.9645
20.1688,1.6755,6.9028
20.2401,1.6754,6.9741
20.4494,1.6748,7.1834
20.144,1.6747,6.878
11.6123,1.6745,-1.6537
20.7181,1.6742,7.4521
20.4202,1.6735,7.1542
20.752,1.6733,7.486
20.4506,1.673,7.1846
20.5067,1.6728,7.2407
20.4598,1.6727,7.1938
20.1112,1.6723,6.8452
20.103,1.6721,6.837
20.5468,1.6719,7.2808
20.0272,1.6716,6.7612
20.4944,1.6716,7.2284
20.5575,1.6712,7.2915
20.4056,1.6711,7.1396
20.8054,1.6709,7.5394
20.6401,1.6704,7.3741
20.6058,1.6704,7.3398
17.1601,1.6703,3.8941
11.4741,1.6702,-1.7919
20.098,1.6701,6.832
20.5244,1.6693,7.2584
20.5884,1.6692,7.3224
20.7163,1.6691,7.4503
20.7153,1.6688,7.4493
20.57,1.6687,7.304
20.1498,1.6685,6.8838
20.5073,1.6683,7.2413
20.4793,1.6678,7.2133
11.6613,1.6668,-1.6047
18.0391,1.6668,4.7731
20.2688,1.6668,7.0028
19.3071,1.6664,6.0411
20.3572,1.6661,7.0912
20.5452,1.6659,7.2792
20.5259,1.6659,7.2599
20.8608,1.6657,7.5948
20.6016,1.6655,7.3356
11.5848,1.6654,-1.6812
20.6146,1.6649,7.3486
19.6842,1.6647,6.4182
20.7745,1.6647,7.5085
20.8835,1.6646,7.6175
11.7155,1.6645,-1.5505
20.7317,1.6644,7.4657
11.6153,1.6643,-1.6507
20.5176,1.6636,7.2516
20.3343,1.6632,7.0683
20.7904,1.6627,7.5244
20.5043,1.6624,7.2383
20.348,1.6623,7.082
20.7826,1.6616,7.5166
20.881,1.6616,7.615
20.09,1.6615,6.824
20.3917,1.6613,7.1257
19.7392,1.661,6.4732
20.7351,1.6609,7.4691
20.053,1.6609,6.787
19.1519,1.66,5.8859
11.6564,1.659,-1.6096
11.6477,1.6586,-1.6183
11.6214,1.6585,-1.6446
20.435,1.6585,7.169
20.7899,1.6584,7.5239
20.7839,1.6582,7.5179
20.4284,1.6581,7.1624
20.7327,1.658,7.4667
20.626,1.658,7.36
20.0242,1.6576,6.7582
20.5706,1.6575,7.3046
11.6758,1.657,-1.5902
20.1193,1.657,6.8533
20.5391,1.6564,7.2731
20.8656,1.6562,7.5996
20.2674,1.6561,7.0014
20.4158,1.6559,7.1498
20.0615,1.6557,6.7955
20.7105,1.6555,7.4445
20.6126,1.655,7.3466
19.9886,1.6549,6.7226
20.4533,1.6547,7.1873
20.4199,1.6544,7.1539
20.5861,1.6544,7.3201
20.6358,1.6544,7.3698
20.4978,1.6543,7.2318
20.1838,1.6542,6.9178
20.3508,1.654,7.0848
19.6216,1.6538,6.3556
20.338,1.6537,7.072
20.8622,1.6537,7.5962
20.7301,1.6537,7.4641
11.6162,1.6536,-1.6498
20.4716,1.6535,7.2056
20.5257,1.6531,7.2597
11.6572,1.6529,-1.6088
20.5811,1.6527,7.3151
20.6653,1.6521,7.3993
20.6625,1.6517,7.3965
20.6906,1.6516,7.4246
20.5688,1.651,7.3028
20.2695,1.6509,7.0035
