G,BP-RP,MG
19.9632,1.0843,6.6972
19.9377,1.0843,6.6717
20.7667,1.0843,7.5007
20.0273,1.0843,6.7613
13.889,1.0842,0.623
19.3975,1.0842,6.1315
19.7801,1.0842,6.5141
19.3292,1.0842,6.0632
19.3568,1.0842,6.0908
20.1188,1.0842,6.8528
20.1752,1.0842,6.9092
19.5487,1.0842,6.2827
19.7136,1.0842,6.4476
20.1122,1.0842,6.8462
20.1024,1.0842,6.8364
19.1918,1.0842,5.9258
15.3392,1.0841,2.0732
13.51,1.0841,0.244
15.3103,1.0841,2.0443
18.6289,1.0841,5.3629
17.5418,1.0841,4.2758
19.4052,1.0841,6.1392
19.0098,1.0841,5.7438
19.2406,1.0841,5.9746
19.4861,1.0841,6.2201
19.3197,1.0841,6.0537
19.1614,1.0841,5.8954
19.3768,1.0841,6.1108
19.7382,1.0841,6.4722
18.5756,1.0841,5.3096
20.2937,1.0841,7.0277
19.5509,1.0841,6.2849
15.0181,1.0841,1.7521
20.4217,1.084,7.1557
19.4464,1.084,6.1804
19.8857,1.084,6.6197
19.4561,1.084,6.1901
19.7199,1.084,6.4539
19.323,1.084,6.057
18.966,1.0839,5.7
19.2264,1.0839,5.9604
18.2584,1.0839,4.9924
15.1699,1.0839,1.9039
19.8199,1.0839,6.5539
19.4886,1.0839,6.2226
19.9404,1.0839,6.6744
19.3631,1.0839,6.0971
19.4615,1.0839,6.1955
19.4208,1.0839,6.1548
19.777,1.0839,6.511
15.6331,1.0838,2.3671
13.6766,1.0838,0.4106
16.3702,1.0838,3.1042
19.1979,1.0838,5.9319
19.5826,1.0838,6.3166
19.3419,1.0838,6.0759
14.7771,1.0838,1.5111
20.0336,1.0838,6.7676
14.9064,1.0837,1.6404
14.8391,1.0837,1.5731
19.3585,1.0837,6.0925
19.5554,1.0837,6.2894
19.2688,1.0837,6.0028
19.3641,1.0837,6.0981
19.3597,1.0837,6.0937
19.4996,1.0837,6.2336
19.5717,1.0837,6.3057
19.649,1.0837,6.383
19.5457,1.0837,6.2797
19.0463,1.0837,5.7803
19.8778,1.0837,6.6118
20.625,1.0837,7.359
19.1834,1.0836,5.9174
19.6841,1.0836,6.4181
19.6975,1.0836,6.4315
19.4028,1.0836,6.1368
20.1684,1.0836,6.9024
19.5059,1.0836,6.2399
20.2052,1.0836,6.9392
20.3749,1.0836,7.1089
20.071,1.0836,6.805
15.35,1.0835,2.084
19.3184,1.0835,6.0524
19.3927,1.0835,6.1267
19.7061,1.0835,6.4401
19.4561,1.0835,6.1901
19.4466,1.0835,6.1806
19.9035,1.0835,6.6375
13.7772,1.0834,0.5112
15.5999,1.0834,2.3339
19.4043,1.0834,6.1383
19.0766,1.0834,5.8106
19.7731,1.0834,6.5071
14.8953,1.0834,1.6293
19.5777,1.0834,6.3117
20.1369,1.0834,6.8709
19.3606,1.0834,6.0946
19.9062,1.0834,6.6402
19.8592,1.0833,6.5932
20.1278,1.0833,6.8618
20.0555,1.0833,6.7895
20.6875,1.0833,7.4215
14.1831,1.0832,0.9171
19.4827,1.0832,6.2167
19.4061,1.0832,6.1401
19.5423,1.0832,6.2763
15.579,1.0831,2.313
19.6581,1.0831,6.3921
19.3288,1.0831,6.0628
18.8162,1.0831,5.5502
19.9382,1.0831,6.6722
19.9766,1.0831,6.7106
19.7251,1.0831,6.4591
20.1814,1.0831,6.9154
15.0487,1.083,1.7827
15.3016,1.083,2.0356
15.352,1.083,2.086
19.3049,1.083,6.0389
19.4104,1.083,6.1444
19.4712,1.083,6.2052
19.3985,1.083,6.1325
19.4285,1.083,6.1625
19.9675,1.083,6.7015
19.8001,1.083,6.5341
14.9943,1.0829,1.7283
19.9927,1.0829,6.7267
19.416,1.0829,6.15
19.655,1.0829,6.389
20.4369,1.0829,7.1709
20.0174,1.0829,6.7514
19.7425,1.0829,6.4765
20.1734,1.0829,6.9074
19.4546,1.0828,6.1886
19.7459,1.0828,6.4799
14.8441,1.0828,1.5781
19.8434,1.0828,6.5774
19.4453,1.0828,6.1793
19.4007,1.0828,6.1347
19.4296,1.0828,6.1636
19.727,1.0828,6.461
19.6908,1.0827,6.4248
19.4259,1.0827,6.1599
19.7119,1.0827,6.4459
20.0831,1.0827,6.8171
19.5305,1.0827,6.2645
19.0143,1.0827,5.7483
19.6915,1.0827,6.4255
19.0797,1.0827,5.8137
19.7488,1.0827,6.4828
20.3874,1.0827,7.1214
19.356,1.0826,6.09
19.7142,1.0826,6.4482
19.6131,1.0826,6.3471
18.8547,1.0826,5.5887
19.8395,1.0826,6.5735
19.6903,1.0826,6.4243
20.1168,1.0826,6.8508
20.1913,1.0826,6.9253
20.0679,1.0826,6.8019
20.4304,1.0826,7.1644
15.2246,1.0825,1.9586
15.1547,1.0825,1.8887
14.8705,1.0825,1.6045
17.8734,1.0825,4.6074
19.444,1.0825,6.178
19.3264,1.0825,6.0604
19.7541,1.0825,6.4881
17.5433,1.0825,4.2773
19.7568,1.0825,6.4908
20.1918,1.0825,6.9258
19.9456,1.0825,6.6796
19.6412,1.0825,6.3752
19.7882,1.0824,6.5222
19.5575,1.0824,6.2915
20.1329,1.0824,6.8669
19.441,1.0824,6.175
19.7277,1.0824,6.4617
20.5216,1.0824,7.2556
20.6066,1.0824,7.3406
13.659,1.0823,0.393
15.6275,1.0823,2.3615
19.2307,1.0823,5.9647
13.8603,1.0823,0.5943
19.5094,1.0823,6.2434
19.3235,1.0823,6.0575
19.7046,1.0823,6.4386
19.6728,1.0823,6.4068
19.5029,1.0823,6.2369
19.0266,1.0823,5.7606
19.2278,1.0822,5.9618
19.5967,1.0822,6.3307
19.2301,1.0822,5.9641
19.6324,1.0822,6.3664
19.0378,1.0822,5.7718
18.1038,1.0822,4.8378
15.7424,1.0821,2.4764
19.3,1.0821,6.034
19.7411,1.0821,6.4751
19.3679,1.0821,6.1019
19.7429,1.0821,6.4769
18.7476,1.0821,5.4816
19.398,1.0821,6.132
20.5545,1.0821,7.2885
19.8366,1.0821,6.5706
19.6578,1.0821,6.3918
20.34,1.0821,7.074
20.5984,1.0821,7.3324
20.6522,1.0821,7.3862
19.4133,1.0821,6.1473
20.4307,1.0821,7.1647
16.7986,1.082,3.5326
15.3879,1.082,2.1219
19.8506,1.082,6.5846
19.5244,1.082,6.2584
14.8558,1.082,1.5898
19.3234,1.082,6.0574
14.3921,1.082,1.1261
19.6318,1.082,6.3658
19.9336,1.082,6.6676
18.2052,1.082,4.9392
19.3418,1.082,6.0758
13.7549,1.0819,0.4889
15.5435,1.0819,2.2775
15.1168,1.0819,1.8508
19.3384,1.0819,6.0724
19.3808,1.0819,6.1148
20.2352,1.0819,6.9692
19.3576,1.0819,6.0916
19.3287,1.0818,6.0627
19.2392,1.0818,5.9732
19.8529,1.0818,6.5869
19.4202,1.0818,6.1542
20.3296,1.0818,7.0636
19.5157,1.0818,6.2497
20.5165,1.0818,7.2505
19.5672,1.0818,6.3012
20.5095,1.0818,7.2435
19.4972,1.0818,6.2312
19.6422,1.0817,6.3762
19.6977,1.0817,6.4317
19.4326,1.0817,6.1666
19.1466,1.0817,5.8806
20.3318,1.0817,7.0658
19.3659,1.0817,6.0999
19.5469,1.0817,6.2809
15.2673,1.0816,2.0013
18.8751,1.0816,5.6091
19.68,1.0816,6.414
20.1606,1.0816,6.8946
19.4177,1.0816,6.1517
19.853,1.0816,6.587
19.4223,1.0816,6.1563
15.5448,1.0815,2.2788
15.4455,1.0815,2.1795
19.1928,1.0815,5.9268
19.0462,1.0815,5.7802
19.3984,1.0815,6.1324
19.169,1.0815,5.903
19.2136,1.0815,5.9476
19.1966,1.0815,5.9306
19.8334,1.0815,6.5674
19.7513,1.0815,6.4853
20.3343,1.0815,7.0683
20.53,1.0815,7.264
20.1553,1.0815,6.8893
15.1237,1.0814,1.8577
15.2776,1.0814,2.0116
13.6327,1.0814,0.3667
15.3824,1.0814,2.1164
20.2296,1.0814,6.9636
19.8012,1.0814,6.5352
19.8312,1.0814,6.5652
19.607,1.0814,6.341
14.4699,1.0814,1.2039
14.6285,1.0813,1.3625
19.525,1.0813,6.259
15.2493,1.0813,1.9833
18.1442,1.0813,4.8782
19.2956,1.0813,6.0296
19.8466,1.0813,6.5806
13.8531,1.0813,0.5871
19.8253,1.0813,6.5593
20.3484,1.0813,7.0824
18.7934,1.0813,5.5274
15.7437,1.0812,2.4777
13.8787,1.0812,0.6127
19.1921,1.0812,5.9261
19.9717,1.0812,6.7057
15.0163,1.0812,1.7503
19.6143,1.0812,6.3483
19.9434,1.0812,6.6774
19.73,1.0812,6.464
19.2898,1.0812,6.0238
20.6248,1.0812,7.3588
19.0692,1.0812,5.8032
13.8351,1.0811,0.5691
19.1843,1.0811,5.9183
19.292,1.0811,6.026
19.5812,1.0811,6.3152
20.0177,1.0811,6.7517
19.504,1.0811,6.238
15.2585,1.081,1.9925
14.4939,1.081,1.2279
19.3553,1.081,6.0893
14.8481,1.081,1.5821
19.6194,1.081,6.3534
18.6421,1.081,5.3761
19.3775,1.081,6.1115
20.3946,1.081,7.1286
19.3925,1.081,6.1265
20.3164,1.081,7.0504
20.9092,1.081,7.6432
14.2401,1.081,0.9741
19.9976,1.081,6.7316
19.1745,1.0809,5.9085
14.6117,1.0809,1.3457
19.7212,1.0809,6.4552
20.5855,1.0809,7.3195
15.6753,1.0808,2.4093
14.1799,1.0808,0.9139
15.0284,1.0808,1.7624
19.3866,1.0808,6.1206
19.2881,1.0808,6.0221
19.376,1.0808,6.11
20.7088,1.0808,7.4428
19.2186,1.0808,5.9526
19.935,1.0808,6.669
15.1852,1.0807,1.9192
13.7476,1.0807,0.4816
19.4072,1.0807,6.1412
18.4825,1.0807,5.2165
19.3787,1.0807,6.1127
19.4934,1.0807,6.2274
19.1372,1.0807,5.8712
19.8539,1.0807,6.5879
14.9878,1.0807,1.7218
16.8668,1.0807,3.6008
15.2294,1.0806,1.9634
15.0403,1.0806,1.7743
16.9913,1.0806,3.7253
19.3347,1.0806,6.0687
19.7034,1.0806,6.4374
19.0221,1.0806,5.7561
19.4931,1.0806,6.2271
19.4338,1.0806,6.1678
19.352,1.0806,6.086
19.3387,1.0805,6.0727
19.4147,1.0805,6.1487
19.5132,1.0805,6.2472
19.213,1.0805,5.947
19.8635,1.0805,6.5975
14.7164,1.0805,1.4504
18.3825,1.0805,5.1165
19.3943,1.0805,6.1283
19.4525,1.0805,6.1865
20.7177,1.0805,7.4517
13.8845,1.0804,0.6185
13.5369,1.0804,0.2709
15.6063,1.0804,2.3403
19.5753,1.0804,6.3093
19.1267,1.0804,5.8607
19.5814,1.0804,6.3154
19.6827,1.0804,6.4167
19.3967,1.0804,6.1307
20.2327,1.0804,6.9667
19.3327,1.0804,6.0667
19.6954,1.0804,6.4294
20.2235,1.0804,6.9575
20.8572,1.0804,7.5912
19.5036,1.0804,6.2376
15.0729,1.0803,1.8069
12.9752,1.0803,-0.2908
19.2549,1.0803,5.9889
19.4732,1.0803,6.2072
19.274,1.0803,6.008
19.808,1.0803,6.542
19.6483,1.0803,6.3823
19.5765,1.0803,6.3105
20.3266,1.0803,7.0606
19.4783,1.0803,6.2123
15.05,1.0802,1.784
15.6365,1.0802,2.3705
19.3356,1.0802,6.0696
19.4606,1.0802,6.1946
19.4016,1.0802,6.1356
19.675,1.0802,6.409
20.088,1.0802,6.822
19.7796,1.0802,6.5136
19.8161,1.0802,6.5501
19.7241,1.0802,6.4581
20.3427,1.0802,7.0767
15.5074,1.0801,2.2414
15.5061,1.0801,2.2401
19.2049,1.0801,5.9389
19.296,1.0801,6.03
19.4974,1.0801,6.2314
18.5969,1.0801,5.3309
19.5563,1.0801,6.2903
19.3804,1.0801,6.1144
20.0432,1.0801,6.7772
19.972,1.0801,6.706
19.6928,1.0801,6.4268
16.4984,1.08,3.2324
15.602,1.08,2.336
19.0289,1.08,5.7629
19.0864,1.08,5.8204
13.7868,1.08,0.5208
19.6758,1.08,6.4098
15.277,1.08,2.011
19.3697,1.08,6.1037
19.4947,1.08,6.2287
19.2008,1.08,5.9348
19.9378,1.08,6.6718
19.0625,1.08,5.7965
14.9831,1.0799,1.7171
19.3725,1.0799,6.1065
19.4026,1.0799,6.1366
19.4694,1.0799,6.2034
19.5406,1.0799,6.2746
15.3548,1.0798,2.0888
15.3287,1.0798,2.0627
19.97,1.0798,6.704
19.17,1.0798,5.904
19.8147,1.0798,6.5487
19.7707,1.0798,6.5047
19.131,1.0798,5.865
19.5695,1.0798,6.3035
15.0665,1.0797,1.8005
15.8682,1.0797,2.6022
15.6045,1.0797,2.3385
19.4603,1.0797,6.1943
19.389,1.0797,6.123
19.6268,1.0797,6.3608
20.5262,1.0797,7.2602
20.3208,1.0797,7.0548
19.4005,1.0797,6.1345
19.6216,1.0797,6.3556
19.7601,1.0797,6.4941
15.3497,1.0796,2.0837
19.7853,1.0796,6.5193
19.6059,1.0796,6.3399
19.6951,1.0796,6.4291
20.0141,1.0796,6.7481
19.3142,1.0796,6.0482
19.3347,1.0796,6.0687
19.2807,1.0796,6.0147
15.3031,1.0795,2.0371
15.5873,1.0795,2.3213
15.4631,1.0795,2.1971
14.8399,1.0795,1.5739
19.5129,1.0795,6.2469
19.9083,1.0795,6.6423
20.0879,1.0795,6.8219
19.1919,1.0795,5.9259
19.8065,1.0795,6.5405
20.6295,1.0795,7.3635
15.506,1.0794,2.24
15.2814,1.0794,2.0154
15.7002,1.0794,2.4342
15.2161,1.0794,1.9501
15.517,1.0794,2.251
19.6824,1.0794,6.4164
19.4056,1.0794,6.1396
17.447,1.0794,4.181
19.5776,1.0794,6.3116
19.9932,1.0794,6.7272
19.1086,1.0794,5.8426
14.4479,1.0794,1.1819
19.3907,1.0794,6.1247
20.1439,1.0794,6.8779
19.4283,1.0794,6.1623
19.7168,1.0794,6.4508
20.6612,1.0794,7.3952
19.6308,1.0794,6.3648
15.4274,1.0793,2.1614
19.3878,1.0793,6.1218
19.2947,1.0793,6.0287
19.458,1.0793,6.192
19.6623,1.0792,6.3963
19.8973,1.0792,6.6313
19.4236,1.0792,6.1576
19.3967,1.0792,6.1307
19.4541,1.0792,6.1881
20.4016,1.0792,7.1356
20.2574,1.0792,6.9914
19.5611,1.0792,6.2951
19.6376,1.0792,6.3716
20.5247,1.0792,7.2587
13.8716,1.0791,0.6056
14.9603,1.0791,1.6943
15.3333,1.0791,2.0673
15.4337,1.0791,2.1677
19.5627,1.0791,6.2967
18.935,1.0791,5.669
19.975,1.0791,6.709
19.6641,1.0791,6.3981
15.3893,1.079,2.1233
19.391,1.079,6.125
19.378,1.079,6.112
19.4059,1.079,6.1399
19.6239,1.079,6.3579
19.0886,1.079,5.8226
19.5977,1.079,6.3317
20.0915,1.079,6.8255
20.4567,1.079,7.1907
19.9605,1.079,6.6945
19.7777,1.079,6.5117
19.8125,1.079,6.5465
13.6941,1.0789,0.4281
19.3765,1.0789,6.1105
19.6214,1.0789,6.3554
19.2043,1.0789,5.9383
20.0905,1.0789,6.8245
19.4826,1.0789,6.2166
19.8025,1.0789,6.5365
20.4252,1.0789,7.1592
13.7084,1.0788,0.4424
19.4373,1.0788,6.1713
19.1762,1.0788,5.9102
19.496,1.0788,6.23
19.896,1.0788,6.63
19.6506,1.0788,6.3846
19.9919,1.0788,6.7259
19.3332,1.0788,6.0672
19.2534,1.0788,5.9874
20.4099,1.0788,7.1439
19.602,1.0787,6.336
19.6356,1.0787,6.3696
14.8872,1.0787,1.6212
19.8232,1.0787,6.5572
20.2226,1.0787,6.9566
15.6638,1.0786,2.3978
19.6595,1.0786,6.3935
19.259,1.0786,5.993
19.5412,1.0786,6.2752
20.281,1.0786,7.015
19.5609,1.0785,6.2949
18.372,1.0785,5.106
19.3241,1.0785,6.0581
19.6087,1.0785,6.3427
15.2178,1.0784,1.9518
13.9242,1.0784,0.6582
19.6333,1.0784,6.3673
19.3914,1.0784,6.1254
19.6575,1.0784,6.3915
19.9522,1.0784,6.6862
19.6897,1.0784,6.4237
20.326,1.0784,7.06
19.8137,1.0784,6.5477
19.2962,1.0784,6.0302
18.7543,1.0784,5.4883
13.6828,1.0783,0.4168
18.5287,1.0783,5.2627
19.2747,1.0783,6.0087
18.9227,1.0783,5.6567
19.3777,1.0783,6.1117
19.0702,1.0783,5.8042
19.4675,1.0783,6.2015
19.5955,1.0783,6.3295
20.2636,1.0783,6.9976
19.8578,1.0783,6.5918
15.4131,1.0782,2.1471
15.1746,1.0782,1.9086
15.5925,1.0782,2.3265
19.5108,1.0782,6.2448
19.2703,1.0782,6.0043
19.0877,1.0782,5.8217
14.8156,1.0782,1.5496
19.6807,1.0782,6.4147
20.632,1.0782,7.366
15.1757,1.0781,1.9097
19.3091,1.0781,6.0431
19.356,1.0781,6.09
19.4722,1.0781,6.2062
19.6731,1.0781,6.4071
19.1865,1.0781,5.9205
19.388,1.0781,6.122
19.0984,1.0781,5.8324
19.8958,1.0781,6.6298
19.7674,1.0781,6.5014
19.4985,1.0781,6.2325
15.5697,1.078,2.3037
15.7123,1.078,2.4463
19.6485,1.078,6.3825
15.209,1.078,1.943
19.7225,1.078,6.4565
19.3926,1.078,6.1266
20.7643,1.078,7.4983
18.4582,1.078,5.1922
19.4901,1.078,6.2241
19.492,1.078,6.226
18.0158,1.078,4.7498
20.346,1.078,7.08
20.1702,1.078,6.9042
15.7116,1.0779,2.4456
18.9417,1.0779,5.6757
18.2227,1.0779,4.9567
19.6743,1.0779,6.4083
19.3155,1.0779,6.0495
19.0148,1.0779,5.7488
19.4356,1.0779,6.1696
19.816,1.0779,6.55
19.0928,1.0779,5.8268
13.8883,1.0778,0.6223
15.5446,1.0778,2.2786
19.2999,1.0778,6.0339
19.6519,1.0778,6.3859
19.4612,1.0778,6.1952
19.6361,1.0778,6.3701
19.6826,1.0778,6.4166
20.5891,1.0778,7.3231
19.7278,1.0778,6.4618
19.6603,1.0778,6.3943
19.2901,1.0778,6.0241
19.9598,1.0778,6.6938
14.9921,1.0777,1.7261
18.9086,1.0777,5.6426
19.3591,1.0777,6.0931
19.0545,1.0777,5.7885
19.1548,1.0777,5.8888
19.5011,1.0777,6.2351
19.3106,1.0777,6.0446
19.3462,1.0777,6.0802
19.5174,1.0777,6.2514
20.7265,1.0777,7.4605
20.4091,1.0777,7.1431
20.2442,1.0777,6.9782
18.7059,1.0776,5.4399
15.295,1.0776,2.029
19.7148,1.0776,6.4488
19.2239,1.0776,5.9579
19.7495,1.0776,6.4835
19.7431,1.0776,6.4771
19.422,1.0776,6.156
19.8899,1.0776,6.6239
19.3774,1.0776,6.1114
19.8815,1.0776,6.6155
19.5229,1.0776,6.2569
18.7478,1.0776,5.4818
16.8959,1.0775,3.6299
19.4269,1.0775,6.1609
18.7034,1.0775,5.4374
14.8867,1.0774,1.6207
19.0639,1.0774,5.7979
19.2328,1.0774,5.9668
19.1904,1.0774,5.9244
20.5592,1.0774,7.2932
20.4623,1.0774,7.1963
19.7245,1.0774,6.4585
19.3688,1.0774,6.1028
19.8627,1.0774,6.5967
19.6108,1.0774,6.3448
13.6196,1.0773,0.3536
14.9322,1.0773,1.6662
13.8753,1.0773,0.6093
19.0028,1.0773,5.7368
15.5512,1.0773,2.2852
19.4822,1.0773,6.2162
18.8706,1.0773,5.6046
20.029,1.0773,6.763
19.7601,1.0773,6.4941
19.1364,1.0773,5.8704
20.1271,1.0773,6.8611
19.2365,1.0773,5.9705
20.2876,1.0773,7.0216
15.8484,1.0773,2.5824
19.3674,1.0772,6.1014
18.9814,1.0772,5.7154
19.6893,1.0772,6.4233
19.5319,1.0772,6.2659
20.2196,1.0772,6.9536
19.3648,1.0772,6.0988
19.7142,1.0772,6.4482
19.6572,1.0772,6.3912
19.4705,1.0772,6.2045
19.0357,1.0772,5.7697
20.35,1.0772,7.084
19.4103,1.0772,6.1443
13.8845,1.0771,0.6185
15.9058,1.0771,2.6398
15.4335,1.0771,2.1675
19.3699,1.0771,6.1039
19.3536,1.0771,6.0876
19.42,1.0771,6.154
19.8885,1.0771,6.6225
19.2097,1.0771,5.9437
20.1092,1.0771,6.8432
19.1927,1.0771,5.9267
20.5013,1.0771,7.2353
19.5725,1.0771,6.3065
13.8849,1.077,0.6189
13.8976,1.077,0.6316
16.2182,1.077,2.9522
18.8455,1.077,5.5795
20.0589,1.077,6.7929
19.2403,1.077,5.9743
20.6335,1.077,7.3675
19.4706,1.077,6.2046
19.1135,1.077,5.8475
20.5824,1.077,7.3164
15.5977,1.0769,2.3317
19.4137,1.0769,6.1477
19.2034,1.0769,5.9374
19.1307,1.0769,5.8647
19.3213,1.0769,6.0553
20.2119,1.0769,6.9459
20.4772,1.0769,7.2112
18.1722,1.0769,4.9062
19.4967,1.0769,6.2307
15.6033,1.0768,2.3373
15.5657,1.0768,2.2997
19.7452,1.0768,6.4792
20.0913,1.0768,6.8253
19.3666,1.0768,6.1006
19.5701,1.0768,6.3041
15.642,1.0767,2.376
19.5251,1.0767,6.2591
13.7891,1.0767,0.5231
19.3347,1.0767,6.0687
19.4439,1.0767,6.1779
20.0893,1.0767,6.8233
19.9466,1.0767,6.6806
19.7288,1.0767,6.4628
15.2084,1.0766,1.9424
15.8408,1.0766,2.5748
19.2933,1.0766,6.0273
19.271,1.0766,6.005
19.6265,1.0766,6.3605
19.8066,1.0766,6.5406
19.4918,1.0766,6.2258
19.5209,1.0766,6.2549
19.2616,1.0766,5.9956
19.6215,1.0766,6.3555
13.8105,1.0765,0.5445
19.3069,1.0765,6.0409
19.3342,1.0765,6.0682
19.2194,1.0765,5.9534
19.5652,1.0765,6.2992
19.3609,1.0765,6.0949
19.6699,1.0765,6.4039
19.0407,1.0765,5.7747
19.3328,1.0765,6.0668
13.8535,1.0764,0.5875
14.9813,1.0764,1.7153
14.8665,1.0764,1.6005
13.8479,1.0764,0.5819
19.3454,1.0764,6.0794
15.2896,1.0764,2.0236
19.6737,1.0764,6.4077
19.5552,1.0764,6.2892
19.6755,1.0764,6.4095
19.8668,1.0764,6.6008
19.2062,1.0764,5.9402
15.7973,1.0764,2.5313
19.4856,1.0764,6.2196
15.3007,1.0763,2.0347
13.8855,1.0763,0.6195
13.878,1.0763,0.612
16.0929,1.0763,2.8269
15.6146,1.0763,2.3486
14.8585,1.0763,1.5925
19.2861,1.0763,6.0201
19.6152,1.0763,6.3492
19.623,1.0763,6.357
19.358,1.0763,6.092
19.424,1.0763,6.158
19.6911,1.0763,6.4251
19.2866,1.0763,6.0206
19.657,1.0763,6.391
14.9972,1.0763,1.7312
20.0614,1.0763,6.7954
19.6026,1.0763,6.3366
19.7761,1.0763,6.5101
19.4648,1.0763,6.1988
15.3312,1.0762,2.0652
18.7191,1.0762,5.4531
19.9704,1.0762,6.7044
19.5579,1.0762,6.2919
19.419,1.0762,6.153
18.9597,1.0762,5.6937
19.0885,1.0762,5.8225
19.1151,1.0762,5.8491
19.3691,1.0762,6.1031
20.269,1.0762,7.003
19.9895,1.0762,6.7235
15.2973,1.0761,2.0313
14.9416,1.0761,1.6756
15.518,1.0761,2.252
19.3033,1.0761,6.0373
19.1961,1.0761,5.9301
19.2037,1.0761,5.9377
19.6136,1.0761,6.3476
19.0893,1.0761,5.8233
19.4366,1.0761,6.1706
19.6077,1.0761,6.3417
19.9239,1.0761,6.6579
19.4986,1.0761,6.2326
15.8296,1.076,2.5636
13.9106,1.076,0.6446
15.1739,1.076,1.9079
15.9429,1.076,2.6769
19.5074,1.076,6.2414
19.3394,1.076,6.0734
18.874,1.076,5.608
19.7136,1.076,6.4476
19.5411,1.076,6.2751
15.495,1.076,2.229
19.2468,1.076,5.9808
19.6815,1.076,6.4155
19.1304,1.076,5.8644
20.0729,1.076,6.8069
15.367,1.0759,2.101
16.5221,1.0759,3.2561
18.4525,1.0759,5.1865
19.423,1.0759,6.157
19.1764,1.0759,5.9104
19.4346,1.0759,6.1686
19.7749,1.0759,6.5089
19.3958,1.0759,6.1298
18.7249,1.0759,5.4589
19.5262,1.0759,6.2602
20.1027,1.0759,6.8367
20.1967,1.0759,6.9307
20.2309,1.0758,6.9649
19.7169,1.0758,6.4509
19.3176,1.0758,6.0516
20.2909,1.0758,7.0249
19.2826,1.0758,6.0166
19.4003,1.0758,6.1343
14.169,1.0758,0.903
15.1907,1.0757,1.9247
13.7734,1.0757,0.5074
19.6965,1.0757,6.4305
20.1653,1.0757,6.8993
19.8631,1.0757,6.5971
19.8269,1.0757,6.5609
19.5368,1.0757,6.2708
19.417,1.0757,6.151
18.8784,1.0757,5.6124
20.1408,1.0757,6.8748
15.6163,1.0756,2.3503
18.7658,1.0756,5.4998
19.6142,1.0756,6.3482
19.4906,1.0756,6.2246
18.8388,1.0756,5.5728
20.0045,1.0756,6.7385
17.1936,1.0755,3.9276
19.5266,1.0755,6.2606
19.561,1.0755,6.295
20.0872,1.0755,6.8212
19.1177,1.0755,5.8517
19.1854,1.0755,5.9194
19.4909,1.0755,6.2249
19.5414,1.0755,6.2754
18.1382,1.0755,4.8722
19.5288,1.0755,6.2628
20.0646,1.0755,6.7986
14.8898,1.0754,1.6238
15.2317,1.0754,1.9657
19.2454,1.0754,5.9794
19.7189,1.0754,6.4529
19.6478,1.0754,6.3818
19.8705,1.0754,6.6045
20.3702,1.0754,7.1042
14.2154,1.0754,0.9494
19.8306,1.0754,6.5646
13.6469,1.0753,0.3809
19.0968,1.0753,5.8308
19.6648,1.0753,6.3988
19.5406,1.0753,6.2746
20.4091,1.0753,7.1431
20.7913,1.0753,7.5253
19.9525,1.0753,6.6865
18.9027,1.0752,5.6367
19.4026,1.0752,6.1366
19.4025,1.0752,6.1365
19.6295,1.0752,6.3635
19.7627,1.0752,6.4967
19.7148,1.0752,6.4488
19.5709,1.0752,6.3049
15.3673,1.0751,2.1013
19.0896,1.0751,5.8236
19.2826,1.0751,6.0166
19.368,1.0751,6.102
19.2341,1.0751,5.9681
19.5695,1.0751,6.3035
20.1785,1.0751,6.9125
19.6153,1.0751,6.3493
20.7571,1.0751,7.4911
14.8734,1.075,1.6074
19.4952,1.075,6.2292
19.4282,1.075,6.1622
19.9112,1.075,6.6452
19.3781,1.075,6.1121
20.522,1.075,7.256
19.229,1.0749,5.963
19.5278,1.0749,6.2618
19.7785,1.0749,6.5125
19.5266,1.0749,6.2606
17.6562,1.0749,4.3902
20.7246,1.0749,7.4586
19.9785,1.0749,6.7125
13.7584,1.0748,0.4924
15.8039,1.0748,2.5379
17.714,1.0748,4.448
19.1554,1.0748,5.8894
19.5126,1.0748,6.2466
19.5611,1.0748,6.2951
19.3352,1.0748,6.0692
19.6024,1.0748,6.3364
19.438,1.0748,6.172
20.5581,1.0748,7.2921
19.476,1.0748,6.21
19.59,1.0748,6.324
19.7746,1.0748,6.5086
19.9379,1.0748,6.6719
20.5839,1.0748,7.3179
15.2338,1.0747,1.9678
15.6248,1.0747,2.3588
15.4593,1.0747,2.1933
18.7633,1.0747,5.4973
19.4461,1.0747,6.1801
19.537,1.0747,6.271
14.7675,1.0747,1.5015
15.677,1.0747,2.411
19.5456,1.0747,6.2796
19.2964,1.0747,6.0304
19.7045,1.0747,6.4385
19.3381,1.0747,6.0721
19.7733,1.0747,6.5073
20.5532,1.0747,7.2872
20.0314,1.0747,6.7654
15.4488,1.0746,2.1828
19.4845,1.0746,6.2185
19.5558,1.0746,6.2898
19.6656,1.0746,6.3996
19.5564,1.0746,6.2904
19.8276,1.0746,6.5616
20.2365,1.0746,6.9705
19.7795,1.0746,6.5135
18.6447,1.0745,5.3787
19.7153,1.0745,6.4493
19.9284,1.0745,6.6624
19.3728,1.0745,6.1068
18.9236,1.0745,5.6576
19.7027,1.0745,6.4367
20.419,1.0745,7.153
19.8279,1.0745,6.5619
19.821,1.0745,6.555
19.7388,1.0745,6.4728
16.1187,1.0745,2.8527
15.5864,1.0744,2.3204
19.429,1.0744,6.163
