logT_1_zahb,logrho_1_zahb,logT_3_zahb,logrho_3_zahb,logT_10_zahb,logrho_10_zahb,logT_30_zahb,logrho_30_zahb,logT_1_heignite,logrho_1_heignite,logT_3_heignite,logrho_3_heignite,M_zams,logT_zams,logrho_zams,M_zahb,logT_zahb,logrho_zahb
7.191383184,1.178914368,7.1568383,0.83193483,7.058705858,-0.540207284,7.204818729,-0.966980472,7.19930069,-0.360049229,7.220527274,0.818783342,,,,,,
7.192382165,1.182120536,7.159063907,0.83931963,7.062274228,-0.529327853,7.209658733,-0.954016261,7.200240703,-0.357178876,7.222035067,0.823592652,,,,,,
7.193380982,1.185325297,7.161284552,0.846674117,7.065888449,-0.518333318,7.214318017,-0.941392052,7.201180421,-0.354308985,7.223541416,0.828399269,,,,,,
7.19437963,1.188528638,7.163500202,0.853996921,7.069548711,-0.507218153,7.217529426,-0.932687744,7.20211984,-0.351439551,7.22579679,0.835574113,,,,,,
7.19568081,1.192695205,7.165710828,0.861288007,7.073204448,-0.496138443,7.220816876,-0.923903342,7.203058958,-0.348570568,7.228051637,0.842803462,,,,,,
7.197285144,1.197838041,7.167916394,0.868551086,7.07685565,-0.485093134,7.223720786,-0.915994245,7.20399777,-0.345702029,7.229552081,0.847598674,,,,,,
7.198488599,1.20170179,7.170116861,0.875785523,7.082430747,-0.46842448,7.224976848,-0.912598669,7.205404766,-0.341413113,7.23105102,0.852390663,,,,,,
7.199290412,1.204270519,7.172312193,0.88299235,7.088074672,-0.451268864,7.225814461,-0.910342926,7.206812348,-0.33709886,7.232548446,0.857179821,,,,,,
7.200492391,1.208113112,7.174502343,0.890172378,7.09182417,-0.440003489,7.227071249,-0.906971141,7.207749913,-0.334232044,7.234044351,0.861966252,,,,,,
7.201646003,1.211815031,7.176687273,0.897324043,7.095634469,-0.428576407,7.228750406,-0.902448162,7.208687161,-0.331365647,7.235538728,0.866749218,,,,,,
7.20234906,1.214065831,7.178866939,0.904447739,7.099505679,-0.416978882,7.230544393,-0.897620326,7.209624088,-0.328499662,7.237031573,0.871528868,,,,,,
7.203403066,1.217433987,7.181041298,0.911544174,7.103371198,-0.405413393,7.231977766,-0.893741486,7.210560692,-0.325634087,7.238522881,0.876305393,,,,,,
7.204407461,1.220654443,7.183210308,0.918614441,7.107230915,-0.393878865,7.232933715,-0.891165876,7.211496971,-0.322768916,7.240384288,0.882258491,,,,,,
7.205009743,1.222581573,7.185373923,0.925657926,7.110654079,-0.383637339,7.234304618,-0.887486095,7.212900142,-0.31848495,7.242615457,0.889413088,,,,,,
7.205712235,1.224828001,7.187532097,0.932675414,7.113639586,-0.374732306,7.236094068,-0.88266373,7.214303836,-0.314175628,7.244843147,0.896562774,,,,,,
7.206515037,1.227396065,7.189147624,0.937936163,7.116621485,-0.365844286,7.237439284,-0.87902314,7.215238796,-0.311312037,7.246512379,0.901938069,,,,,,
7.207518132,1.230601269,7.190222597,0.941425413,7.119599765,-0.35697281,7.238336455,-0.876605058,7.216173422,-0.308448831,7.247623619,0.905508967,,,,,,
7.208421199,1.233493275,7.191831977,0.946633156,7.124054093,-0.343812731,7.239682759,-0.872991239,7.217107712,-0.305586007,7.249288105,0.910846859,,,,,,
7.209022955,1.235417342,7.193973551,0.953574274,7.128512865,-0.330449343,7.241185912,-0.868927931,7.218041664,-0.302723563,7.250952109,0.916213292,,,,,,
7.209825003,1.237979105,7.196109498,0.96049059,7.13147672,-0.321640101,7.24239336,-0.865672725,7.218975278,-0.299861497,7.252059872,0.919777716,,,,,,
7.210827565,1.241183835,7.19823977,0.967382883,7.134534411,-0.312560676,7.243602362,-0.86241308,7.219908551,-0.296999804,7.253166767,0.923341022,,,,,,
7.211829892,1.244387248,7.200364318,0.974251929,7.137686173,-0.303201406,7.244812936,-0.859148945,7.220841484,-0.294138483,7.254272797,0.926901232,,,,,,
7.21283198,1.247589499,7.202483098,0.981095812,7.140833951,-0.293858043,7.246023191,-0.85588536,7.221774074,-0.291277532,7.255929488,0.932220113,,,,,,
7.213815068,1.250730916,7.204596066,0.987915408,7.143977794,-0.284530253,7.24723313,-0.852622433,7.222706321,-0.288416947,7.25776933,0.938150651,,,,,,
7.214779127,1.253810766,7.206177374,0.993028381,7.147638877,-0.273701078,7.248142116,-0.850164042,7.223638224,-0.285556729,7.258872088,0.941711948,,,,,,
7.21622407,1.258415555,7.207229474,0.996419974,7.151818738,-0.261309333,7.248748304,-0.848529139,7.224569781,-0.282696873,7.259606564,0.944082624,,,,,,
7.217826107,1.263539688,7.208804461,1.001482314,7.155992013,-0.248942892,7.249657883,-0.846082772,7.225500992,-0.27983738,7.260707231,0.947632221,,,,,,
7.219101838,1.267613004,7.210899795,1.008231684,7.160158832,-0.236600878,7.251549441,-0.841012391,7.226431857,-0.276978248,7.26217385,0.952374996,,,,,,
7.221013387,1.273696891,7.212989202,1.014959226,7.164319283,-0.224282391,7.253576913,-0.835514154,7.227826886,-0.272703192,7.263638909,0.957117745,,,,,,
7.223524849,1.281714288,7.215072663,1.021665791,7.167438636,-0.215000402,7.254684461,-0.832515629,7.229222365,-0.268402843,7.265102401,0.961857966,,,,,,
7.226650116,1.29165585,7.21680461,1.027249141,7.169514143,-0.208858845,7.255423147,-0.830522533,7.230151839,-0.265545141,7.266564321,0.966596893,,,,,,
7.230428937,1.303711715,7.218186966,1.031696083,7.172621308,-0.199714233,7.256658336,-0.827204969,7.231080963,-0.262687795,7.268024661,0.9713338,,,,,,
7.233216146,1.312644366,7.220254868,1.03832386,7.176762765,-0.187460701,7.258394351,-0.822519976,7.232009739,-0.259830805,7.269483415,0.976067197,,,,,,
7.235703942,1.3205518,7.222318083,1.044978577,7.180897818,-0.175226614,7.259699725,-0.81898254,7.232938165,-0.256974169,7.271304099,0.981970551,,,,,,
7.238589802,1.329768948,7.224374063,1.051563159,7.185026371,-0.163011136,7.260570453,-0.816632418,7.233866241,-0.254117887,7.273486217,0.98906631,,,,,,
7.240727628,1.336601919,7.22642533,1.058174046,7.189148297,-0.150813073,7.261877269,-0.813119349,7.234793969,-0.251261961,7.276026698,0.997324036,,,,,,
7.242416022,1.341986913,7.227789124,1.062554562,7.19326344,-0.138631265,7.263536988,-0.808635149,7.235721347,-0.248406389,7.278563566,1.005608275,,,,,,
7.243929886,1.346819796,7.229150274,1.066924666,7.197371615,-0.126464599,7.265112133,-0.804382528,7.236648376,-0.245551171,7.280733389,1.01269547,,,,,,
7.245269021,1.35109167,7.231186441,1.073438021,7.201472613,-0.114311568,7.266690386,-0.800121097,7.237575056,-0.242696309,7.283259384,1.020933382,,,,,,
7.24644829,1.354856905,7.233892914,1.082118584,7.205056646,-0.103654529,7.267876979,-0.796905063,7.238501388,-0.239841803,7.28542215,1.028019266,,,,,,
7.247467569,1.35810913,7.235916509,1.088621702,7.208122617,-0.094556471,7.268668477,-0.794767702,7.239427371,-0.236987653,7.287578779,1.035031681,,,,,,
7.248406891,1.361107724,7.237261928,1.092925945,7.212706967,-0.081048146,7.270014526,-0.791151405,7.240353006,-0.234133861,7.290091941,1.043253759,,,,,,
7.249266208,1.363850141,7.239267691,1.09931451,7.217801107,-0.065812277,7.271920716,-0.786002782,7.241278294,-0.231280426,7.2916155,1.048244157,,,,,,
7.250554054,1.367952098,7.24192924,1.107822679,7.221863894,-0.053711832,7.273354711,-0.782111832,7.242664967,-0.227013833,7.292510383,1.051167017,,,,,,
7.251806187,1.371958676,7.24458061,1.116342508,7.22541413,-0.04309717,7.274311384,-0.779527528,7.244052079,-0.222722129,7.293225886,1.053506054,,,,,,
7.25259218,1.374468284,7.248536381,1.128974449,7.227693852,-0.036266043,7.27574742,-0.775665385,7.244975983,-0.219870139,7.293762155,1.055258522,,,,,,
7.25377021,1.378222977,7.252474,1.141729479,7.229211265,-0.03173501,7.277874856,-0.769928214,7.245899544,-0.217018514,7.294565935,1.057882897,,,,,,
7.255116507,1.382528065,7.255085202,1.150141911,7.230727607,-0.027204928,7.279632992,-0.765150957,7.246822761,-0.214167256,7.295636969,1.061385674,,,,,,
7.256778337,1.38782356,7.257686507,1.158533601,7.232242887,-0.02267574,7.280806167,-0.761980529,7.247745636,-0.211316365,7.296706994,1.064886656,,,,,,
7.259501676,1.396506744,7.260923389,1.168956636,7.233757113,-0.01814739,7.281952882,-0.758880564,7.24866817,-0.208465845,7.297776003,1.068386106,,,,,,
7.26279985,1.407054572,7.26478849,1.181438946,7.235270295,-0.013620002,7.283072898,-0.755853377,7.249590363,-0.205615697,7.29884399,1.071883904,,,,,,
7.265536643,1.415842349,7.267993596,1.191825984,7.236782441,-9.09E-03,7.284754457,-0.75133194,7.250281937,-0.203475109,7.299910949,1.075380312,,,,,,
7.268053734,1.423889287,7.27054614,1.200074611,7.238293564,-4.57E-03,7.286443516,-0.746741408,7.250742779,-0.202050327,7.300710637,1.078005846,,,,,,
7.27046761,1.431646291,7.272454727,1.206266624,7.239803675,-4.30E-05,7.287570624,-0.743694214,7.251433733,-0.199916547,7.301243339,1.079752649,,,,,,
7.273265349,1.440581473,7.273723785,1.210373339,7.241312785,4.48E-03,7.288699546,-0.740641905,7.252354912,-0.19706753,7.30177578,1.081498785,,,,,,
7.276445254,1.450818188,7.274990438,1.214474609,7.242444369,7.88E-03,7.2898303,-0.737584433,7.253275755,-0.194218894,7.302307959,1.083244278,,,,,,
7.279132586,1.459454334,7.276254687,1.218568987,7.243198186,0.010143307,7.291160915,-0.733992997,7.254196263,-0.191370641,7.30310559,1.085857606,,,,,,
7.281679319,1.467653209,7.27814608,1.224677691,7.244328058,0.01352711,7.292693556,-0.729848096,7.255116438,-0.188522774,7.30416837,1.089345183,,,,,,
7.284106998,1.47546796,7.280660164,1.232828424,7.245834245,0.018049016,7.294229647,-0.725693477,7.25603628,-0.185675296,7.304964906,1.091963117,,,,,,
7.287083211,1.485035888,7.282539911,1.23894533,7.246963667,0.021448025,7.295769231,-0.721529024,7.257414815,-0.181417599,7.305495502,1.093705334,,,,,,
7.290949471,1.497491299,7.283789784,1.243002147,7.247716055,0.023708415,7.29731235,-0.717354616,7.258793821,-0.177135063,7.306290754,1.096313805,,,,,,
7.294192665,1.508029041,7.285037264,1.247053361,7.248842506,0.027086782,7.298859049,-0.71317013,7.259712344,-0.174289162,7.307350345,1.099795743,,,,,,
7.29690529,1.516788257,7.286282352,1.251098511,7.250343312,0.031598773,7.300409373,-0.708975446,7.26063054,-0.171443661,7.308408862,1.103276146,,,,,,
7.29946064,1.525097449,7.287214708,1.254133666,7.251843223,0.036110045,7.301963367,-0.704770439,7.26154841,-0.168598563,7.309466302,1.106756058,,,,,,
7.300898593,1.529774049,7.287835459,1.256151861,7.253342255,0.040620611,7.303222744,-0.70135272,7.262465954,-0.165753869,7.310522661,1.11023263,,,,,,
7.302000049,1.533347274,7.288765356,1.259171557,7.254466368,0.044011084,7.304184347,-0.698750363,7.263383175,-0.162909582,7.311314359,1.1128416,,,,,,
7.303244805,1.537390926,7.290003266,1.263199468,7.255215241,0.04626581,7.305628105,-0.694860659,7.264300072,-0.160065705,7.311841726,1.114577809,,,,,,
7.304604675,1.541809228,7.290930235,1.266221643,7.255963903,0.048520359,7.307559995,-0.68963126,7.265216648,-0.157222241,7.312632129,1.117177347,,,,,,
7.305711338,1.545416361,7.291547397,1.2682313,7.256712356,0.050774778,7.309014149,-0.685676555,7.266132902,-0.15437919,7.313685229,1.120645983,,,,,,
7.30644844,1.547815655,7.292317964,1.270739219,7.257834241,0.054148184,7.309984537,-0.683049512,7.267048836,-0.151536556,7.314737238,1.124112476,,,,,,
7.307280162,1.550522879,7.293241462,1.273748391,7.259329914,0.058655976,7.31150338,-0.678958703,7.267964452,-0.148694342,7.315788154,1.127575626,,,,,,
7.30820647,1.553541104,7.294163613,1.276754392,7.26045155,0.062044237,7.313060257,-0.674722191,7.26887975,-0.145852549,7.316837977,1.13103494,,,,,,
7.309096803,1.55644432,7.295084416,1.279757257,7.261198787,0.064297575,7.314099297,-0.671908599,7.26979473,-0.14301118,7.317886705,1.134493589,,,,,,
7.309951172,1.559231225,7.296156925,1.283253888,7.262318867,0.067669384,7.31539635,-0.668404651,7.270709395,-0.140170238,7.318934336,1.137950465,,,,,,
7.310805039,1.562018065,7.297380467,1.287247973,7.263439329,0.071056903,7.316954382,-0.664184934,7.271623745,-0.137329724,7.319980867,1.14140685,,,,,,
7.311658401,1.564804805,7.298601611,1.291236653,7.264185791,0.073309699,7.318411701,-0.660233696,7.27253778,-0.134489642,7.320895757,1.144433178,,,,,,
7.312525946,1.567639307,7.299820355,1.295219814,7.264932063,0.075562379,7.319766985,-0.6565625,7.273451503,-0.131649993,7.32167921,1.147023999,,,,,,
7.313407663,1.570522021,7.301036699,1.299197705,7.265678147,0.077814908,7.321125333,-0.65288271,7.274364913,-0.128810781,7.322852928,1.150900014,,,,,,
7.31428883,1.573404705,7.302250641,1.303170426,7.266796512,0.081185464,7.322486776,-0.649194238,7.275278013,-0.125972006,7.324155966,1.155220461,,,,,,
7.315169444,1.576287386,7.303159613,1.306151572,7.268287567,0.085689747,7.323654578,-0.646024203,7.276190802,-0.123133673,7.325196979,1.158670114,,,,,,
7.31629233,1.579961132,7.303764782,1.308134262,7.269777897,0.090193457,7.324626679,-0.643390234,7.277103282,-0.120295783,7.326409961,1.162689186,,,,,,
7.317657318,1.584436703,7.304671319,1.311101925,7.271267514,0.094696641,7.326086423,-0.639453009,7.278015454,-0.117458339,7.327794536,1.167283927,,,,,,
7.318655896,1.58772008,7.305878048,1.31505882,7.272322689,0.097894901,7.327793272,-0.634816268,7.279382533,-0.113215648,7.328831908,1.170734697,,,,,,
7.319604143,1.590829157,7.306932019,1.318518098,7.27294295,0.099770862,7.329255749,-0.63085248,7.28075013,-0.108948554,7.329522723,1.173029775,,,,,,
7.320552184,1.593950214,7.307833916,1.321478179,7.273872829,0.102579086,7.330721938,-0.626878291,7.281661078,-0.106112917,7.330213046,1.17532416,,,,,,
7.321268786,1.596305921,7.308734463,1.324435595,7.275112636,0.106330466,7.332191879,-0.62289359,7.282571723,-0.103277736,7.330902879,1.177617592,,,,,,
7.322070144,1.598943059,7.309633661,1.327389857,7.276351975,0.11008147,7.333680068,-0.618859627,7.283482065,-0.100443016,7.331936482,1.181049301,,,,,,
7.323270889,1.602889529,7.310680972,1.330829936,7.277281463,0.112900009,7.335186751,-0.614774607,7.284392105,-0.097608758,7.333313203,1.185632305,,,,,,
7.324600806,1.607280773,7.311875709,1.334761961,7.277900787,0.114775228,7.33632028,-0.611689945,7.285301845,-0.094774964,7.334516358,1.189644488,,,,,,
7.325659184,1.610773991,7.31291919,1.338202742,7.278829271,0.11758241,7.337076654,-0.609639008,7.28666529,-0.090537733,7.33554633,1.193078717,,,,,,
7.326669465,1.614112444,7.313812104,1.341147715,7.28006724,0.121332468,7.338212253,-0.606570782,7.288029267,-0.086276246,7.336575202,1.196512092,,,,,,
7.327631684,1.617294113,7.314703673,1.344091348,7.281304763,0.125082194,7.34013815,-0.601368054,7.289391372,-0.082041122,7.337602976,1.199943138,,,,,,
7.328593153,1.620476187,7.315593898,1.347033237,7.28266536,0.129203279,7.341897766,-0.596568342,7.291207279,-0.076379045,7.33880053,1.203939857,,,,,,
7.329505882,1.623500445,7.316556771,1.35021764,7.284149234,0.133702215,7.343072553,-0.593381742,7.293022009,-0.070718895,7.340167488,1.208508481,,,,,,
7.330393883,1.626444206,7.317591974,1.353644285,7.285632491,0.138200789,7.344330478,-0.589972035,7.29483557,-0.065060691,7.341191656,1.211938961,,,,,,
7.331305215,1.629468441,7.318625354,1.35706684,7.287115139,0.142698938,7.345337417,-0.587231516,7.296647968,-0.059404448,7.341873683,1.214220581,,,,,,
7.332215847,1.632493171,7.319656914,1.360487079,7.288350532,0.146452984,7.346009279,-0.585408792,7.298459211,-0.053750186,7.342555228,1.216501317,,,,,,
7.33312577,1.635518432,7.320613185,1.363662442,7.289338301,0.149451292,7.347017932,-0.582681085,7.29981749,-0.049498272,7.34323629,1.218781139,,,,,,
7.333969245,1.63832639,7.32149449,1.366586635,7.290325808,0.152449453,7.348366682,-0.579021483,7.301173926,-0.045272614,7.344256762,1.222192746,,,,,,
7.334746331,1.640914726,7.322374467,1.369506378,7.291313056,0.155447452,7.349904815,-0.574855139,7.302982309,-0.039623375,7.345616002,1.226747375,,,,,,
7.335654163,1.64393928,7.323253118,1.372423253,7.292300047,0.158445302,7.351203236,-0.571316762,7.30478956,-0.033976169,7.346634396,1.230167652,,,,,,
7.336692583,1.647405246,7.324130447,1.375336854,7.293286783,0.161442995,7.352069827,-0.568964931,7.306144858,-0.029729632,7.347312585,1.232442385,,,,,,
7.337914598,1.651485437,7.325006456,1.378247318,7.294273265,0.164440539,7.353371188,-0.565447701,7.307498328,-0.025509286,7.348328756,1.235846142,,,,,,
7.339147441,1.655615914,7.325881148,1.381154552,7.295259497,0.16743794,7.355112924,-0.560719909,7.308852365,-0.021265093,7.349682279,1.24039041,,,,,,
7.340206299,1.659165322,7.326754527,1.384058883,7.296122355,0.170062608,7.356688104,-0.556436701,7.310204579,-0.017047062,7.3506964,1.243803113,,,,,,
7.341091925,1.662140591,7.327626596,1.386960188,7.296861704,0.172310483,7.358094082,-0.552619687,7.312007356,-0.011408139,7.351371747,1.246072794,,,,,,
7.341804545,1.664534973,7.328497357,1.389858729,7.297970047,0.175674282,7.359503869,-0.548792021,7.313809028,-5.77E-03,7.352046624,1.24834163,,,,,,
7.342593742,1.667188298,7.329366813,1.392754533,7.299447918,0.180169784,7.360917506,-0.544953595,7.316058574,1.25E-03,7.352721031,1.250609751,,,,,,
7.343459406,1.670103346,7.330234968,1.395647326,7.300925246,0.184665023,7.362193654,-0.541483484,7.319205063,0.011077703,7.353731547,1.254003969,,,,,,
7.344550618,1.673778628,7.331534604,1.399970864,7.301971828,0.187857778,7.363330523,-0.538396155,7.322351003,0.020955648,7.355077556,1.258534791,,,,,,
7.34586691,1.678225645,7.332831655,1.40430777,7.302587066,0.189730629,7.364469925,-0.535301748,7.324596071,0.028006856,7.356421704,1.263061828,,,,,,
7.347084206,1.682348648,7.333694639,1.407189438,7.303509459,0.192534357,7.36561188,-0.532200206,7.327284362,0.036389951,7.357764,1.267585251,,,,,,
7.348202708,1.686142299,7.334556337,1.410068635,7.304739386,0.196279891,7.367355038,-0.527492797,7.330421792,0.046250738,7.358937121,1.271543541,,,,,,
7.349230418,1.689636196,7.335416753,1.412945399,7.305968951,0.200025355,7.369122582,-0.522663553,7.333107216,0.054672512,7.359941425,1.274931826,,,,,,
7.350167515,1.692826023,7.336275891,1.4158198,7.307198158,0.203770786,7.370302914,-0.519456927,7.337125527,0.067187195,7.360944696,1.27831863,,,,,,
7.35135187,1.696859953,7.337133753,1.418691683,7.308427011,0.207516017,7.371459736,-0.516313161,7.341149073,0.079912065,7.361946937,1.281703818,,,,,,
7.352425449,1.700537051,7.338418004,1.422985142,7.309593908,0.211074509,7.372592756,-0.513234674,7.343380076,0.086934365,7.36278144,1.284526351,,,,,,
7.35314024,1.702984819,7.340126108,1.428714358,7.310698752,0.214443458,7.374295056,-0.508634437,7.346051559,0.095283481,7.363448458,1.286781272,,,,,,
7.354241001,1.706753403,7.341404035,1.433014801,7.311803319,0.217812357,7.376135394,-0.50361141,7.350498698,0.109189807,7.364115021,1.289035354,,,,,,
7.355355585,1.710594817,7.342254313,1.435871887,7.312907609,0.221181177,7.377536478,-0.499803497,7.355389292,0.124605378,7.364781128,1.291288739,,,,,,
7.356097582,1.713152141,7.343103339,1.438726438,7.313950075,0.224363137,7.378821475,-0.496306746,7.358942574,0.135837111,7.365779224,1.29466114,,,,,,
7.357009363,1.716298097,7.343951116,1.441578445,7.314930627,0.227355757,7.379988794,-0.493133747,7.361602408,0.144205663,7.367108712,1.299163484,,,,,,
7.358090389,1.720040714,7.344797647,1.444427954,7.315910968,0.230348338,7.381158922,-0.489952905,7.365582462,0.156642018,7.368436388,1.303662686,,,,,,
7.359210387,1.723928577,7.345642936,1.44727492,7.316891099,0.233340911,7.382331882,-0.486764156,7.370448141,0.172004277,7.369762258,1.308159249,,,,,,
7.36036913,1.727964503,7.346486987,1.450119175,7.317871024,0.236333501,7.384013656,-0.482214296,7.374423201,0.184559136,7.371086323,1.312652916,,,,,,
7.361295552,1.731205374,7.347329801,1.452961578,7.318850744,0.239326038,7.385664488,-0.477701332,7.377950576,0.195676485,7.372408587,1.317144309,,,,,,
7.361990486,1.73363913,7.348591561,1.457211664,7.320319192,0.243800835,7.386766879,-0.474703691,7.381473757,0.206784376,7.373399313,1.320517785,,,,,,
7.36298506,1.737125409,7.349850856,1.461476884,7.322277427,0.249786022,7.3880658,-0.471178091,7.38543064,0.219234028,7.374059097,1.322761644,,,,,,
7.364277874,1.741682466,7.350688758,1.464311101,7.323746347,0.254288928,7.389189923,-0.46810971,7.389385719,0.231742993,7.375047723,1.326119953,,,,,,
7.36518732,1.744907918,7.351525438,1.467143288,7.324724883,0.257281406,7.389940201,-0.466069189,7.392020689,0.240098432,7.376364594,1.330603843,,,,,,
7.365715096,1.746780355,7.3523609,1.469973533,7.325703229,0.260273909,7.391066918,-0.463015938,7.39377454,0.24563356,7.37767967,1.335085171,,,,,,
7.36650572,1.749587925,7.353195146,1.472801957,7.326681387,0.26326641,7.392574662,-0.458914698,7.395527372,0.251166198,7.378992953,1.339563944,,,,,,
7.367328848,1.752529061,7.354028179,1.475628159,7.32765936,0.266258916,7.39417195,-0.454573108,7.397279191,0.256696338,7.379976942,1.342927733,,,,,,
7.367921658,1.754650398,7.355275314,1.479854056,7.328637149,0.269251446,7.395438837,-0.451112197,7.399248357,0.262905926,7.380632239,1.345165238,,,,,,
7.368723769,1.757525557,7.356934122,1.485494489,7.329614758,0.272244,7.396284549,-0.448811318,7.401435306,0.269811631,7.381287088,1.347402131,,,,,,
7.369734089,1.76116637,7.35817521,1.4897292,7.330592187,0.275236573,7.397582807,-0.445294592,7.403620697,0.276713343,7.381941489,1.349638418,,,,,,
7.370512085,1.763985707,7.359001008,1.492543708,7.331569439,0.278229163,7.398901412,-0.441691082,7.405804543,0.283611029,7.382922047,1.352985427,,,,,,
7.371058943,1.765970918,7.359825605,1.495356456,7.332546517,0.2812218,7.39978171,-0.439295644,7.407551268,0.289141883,7.384228154,1.357454491,,,,,,
7.3718779,1.768949019,7.360649002,1.498167433,7.333523423,0.284214475,7.401104012,-0.435712737,7.408860102,0.293276461,7.385532466,1.361921195,,,,,,
7.372814088,1.772378402,7.361471202,1.500976687,7.334500159,0.287207213,7.402874773,-0.430893284,7.410821056,0.29944944,7.386509719,1.365275993,,,,,,
7.373595216,1.775250451,7.362292204,1.503784515,7.335354777,0.289827985,7.404736086,-0.425831024,7.413869657,0.309059487,7.387160527,1.367507594,,,,,,
7.374374709,1.778129342,7.36311201,1.506591011,7.33608711,0.292072585,7.406202177,-0.421820858,7.416483804,0.317360262,7.388135698,1.370847692,,,,,,
7.375152512,1.781015435,7.363930619,1.509395796,7.336819351,0.294317192,7.407181129,-0.419155889,7.41822387,0.322859259,7.389434609,1.375307612,,,,,,
7.376149011,1.784728177,7.364748032,1.512198942,7.3375515,0.296561826,7.408786589,-0.414811843,7.41996299,0.328355575,7.390407802,1.37865735,,,,,,
7.37736197,1.789287304,7.365564248,1.515000798,7.338649127,0.299920955,7.410470124,-0.410202484,7.421701169,0.333849197,7.391055903,1.380885703,,,,,,
7.37828662,1.792795759,7.366379268,1.517801388,7.34011289,0.304410473,7.411594564,-0.407140719,7.423221637,0.338660649,7.391703552,1.383113517,,,,,,
7.378925703,1.795229962,7.367193092,1.52060055,7.341576307,0.308900089,7.413284369,-0.402564565,7.424524047,0.342777249,7.392350747,1.385341036,,,,,,
7.379599527,1.797808883,7.368005718,1.523398255,7.343039385,0.313389919,7.414984966,-0.397907047,7.425609224,0.346211334,7.393320496,1.388675484,,,,,,
7.380307749,1.800535209,7.368817147,1.526195082,7.344136908,0.31676539,7.416120853,-0.394813353,7.426476918,0.348954009,7.394612156,1.393126554,,,,,,
7.38100301,1.803227544,7.369627376,1.528990936,7.344868201,0.31901039,7.417805511,-0.390249306,7.427344382,0.351696068,7.395579893,1.396468521,,,,,,
7.38168535,1.805885479,7.370436405,1.531785929,7.345964558,0.322370071,7.419489582,-0.385636142,7.428211617,0.354437384,7.396224354,1.398692418,,,,,,
7.382430478,1.808805378,7.37117697,1.534348416,7.347183325,0.326117745,7.420614439,-0.382571747,7.429511477,0.358536478,7.396868358,1.40091617,,,,,,
7.383237618,1.811993086,7.371849323,1.536676104,7.348157929,0.329111306,7.421742184,-0.379499295,7.43124458,0.364015062,7.397511902,1.403139656,,,,,,
7.384194883,1.815802394,7.372856208,1.540159843,7.349132397,0.332104993,7.422872842,-0.376418723,7.43276063,0.368813264,7.39847617,1.406468335,,,,,,
7.385299717,1.820252046,7.37392828,1.543887018,7.350106734,0.335098754,7.424006433,-0.37332997,7.434059271,0.372918481,7.399760488,1.410913983,,,,,,
7.386107787,1.823548629,7.374730876,1.546676474,7.351080942,0.338092592,7.42514298,-0.370232973,7.435033237,0.37600284,7.400722689,1.414253745,,,,,,
7.386623259,1.825662952,7.37553226,1.549464636,7.352055022,0.341086557,7.426145921,-0.36749619,7.435682179,0.378054239,7.401363454,1.416475993,,,,,,
7.387276447,1.828358134,7.376332428,1.552251452,7.353028978,0.344080625,7.427013693,-0.365131354,7.436330996,0.380105254,7.402003751,1.418698379,,,,,,
7.388065443,1.831647058,7.377264393,1.555498567,7.354002811,0.347074851,7.428317312,-0.361593791,7.436979688,0.38215586,7.402643579,1.420920461,,,,,,
7.388834072,1.834884559,7.378327478,1.559212062,7.354976524,0.350069291,7.430063372,-0.356834582,7.438060096,0.385563114,7.403602261,1.424247157,,,,,,
7.389582471,1.838069519,7.379388361,1.562924516,7.35595012,0.353063687,7.431816547,-0.352055534,7.439572743,0.390344866,7.40487908,1.428694677,,,,,,
7.390348945,1.841366598,7.380182607,1.565712142,7.3569236,0.356058098,7.433407249,-0.3477117,7.441084718,0.395124448,7.405835613,1.432040389,,,,,,
7.391132912,1.844779373,7.380711388,1.567567776,7.357896968,0.35905256,7.434476546,-0.344786155,7.442596024,0.399901823,7.406472587,1.434263662,,,,,,
7.392063279,1.848879337,7.381503482,1.570347521,7.358870227,0.36204706,7.435190311,-0.34284017,7.443783398,0.403661778,7.40710908,1.43648544,,,,,,
7.393135753,1.853692566,7.382557691,1.574057752,7.359843377,0.365041757,7.436262316,-0.339927705,7.444646405,0.406389666,7.407745091,1.438705737,,,,,,
7.39389806,1.857180462,7.383478297,1.57730569,7.360816422,0.368036627,7.43769707,-0.336015472,7.445509196,0.40911682,7.408698034,1.442027896,,,,,,
7.394357436,1.859300198,7.384265996,1.580087395,7.361789365,0.371031627,7.439136699,-0.332089649,7.446371771,0.411843251,7.409967147,1.446463365,,,,,,
7.394939839,1.862011473,7.385052419,1.582868695,7.362762206,0.374026774,7.44058125,-0.328150103,7.447449456,0.41524552,7.410917864,1.449793996,,,,,,
7.395642567,1.86532974,7.385837558,1.585650254,7.363734949,0.377022055,7.442030769,-0.324196702,7.448742518,0.419332453,7.411550953,1.452010115,,,,,,
7.396536462,1.86961324,7.386490863,1.587970283,7.364707597,0.380017454,7.443485306,-0.320229312,7.450035103,0.423417709,7.412499501,1.455327258,,,,,,
7.397614056,1.87490287,7.387012853,1.589824345,7.36568015,0.383013062,7.44474924,-0.316774851,7.451327212,0.427501284,7.41344725,1.458655502,,,,,,
7.398424465,1.878982946,7.387794736,1.592600614,7.366652613,0.386008916,7.445819666,-0.313854827,7.452618848,0.431583161,7.414078353,1.460869492,,,,,,
7.398976985,1.881803954,7.388963989,1.596761949,7.367624986,0.389004736,7.447428441,-0.309489284,7.453910013,0.435663338,7.414708955,1.46308272,,,,,,
