logT_1_zahb,logrho_1_zahb,logT_3_zahb,logrho_3_zahb,logT_10_zahb,logrho_10_zahb,logT_30_zahb,logrho_30_zahb,logT_1_heignite,logrho_1_heignite,logT_3_heignite,logrho_3_heignite,M_zams,logT_zams,logrho_zams,M_zahb,logT_zahb,logrho_zahb
3.657966265,-7.729601113,3.673413686,-7.656674865,3.588924453,-8.465534087,3.561038447,-9.077823629,3.479084239,-8.566946621,3.649101547,-7.848576071,1,7.132349807,1.898824371,1,8.067504332,4.319323038
3.657966684,-7.729598185,3.673414745,-7.656667453,3.58892446,-8.465534035,3.561038447,-9.077823629,3.479084239,-8.56694662,3.649101818,-7.848574168,3,7.389278324,1.637588907,3,8.051533355,4.472493877
3.657967223,-7.72959441,3.673416761,-7.656653346,3.588924483,-8.46553388,3.561038447,-9.077823628,3.479084239,-8.566946618,3.649102336,-7.848570546,10,7.512757862,1.006276483,10,8.165192478,3.468179247
3.657967927,-7.729589483,3.673420348,-7.656628243,3.588924533,-8.46553353,3.561038447,-9.077823626,3.47908424,-8.566946612,3.649103257,-7.8485641,30,7.593445853,0.585057589,30,8.271215334,2.692394767
3.657968796,-7.729583402,3.673427352,-7.656579237,3.588924601,-8.465533055,3.561038448,-9.077823619,3.479084243,-8.566946595,3.649105055,-7.848551517,,,,,,
3.657970099,-7.72957428,3.67344324,-7.656468106,3.588924686,-8.465532455,3.561038451,-9.077823598,3.479084247,-8.566946565,3.649109134,-7.848522975,,,,,,
3.657972706,-7.729556039,3.673468869,-7.656288943,3.58892479,-8.465531729,3.561038461,-9.077823532,3.479084252,-8.566946531,3.649115714,-7.848476946,,,,,,
3.657978574,-7.729514988,3.673510097,-7.656000999,3.588924962,-8.465530526,3.561038483,-9.077823377,3.479084261,-8.566946471,3.649126296,-7.84840293,,,,,,
3.657991819,-7.729422341,3.673569929,-7.655583718,3.588925202,-8.465528847,3.561038529,-9.077823055,3.479084273,-8.566946386,3.64914165,-7.848295579,,,,,,
3.658010053,-7.729294862,3.673652765,-7.655007125,3.588925591,-8.465526127,3.561038597,-9.07782258,3.47908429,-8.56694627,3.649162903,-7.848147074,,,,,,
3.65803351,-7.729130964,3.67376934,-7.654197933,3.588926314,-8.465521068,3.561038722,-9.077821703,3.479084312,-8.566946121,3.6491928,-7.847938327,,,,,,
3.658062194,-7.728930703,3.673935779,-7.653047065,3.588927388,-8.465513551,3.561038949,-9.077820115,3.479084345,-8.566945897,3.649235464,-7.847640766,,,,,,
3.658098119,-7.72868011,3.674275443,-7.650713575,3.588929289,-8.465500253,3.561039426,-9.077816772,3.479084388,-8.566945597,3.649322473,-7.847035018,,,,,,
3.658172288,-7.728163514,3.674803905,-7.647127469,3.588933132,-8.465473368,3.561040504,-9.077809229,3.479084455,-8.566945143,3.649457589,-7.84609766,,,,,,
3.658311952,-7.72719373,3.675552074,-7.642134194,3.588938836,-8.46543348,3.561042894,-9.077792507,3.479084544,-8.566944534,3.649648504,-7.844779484,,,,,,
3.658527046,-7.725707776,3.6771399,-7.631835284,3.588945449,-8.465387239,3.561045841,-9.077771887,3.479084678,-8.566943611,3.650052581,-7.84201231,,,,,,
3.658871142,-7.723349021,3.681079122,-7.607896895,3.588953551,-8.465330604,3.561050336,-9.077740447,3.479084858,-8.566942376,3.651048944,-7.835319011,,,,,,
3.659380391,-7.719900295,3.68550039,-7.58379185,3.588963473,-8.465261269,3.561057473,-9.077690529,3.479085129,-8.566940519,3.65329661,-7.820867749,,,,,,
3.659968064,-7.715982303,3.688613101,-7.568067442,3.58897836,-8.465157297,3.5610664,-9.077628112,3.479085491,-8.566938039,3.655853003,-7.805546912,,,,,,
3.660861297,-7.710137551,3.693325868,-7.545970412,3.588997812,-8.465021531,3.561080032,-9.077532843,3.47908603,-8.566934345,3.659190588,-7.786767201,,,,,,
3.662067057,-7.702474957,3.698592559,-7.523792844,3.58902253,-8.464849156,3.561103047,-9.077372105,3.479086746,-8.566929438,3.662811003,-7.768053623,,,,,,
3.663894893,-7.691268486,3.702737352,-7.507770281,3.58906238,-8.464571598,3.561146198,-9.077071103,3.4790878,-8.566922216,3.665997342,-7.752568589,,,,,,
3.666367946,-7.676906288,3.707310733,-7.491478586,3.58911232,-8.464224412,3.561203344,-9.076673322,3.479089191,-8.566912677,3.669211499,-7.737877053,,,,,,
3.670093772,-7.656627729,3.712358541,-7.47510148,3.58917984,-8.463756015,3.561291301,-9.076062593,3.47909121,-8.566898843,3.672073241,-7.725417566,,,,,,
3.675104431,-7.631769983,3.720112195,-7.452575573,3.589272253,-8.463117026,3.561470858,-9.074821938,3.479093855,-8.566880712,3.676074894,-7.708895137,,,,,,
3.678884737,-7.614530061,3.728478156,-7.432322841,3.589379874,-8.462375794,3.561812209,-9.072486035,3.479097623,-8.566854888,3.681027148,-7.689767587,,,,,,
3.681411201,-7.603584956,3.734355919,-7.419723335,3.589562162,-8.461126635,3.562364615,-9.068769784,3.479102514,-8.566821372,3.685223554,-7.674584053,,,,,,
3.685439799,-7.586995653,3.742212419,-7.404924359,3.589785696,-8.459608392,3.563419169,-9.061867591,3.479109328,-8.566774672,3.689606903,-7.659573361,,,,,,
3.689629244,-7.570940029,3.750053105,-7.392989953,3.590117327,-8.457376312,3.564979368,-9.052162993,3.479118066,-8.566714792,3.694006375,-7.645440577,,,,,,
3.692428718,-7.560746083,3.75553612,-7.38577608,3.590678095,-8.453667596,3.567160093,-9.039414136,3.479129951,-8.566633358,3.698047001,-7.633152663,,,,,,
3.69664198,-7.546166495,3.760317406,-7.380441321,3.591530231,-8.448174233,3.569563323,-9.026506128,3.47914498,-8.566530385,3.703985014,-7.616370194,,,,,,
3.702342936,-7.52800276,3.764205557,-7.376623757,3.593114958,-8.438372365,3.571444329,-9.017053343,3.479164952,-8.566393561,3.7110301,-7.598516061,,,,,,
3.708091651,-7.511332886,3.768299198,-7.373149092,3.594746776,-8.428927996,3.574257802,-9.003746454,3.479189864,-8.56622292,3.717129982,-7.584777224,,,,,,
3.712464794,-7.499767488,3.772632781,-7.370048,3.596639017,-8.418476166,3.57727365,-8.990867043,3.479222405,-8.566000073,3.724354553,-7.570150888,,,,,,
3.715413442,-7.492404913,3.777904965,-7.366982703,3.599588534,-8.403451175,3.578956322,-8.984087633,3.479262567,-8.565725103,3.732233978,-7.556751291,,,,,,
3.719894912,-7.481862557,3.784405795,-7.364302829,3.603362275,-8.38593441,3.581276517,-8.975142979,3.479314732,-8.565368086,3.74028815,-7.544847367,,,,,,
3.726080948,-7.468787674,3.79160536,-7.362529305,3.607922565,-8.366932657,3.585133055,-8.961429228,3.479378876,-8.564929232,3.748851175,-7.534935829,,,,,,
3.733023542,-7.455799021,3.799680294,-7.361839545,3.611425256,-8.353672018,3.588557324,-8.950364545,3.479462926,-8.564354563,3.754891564,-7.529145136,,,,,,
3.74089037,-7.443189879,3.807649043,-7.362355408,3.614083945,-8.344128569,3.591820168,-8.940427344,3.479566814,-8.563644644,3.76078809,-7.524512899,,,,,,
3.749287122,-7.432032584,3.815081708,-7.363579691,3.617201148,-8.333528739,3.594952513,-8.931559327,3.479703766,-8.562709777,3.767446876,-7.520466557,,,,,,
3.756157983,-7.424797083,3.823175395,-7.365598712,3.621519382,-8.319672069,3.597726901,-8.924033516,3.479873607,-8.561551484,3.775133124,-7.517296515,,,,,,
3.760972698,-7.42045869,3.831808374,-7.368301031,3.626674139,-8.304339392,3.600661303,-8.916457892,3.480092733,-8.560059654,3.781430884,-7.51589601,,,,,,
3.768524096,-7.414861182,3.840725265,-7.371439947,3.631132987,-8.291913314,3.603931324,-8.908321842,3.480360743,-8.558237907,3.785579652,-7.515330668,,,,,,
3.777267304,-7.410965044,3.849599532,-7.374691697,3.634746503,-8.282340716,3.608700567,-8.896979427,3.480724689,-8.555771422,3.790010943,-7.515107063,,,,,,
3.783599818,-7.40908357,3.858141183,-7.377763197,3.638975798,-8.271599263,3.61272153,-8.887777808,3.481183348,-8.552671826,3.794765947,-7.515267691,,,,,,
3.790597471,-7.408036132,3.866163658,-7.380458824,3.643994753,-8.259468793,3.615495686,-8.881575922,3.481813438,-8.548436765,3.800457179,-7.515927259,,,,,,
3.798419434,-7.407984467,3.873837825,-7.382764317,3.648630324,-8.248743116,3.6197286,-8.872306283,3.482611555,-8.543101757,3.807343744,-7.517374256,,,,,,
3.807235038,-7.40910539,3.881081052,-7.384596783,3.652481397,-8.240128409,3.625217979,-8.86050946,3.483599228,-8.536560177,3.814878203,-7.519577136,,,,,,
3.814652458,-7.410879531,3.886047372,-7.385583031,3.656152476,-8.232130899,3.629260232,-8.851955676,3.484771716,-8.52887211,3.822987609,-7.522473205,,,,,,
3.819819129,-7.412346629,3.889205881,-7.386128734,3.660232585,-8.223450272,3.633639911,-8.842863394,3.486227219,-8.519471612,3.82954773,-7.525094174,,,,,,
3.824286958,-7.413774837,3.893728205,-7.386790277,3.665851218,-8.21183348,3.637897781,-8.834094893,3.487958607,-8.508485476,3.834208238,-7.527022642,,,,,,
3.827915928,-7.415001885,3.899267497,-7.387267859,3.672869835,-8.197765051,3.641312459,-8.827183254,3.490072232,-8.495408213,3.838863163,-7.528985307,,,,,,
3.833410507,-7.416940054,3.904371436,-7.387409682,3.679418041,-8.185091079,3.646524888,-8.816811095,3.492285143,-8.482110284,3.843465032,-7.53093436,,,,,,
3.844055852,-7.420873063,3.911435318,-7.387224917,3.685646291,-8.173476168,3.652098968,-8.805969225,3.494638718,-8.468453904,3.849093317,-7.533301779,,,,,,
3.854007834,-7.424427817,3.91815446,-7.386211914,3.690986569,-8.163933309,3.657347352,-8.796078446,3.496604128,-8.457453178,3.855561103,-7.535933024,,,,,,
3.860293966,-7.426557661,3.922964748,-7.385158655,3.695571453,-8.156109702,3.663507327,-8.784924431,3.498439209,-8.447500794,3.863019459,-7.538812188,,,,,,
3.86668351,-7.428552785,3.928522828,-7.383566046,3.701486379,-8.146623343,3.671035111,-8.772050649,3.500406805,-8.437224031,3.871057524,-7.541573807,,,,,,
3.87305081,-7.430299572,3.934211869,-7.381314128,3.708981541,-8.135973286,3.677384325,-8.761953425,3.502253864,-8.427904295,3.876951231,-7.543300898,,,,,,
3.88027173,-7.431981118,3.938222098,-7.379352224,3.715247119,-8.128430728,3.682482094,-8.754291591,3.504684609,-8.416178822,3.881171287,-7.544405036,,,,,,
3.886037054,-7.432917821,3.942614929,-7.377005883,3.720712711,-8.122654529,3.688793606,-8.745504443,3.506913284,-8.405972516,3.887119435,-7.545771744,,,,,,
3.889671401,-7.433390679,3.94793685,-7.373543714,3.727263168,-8.11698059,3.69437829,-8.738497542,3.509397233,-8.39513441,3.893554125,-7.546773622,,,,,,
3.895373738,-7.433948664,3.95280255,-7.369863788,3.733568087,-8.11269858,3.699174936,-8.733007075,3.512709355,-8.38167083,3.898843999,-7.547298018,,,,,,
3.902486089,-7.434027769,3.95898828,-7.364621469,3.739606481,-8.109519971,3.705055702,-8.727119144,3.516488417,-8.367599125,3.903908318,-7.547509307,,,,,,
3.907509371,-7.433655228,3.966156656,-7.357225084,3.745129093,-8.107449842,3.710437859,-8.72272507,3.520824528,-8.353075081,3.910822304,-7.547400035,,,,,,
3.912650209,-7.433071172,3.971674519,-7.350495128,3.749894162,-8.106163951,3.713682184,-8.720456854,3.524508095,-8.342140191,3.917689865,-7.546457442,,,,,,
3.917289027,-7.43207764,3.976130006,-7.344599705,3.757209589,-8.104986793,3.717192585,-8.718260006,3.528199019,-8.332058893,3.924548224,-7.545004448,,,,,,
3.921983446,-7.430905772,3.981066546,-7.337449814,3.765988111,-8.105323099,3.720967896,-8.716404013,3.533475417,-8.319542246,3.932061057,-7.54242707,,,,,,
3.926405386,-7.429320925,3.985227763,-7.330712782,3.773005454,-8.106374498,3.723352101,-8.715407718,3.538975256,-8.308544034,3.93716018,-7.539982509,,,,,,
3.931237199,-7.427413043,3.988357215,-7.325370712,3.77887089,-8.107911599,3.725258027,-8.714717558,3.543873286,-8.300214641,3.941953037,-7.537468536,,,,,,
3.936090686,-7.424868053,3.992661404,-7.317694496,3.782903668,-8.109184275,3.727156586,-8.714116356,3.550634936,-8.290322873,3.947520707,-7.533818905,,,,,,
3.940755905,-7.422171515,3.997139926,-7.308795419,3.789255729,-8.111541784,3.729806734,-8.713419572,3.558178934,-8.28206141,3.952269014,-7.530186032,,,,,,
3.947064659,-7.417792499,4.000372209,-7.301986981,3.796604903,-8.115034066,3.73260931,-8.712905612,3.563703289,-8.276947943,3.956349935,-7.526659021,,,,,,
3.95227117,-7.413346633,4.004149043,-7.293760141,3.801884727,-8.117799341,3.734885777,-8.712609564,3.570779447,-8.271586203,3.960435631,-7.522780832,,,,,,
3.95600353,-7.409858661,4.009291355,-7.281704988,3.807493228,-8.12099032,3.737198109,-8.712426817,3.578304477,-8.267343649,3.965117418,-7.517841049,,,,,,
3.960804225,-7.405005539,4.014682788,-7.267922787,3.813370522,-8.124553372,3.739607219,-8.712359222,3.58331657,-8.265157452,3.970571319,-7.511394567,,,,,,
3.967810484,-7.396916359,4.018442734,-7.257472013,3.82256012,-8.130401333,3.742122474,-8.712416596,3.588105973,-8.2633537,3.975044446,-7.50530404,,,,,,
3.973747547,-7.388615819,4.021724325,-7.248212052,3.831890404,-8.136560381,3.744290372,-8.71257538,3.593773935,-8.261745975,3.97903817,-7.499574513,,,,,,
3.977619982,-7.382770166,4.025910847,-7.235719497,3.837894308,-8.140538301,3.746045037,-8.712761103,3.597787572,-8.260832193,3.982704824,-7.493741865,,,,,,
3.982543394,-7.374934897,4.028935158,-7.226073005,3.84337922,-8.144139506,3.74785596,-8.713011721,3.601274011,-8.260138592,3.986871085,-7.486869873,,,,,,
3.987983839,-7.365108206,4.031503207,-7.217840075,3.848349065,-8.147355704,3.749726892,-8.713331271,3.606223408,-8.259286962,3.991928798,-7.477575517,,,,,,
3.992287266,-7.356651202,4.035204598,-7.205501299,3.855346928,-8.151813115,3.751708011,-8.71373354,3.612413084,-8.258387424,3.995981498,-7.469435215,,,,,,
3.995965024,-7.348971678,4.038608624,-7.193502474,3.861546471,-8.155528443,3.753810818,-8.71423119,3.617823218,-8.257674945,3.99977343,-7.461459182,,,,,,
4.00010668,-7.339868121,4.041311737,-7.183737696,3.865420203,-8.157792273,3.755994741,-8.714821076,3.6224615,-8.257077777,4.004276847,-7.451332572,,,,,,
4.003647925,-7.331396774,4.044330596,-7.172579403,3.870870458,-8.160891278,3.758266299,-8.715510345,3.627407786,-8.256432699,4.007487448,-7.443439283,,,,,,
4.007919167,-7.321009889,4.047821434,-7.159211104,3.876094531,-8.163626075,3.7606905,-8.716326624,3.633297265,-8.255632264,4.010599228,-7.435764285,,,,,,
4.011920947,-7.310162654,4.050793517,-7.147349478,3.881630896,-8.166428105,3.763286857,-8.717291492,3.638709954,-8.254829016,4.015101796,-7.423861881,,,,,,
4.015339676,-7.300761083,4.053728192,-7.135500447,3.888424585,-8.169509584,3.766009033,-8.718398352,3.642240425,-8.254267389,4.018839577,-7.413219104,,,,,,
4.018193091,-7.292308332,4.056473351,-7.123954237,3.894917881,-8.1721217,3.768870666,-8.71966256,3.646341868,-8.253579978,4.021660847,-7.40493173,,,,,,
4.020385967,-7.28577617,4.059671728,-7.110472752,3.899425322,-8.173666984,3.771888049,-8.721102565,3.650916479,-8.252721449,4.024000004,-7.39779586,,,,,,
4.022501147,-7.279193622,4.0634196,-7.093926904,3.903870037,-8.175125333,3.775080892,-8.722740825,3.656848104,-8.251514122,4.027208716,-7.387913858,,,,,,
4.025072285,-7.271147412,4.066149076,-7.08151595,3.9093266,-8.176579801,3.778473296,-8.724604982,3.662354177,-8.250180166,4.031070407,-7.375212039,,,,,,
4.029002831,-7.258269316,4.069172546,-7.067765489,3.914805016,-8.177760999,3.782094699,-8.726729106,3.666434723,-8.249130527,4.034421246,-7.363775891,,,,,,
4.033091701,-7.244116235,4.072206911,-7.053355728,3.921141075,-8.178743634,3.787167246,-8.729900278,3.674030258,-8.24700891,4.037570644,-7.352640576,,,,,,
4.035748068,-7.234429707,4.073905611,-7.045172402,3.926150607,-8.179041737,3.794299286,-8.734810635,3.682085499,-8.244416081,4.040056774,-7.3435212,,,,,,
4.038254091,-7.225319171,4.075565089,-7.037211481,3.92950985,-8.179121824,3.802543258,-8.741026774,3.688313857,-8.242329707,4.042937304,-7.332891692,,,,,,
4.041323448,-7.213636277,4.078545592,-7.022760919,3.934246615,-8.179078155,3.812155894,-8.748910133,3.694345987,-8.240316864,4.045843025,-7.321596681,,,,,,
4.043635404,-7.204575692,4.082120086,-7.00488288,3.939933896,-8.178473722,3.826570351,-8.761661224,3.699258064,-8.23877009,4.047981901,-7.313165595,,,,,,
4.046371772,-7.193789704,4.084943184,-6.990410524,3.944950158,-8.177512241,3.843920496,-8.777909068,3.704496534,-8.237269101,4.049829505,-7.305727037,,,,,,
4.049303728,-7.181695311,4.087476584,-6.977383512,3.950899808,-8.175999204,3.858516977,-8.791929244,3.711292339,-8.235760092,4.052223652,-7.296044949,,,,,,
4.051766461,-7.171372982,4.089669424,-6.965844431,3.95770863,-8.173335745,3.870411554,-8.803455833,3.717602375,-8.234918381,4.054489962,-7.286485668,,,,,,
4.054089804,-7.161400459,4.09168944,-6.955233962,3.96338078,-8.170329281,3.881596289,-8.814454267,3.723175796,-8.234581446,4.056696214,-7.277201977,,,,,,
4.056957398,-7.148977106,4.093620049,-6.944894342,3.968247138,-8.167300562,3.891795693,-8.82449596,3.729367125,-8.234718202,4.059497887,-7.265051313,,,,,,
4.059854858,-7.135906986,4.095871526,-6.932899408,3.972929447,-8.163870761,3.900543117,-8.833208216,3.734514798,-8.235289619,4.062503482,-7.251780656,,,,,,
4.062253642,-7.124956929,4.098728283,-6.917365538,3.977722602,-8.159884476,3.908220091,-8.840920592,3.738099225,-8.235851053,4.065952052,-7.236184629,,,,,,
4.064638858,-7.113859695,4.10110928,-6.904223921,3.981744199,-8.155980247,3.917383888,-8.850397655,3.74399579,-8.237058635,4.068594503,-7.22378086,,,,,,
4.067673353,-7.099615298,4.103398338,-6.891584628,3.985985595,-8.151653625,3.927015607,-8.860269197,3.75083059,-8.239165821,4.07031377,-7.215690415,,,,,,
4.071322539,-7.081939147,4.106205285,-6.875939797,3.990074453,-8.146801893,3.935145535,-8.868637156,3.75447124,-8.240467459,4.073091023,-7.202626467,,,,,,
4.074844119,-7.06446317,4.108277115,-6.864123543,3.994674087,-8.141145439,3.945913944,-8.880146316,3.756978952,-8.241425538,4.075938146,-7.188650641,,,,,,
4.077768558,-7.049589948,4.109587489,-6.856705379,3.999197989,-8.134659567,3.956865072,-8.891112197,3.761066567,-8.243087702,4.078069393,-7.178166774,,,,,,
4.080666072,-7.034779503,4.111004587,-6.848634732,4.003997472,-8.12756126,3.963909304,-8.897895362,3.767100722,-8.245846847,4.079885559,-7.169073409,,,,,,
4.083045422,-7.022235311,4.113348188,-6.835369717,4.008394947,-8.120082402,3.968650793,-8.902413152,3.773568808,-8.249086652,4.08165099,-7.16023259,,,,,,
4.085665869,-7.008582524,4.115947864,-6.820282001,4.011316527,-8.114947756,3.975705963,-8.909112609,3.780403183,-8.252744827,4.084042156,-7.148127901,,,,,,
4.089623525,-6.987463094,4.11794803,-6.80867937,4.015045725,-8.108166684,3.984401033,-8.916651619,3.787689996,-8.256809468,4.08665275,-7.134685151,,,,,,
4.093233135,-6.967615708,4.119635304,-6.79881977,4.018315969,-8.10167881,3.99050736,-8.92153454,3.795234901,-8.26109474,4.089157783,-7.121633374,,,,,,
4.095640737,-6.954207598,4.121979295,-6.78525148,4.021162195,-8.095975311,3.994700363,-8.924757714,3.802714271,-8.265324554,4.092073988,-7.106350912,,,,,,
4.098018336,-6.941026491,4.12487286,-6.768176581,4.024576819,-8.088766575,4.000297541,-8.928866201,3.809957147,-8.26932857,4.094643556,-7.092527383,,,,,,
4.100218552,-6.928542156,4.127434651,-6.753018129,4.027984585,-8.081282544,4.005783709,-8.932622606,3.816887112,-8.273022759,4.096953813,-7.080155524,,,,,,
4.10255793,-6.915390399,4.129886442,-6.738448888,4.031376892,-8.073527329,4.011523368,-8.936315043,3.823451462,-8.276353099,4.09951069,-7.066243987,,,,,,
4.104897999,-6.901898075,4.131853961,-6.726664143,4.035073387,-8.064810047,4.018075581,-8.940326889,3.832534512,-8.280712458,4.10241052,-7.050436892,,,,,,
4.106648909,-6.891824934,4.134158023,-6.713004547,4.038223593,-8.056995505,4.022457499,-8.942891023,3.843316881,-8.285166285,4.105208613,-7.034859136,,,,,,
4.109224552,-6.87704397,4.136525872,-6.698709863,4.040548344,-8.051148586,4.0256246,-8.944667096,3.850526936,-8.287597348,4.107367489,-7.02280094,,,,,,
4.112482389,-6.858019616,4.138288092,-6.688113982,4.043209083,-8.044349658,4.029888525,-8.946971992,3.854993808,-8.288952491,4.109345479,-7.01170366,,,,,,
4.114835414,-6.844036622,4.13982583,-6.678834523,4.046170265,-8.036575511,4.034571661,-8.94953204,3.861552685,-8.290719951,4.111254221,-7.000940205,,,,,,
4.116611621,-6.833563732,4.141834201,-6.666809962,4.048701004,-8.029766397,4.039653795,-8.952182616,3.869392422,-8.29215465,4.114156475,-6.98468206,,,,,,
4.119086938,-6.818944825,4.14376242,-6.655075421,4.050928425,-8.023709538,4.04689444,-8.95596525,3.880207452,-8.293368226,4.117856891,-6.963530634,,,,,,
4.122554556,-6.798363444,4.145652769,-6.64371826,4.053736377,-8.015993633,4.053406602,-8.959590475,3.889332073,-8.292668345,4.120368557,-6.948925507,,,,,,
4.126140637,-6.776722452,4.148083623,-6.628994809,4.056387336,-8.008498179,4.057983548,-8.962077825,3.895152689,-8.291779383,4.122533207,-6.936523078,,,,,,
4.128385183,-6.763007501,4.150722529,-6.613041897,4.058420745,-8.002715695,4.062645549,-8.964664862,3.900621849,-8.290462484,4.125223753,-6.920928136,,,,,,
4.130047045,-6.752979026,4.153791538,-6.594469391,4.060679185,-7.996244355,4.067381617,-8.967335484,3.9057918,-8.288750363,4.127581284,-6.907182297,,,,,,
4.132153239,-6.740203515,4.156177565,-6.579860466,4.063661113,-7.987624826,4.072432646,-8.970245613,3.913187146,-8.285741328,4.129648798,-6.895123879,,,,,,
4.134670817,-6.724927974,4.157740815,-6.570370829,4.066689034,-7.978694473,4.077837566,-8.973433686,3.921956796,-8.280416142,4.132511696,-6.87854186,,,,,,
4.137270105,-6.70902646,4.160282879,-6.555104563,4.068647094,-7.972857674,4.082675079,-8.976386291,3.930076067,-8.273967761,4.135233823,-6.862440871,,,,,,
4.140073458,-6.691949394,4.16292546,-6.538950052,4.070613619,-7.967034318,4.08672695,-8.97888113,3.935725411,-8.268254211,4.137271637,-6.850495114,,,,,,
4.142380641,-6.677677459,4.16491846,-6.526885761,4.073532061,-7.958315386,4.090968014,-8.981534638,3.939465294,-8.264169842,4.139345161,-6.838295003,,,,,,
4.144374958,-6.665501143,4.16663034,-6.516481036,4.076590757,-7.949088432,4.095397839,-8.984348561,3.944935859,-8.257765765,4.141621606,-6.824941762,,,,,,
4.147361396,-6.647264802,4.168302875,-6.506395108,4.079806017,-7.939381716,4.100923096,-8.987892388,3.949949857,-8.250642149,4.143866226,-6.811683897,,,,,,
4.149840776,-6.631863245,4.170584543,-6.492652004,4.082837218,-7.930152102,4.107687237,-8.992323511,3.953291014,-8.245627213,4.146889538,-6.794068795,,,,,,
4.151484938,-6.621760929,4.173098224,-6.477484819,4.085728085,-7.921389811,4.114687,-8.99696712,3.958214968,-8.23785526,4.150054001,-6.775279967,,,,,,
4.154037144,-6.606201115,4.175530669,-6.462840541,4.08859897,-7.912658193,4.121805888,-9.001721816,3.964372397,-8.226712099,4.152583479,-6.760404496,,,,,,
4.156856676,-6.58878188,4.178385061,-6.445778434,4.091162228,-7.904892973,4.131888579,-9.008439259,3.970313984,-8.214735027,4.154743004,-6.747638827,,,,,,
4.159178257,-6.574510205,4.180926618,-6.430458808,4.093395103,-7.898135171,4.14427245,-9.016500867,3.97455318,-8.205163163,4.157127832,-6.733713477,,,,,,
4.161041704,-6.563018675,4.18322503,-6.416791432,4.095814879,-7.89087168,4.1529354,-9.021854796,3.977314942,-8.198730355,4.159343397,-6.720607691,,,,,,
4.163221264,-6.549742506,4.185789719,-6.401507295,4.099060829,-7.881173134,4.158642017,-9.025286347,3.981327347,-8.18912799,4.161510138,-6.707991342,,,,,,
4.166307906,-6.53088388,4.188719363,-6.38421433,4.102125344,-7.872049281,4.167365523,-9.030402846,3.986277112,-8.176176239,4.164292326,-6.691711755,,,,,,
4.168994036,-6.514362706,4.191573744,-6.367282357,4.105051767,-7.863444538,4.175249242,-9.034434785,3.990851244,-8.163403925,4.1670845,-6.675428714,,,,,,
4.171069674,-6.501691858,4.193790561,-6.354227109,4.108664018,-7.85294093,4.180158089,-9.036857514,3.995107549,-8.150826159,4.169347883,-6.662189093,,,,,,
4.173078507,-6.489451541,4.195833118,-6.342252961,4.112625046,-7.841584059,4.185128065,-9.039205876,3.999091517,-8.138453201,4.171331453,-6.650702184,,,,,,
4.175995199,-6.471890787,4.197814768,-6.330676529,4.115943375,-7.832210886,4.190155214,-9.041467427,4.002839538,-8.12629107,4.174131927,-6.634583569,,,,,,
4.178749341,-6.455049596,4.20084317,-6.313235828,4.118650505,-7.824694411,4.19517272,-9.043641823,4.008141809,-8.108722763,4.176696739,-6.619699363,,,,,,
4.180532454,-6.444275096,4.204744453,-6.290692041,4.122075779,-7.815354646,4.200216242,-9.045765617,4.012947918,-8.091087707,4.178464168,-6.609536735,,,,,,
4.182700336,-6.431262847,4.207417569,-6.275215373,4.12551946,-7.806133228,4.206090926,-9.04822255,4.015239799,-8.082512184,4.180642561,-6.597113602,,,,,,
4.185202964,-6.416226413,4.209730156,-6.262094683,4.128330317,-7.798763564,4.21282742,-9.051076416,4.016733,-8.076896266,4.183388504,-6.581468744,,,,,,
4.187613686,-6.401794966,4.212624965,-6.24566601,4.131168165,-7.791465384,4.219393727,-9.053969397,4.018923507,-8.068617173,4.186143937,-6.565822348,,,,,,
4.189939763,-6.387922268,4.215178295,-6.231239333,4.134057903,-7.784185569,4.225866558,-9.056973888,4.02172917,-8.057678156,4.188525992,-6.552340393,,,,,,
4.193086684,-6.369391912,4.21742918,-6.218618713,4.138124405,-7.774208379,4.232884561,-9.060448822,4.025771415,-8.041803951,4.191164462,-6.537584845,,,,,,
4.196984643,-6.346404878,4.220561257,-6.201304662,4.142442809,-7.763964313,4.23864505,-9.063547843,4.029545033,-8.025991598,4.193997527,-6.521728407,,,,,,
4.199938346,-6.328965308,4.223566094,-6.184579787,4.146712967,-7.754184818,4.242544653,-9.065720264,4.031974805,-8.01578069,4.196542849,-6.507601495,,,,,,
4.202020259,-6.3168239,4.225825507,-6.172196691,4.151682687,-7.743263692,4.247354671,-9.068495079,4.035556093,-8.000698199,4.198794845,-6.495145643,,,,,,
4.204546244,-6.302226792,4.228136405,-6.159584624,4.156798731,-7.732519835,4.253136856,-9.071995741,4.040092244,-7.980812046,4.200785838,-6.484215248,,,,,,
4.206971438,-6.288166878,4.230685159,-6.145812175,4.162049415,-7.722021765,4.259009975,-9.0757054,4.044384137,-7.96156438,4.203776793,-6.468022654,,,,,,
4.208859428,-6.277320323,4.233213395,-6.132181691,4.166151626,-7.71418901,4.264937217,-9.079587925,4.047446725,-7.947413767,4.207660698,-6.447027026,,,,,,
4.210699361,-6.266795256,4.236633431,-6.114105073,4.169493235,-7.708013368,4.272717431,-9.084847009,4.049437726,-7.938236541,4.21050162,-6.431699995,,,,,,
4.212941494,-6.254078499,4.240246774,-6.094919212,4.174275542,-7.699481671,4.284931957,-9.093418263,4.052353094,-7.924829378,4.213367821,-6.416582807,,,,,,
