M_1_zahb,L_1_zahb,M_3_zahb,L_3_zahb,M_10_zahb,L_10_zahb,M_30_zahb,L_30_zahb
0.853057907,40.59165395,2.99844893,109.545358,9.988446952,9612.388013,27.02122966,370022.3816
0.853057893,40.59165389,2.998448873,109.5453579,9.988438744,9612.387994,27.02068094,370022.3683
0.853057879,40.59165383,2.998448832,109.5453578,9.98843464,9612.387984,27.02013222,370022.3534
0.85305786,40.59165374,2.998448791,109.5453577,9.988430536,9612.387974,27.01958351,370022.3355
0.853057848,40.59165369,2.998448735,109.5453576,9.988422328,9612.387955,27.01903479,370022.3168
0.85305782,40.59165359,2.998448671,109.5453576,9.988417317,9612.387943,27.01845933,370022.2936
0.853057807,40.59165354,2.998448626,109.5453575,9.988407295,9612.387919,27.01788387,370022.2704
0.853057783,40.59165345,2.998448558,109.5453574,9.988396469,9612.387894,27.01730842,370022.2434
0.853057773,40.59165342,2.998448513,109.5453573,9.988384839,9612.387868,27.01673296,370022.2168
0.853057756,40.59165337,2.99844842,109.5453572,9.988379024,9612.387854,27.0161575,370022.1864
0.853057745,40.59165333,2.998448338,109.5453571,9.988366634,9612.387826,27.01558204,370022.1565
0.853057721,40.59165326,2.998448284,109.5453571,9.988354244,9612.387798,27.01500659,370022.1229
0.853057689,40.59165317,2.99844818,109.545357,9.988339258,9612.387764,27.01443113,370022.0897
0.853057658,40.59165309,2.998448114,109.5453569,9.988319083,9612.387719,27.01350375,370022.0284
0.853057645,40.59165305,2.99844808,109.5453569,9.988307841,9612.387695,27.01257638,370021.9695
0.853057614,40.59165298,2.998448014,109.5453568,9.988296598,9612.38767,27.01164901,370021.9017
0.853057588,40.59165292,2.998447893,109.5453567,9.988274112,9612.387621,27.01072164,370021.8372
0.853057569,40.59165288,2.998447772,109.5453566,9.988251459,9612.387573,27.00917601,370021.7131
0.853057532,40.5916528,2.998447689,109.5453566,9.988230121,9612.387528,27.00763039,370021.6045
0.853057505,40.59165275,2.998447581,109.5453565,9.988194489,9612.387455,27.00592584,370021.4656
0.853057475,40.5916527,2.998447514,109.5453565,9.988156056,9612.387379,27.00422128,370021.3467
0.853057449,40.59165265,2.998447415,109.5453564,9.988124826,9612.38732,27.00194855,370021.1563
0.853057403,40.59165257,2.998447348,109.5453564,9.98809065,9612.387256,26.99967581,370021.0015
0.853057371,40.59165252,2.998447215,109.5453563,9.988056049,9612.387194,26.9972764,370020.8027
0.853057336,40.59165247,2.99844708,109.5453562,9.988014167,9612.387121,26.99487699,370020.6359
0.8530573,40.59165242,2.998446979,109.5453562,9.987985871,9612.387073,26.99070959,370020.2664
0.853057242,40.59165234,2.998446844,109.5453561,9.98793566,9612.386991,26.98654219,370019.9935
0.853057179,40.59165227,2.998446675,109.5453561,9.987903035,9612.38694,26.98250108,370019.6855
0.853057116,40.59165219,2.998446607,109.545356,9.987836891,9612.38684,26.97416629,370019.0569
0.853057067,40.59165214,2.998446521,109.545356,9.987795704,9612.386781,26.96714864,370018.5322
0.853056999,40.59165208,2.998446436,109.545356,9.987715829,9612.386672,26.96290927,370018.2177
0.853056965,40.59165205,2.998446231,109.5453559,9.987673165,9612.386617,26.95904054,370017.9328
0.853056883,40.59165197,2.998446095,109.5453559,9.987630088,9612.386563,26.95016006,370017.2893
0.853056778,40.59165189,2.998445958,109.5453558,9.987558262,9612.386478,26.94180714,370016.6953
0.853056698,40.59165184,2.998445856,109.5453558,9.987521858,9612.386436,26.93723501,370016.3745
0.853056647,40.5916518,2.998445617,109.5453557,9.987460514,9612.386368,26.93266288,370016.0575
0.853056564,40.59165175,2.998445409,109.5453557,9.987398003,9612.386303,26.92474958,370015.5187
0.853056516,40.59165172,2.998445202,109.5453556,9.987330202,9612.386235,26.92017745,370015.2121
0.85305642,40.59165167,2.998444994,109.5453556,9.987261198,9612.386169,26.91156075,370014.6467
0.853056363,40.59165164,2.998444854,109.5453556,9.98717333,9612.386089,26.90523011,370014.2406
0.853056302,40.59165161,2.998444574,109.5453555,9.987119481,9612.386043,26.90171309,370014.0185
0.853056184,40.59165155,2.998444398,109.5453555,9.987065006,9612.385997,26.89819607,370013.7992
0.853056061,40.5916515,2.998444223,109.5453554,9.986991298,9612.385938,26.89239298,370013.4439
0.853056,40.59165147,2.998444083,109.5453554,9.986916277,9612.385881,26.88834841,370013.2011
0.853055918,40.59165144,2.998443801,109.5453554,9.986859012,9612.385839,26.88201777,370012.8289
0.853055792,40.59165139,2.998443659,109.5453554,9.986796338,9612.385795,26.87444742,370012.3981
0.85305561,40.59165133,2.998443376,109.5453553,9.986703066,9612.385731,26.87066225,370012.1903
0.853055451,40.59165128,2.998443088,109.5453553,9.986642886,9612.385693,26.86687708,370011.9873
0.853055384,40.59165127,2.998442729,109.5453552,9.986582173,9612.385655,26.8634068,370011.8058
0.853055279,40.59165124,2.998442298,109.5453552,9.986505161,9612.385608,26.85993653,370011.6285
0.853055158,40.59165121,2.998442079,109.5453552,9.986394681,9612.385545,26.85646626,370011.4552
0.853054998,40.59165117,2.99844186,109.5453552,9.986307059,9612.385497,26.85299599,370011.2857
0.853054854,40.59165114,2.998441348,109.5453551,9.986262676,9612.385474,26.85068248,370011.1688
0.853054655,40.5916511,2.998441056,109.5453551,9.986172322,9612.385428,26.84836896,370011.0654
0.853054556,40.59165108,2.998440721,109.5453551,9.986057012,9612.385372,26.84605545,370010.951
0.85305439,40.59165105,2.998440498,109.545355,9.985949408,9612.385322,26.84374193,370010.8494
0.853054142,40.591651,2.998440164,109.545355,9.985815499,9612.385264,26.84050301,370010.6875
0.853054026,40.59165099,2.998439713,109.545355,9.985713981,9612.385222,26.83726409,370010.5494
0.853053894,40.59165097,2.998439262,109.545355,9.985585272,9612.385171,26.83402517,370010.3862
0.853053629,40.59165093,2.998438804,109.5453549,9.985478883,9612.385132,26.83078625,370010.2463
0.853053431,40.5916509,2.998438153,109.5453549,9.985370621,9612.385093,26.82477112,370009.9569
0.853053232,40.59165088,2.998437765,109.5453549,9.985288004,9612.385064,26.81875598,370009.6569
0.853053099,40.59165086,2.998437184,109.5453548,9.985160422,9612.385022,26.8154636,370009.4887
0.853052835,40.59165083,2.998436637,109.5453548,9.984999865,9612.384972,26.81217121,370009.3178
0.85305251,40.5916508,2.998435845,109.5453548,9.984881715,9612.384937,26.80460295,370008.9179
0.853052294,40.59165078,2.998435265,109.5453548,9.984728894,9612.384894,26.80081883,370008.7142
0.853052078,40.59165076,2.998434739,109.5453548,9.984540446,9612.384844,26.7970347,370008.5091
0.853051862,40.59165075,2.998434213,109.5453547,9.984346429,9612.384796,26.79270998,370008.274
0.853051429,40.59165071,2.998433688,109.5453547,9.984213811,9612.384765,26.78838526,370008.0384
0.853051213,40.5916507,2.998432557,109.5453547,9.98407649,9612.384734,26.78370015,370007.7834
0.853050997,40.59165068,2.998431427,109.5453547,9.983868115,9612.38469,26.77901504,370007.5289
0.853050672,40.59165066,2.998430923,109.5453546,9.98372424,9612.384661,26.77252796,370007.1787
0.853050348,40.59165064,2.998429977,109.5453546,9.983577817,9612.384632,26.76604088,370006.8319
0.853050024,40.59165062,2.998429031,109.5453546,9.983428848,9612.384605,26.7599142,370006.5078
0.8530497,40.59165061,2.998428241,109.5453546,9.983274955,9612.384578,26.75378751,370006.1871
0.853049115,40.59165058,2.998427451,109.5453546,9.98299958,9612.384532,26.74694004,370005.8323
0.853048507,40.59165055,2.998425972,109.5453546,9.982816537,9612.384504,26.74351631,370005.6561
0.85304816,40.59165054,2.998425159,109.5453545,9.982543759,9612.384464,26.74009257,370005.4806
0.853047813,40.59165052,2.998424198,109.5453545,9.982284929,9612.384429,26.73519914,370005.2303
0.853047292,40.5916505,2.998423286,109.5453545,9.98199568,9612.384393,26.7303057,370004.9802
0.853046945,40.59165049,2.99842207,109.5453545,9.981723082,9612.384361,26.72541227,370004.73
0.853046598,40.59165048,2.998421097,109.5453545,9.981557995,9612.384342,26.72051884,370004.4792
0.853046251,40.59165047,2.998419018,109.5453545,9.981366535,9612.384322,26.71255682,370004.0682
0.85304573,40.59165046,2.998417692,109.5453545,9.981047865,9612.38429,26.70004507,370003.4125
0.853045036,40.59165044,2.998416184,109.5453544,9.980561827,9612.384246,26.69435791,370003.1116
0.853044689,40.59165043,2.998415168,109.5453544,9.980243722,9612.384219,26.69151434,370002.9524
0.853044168,40.59165042,2.998413315,109.5453544,9.979997367,9612.3842,26.68867076,370002.8083
0.853043531,40.5916504,2.998412376,109.5453544,9.9796632,9612.384174,26.68184617,370002.3942
0.853042951,40.59165039,2.998410515,109.5453544,9.979318381,9612.38415,26.67502158,370002.0679
0.853042372,40.59165038,2.99840862,109.5453544,9.978961696,9612.384126,26.66819699,370001.6484
0.853041792,40.59165037,2.998406581,109.5453544,9.978640834,9612.384106,26.6613724,370001.3171
0.853040633,40.59165035,2.998405292,109.5453544,9.97827808,9612.384083,26.65568525,370000.9709
0.853039473,40.59165033,2.998403583,109.5453544,9.977827513,9612.384057,26.64999809,370000.686
0.853038894,40.59165032,2.998400912,109.5453544,9.977499631,9612.384039,26.64502616,370000.3852
0.853038024,40.59165031,2.998399373,109.5453544,9.977159264,9612.384021,26.64005423,370000.1309
0.853036865,40.5916503,2.998397929,109.5453544,9.976840625,9612.384005,26.63197484,369999.6134
0.853035995,40.59165029,2.998395601,109.5453543,9.976483543,9612.383988,26.62389546,369999.2179
0.853034836,40.59165027,2.998392989,109.5453543,9.976019515,9612.383966,26.61374443,369998.5424
0.853033787,40.59165026,2.998390439,109.5453543,9.97573596,9612.383953,26.60359341,369998.0578
0.853033028,40.59165026,2.998388355,109.5453543,9.975214969,9612.383931,26.58867762,369997.213
0.853031509,40.59165024,2.998385146,109.5453543,9.974675893,9612.383909,26.5779051,369996.6017
0.853029991,40.59165023,2.998382425,109.5453543,9.974258325,9612.383893,26.56244644,369995.7232
0.853028979,40.59165023,2.998379628,109.5453543,9.97361027,9612.383869,26.55044528,369995.0405
0.853027967,40.59165022,2.998377374,109.5453543,9.973161772,9612.383854,26.52323318,369993.4912
0.853026448,40.59165021,2.998375041,109.5453543,9.972702964,9612.383839,26.5088462,369992.6707
0.853025436,40.5916502,2.99837029,109.5453543,9.972113275,9612.383821,26.4929448,369991.7627
0.853024424,40.5916502,2.998365372,109.5453543,9.971830137,9612.383813,26.48385828,369991.2432
0.853023411,40.59165019,2.99836287,109.5453543,9.971501855,9612.383804,26.46755387,369990.3096
0.853021387,40.59165018,2.998357688,109.5453543,9.97082831,9612.383786,26.44697185,369989.1276
0.853020122,40.59165018,2.998355005,109.5453543,9.970305893,9612.383773,26.43664893,369988.5329
0.853017948,40.59165017,2.998352323,109.5453543,9.969771552,9612.38376,26.41149691,369987.0775
0.853015536,40.59165016,2.998349545,109.5453543,9.969217573,9612.383748,26.3989209,369986.3461
0.853013526,40.59165015,2.998343891,109.5453543,9.968657318,9612.383737,26.37930233,369985.1987
0.853011918,40.59165015,2.998338038,109.5453543,9.967882498,9612.383722,26.34809626,369983.3556
0.853009907,40.59165014,2.99833506,109.5453543,9.967128396,9612.383708,26.32926988,369982.233
0.853007093,40.59165013,2.998331976,109.5453543,9.966353726,9612.383696,26.31781035,369981.5452
0.853004983,40.59165013,2.998328893,109.5453543,9.965713821,9612.383686,26.29382027,369980.0923
0.853003476,40.59165013,2.998322509,109.5453543,9.965055764,9612.383677,26.26858043,369978.5441
0.853000965,40.59165012,2.998315899,109.5453543,9.964158503,9612.383666,26.25064835,369977.4322
0.852998454,40.59165012,2.998309055,109.5453543,9.963457736,9612.383658,26.22505368,369975.8276
0.852994938,40.59165011,2.998301971,109.5453543,9.9628011,9612.383651,26.20130469,369974.3189
0.852993432,40.59165011,2.998294637,109.5453543,9.962192544,9612.383645,26.16916352,369972.2438
0.852990418,40.5916501,2.998287044,109.5453543,9.961390583,9612.383637,26.13825985,369970.2174
0.852987405,40.5916501,2.998279183,109.5453543,9.960876488,9612.383633,26.12480546,369969.3259
0.852983387,40.59165009,2.998271046,109.5453543,9.960096672,9612.383627,26.1007292,369967.7174
0.85297937,40.59165009,2.998262621,109.5453543,9.959298576,9612.383621,26.08082426,369966.3734
0.852975352,40.59165009,2.9982539,109.5453543,9.958189377,9612.383614,26.06659135,369965.4046
0.852971536,40.59165009,2.998244872,109.5453543,9.957488044,9612.38361,26.04783586,369964.1188
0.852968524,40.59165008,2.998235526,109.5453543,9.956767937,9612.383606,26.02924012,369962.8341
0.852963704,40.59165008,2.998225851,109.5453543,9.955733825,9612.383601,26.01219401,369961.6488
0.85296009,40.59165008,2.998215836,109.5453543,9.954670177,9612.383597,25.98254829,369959.5722
0.852955271,40.59165008,2.998205469,109.5453543,9.953728001,9612.383594,25.95905054,369957.9104
0.852950449,40.59165008,2.998194739,109.5453543,9.952764029,9612.383591,25.94224572,369956.7124
0.852943938,40.59165007,2.998183631,109.5453543,9.951527,9612.383587,25.92355358,369955.3705
0.85294032,40.59165007,2.998172135,109.5453543,9.950511669,9612.383585,25.89446464,369953.2643
0.852936703,40.59165007,2.998160237,109.5453543,9.949201455,9612.383583,25.87132096,369951.575
0.852933809,40.59165007,2.998147921,109.5453543,9.947949158,9612.383582,25.85262799,369950.2004
0.852928801,40.59165007,2.998135173,109.5453543,9.947115457,9612.383581,25.83418153,369948.8343
0.852924571,40.59165007,2.998121979,109.5453543,9.945985419,9612.383581,25.81246515,369947.2128
0.852916111,40.59165007,2.998108323,109.5453543,9.944497029,9612.383581,25.79996058,369946.2732
0.852911881,40.59165007,2.998094189,109.5453543,9.943418923,9612.383581,25.77317802,369944.2432
0.852907651,40.59165008,2.998079561,109.5453543,9.94172828,9612.383583,25.75891068,369943.1539
0.852901307,40.59165007,2.998064421,109.5453542,9.939388066,9612.383586,25.74539424,369942.1163
0.852887232,40.59165008,2.998048752,109.5453542,9.938303236,9612.383588,25.71296009,369939.5985
0.852880669,40.59165008,2.998032536,109.5453542,9.936377954,9612.383592,25.69314658,369938.045
0.852872465,40.59165008,2.998015754,109.5453542,9.93481867,9612.383596,25.67739591,369936.8008
0.852861344,40.59165009,2.997998385,109.5453542,9.932662177,9612.383602,25.65772545,369935.2343
0.852856604,40.59165009,2.997980411,109.5453542,9.930270998,9612.383611,25.63018681,369933.0167
0.852849494,40.59165009,2.997961814,109.5453542,9.92841869,9612.383618,25.61277727,369931.6021
0.852840014,40.5916501,2.997942568,109.5453542,9.927163558,9612.383623,25.60221136,369930.7384
0.852828995,40.5916501,2.997922652,109.5453542,9.924591877,9612.383634,25.58035734,369928.9372
0.852817267,40.59165011,2.997902042,109.5453541,9.921935953,9612.383647,25.5565166,369926.951
0.852808667,40.59165012,2.997880715,109.5453541,9.919895521,9612.383657,25.54459623,369925.9507
0.852800067,40.59165012,2.997858647,109.5453541,9.91778842,9612.383669,25.52470903,369924.2687
0.852787167,40.59165013,2.997835811,109.5453541,9.915085636,9612.383684,25.50580807,369922.656
0.852778145,40.59165013,2.997812182,109.5453541,9.91343605,9612.383694,25.48491754,369920.8565
0.852768701,40.59165014,2.997787732,109.545354,9.91118937,9612.383709,25.46137677,369918.807
0.852756237,40.59165015,2.997762433,109.545354,9.908096449,9612.383729,25.44673825,369917.5225
0.852740753,40.59165016,2.997736257,109.545354,9.904903231,9612.383751,25.43314534,369916.322
0.852728766,40.59165017,2.997709173,109.545354,9.902005468,9612.383772,25.40909635,369914.1773
0.852711789,40.59165018,2.99768115,109.5453539,9.899479874,9612.383791,25.38458745,369911.9671
0.852703301,40.59165019,2.99765216,109.5453539,9.896886604,9612.383811,25.36802513,369910.461
0.852686706,40.5916502,2.997622167,109.5453538,9.892191718,9612.383849,25.35715589,369909.4669
0.852674355,40.59165021,2.997591136,109.5453538,9.890130769,9612.383866,25.33696993,369907.606
0.852659388,40.59165022,2.997559031,109.5453537,9.886842221,9612.383894,25.31197779,369905.2769
0.852639431,40.59165024,2.997525816,109.5453537,9.883433383,9612.383924,25.29728476,369903.8976
0.852612399,40.59165027,2.997491454,109.5453536,9.880476413,9612.38395,25.27391371,369901.6822
0.852598622,40.59165028,2.997455904,109.5453536,9.87586801,9612.383993,25.25359105,369899.7383
0.852572113,40.5916503,2.997419128,109.5453535,9.87272049,9612.384022,25.23476245,369897.9224
0.85255995,40.59165031,2.997381083,109.5453534,9.868943583,9612.384059,25.22448057,369896.9257
0.852535054,40.59165034,2.997341726,109.5453533,9.866756691,9612.384081,25.20648727,369895.169
0.852508441,40.59165036,2.997301013,109.5453532,9.862245371,9612.384126,25.18420986,369892.9735
0.852491808,40.59165038,2.997258897,109.5453532,9.858156054,9612.384168,25.17341315,369891.9041
0.852463492,40.59165041,2.997215337,109.5453531,9.856393106,9612.384186,25.16303251,369890.8714
0.85243448,40.59165044,2.997170279,109.5453529,9.852176076,9612.384231,25.14746154,369889.3129
0.852415399,40.59165046,2.997123671,109.5453528,9.847808584,9612.384278,25.12929542,369887.4809
0.852388337,40.59165049,2.997075461,109.5453527,9.845296421,9612.384305,25.11242688,369885.7682
0.852367636,40.59165051,2.997025595,109.5453526,9.840773786,9612.384355,25.09360315,369883.8422
0.852324619,40.59165056,2.996974018,109.5453524,9.836131743,9612.384407,25.08190731,369882.6399
0.852288702,40.5916506,2.99692067,109.5453523,9.832066022,9612.384453,25.06202437,369880.5795
0.852270315,40.59165062,2.996865494,109.5453521,9.825039031,9612.384535,25.0362935,369877.8841
0.852251928,40.59165064,2.996808426,109.5453519,9.822159873,9612.384569,25.02001926,369876.1707
0.852210202,40.59165069,2.996749404,109.5453517,9.817382561,9612.384626,25.00857326,369874.9605
0.852164812,40.59165075,2.99668837,109.5453515,9.812864741,9612.384681,24.99254886,369873.2553
0.85213891,40.59165078,2.996625248,109.5453513,9.807098158,9612.384751,24.97423527,369871.2923
0.852093105,40.59165084,2.996559968,109.5453511,9.800752337,9612.38483,24.96278927,369870.0608
0.852062069,40.59165088,2.996492457,109.5453509,9.796642626,9612.384882,24.95134328,369868.8238
0.852027059,40.59165093,2.996422641,109.5453506,9.793002981,9612.384928,24.93283532,369866.8078
0.851978782,40.59165099,2.996350443,109.5453503,9.789363336,9612.384975,24.91224001,369864.5459
0.851919041,40.59165107,2.996275782,109.54535,9.782323062,9612.385066,24.89837957,369863.0178
0.851878469,40.59165113,2.996198577,109.5453497,9.773387967,9612.385184,24.88025438,369861.004
0.851840177,40.59165118,2.996118742,109.5453494,9.766246759,9612.38528,24.85893063,369858.681
0.851803429,40.59165123,2.996036201,109.545349,9.761814838,9612.38534,24.85040113,369857.7214
0.851760109,40.59165129,2.995950853,109.5453486,9.752705839,9612.385465,24.84202726,369856.7762
0.851711149,40.59165137,2.995862603,109.5453482,9.74571745,9612.385562,24.82205446,369854.4987
0.851655356,40.59165145,2.995771355,109.5453478,9.742705936,9612.385605,24.80707486,369852.7838
0.851622732,40.5916515,2.99567701,109.5453474,9.736508294,9612.385693,24.79708847,369851.6373
0.851562019,40.59165159,2.995579464,109.5453469,9.728642121,9612.385805,24.77961227,369849.6128
0.851483008,40.59165171,2.995478612,109.5453464,9.721616911,9612.385908,24.766442,369848.0814
0.851446169,40.59165176,2.995374343,109.5453458,9.715025426,9612.386004,24.75289297,369846.4972
0.851383094,40.59165186,2.99527783,109.5453453,9.708523055,9612.386101,24.74127952,369845.1334
0.851337399,40.59165194,2.995178052,109.5453448,9.702202143,9612.386196,24.73547279,369844.4504
0.851293054,40.59165201,2.995074902,109.5453442,9.696061639,9612.386289,24.72289155,369842.9607
0.851229943,40.59165211,2.994968267,109.5453436,9.686184675,9612.386441,24.70837474,369841.2292
0.851153564,40.59165223,2.994858033,109.545343,9.675996485,9612.3866,24.6972626,369839.8985
0.851030311,40.59165243,2.994743856,109.5453423,9.668314037,9612.386721,24.68284228,369838.157
0.850947957,40.59165257,2.99462547,109.5453416,9.664292258,9612.386785,24.66055634,369835.4197
0.850904201,40.59165265,2.994503097,109.5453409,9.65734868,9612.386897,24.6487579,369833.9719
