Age,Mass,14Nsurf
32628.73739,29.98764779,7.37E-04
33698.76729,29.98742395,7.37E-04
34803.98245,29.9871936,7.37E-04
35945.34177,29.98695636,7.37E-04
37123.85466,29.98671182,7.37E-04
38341.45926,29.98645952,7.37E-04
39598.86949,29.98619906,7.37E-04
40897.37202,29.98593016,7.37E-04
42238.53852,29.9856525,7.37E-04
43623.7222,29.98536587,7.37E-04
45054.25543,29.98506994,7.37E-04
46531.50533,29.98476437,7.37E-04
48057.63294,29.98444873,7.37E-04
49633.49767,29.98412287,7.37E-04
51261.02015,29.9837863,7.37E-04
52941.93367,29.9834387,7.37E-04
54678.12988,29.98307975,7.37E-04
56471.2861,29.98270903,7.37E-04
58322.90273,29.98232626,7.37E-04
60235.63218,29.98193079,7.37E-04
62210.84696,29.98152247,7.37E-04
64250.94494,29.98110064,7.37E-04
66357.79382,29.98066509,7.37E-04
68533.67025,29.98021542,7.37E-04
70781.16276,29.97975073,7.37E-04
73101.94689,29.97927091,7.37E-04
75499.02716,29.9787753,7.37E-04
77974.84611,29.97826347,7.37E-04
80531.70495,29.97773468,7.37E-04
83172.41611,29.97718867,7.37E-04
85899.81625,29.97662448,7.37E-04
88716.33031,29.97604199,7.37E-04
91625.17215,29.97544027,7.37E-04
94629.70534,29.97481857,7.37E-04
97732.51181,29.97417644,7.37E-04
100936.9861,29.97351319,7.37E-04
104246.8441,29.97282793,7.37E-04
107664.9112,29.97212009,7.37E-04
111195.114,29.97138891,7.37E-04
114841.0525,29.97063357,7.37E-04
118606.3836,29.96985327,7.37E-04
122495.1937,29.96904704,7.37E-04
126511.5359,29.96821418,7.37E-04
130659.3468,29.96735367,7.37E-04
134943.3656,29.96646464,7.37E-04
139367.8867,29.96554584,7.37E-04
143937.0879,29.96459666,7.37E-04
148656.0338,29.96361592,7.37E-04
153529.8152,29.96260245,7.37E-04
158563.1919,29.96155514,7.37E-04
163761.8412,29.9604731,7.37E-04
169130.9628,29.95935459,7.37E-04
174675.6648,29.95819857,7.37E-04
180401.8841,29.95700418,7.37E-04
186315.6411,29.95576953,7.37E-04
192422.9824,29.95449365,7.37E-04
198731.1058,29.9531746,7.37E-04
205245.6945,29.95181109,7.37E-04
211973.0477,29.95040187,7.37E-04
218921.4972,29.94894492,7.37E-04
226098.2548,29.94743833,7.37E-04
233508.4537,29.94588121,7.37E-04
241161.347,29.94427148,7.37E-04
249065.5326,29.9426067,7.37E-04
257227.7753,29.9408853,7.37E-04
265656.8687,29.93910546,7.37E-04
274362.9326,29.93726465,7.37E-04
283353.6645,29.93536077,7.37E-04
292638.0124,29.93339177,7.37E-04
302226.0406,29.93135523,7.37E-04
312128.6316,29.92924861,7.37E-04
322355.1185,29.92706923,7.37E-04
332916.5025,29.92481454,7.37E-04
343822.0472,29.9224819,7.37E-04
355085.9009,29.92006805,7.37E-04
366717.7472,29.91757003,7.37E-04
378727.867,29.91498542,7.37E-04
391131.0687,29.91231014,7.37E-04
403939.8331,29.90954125,7.37E-04
417168.5315,29.90667473,7.37E-04
430827.9361,29.90370746,7.37E-04
444937.4658,29.90063447,7.37E-04
459502.5027,29.89745358,7.37E-04
474542.6453,29.8941597,7.37E-04
490076.6824,29.89074792,7.37E-04
506111.779,29.88721525,7.37E-04
522674.0763,29.88355477,7.37E-04
539775.1097,29.87976301,7.37E-04
557447.9206,29.87583115,7.37E-04
575679.7526,29.87176025,7.37E-04
594506.4381,29.86754145,7.37E-04
613951.1603,29.86316725,7.38E-04
634029.7769,29.85863278,7.38E-04
654759.725,29.85393178,7.38E-04
676159.8189,29.84905812,7.38E-04
698265.1384,29.84400155,7.38E-04
721087.8968,29.83875677,7.39E-04
744649.9053,29.83331642,7.39E-04
768977.6833,29.82767131,7.40E-04
794085.0553,29.82181538,7.41E-04
820005.385,29.81573781,7.42E-04
846772.6823,29.80942665,7.43E-04
874402.7671,29.80287503,7.45E-04
902958.2641,29.79606357,7.46E-04
932431.846,29.78899004,7.49E-04
962865.5432,29.78163919,7.52E-04
994276.3307,29.77400291,7.55E-04
1026706.153,29.76606474,7.60E-04
1060229.468,29.7578016,7.65E-04
1094834.815,29.74921023,7.71E-04
1130553.069,29.74027647,7.78E-04
1167423.468,29.73098395,7.86E-04
1205505.047,29.72131215,7.95E-04
1244851.566,29.71124014,8.06E-04
1285461.748,29.70076398,8.19E-04
1327433.589,29.68985007,8.33E-04
1370775.833,29.67848557,8.49E-04
1415520.154,29.66665139,8.67E-04
1461785.779,29.65430519,8.87E-04
1509534.967,29.6414443,9.10E-04
1558882.715,29.62802464,9.35E-04
1609826.221,29.61403052,9.62E-04
1662473.599,29.5994173,9.93E-04
1716842.539,29.58416233,1.03E-03
1772992.084,29.56823001,1.06E-03
1830964.216,29.5515867,1.10E-03
1890823.003,29.534193,1.14E-03
1952618.387,29.51601129,1.19E-03
2016408.102,29.49699867,1.23E-03
2082248.576,29.47711146,1.28E-03
2150213.057,29.45629654,1.34E-03
2220358.744,29.43450489,1.39E-03
2292755.407,29.4116794,1.45E-03
2367475.982,29.38775856,1.51E-03
2444583.53,29.36268164,1.57E-03
2524148.334,29.33638044,1.63E-03
2606233.922,29.30878646,1.70E-03
2690886.92,29.27983068,1.77E-03
2778180.545,29.2494325,1.83E-03
2868136.827,29.21752366,1.90E-03
2960830.444,29.18401311,1.96E-03
3056253.678,29.14883607,2.03E-03
3154507.446,29.11188043,2.10E-03
3255618.461,29.07305881,2.16E-03
3359598.45,29.03228533,2.23E-03
3466405.593,28.98949192,2.29E-03
3576130.642,28.94455276,2.36E-03
3688712.069,28.89740168,2.42E-03
3803987.072,28.84801885,2.48E-03
3921864.582,28.79636262,2.54E-03
4042134.789,28.74245391,2.59E-03
4164597.531,28.68632765,2.65E-03
4214355.241,28.66317466,2.67E-03
4264367.098,28.63970897,2.69E-03
4314586.966,28.61595626,2.71E-03
4364977.19,28.59193982,2.73E-03
4415517.871,28.56767475,2.75E-03
4466152.478,28.543193,2.77E-03
4516790.984,28.51854421,2.79E-03
4567407.749,28.49374623,2.81E-03
4617932.642,28.46884014,2.82E-03
4668277.972,28.44387961,2.84E-03
4718342.26,28.41892795,2.86E-03
4768059.872,28.39403212,2.88E-03
4817390.038,28.36922433,2.89E-03
4866765.969,28.34430328,2.91E-03
4915645.176,28.3195651,2.92E-03
4963922.11,28.29508272,2.94E-03
5011536.829,28.27090836,2.95E-03
5058425.999,28.24709486,2.97E-03
5104514.79,28.22370158,2.98E-03
5150123.493,28.20058565,2.99E-03
5194279.228,28.17825976,3.01E-03
5237418.238,28.15651644,3.02E-03
5279757.832,28.13525924,3.03E-03
5322053.442,28.11413185,3.04E-03
5363357.762,28.0936274,3.05E-03
5403781.231,28.07370323,3.06E-03
5443122.431,28.05447011,3.07E-03
5481454.604,28.03589977,3.08E-03
5518710.209,28.01803273,3.09E-03
5555656.967,28.00051114,3.10E-03
5590855.488,27.98402628,3.11E-03
5625128.235,27.9681896,3.12E-03
5662818.723,27.95101992,3.12E-03
5695893.837,27.9361812,3.13E-03
5728026.842,27.92200048,3.14E-03
5759372.646,27.90840237,3.14E-03
5790263.216,27.89523988,3.15E-03
5820518.706,27.88258642,3.16E-03
5850759.563,27.87018022,3.16E-03
5881073.854,27.85798733,3.17E-03
5914487.387,27.84481886,3.18E-03
5946769.955,27.83232461,3.18E-03
5978510.27,27.82027915,3.19E-03
6012792.655,27.80748053,3.20E-03
6051131.57,27.7932778,3.20E-03
6081860.121,27.78172466,3.21E-03
6097302.765,27.77568977,3.21E-03
6106294.313,27.77202072,3.21E-03
6112201.281,27.76950384,3.21E-03
6116376.269,27.76764618,3.21E-03
6119418.405,27.76623072,3.21E-03
6121693.314,27.76512457,3.21E-03
6123427.87,27.76424373,3.21E-03
6124750.74,27.76354183,3.22E-03
6125763.544,27.76298033,3.22E-03
6126538.968,27.76253146,3.22E-03
6127124.836,27.76217685,3.22E-03
6127576.353,27.76189203,3.22E-03
6127926.042,27.76166204,3.22E-03
6128202.326,27.76147284,3.22E-03
6128427.42,27.7613125,3.22E-03
6128622.257,27.7611684,3.22E-03
6128803.412,27.76102949,3.22E-03
6128991.287,27.76088068,3.22E-03
6129205.552,27.76070595,3.22E-03
6129468.976,27.76048572,3.22E-03
6129808.706,27.76019679,3.22E-03
6130157.563,27.75990045,3.22E-03
6130434.567,27.75967059,3.22E-03
6130665.492,27.7594864,3.22E-03
6130877.532,27.75932426,3.22E-03
6131081.873,27.75917502,3.22E-03
6131262.636,27.75904674,3.22E-03
6131465.097,27.7589073,3.22E-03
6131659.403,27.75877561,3.22E-03
6131859.713,27.75864215,3.22E-03
6132045.462,27.7585206,3.22E-03
6132224.657,27.7584064,3.22E-03
6132392.676,27.75830156,3.22E-03
6132557.742,27.75820045,3.22E-03
6132716.98,27.75810482,3.22E-03
6132877.472,27.75801119,3.22E-03
6133044.156,27.75791689,3.22E-03
6133210.659,27.75782553,3.22E-03
6133370.378,27.75774067,3.22E-03
6133524.711,27.75766149,3.22E-03
6133674.114,27.75758764,3.22E-03
6133829.014,27.75751407,3.22E-03
6133980.697,27.75744473,3.22E-03
6134128.388,27.75737978,3.22E-03
6134271.034,27.75731503,3.22E-03
6134415.328,27.75705912,3.22E-03
6134561.088,27.75626487,3.22E-03
6134701.534,27.7554386,3.22E-03
6134838.087,27.75464175,3.22E-03
6134972.21,27.75386549,3.22E-03
6135104.059,27.75310818,3.22E-03
6135233.981,27.75236777,3.22E-03
6135363.196,27.75163744,3.22E-03
6135489.567,27.75092982,3.22E-03
6135614.396,27.75023732,3.22E-03
6135707.26,27.74972668,3.22E-03
6135798.455,27.7492289,3.22E-03
6135887.902,27.74874426,3.22E-03
6135976.427,27.74826825,3.22E-03
6136063.238,27.74780511,3.22E-03
6136148.606,27.74735315,3.22E-03
6136232.385,27.74691284,3.22E-03
6136315.092,27.74648144,3.22E-03
6136396.316,27.74606102,3.22E-03
6136475.997,27.74565165,3.22E-03
6136554.602,27.74525066,3.22E-03
6136632.231,27.74485751,3.22E-03
6136708.581,27.74447368,3.22E-03
6136783.913,27.7440976,3.22E-03
6136858.698,27.74372695,3.22E-03
6136931.76,27.74336753,3.22E-03
6137004.228,27.74301344,3.22E-03
6137075.93,27.74266556,3.22E-03
6137146.778,27.7423244,3.22E-03
6137217.107,27.74198801,3.22E-03
6137285.9,27.74166129,3.22E-03
6137355.315,27.74133393,3.22E-03
6137422.739,27.74101813,3.22E-03
6137490.347,27.74070377,3.22E-03
6137557.375,27.74039444,3.22E-03
6137623.355,27.74009211,3.22E-03
6137688.783,27.73979443,3.22E-03
6137753.245,27.7395032,3.22E-03
6137817.855,27.73921339,3.22E-03
6137881.719,27.73892907,3.22E-03
6137944.187,27.73865291,3.22E-03
