Age,Mass,14Nsurf
187342.9482,9.999441921,7.36E-04
193034.299,9.999440432,7.36E-04
198901.8725,9.999438905,7.36E-04
204915.2,9.999437345,7.36E-04
211120.4761,9.999435738,7.36E-04
217548.6065,9.999434076,7.36E-04
224089.0492,9.999432386,7.35E-04
230946.4023,9.999430617,7.35E-04
237888.9467,9.999428827,7.35E-04
245153.0183,9.999426957,7.35E-04
252578.0107,9.999425047,7.35E-04
260168.4733,9.999423097,7.35E-04
268172.3203,9.999421045,7.35E-04
276176.1673,9.999418993,7.34E-04
284621.561,9.999416832,7.34E-04
293319.9357,9.99941461,7.34E-04
302018.3104,9.999412388,7.34E-04
311307.9591,9.999410021,7.34E-04
320839.6513,9.999407595,7.33E-04
330371.3435,9.99940517,7.33E-04
340408.0464,9.999402621,7.33E-04
350939.5938,9.999399953,7.33E-04
361471.1412,9.999397284,7.33E-04
372032.4499,9.999394608,7.32E-04
383763.6853,9.999391649,7.32E-04
395494.9207,9.999388691,7.32E-04
407226.1561,9.999385732,7.32E-04
419354.0637,9.999382679,7.31E-04
432524.7805,9.999379374,7.31E-04
445695.4974,9.99937607,7.31E-04
458866.2142,9.999372765,7.31E-04
472500.1739,9.99936935,7.30E-04
487398.1185,9.999365632,7.30E-04
502296.063,9.999361914,7.30E-04
517194.0076,9.999358197,7.29E-04
532126.7416,9.999354471,7.29E-04
549085.0467,9.999350262,7.29E-04
566043.3517,9.999346053,7.29E-04
583001.6568,9.999341845,7.28E-04
599959.9618,9.999337636,7.28E-04
618300.3234,9.999333102,7.28E-04
637619.6688,9.999328337,7.28E-04
656939.0143,9.999323572,7.27E-04
676258.3597,9.999318807,7.27E-04
696280.3068,9.999313874,7.27E-04
718175.0495,9.999308492,7.27E-04
740069.7921,9.99930311,7.27E-04
761964.5347,9.999297728,7.26E-04
784375.9663,9.999292224,7.26E-04
809013.9368,9.999286194,7.26E-04
833651.9072,9.999280164,7.26E-04
858289.8777,9.999274134,7.26E-04
883942.8311,9.999267861,7.26E-04
911468.1381,9.999261139,7.26E-04
938993.4451,9.999254416,7.26E-04
966518.7521,9.999247694,7.27E-04
996313.2858,9.999240426,7.26E-04
1026856.159,9.999232977,7.26E-04
1057399.031,9.999225529,7.25E-04
1089105.864,9.999217797,7.25E-04
1122785.927,9.999209585,7.24E-04
1156465.99,9.999201372,7.24E-04
1190767.012,9.999193015,7.24E-04
1227695.68,9.999184041,7.24E-04
1264624.348,9.999175068,7.24E-04
1302198.088,9.999165936,7.24E-04
1342481.374,9.999156144,7.24E-04
1382764.661,9.999146351,7.24E-04
1424280.933,9.999136256,7.23E-04
1468018.813,9.999125619,7.24E-04
1511756.693,9.999114982,7.24E-04
1557873.653,9.999097087,7.23E-04
1605157.601,9.999075633,7.23E-04
1652880.946,9.999051908,7.23E-04
1703628.239,9.999012554,7.23E-04
1754375.533,9.998973199,7.24E-04
1807901.479,9.998915492,7.25E-04
1862281.701,9.99885028,7.26E-04
1918439.4,9.998768043,7.28E-04
1976494.869,9.998668046,7.30E-04
2036397.753,9.99854929,7.32E-04
2097992.853,9.998411465,7.34E-04
2161474.542,9.998255015,7.34E-04
2226895.006,9.998081185,7.34E-04
2294285.228,9.997890335,7.35E-04
2363733.521,9.997682122,7.35E-04
2435273.305,9.997454635,7.35E-04
2508972.64,9.997207425,7.35E-04
2584905.732,9.996939597,7.35E-04
2663136.894,9.996652422,7.35E-04
2743734.304,9.996354807,7.35E-04
2826761.566,9.996047056,7.35E-04
2912322.004,9.995728663,7.35E-04
3000428.361,9.995399565,7.35E-04
3091232.309,9.995058853,7.35E-04
3184768.597,9.994706385,7.35E-04
3281140.256,9.994341511,7.35E-04
3380420.873,9.99396384,7.35E-04
3482712.477,9.993572789,7.35E-04
3588086.267,9.993167899,7.35E-04
3696653.019,9.992748512,7.35E-04
3808495.911,9.992314098,7.35E-04
3923706.748,9.991864085,7.35E-04
4042392.406,9.991397773,7.35E-04
4164675.614,9.990914301,7.35E-04
4290657.09,9.990413035,7.35E-04
4420439.147,9.98989323,7.35E-04
4554120.334,9.989354208,7.35E-04
4691845.764,9.988794933,7.35E-04
4833730.683,9.988214465,7.35E-04
4979882.081,9.987612024,7.35E-04
5130450.738,9.98698641,7.35E-04
5285566.272,9.986336597,7.35E-04
5445351.2,9.985661528,7.35E-04
5609946.828,9.984959999,7.35E-04
5779498.026,9.984230718,7.35E-04
5954148.607,9.983472372,7.35E-04
6134056.76,9.98268351,7.35E-04
6319373.291,9.98186259,7.35E-04
6510232.366,9.981008299,7.35E-04
6706835.565,9.98011844,7.35E-04
6909340.357,9.979191377,7.35E-04
7117903.169,9.97822533,7.35E-04
7332712.162,9.977218111,7.35E-04
7553963.725,9.97616736,7.35E-04
7781844.281,9.975070918,7.35E-04
8016483.122,9.973926581,7.35E-04
8258110.008,9.972731503,7.35E-04
8506967.951,9.971482416,7.35E-04
8763202.138,9.970176899,7.35E-04
9027056.511,9.968811241,7.35E-04
9298716.486,9.96738203,7.35E-04
9578394.123,9.965885662,7.35E-04
9866311.287,9.964317986,7.35E-04
10162675.41,9.962674758,7.35E-04
10467698.1,9.960951321,7.35E-04
10781574.06,9.959142846,7.36E-04
11104564.07,9.957243612,7.35E-04
11436848.7,9.955248051,7.36E-04
11778758.51,9.953148616,7.37E-04
12130321.54,9.950937234,7.37E-04
12491632.94,9.948610203,7.37E-04
12862953.13,9.946158902,7.37E-04
13244410.77,9.943575093,7.37E-04
13636074.08,9.940850328,7.37E-04
14037979.64,9.93797542,7.37E-04
14450099.98,9.934940762,7.37E-04
14872298.36,9.931736701,7.37E-04
15304400.26,9.928352883,7.37E-04
15746383.01,9.924777288,7.37E-04
16197903.9,9.921000059,7.37E-04
16658338.39,9.917013308,7.37E-04
16768573.43,9.91603784,7.37E-04
16879242.61,9.915050278,7.37E-04
16990323.96,9.914050635,7.37E-04
17101821.2,9.913038578,7.37E-04
17213702.8,9.912014228,7.37E-04
17325952.24,9.910977631,7.37E-04
17438545.58,9.909928819,7.37E-04
17551466.68,9.908867581,7.37E-04
17664679.53,9.907794227,7.37E-04
17778170.74,9.906708702,7.37E-04
17891910.97,9.905611104,7.37E-04
18005869.46,9.904501398,7.37E-04
18120021.58,9.903379812,7.37E-04
18234319.22,9.902246661,7.37E-04
18348739.91,9.901101964,7.37E-04
18463249.38,9.899945782,7.37E-04
18577804.7,9.898778577,7.37E-04
18692359.29,9.897600692,7.37E-04
18806877.39,9.896412186,7.37E-04
18921299.63,9.89521368,7.37E-04
19035600.71,9.894005398,7.37E-04
