Age_yr_norot,M_Msun_norot,N_surf_norot,Estate_norot,Age_yr_norot,M_Msun_norot,N_surf_norot,Estate_norot,Age_yr_norot,M_Msun_norot,N_surf_norot,Estate_norot,Age_yr_rot,M_Msun_rot,N_surf_rot,Estate_rot,Age_yr_rot,M_Msun_rot,N_surf_rot,Estate_rot,Age_yr_rot,M_Msun_rot,N_surf_rot,Estate_rot
32439.3532,29.98789361,7.37E-04,0,187342.9482,9.999441921,7.36E-04,0,3482171.221,2.999987722,7.36E-04,0,32628.73739,29.98764779,7.37E-04,0,158317.8727,9.999450607,7.37E-04,0,3516440.971,2.999986812,7.37E-04,0
33491.16552,29.98770692,7.37E-04,0,193034.299,9.999440432,7.36E-04,0,3582881.842,2.999987511,7.35E-04,0,33698.76729,29.98742395,7.37E-04,0,158684.5525,9.999450434,7.37E-04,0,3618531.193,2.999986529,7.37E-04,0
34577.42279,29.98751493,7.37E-04,0,198901.8725,9.999438905,7.36E-04,0,3686428.658,2.999987294,7.35E-04,0,34803.98245,29.9871936,7.37E-04,0,159051.2322,9.999450261,7.37E-04,0,3723453.753,2.999986239,7.37E-04,0
35698.81578,29.98731709,7.37E-04,0,204915.2,9.999437345,7.36E-04,0,3792755.368,2.999987072,7.35E-04,0,35945.34177,29.98695636,7.37E-04,0,161491.7308,9.999447116,7.37E-04,0,3831132.789,2.999985941,7.37E-04,0
36856.60126,29.98711301,7.37E-04,0,211120.4761,9.999435738,7.36E-04,0,3902463.481,2.999986842,7.35E-04,0,37123.85466,29.98671182,7.37E-04,0,166419.9968,9.999444862,7.37E-04,0,3942716.42,2.999985633,7.37E-04,0
38052.33338,29.98690239,7.37E-04,0,217548.6065,9.999434076,7.36E-04,0,4015700.197,2.999986605,7.35E-04,0,38341.45926,29.98645952,7.37E-04,0,171489.2993,9.999438257,7.37E-04,0,4057395.632,2.999985317,7.37E-04,0
39286.41235,29.98668502,7.37E-04,0,224089.0492,9.999432386,7.35E-04,0,4131428.874,2.999986362,7.34E-04,0,39598.86949,29.98619906,7.37E-04,0,176843.0399,9.999425129,7.37E-04,0,4174325.156,2.999984995,7.37E-04,0
40560.65669,29.98646063,7.37E-04,0,230946.4023,9.999430617,7.35E-04,0,4250952.687,2.999986112,7.34E-04,0,40897.37202,29.98593016,7.37E-04,0,182475.4567,9.999405981,7.37E-04,0,4296253.415,2.99998466,7.37E-04,0
41875.8885,29.98622909,7.37E-04,0,237888.9467,9.999428827,7.35E-04,0,4374152.051,2.999985855,7.34E-04,0,42238.53852,29.9856525,7.37E-04,0,188325.0308,9.999383329,7.37E-04,0,4420523.382,2.999984318,7.37E-04,0
43234.3529,29.98598994,7.37E-04,0,245153.0183,9.999426957,7.35E-04,0,4500100.623,2.999985592,7.34E-04,0,43623.7222,29.98536587,7.37E-04,0,194381.6626,9.999359512,7.37E-04,0,4549212.389,2.999983965,7.37E-04,0
44636.61865,29.98574302,7.37E-04,0,252578.0107,9.999425047,7.35E-04,0,4630786.845,2.999985319,7.34E-04,0,45054.25543,29.98506994,7.37E-04,0,200643.21,9.99933503,7.37E-04,0,4680642.798,2.999983605,7.37E-04,0
46084.31438,29.9854881,7.37E-04,0,260168.4733,9.999423097,7.35E-04,0,4764445.263,2.99998504,7.33E-04,0,46531.50533,29.98476437,7.37E-04,0,207099.0757,9.99930985,7.37E-04,0,4817443.257,2.999983231,7.37E-04,0
47578.88417,29.98522494,7.37E-04,0,268172.3203,9.999421045,7.35E-04,0,4901811.683,2.999984753,7.33E-04,0,48057.63294,29.98444873,7.37E-04,0,213714.0627,9.99928408,7.37E-04,0,4954932.647,2.999982855,7.37E-04,0
49121.8483,29.98495323,7.37E-04,0,276176.1673,9.999418993,7.34E-04,0,5044719.746,2.999984455,7.33E-04,0,49633.49767,29.98412287,7.37E-04,0,220646.1913,9.999257102,7.37E-04,0,5101465.327,2.999982455,7.37E-04,0
50715.3392,29.98467258,7.37E-04,0,284621.561,9.999416832,7.34E-04,0,5187627.809,2.999984157,7.33E-04,0,51261.02015,29.9837863,7.37E-04,0,227729.2729,9.999229547,7.37E-04,0,5247998.008,2.999982055,7.37E-04,0
52359.88688,29.9843829,7.37E-04,0,293319.9357,9.99941461,7.34E-04,0,5340706.544,2.999983838,7.32E-04,0,52941.93367,29.9834387,7.37E-04,0,235035.785,9.999201136,7.37E-04,0,5400729.378,2.999981639,7.37E-04,0
54058.25584,29.98408375,7.37E-04,0,302018.3104,9.999412388,7.34E-04,0,5494712.209,2.999983517,7.32E-04,0,54678.12988,29.98307975,7.37E-04,0,242623.3823,9.99917165,7.37E-04,0,5558938.556,2.999981208,7.37E-04,0
55811.62479,29.98377486,7.37E-04,0,311307.9591,9.999410021,7.34E-04,0,5650715.354,2.999983192,7.32E-04,0,56471.2861,29.98270903,7.37E-04,0,250343.6632,9.999141656,7.37E-04,0,5717147.735,2.999980777,7.37E-04,0
57621.79444,29.9834559,7.37E-04,0,320839.6513,9.999407595,7.33E-04,0,5818035.918,2.999982844,7.32E-04,0,58322.90273,29.98232626,7.37E-04,0,258461.3258,9.999110119,7.37E-04,0,5885274.352,2.99998032,7.37E-04,0
59490.54168,29.98312662,7.37E-04,0,330371.3435,9.99940517,7.33E-04,0,5985356.482,2.999982495,7.31E-04,0,60235.63218,29.98193079,7.37E-04,0,266753.0007,9.999077919,7.37E-04,0,6057492.925,2.999979852,7.37E-04,0
61419.72377,29.98278672,7.37E-04,0,340408.0464,9.999402621,7.33E-04,0,6154185.878,2.999982144,7.31E-04,0,62210.84696,29.98152247,7.37E-04,0,275288.5515,9.999044791,7.37E-04,0,6229711.498,2.999979383,7.37E-04,0
63411.87649,29.98243557,7.37E-04,0,350939.5938,9.999399953,7.33E-04,0,6337481.86,2.999981762,7.31E-04,0,64250.94494,29.98110064,7.37E-04,0,284186.6285,9.99901026,7.37E-04,0,6411946.797,2.999978889,7.37E-04,0
65468.2981,29.98207298,7.37E-04,0,361471.1412,9.999397284,7.33E-04,0,6520777.842,2.99998138,7.31E-04,0,66357.79382,29.98066509,7.37E-04,0,293299.8211,9.998974907,7.37E-04,0,6600973.87,2.999978375,7.37E-04,0
67591.75983,29.98169852,7.37E-04,0,372032.4499,9.999394608,7.32E-04,0,6704073.824,2.999980998,7.30E-04,0,68533.67025,29.98021542,7.37E-04,0,302679.9093,9.99893854,7.37E-04,0,6790000.942,2.999977862,7.37E-04,0
69783.88685,29.98131191,7.37E-04,0,383763.6853,9.999391649,7.32E-04,0,6901695.024,2.999980586,7.30E-04,0,70781.16276,29.97975073,7.37E-04,0,312457.6739,9.998900634,7.37E-04,0,6982932.84,2.999977339,7.37E-04,0
72047.13896,29.98091262,7.37E-04,0,395494.9207,9.999388691,7.32E-04,0,7104159.366,2.999980164,7.30E-04,0,73101.94689,29.97927091,7.37E-04,0,322506.2232,9.998861681,7.37E-04,0,7192127.406,2.999976771,7.37E-04,0
74383.65039,29.98050041,7.37E-04,0,407226.1561,9.999385732,7.32E-04,0,7306623.709,2.999979742,7.30E-04,0,75499.02716,29.9787753,7.37E-04,0,332848.486,9.998821593,7.37E-04,0,7401321.972,2.999976204,7.37E-04,0
76796.07713,29.98007477,7.37E-04,0,419354.0637,9.999382679,7.31E-04,0,7511642.591,2.999979315,7.29E-04,0,77974.84611,29.97826347,7.37E-04,0,343505.6058,9.99878029,7.37E-04,0,7610516.538,2.999975637,7.37E-04,0
79286.73077,29.97963511,7.37E-04,0,432524.7805,9.999379374,7.31E-04,0,7737106.255,2.999978844,7.29E-04,0,80531.70495,29.97773468,7.37E-04,0,354574.9066,9.998737399,7.37E-04,0,7831918.023,2.999975037,7.37E-04,0
81858.02372,29.97918114,7.37E-04,0,445695.4974,9.99937607,7.31E-04,0,7962569.92,2.999978373,7.29E-04,0,83172.41611,29.97718867,7.37E-04,0,365991.8725,9.998693165,7.37E-04,0,8065311.226,2.999974404,7.37E-04,0
84512.78977,29.97871229,7.37E-04,0,458866.2142,9.999372765,7.31E-04,0,8188033.585,2.999977903,7.28E-04,0,85899.81625,29.97662448,7.37E-04,0,377760.6812,9.998647596,7.37E-04,0,8298704.43,2.999973772,7.37E-04,0
87253.4648,29.9782282,7.37E-04,0,472500.1739,9.99936935,7.30E-04,0,8418813.935,2.999977421,7.28E-04,0,88716.33031,29.97604199,7.37E-04,0,389898.3108,9.998600611,7.37E-04,0,8532097.634,2.999973139,7.37E-04,0
90083.33222,29.9777282,7.37E-04,0,487398.1185,9.999365632,7.30E-04,0,8671872.551,2.999976892,7.28E-04,0,91625.17215,29.97544027,7.37E-04,0,402425.4093,9.998552112,7.37E-04,0,8781067.535,2.999972464,7.37E-04,0
93004.6823,29.97721195,7.37E-04,0,502296.063,9.999361914,7.30E-04,0,8924931.166,2.999976363,7.27E-04,0,94629.70534,29.97481857,7.37E-04,0,415353.7468,9.998502066,7.37E-04,0,9043497.959,2.999971753,7.37E-04,0
96020.98527,29.97667859,7.37E-04,0,517194.0076,9.999358197,7.29E-04,0,9177989.782,2.999975834,7.27E-04,0,97732.51181,29.97417644,7.37E-04,0,428699.2506,9.998450423,7.37E-04,0,9305928.383,2.999971042,7.37E-04,0
99134.89852,29.97612796,7.37E-04,0,532126.7416,9.999354471,7.29E-04,0,9431158.62,2.999975305,7.27E-04,0,100936.9861,29.97351319,7.37E-04,0,442477.8493,9.998397091,7.37E-04,0,9568358.808,2.999970331,7.37E-04,0
102349.8692,29.97555926,7.37E-04,0,549085.0467,9.999350262,7.29E-04,0,9717329.305,2.999974705,7.26E-04,0,104246.8441,29.97282793,7.37E-04,0,456701.1987,9.998342026,7.37E-04,0,9841299.306,2.999969591,7.37E-04,0
105668.9902,29.97497192,7.37E-04,0,566043.3517,9.999346053,7.29E-04,0,10003499.99,2.999974105,7.26E-04,0,107664.9112,29.97212009,7.37E-04,0,471381.5685,9.998285182,7.37E-04,0,10138567.16,2.999968785,7.37E-04,0
109095.7106,29.97436535,7.37E-04,0,583001.6568,9.999341845,7.28E-04,0,10289670.67,2.999973506,7.26E-04,0,111195.114,29.97138891,7.37E-04,0,486529.0451,9.998226543,7.37E-04,0,10435835,2.999967979,7.37E-04,0
112633.4798,29.97373891,7.37E-04,0,599959.9618,9.999337636,7.28E-04,0,10575841.36,2.999972906,7.25E-04,0,114841.0525,29.97063357,7.37E-04,0,502156.0485,9.998166055,7.37E-04,0,10733102.85,2.999967173,7.37E-04,0
116286.2378,29.97309182,7.37E-04,0,618300.3234,9.999333102,7.28E-04,0,10884173.5,2.999972259,7.25E-04,0,118606.3836,29.96985327,7.37E-04,0,518273.9303,9.998103642,7.37E-04,0,11030370.7,2.999966367,7.37E-04,0
120057.1796,29.97242343,7.37E-04,0,637619.6688,9.999328337,7.28E-04,0,11210073.86,2.999971574,7.25E-04,0,122495.1937,29.96904704,7.37E-04,0,534934.9893,9.998039105,7.37E-04,0,11361729.04,2.999965467,7.37E-04,0
123950.4078,29.97173317,7.37E-04,0,656939.0143,9.999323572,7.27E-04,0,11535974.22,2.999970889,7.24E-04,0,126511.5359,29.96821418,7.37E-04,0,552150.292,9.997972406,7.37E-04,0,11700798.83,2.999964547,7.37E-04,0
127969.7267,29.97102018,7.37E-04,0,676258.3597,9.999318807,7.27E-04,0,11861874.58,2.999970204,7.24E-04,0,130659.3468,29.96735367,7.37E-04,0,569893.9962,9.997903642,7.37E-04,0,12039868.62,2.999963626,7.37E-04,0
132119.5587,29.9702838,7.37E-04,0,696280.3068,9.999313874,7.27E-04,0,12187774.94,2.999969519,7.24E-04,0,134943.3656,29.96646464,7.37E-04,0,588175.4668,9.997832813,7.37E-04,0,12378938.41,2.999962706,7.37E-04,0
136403.8922,29.96952304,7.37E-04,0,718175.0495,9.999308492,7.27E-04,0,12555318.19,2.999968744,7.23E-04,0,139367.8867,29.96554584,7.37E-04,0,607113.1738,9.997759412,7.37E-04,0,12722814.52,2.999961772,7.37E-04,0
140827.3492,29.96873708,7.37E-04,0,740069.7921,9.99930311,7.27E-04,0,12928891.64,2.999967955,7.23E-04,0,143937.0879,29.96459666,7.37E-04,0,626616.8204,9.997683779,7.37E-04,0,13112047.49,2.999960713,7.37E-04,0
145393.8467,29.96792543,7.37E-04,0,761964.5347,9.999297728,7.26E-04,0,13302465.09,2.999967167,7.22E-04,0,148656.0338,29.96361592,7.37E-04,0,646758.1032,9.997605637,7.37E-04,0,13501280.46,2.999959654,7.37E-04,0
150108.6036,29.96708685,7.37E-04,0,784375.9663,9.999292224,7.26E-04,0,13676038.54,2.999966379,7.22E-04,0,153529.8152,29.96260245,7.37E-04,0,667545.6467,9.997524953,7.37E-04,0,13890513.43,2.999958596,7.37E-04,0
154975.7997,29.96622082,7.37E-04,0,809013.9368,9.999286194,7.26E-04,0,14049611.99,2.999965591,7.22E-04,0,158563.1919,29.96155514,7.37E-04,0,689003.5893,9.997441635,7.37E-04,0,14279746.4,2.999957537,7.37E-04,0
160000.9891,29.96532591,7.37E-04,0,833651.9072,9.999280164,7.26E-04,0,14478653.98,2.999964681,7.21E-04,0,163761.8412,29.9604731,7.37E-04,0,711132.2788,9.997355674,7.37E-04,0,14678734.73,2.999956451,7.37E-04,0
165188.9451,29.96440144,7.37E-04,0,858289.8777,9.999274134,7.26E-04,0,14909429.78,2.999963768,7.21E-04,0,169130.9628,29.95935459,7.37E-04,0,734009.6823,9.997266755,7.37E-04,0,15128157.66,2.999955225,7.37E-04,0
170545.2238,29.96344634,7.37E-04,0,883942.8311,9.999267861,7.26E-04,0,15340205.58,2.999962855,7.20E-04,0,174675.6648,29.95819857,7.37E-04,0,757591.5355,9.997175054,7.37E-04,0,15577580.59,2.999953998,7.37E-04,0
176074.8631,29.9624596,7.37E-04,0,911468.1381,9.999261139,7.26E-04,0,15770981.38,2.999961941,7.20E-04,0,180401.8841,29.95700418,7.37E-04,0,781921.7202,9.997080391,7.37E-04,0,16027003.51,2.999952772,7.37E-04,0
181784.2794,29.96143988,7.37E-04,0,938993.4451,9.999254416,7.26E-04,0,16201757.18,2.999961028,7.19E-04,0,186315.6411,29.95576953,7.37E-04,0,807071.7695,9.996982499,7.37E-04,0,16476426.44,2.999951546,7.37E-04,0
187677.9643,29.96038672,7.37E-04,0,966518.7521,9.999247694,7.27E-04,0,16692008.45,2.999959983,7.19E-04,0,192422.9824,29.95449365,7.37E-04,0,833017.3657,9.996881457,7.37E-04,0,16928341.35,2.999950313,7.37E-04,0
193763.1778,29.95929823,7.37E-04,0,996313.2858,9.999240426,7.26E-04,0,17191421.76,2.999958918,7.18E-04,0,198731.1058,29.9531746,7.37E-04,0,859792.6188,9.996777074,7.37E-04,0,17449985.14,2.999948884,7.37E-04,0
200045.0651,29.95817353,7.37E-04,0,1026856.159,9.999232977,7.26E-04,0,17690835.07,2.999957853,7.18E-04,0,205245.6945,29.95181109,7.37E-04,0,887426.4494,9.996669257,7.37E-04,0,17971628.93,2.999947455,7.37E-04,0
206530.6791,29.95701138,7.37E-04,0,1057399.031,9.999225529,7.25E-04,0,18190248.37,2.999956788,7.17E-04,0,211973.0477,29.95040187,7.37E-04,0,915948.7934,9.996557891,7.37E-04,0,18493272.71,2.999946026,7.37E-04,0
213226.4218,29.95581037,7.37E-04,0,1089105.864,9.999217797,7.25E-04,0,18689661.68,2.999955723,7.17E-04,0,218921.4972,29.94894492,7.37E-04,0,945384.4464,9.996442914,7.37E-04,0,19014916.5,2.999944597,7.37E-04,0
220139.1412,29.95456936,7.37E-04,0,1122785.927,9.999209585,7.24E-04,0,19235502.83,2.999954554,7.17E-04,0,226098.2548,29.94743833,7.37E-04,0,975765.5077,9.996324109,7.37E-04,0,19536560.29,2.999943168,7.37E-04,0
227276.1655,29.95328684,7.37E-04,0,1156465.99,9.999201372,7.24E-04,0,19814369.66,2.999953311,7.16E-04,0,233508.4537,29.94588121,7.37E-04,0,1007115.879,9.996201369,7.37E-04,0,20121747.67,2.999941559,7.37E-04,0
234645.0756,29.95196089,7.37E-04,0,1190767.012,9.999193015,7.24E-04,0,20393236.49,2.999952067,7.16E-04,0,241161.347,29.94427148,7.37E-04,0,1039487.135,9.996074512,7.37E-04,0,20730045.06,2.999939884,7.37E-04,0
242250.7588,29.95059105,7.37E-04,0,1227695.68,9.999184041,7.24E-04,0,20972103.32,2.999950824,7.15E-04,0,249065.5326,29.9426067,7.37E-04,0,1072909.669,9.995943404,7.37E-04,0,21338342.45,2.999938209,7.37E-04,0
250104.5763,29.94917494,7.37E-04,0,1264624.348,9.999175068,7.24E-04,0,21550970.15,2.999949581,7.15E-04,0,257227.7753,29.9408853,7.37E-04,0,1107383.491,9.995808016,7.37E-04,0,21946639.84,2.999936534,7.37E-04,0
258212.4953,29.94771106,7.37E-04,0,1302198.088,9.999165936,7.24E-04,0,22172368.54,2.999948241,7.14E-04,0,265656.8687,29.93910546,7.37E-04,0,1142980.049,9.995668046,7.37E-04,0,22554937.24,2.999934859,7.37E-04,0
266581.9486,29.94619816,7.37E-04,0,1342481.374,9.999156144,7.24E-04,0,22838670.64,2.999946798,7.14E-04,0,274362.9326,29.93726465,7.37E-04,0,1179714.469,9.995523423,7.37E-04,0,23191107.7,2.999933104,7.37E-04,0
275222.6897,29.94463422,7.37E-04,0,1382764.661,9.999146351,7.24E-04,0,23504972.74,2.999945356,7.14E-04,0,283353.6645,29.93536077,7.37E-04,0,1217634.916,9.995373936,7.37E-04,0,23899642.41,2.999931139,7.37E-04,0
284144.4338,29.94301715,7.37E-04,0,1424280.933,9.999136256,7.23E-04,0,24171274.84,2.999943914,7.13E-04,0,292638.0124,29.93339177,7.37E-04,0,1256750.408,9.995219547,7.37E-04,0,24608177.13,2.999929175,7.37E-04,0
293353.1183,29.94134581,7.37E-04,0,1468018.813,9.999125619,7.24E-04,0,24837576.95,2.999942471,7.13E-04,0,302226.0406,29.93135523,7.37E-04,0,1297158.632,9.995059811,7.37E-04,0,25316711.85,2.999927211,7.37E-04,0
302860.7064,29.93961766,7.37E-04,0,1511756.693,9.999114982,7.24E-04,0,25568676.26,2.999940879,7.12E-04,0,312128.6316,29.92924861,7.37E-04,0,1338854.242,9.994894734,7.37E-04,0,26025246.56,2.999925247,7.37E-04,0
312676.1085,29.93783074,7.37E-04,0,1557873.653,9.999097087,7.23E-04,0,26328827.55,2.999939219,7.12E-04,0,322355.1185,29.92706923,7.37E-04,0,1381885.408,9.994724094,7.37E-04,0,26738677.25,2.999923268,7.37E-04,0
322809.0276,29.93598308,7.37E-04,0,1605157.601,9.999075633,7.23E-04,0,27088978.85,2.999937559,7.11E-04,0,332916.5025,29.92481454,7.37E-04,0,1426292.758,9.994547763,7.37E-04,0,27555864.25,2.999920985,7.37E-04,0
333269.8149,29.93407244,7.37E-04,0,1652880.946,9.999051908,7.23E-04,0,27849130.14,2.999935899,7.11E-04,0,343822.0472,29.9224819,7.37E-04,0,1472133.005,9.994365417,7.37E-04,0,28373051.25,2.999918701,7.37E-04,0
344069.2105,29.9320966,7.37E-04,0,1703628.239,9.999012554,7.23E-04,0,28630800.53,2.999934189,7.10E-04,0,355085.9009,29.92006805,7.37E-04,0,1519445.014,9.99417686,7.37E-04,0,29190238.25,2.999916417,7.37E-04,0
355220.7173,29.93005247,7.37E-04,0,1754375.533,9.998973199,7.24E-04,0,29490158.65,2.999932295,7.10E-04,0,366717.7472,29.91757003,7.37E-04,0,1568270.673,9.993981928,7.37E-04,0,30007425.25,2.999914134,7.37E-04,0
366731.6424,29.92793872,7.37E-04,0,1807901.479,9.998915492,7.25E-04,0,30349516.78,2.999930401,7.09E-04,0,378727.867,29.91498542,7.37E-04,0,1618671.466,9.993780314,7.37E-04,0,30855550.73,2.999911757,7.37E-04,0
378614.9035,29.92575235,7.37E-04,0,1862281.701,9.99885028,7.26E-04,0,31208874.9,2.999928507,7.09E-04,0,391131.0687,29.91231014,7.37E-04,0,1670700.574,9.993571772,7.37E-04,0,31785270.6,2.999909136,7.37E-04,0
390880.5663,29.92349088,7.37E-04,0,1918439.4,9.998768043,7.28E-04,0,32074491.28,2.999926598,7.08E-04,0,403939.8331,29.90954125,7.37E-04,0,1724383.016,9.993356174,7.37E-04,0,32714990.48,2.999906515,7.37E-04,0
403541.3181,29.92115169,7.37E-04,0,1976494.869,9.998668046,7.30E-04,0,33037589.55,2.999924455,7.08E-04,0,417168.5315,29.90667473,7.37E-04,0,1779805.789,9.993133104,7.37E-04,0,33644710.35,2.999903893,7.37E-04,0
416615.4425,29.9187309,7.37E-04,0,2036397.753,9.99854929,7.32E-04,0,34000687.83,2.999922312,7.07E-04,0,430827.9361,29.90370746,7.37E-04,0,1837007.245,9.992902367,7.37E-04,0,34574430.23,2.999901272,7.37E-04,0
430108.442,29.91622684,7.37E-04,0,2097992.853,9.998411465,7.34E-04,0,34963786.1,2.999920169,7.07E-04,0,444937.4658,29.90063447,7.37E-04,0,1896037.458,9.992663721,7.37E-04,0,35618859.11,2.9998983,7.37E-04,0
444041.2864,29.91363513,7.37E-04,0,2161474.542,9.998255015,7.34E-04,0,35948248.84,2.999917974,7.07E-04,0,459502.5027,29.89745358,7.37E-04,0,1956966.572,9.992416842,7.37E-04,0,36663420.68,2.999895327,7.37E-04,0
458423.9613,29.91095288,7.37E-04,0,2226895.006,9.998081185,7.34E-04,0,37019044.99,2.999915567,7.06E-04,0,474542.6453,29.8941597,7.37E-04,0,2019856.357,9.992161321,7.37E-04,0,37707982.24,2.999892354,7.37E-04,0
473268.193,29.90817769,7.37E-04,0,2294285.228,9.997890335,7.35E-04,0,38089841.13,2.999913161,7.06E-04,0,490076.6824,29.89074792,7.37E-04,0,2084764.728,9.991896906,7.37E-04,0,38765136.9,2.999889342,7.37E-04,0
488595.3415,29.90530483,7.37E-04,0,2363733.521,9.997682122,7.35E-04,0,39160637.28,2.999910754,7.06E-04,0,506111.779,29.88721525,7.37E-04,0,2151743.524,9.991623369,7.37E-04,0,39927108.5,2.999886002,7.37E-04,0
504420.5452,29.90233047,7.37E-04,0,2435273.305,9.997454635,7.35E-04,0,40298423.3,2.99990818,7.06E-04,0,522674.0763,29.88355477,7.37E-04,0,2220897.929,9.991340064,7.37E-04,0,41089080.09,2.999882662,7.37E-04,0
520756.6621,29.899251,7.37E-04,0,2508972.64,9.997207425,7.35E-04,0,41480522.99,2.999905495,7.05E-04,0,539775.1097,29.87976301,7.37E-04,0,2292258.387,9.991046858,7.37E-04,0,42251051.69,2.999879322,7.37E-04,0
537612.8774,29.89606446,7.37E-04,0,2584905.732,9.996939597,7.35E-04,0,42662622.68,2.99990281,7.04E-04,0,557447.9206,29.87583115,7.37E-04,0,2365907.77,9.990743344,7.37E-04,0,43476347.51,2.99987578,7.37E-04,0
555014.3438,29.89276484,7.37E-04,0,2663136.894,9.996652422,7.35E-04,0,43872141.47,2.999900055,7.04E-04,0,575679.7526,29.87176025,7.37E-04,0,2441924.126,9.990429055,7.37E-04,0,44757944.39,2.999872058,7.37E-04,0
572984.1898,29.88934647,7.37E-04,0,2743734.304,9.996354807,7.35E-04,0,45168838.86,2.999897078,7.03E-04,0,594506.4381,29.86754145,7.37E-04,0,2520391.831,9.990103461,7.37E-04,0,46039541.27,2.999868335,7.37E-04,0
591530.8431,29.88580658,7.37E-04,0,2826761.566,9.996047056,7.35E-04,0,46465536.26,2.9998941,7.03E-04,0,613951.1603,29.86316725,7.38E-04,0,2601386.28,9.989766181,7.37E-04,0,47349670.55,2.99986452,7.36E-04,0
610671.8042,29.88214103,7.37E-04,0,2912322.004,9.995728663,7.35E-04,0,47772759.37,2.999891096,7.02E-04,0,634029.7769,29.85863278,7.38E-04,0,2684975.127,9.989416818,7.37E-04,0,48752675.43,2.9998604,7.36E-04,0
630432.6126,29.87834327,7.37E-04,0,3000428.361,9.995399565,7.35E-04,0,49186972.99,2.999887812,7.02E-04,0,654759.725,29.85393178,7.38E-04,0,2771245.622,9.989054858,7.37E-04,0,50155680.31,2.999856281,7.36E-04,0
650841.2906,29.87440641,7.37E-04,0,3091232.309,9.995058853,7.35E-04,0,50601186.61,2.999884528,7.02E-04,0,676159.8189,29.84905812,7.38E-04,0,2860277.726,9.988679852,7.37E-04,0,51580952.42,2.999852087,7.36E-04,0
671893.2555,29.87033005,7.37E-04,0,3184768.597,9.994706385,7.35E-04,0,52031272.53,2.999881202,7.01E-04,0,698265.1384,29.84400155,7.38E-04,0,2952165.101,9.988291251,7.37E-04,0,53107090.12,2.999847556,7.36E-04,0
693627.461,29.86610503,7.37E-04,0,3281140.256,9.994341511,7.35E-04,0,53565649.23,2.999877598,7.00E-04,0,721087.8968,29.83875677,7.39E-04,0,3047013.274,9.987888281,7.37E-04,0,54633227.82,2.999843025,7.36E-04,0
716062.3532,29.8617258,7.37E-04,0,3380420.873,9.99396384,7.35E-04,0,55100025.92,2.999873995,7.00E-04,0,744649.9053,29.83331642,7.39E-04,0,3144909.923,9.987470514,7.37E-04,0,56200839.68,2.999838351,7.36E-04,0
739224.4444,29.85718545,7.37E-04,0,3482712.477,9.993572789,7.35E-04,0,56676899.83,2.999870275,6.99E-04,0,768977.6833,29.82767131,7.40E-04,0,3245929.886,9.987037426,7.37E-04,0,57851618.58,2.999833393,7.36E-04,0
763125.469,29.85247926,7.37E-04,0,3588086.267,9.993167899,7.35E-04,0,58333695.69,2.999866337,6.99E-04,0,794085.0553,29.82181538,7.41E-04,0,3350201.394,9.986588177,7.37E-04,0,59502397.47,2.999828434,7.36E-04,0
787795.1974,29.84759943,7.37E-04,0,3696653.019,9.992748512,7.35E-04,0,59990491.56,2.9998624,7.00E-04,0,820005.385,29.81573781,7.42E-04,0,3457828.603,9.986122035,7.37E-04,0,61237453.84,2.999823179,7.36E-04,0
813274.5561,29.84253572,7.37E-04,0,3808495.911,9.992314098,7.35E-04,0,61737366.74,2.999858211,6.99E-04,0,846772.6823,29.80942665,7.43E-04,0,3568909.773,9.98563838,7.37E-04,0,63013922.14,2.999817779,7.36E-04,0
839562.6403,29.83728573,7.37E-04,0,3923706.748,9.991864085,7.35E-04,0,63518391.21,2.999853926,6.99E-04,0,874402.7671,29.80287503,7.45E-04,0,3683550.228,9.985136474,7.37E-04,0,64813206.18,2.999812297,7.36E-04,0
866708.0387,29.83183667,7.37E-04,0,4042392.406,9.991397773,7.35E-04,0,65331097.76,2.999849552,6.98E-04,0,902958.2641,29.79606357,7.46E-04,0,3801877.538,9.984615445,7.37E-04,0,66716072.79,2.999806441,7.36E-04,0
894728.5157,29.82618196,7.37E-04,0,4164675.614,9.990914301,7.35E-04,0,67237860.07,2.999844908,6.98E-04,0,932431.846,29.78899004,7.49E-04,0,3923992.747,9.984074521,7.37E-04,0,68618939.39,2.999800586,7.36E-04,0
923644.8772,29.82031472,7.37E-04,0,4290657.09,9.990413035,7.35E-04,0,69144622.37,2.999840264,6.98E-04,0,962865.5432,29.78163919,7.52E-04,0,4050027.56,9.983512737,7.37E-04,0,70628781.84,2.999794335,7.36E-04,0
953501.4532,29.81422211,7.37E-04,0,4420439.147,9.98989323,7.35E-04,0,71167533.09,2.999835281,6.98E-04,0,994276.3307,29.77400291,7.55E-04,0,4180105.983,9.982929171,7.37E-04,0,72658683.04,2.99978801,7.36E-04,0
984311.9085,29.80789787,7.37E-04,0,4554120.334,9.989354208,7.35E-04,0,73201159.14,2.999830265,6.97E-04,0,1026706.153,29.76606474,7.60E-04,0,4314345.806,9.982322894,7.37E-04,0,74770073.41,2.999781376,7.36E-04,0
1016108.026,29.80133157,7.37E-04,0,4691845.764,9.988794933,7.35E-04,0,75325268.01,2.999824978,6.97E-04,0,1060229.468,29.7578016,7.65E-04,0,4452899.462,9.981692757,7.37E-04,0,76927407.28,2.999774568,7.36E-04,0
