#
# Pleiades Cluster Gaia EDR3 Data
# Source: Heyl et al. 2021, arXiv:2110.03837
#
# parallax error (sig_p/p)<0.02
# Column 1: BP-RP
# Column 2: absolute G magnitude
# Column 3: parallax [mas] -- not used in plot
#
  BP-RP          MG          par
  2.98609996  10.9030361  7.3499999
  3.07470012  10.8759909  7.25
  2.92379999  10.8929138  7.30000019
  2.95479989  10.932045  7.42999983
  2.92569995  10.8883724  7.26999998
  3.16860008  10.872076  7.21000004
  2.90960002  10.9172878  7.36000013
  2.97049999  10.9038858  7.30999994
  3.05110002  10.8541908  7.13999987
 -0.403499991  11.024086  7.71999979
  3.19420004  10.9853077  7.55999994
  2.97429991  10.9758902  7.51999998
  3.0539  10.8875771  7.21000004
  2.96359992  10.9267807  7.34000015
  2.99650002  10.9389811  7.38000011
  2.95099998  10.9532909  7.40999985
  3.00539994  10.8733921  7.13999987
  3.01230001  11.0543079  7.76000023
  3.07470012  10.8810654  7.15999985
  2.98399997  10.934886  7.30999994
  3.23309994  10.9708443  7.42999983
  3.20420003  10.9942942  7.46000004
  2.91890001  10.9597797  7.34000015
  3.15199995  10.9469833  7.26000023
  2.91120005  10.9631872  7.30999994
  3.0388  10.9498892  7.25
  2.85640001  11.0626755  7.61999989
  3.04329991  10.9815788  7.34000015
  2.9777  10.9768562  7.32000017
  2.95190001  10.9946814  7.38000011
  3.33470011  10.9538918  7.23999977
  3.1401  11.0461349  7.55000019
  2.94720006  11.0367994  7.51000023
  3.00189996  10.9446964  7.17000008
  3.06800008  10.9607773  7.21000004
  3.04949999  11.0190582  7.4000001
  2.96749997  11.0461035  7.46999979
  2.99569988  11.0178375  7.36999989
  2.99650002  11.1201859  7.71999979
  2.92339993  11.1174316  7.69000006
  3.05360007  11.0518942  7.46000004
  3.2025001  11.0836086  7.55999994
  2.88070011  11.029089  7.36000013
  3.10220003  10.959547  7.11000013
  2.97350001  11.0464592  7.4000001
  3.00270009  10.9986763  7.21000004
  3.09080005  11.1117344  7.55000019
  3.00909996  11.0992098  7.48999977
  2.99559999  11.0096645  7.15999985
  3.14560008  11.0173225  7.17999983
  2.96239996  11.0765381  7.36999989
  2.98839998  11.0329857  7.21999979
  3.07739997  11.0920906  7.40999985
  3.0388999  11.0056  7.11999989
  3.04710007  11.0598145  7.30000019
  3.08220005  11.1348886  7.51999998
  3.06489992  11.1333094  7.48999977
  2.90700006  11.145709  7.48999977
  3.08649993  11.1354637  7.44000006
  3.08369994  11.1846676  7.5999999
  2.97000003  11.05653  7.1500001
  3.19230008  11.1828079  7.55999994
  3.08579993  11.1848335  7.55000019
  2.63689995  11.1661081  7.48000002
  3.11520004  11.1310883  7.36000013
  3.17680001  11.143259  7.4000001
  3.14100003  11.1755056  7.5
  3.04180002  11.0718918  7.13999987
  3.06830001  11.228344  7.65999985
  2.9921999  11.1592903  7.40999985
  2.95880008  11.061697  7.07000017
  3.07290006  11.2087078  7.55999994
  3.04550004  11.0795002  7.11999989
  3.04310012  11.1458187  7.32999992
  3.00349998  11.2110348  7.55000019
  3.33509994  11.1502552  7.32000017
  3.08719993  11.169282  7.38000011
  3.1243999  11.1683369  7.36999989
  3.33509994  11.1535549  7.32000017
  3.13840008  11.1670361  7.3499999
  3.01370001  11.2426453  7.57999992
  3.09990001  11.2299747  7.53000021
  3.0869  11.1725197  7.32999992
  3.15350008  11.2254  7.51000023
  3.00440001  11.1346445  7.19000006
  2.08789992  11.1728868  7.30999994
  3.06520009  11.3049049  7.73999977
  3.08829999  11.1907806  7.34000015
  3.102  11.2666454  7.57999992
  3.21560001  11.2178898  7.40999985
  3.04080009  11.1974201  7.32999992
  2.96869993  11.252099  7.51000023
  3.07929993  11.2288437  7.42999983
  3.01399994  11.2498083  7.48999977
  3.12269998  11.2312908  7.40999985
  3.30040002  11.2057133  7.30000019
  3.13890004  11.2246361  7.3499999
  3.07259989  11.2314377  7.36999989
  3.09120011  11.2071724  7.26999998
  3.11369991  11.2402811  7.38000011
  3.06369996  11.284503  7.46999979
  3.0710001  11.2959089  7.48999977
  3.24060011  11.2519798  7.34000015
  3.07419991  11.3122559  7.53999996
  3.17140007  11.2719593  7.4000001
  2.93260002  11.1605768  7.03000021
  3.07680011  11.2599354  7.3499999
  3.09319997  11.2486868  7.30999994
  3.10489988  11.3182735  7.53000021
  3.15989995  11.1911316  7.09000015
  3.1631999  11.2970638  7.44000006
  3.06270003  11.1715641  6.96999979
  3.33570004  11.2965822  7.38000011
  3.08800006  11.2885361  7.3499999
  3.13509989  11.3719673  7.5999999
  3.0460999  11.27069  7.25
  3.17219996  11.3170233  7.38999987
  3.17919993  11.250864  7.15999985
  2.96989989  11.2945137  7.30000019
  3.44840002  11.2844915  7.23000002
  3.04649997  11.3720064  7.5
  3.32640004  11.207324  6.94999981
  3.33800006  11.2783642  7.15999985
  3.12409997  11.3913889  7.51999998
  3.18059993  11.31989  7.25
  2.72460008  11.3115864  7.21999979
  3.1170001  11.3449554  7.32000017
  2.97510004  11.3521805  7.34000015
  2.79270005  11.4378452  7.57999992
  3.23130012  11.3653202  7.32999992
  3.06340003  11.3619871  7.30999994
  3.19779992  11.3357868  7.21999979
  3.01230001  11.4416466  7.57999992
  3.15450001  11.3300619  7.19999981
  3.07389998  11.4977055  7.76999998
  3.0934  11.3482904  7.25
  3.14050007  11.4294004  7.51000023
  3.33920002  11.4404736  7.53000021
  3.0546  11.446434  7.55000019
  3.2046001  11.3870792  7.34000015
  3.05559993  11.4048595  7.4000001
  3.12159991  11.5220547  7.80999994
  3.24250007  11.4772072  7.6500001
  3.09680009  11.3605919  7.23999977
  3.13840008  11.3579769  7.21000004
  3.18219995  11.4898071  7.6500001
  3.2816  11.3967867  7.30999994
  3.22790003  11.4028559  7.28000021
  3.17840004  11.481657  7.53999996
  3.32069993  11.4905796  7.57000017
  3.2256  11.3652916  7.13999987
  3.07249999  11.359148  7.11000013
  3.20869994  11.4065905  7.25
  3.39350009  11.4845057  7.5
  3.18059993  11.4538221  7.38999987
  3.2421999  11.4541235  7.38999987
  3.14400005  11.5017061  7.5
  2.9776001  11.52948  7.57000017
  3.0782001  11.4340906  7.23000002
  3.18860006  11.5600452  7.65999985
  3.1177001  11.46908  7.34000015
  3.16969991  11.6208124  7.86000013
  3.1638999  11.5055809  7.44999981
  3.14109993  11.4936581  7.4000001
  3.04839993  11.3961763  7.03000021
  3.1552999  11.4902802  7.34000015
  3.37050009  11.5081596  7.4000001
  3.25530005  11.4459953  7.17000008
  3.06100011  11.4943199  7.32999992
  3.07969999  11.4743843  7.26000023
  3.20160007  11.5201912  7.40999985
  3.24810004  11.4847717  7.26999998
  3.09619999  11.4307652  7.07999992
  3.26629996  11.552907  7.48000002
  3.10730004  11.4532909  7.13999987
  3.34369993  11.462595  7.17000008
  3.26909995  11.4656219  7.17999983
  3.2414  11.496273  7.26999998
  3.21790004  11.5631094  7.48999977
  2.96390009  11.5288372  7.36999989
  3.23830009  11.646204  7.76999998
  3.12269998  11.6662083  7.82999992
  3.03660011  11.496892  7.23000002
  3.17350006  11.5927334  7.55000019
  3.17309999  11.5706635  7.44000006
  3.32489991  11.49123  7.1500001
  3.19849992  11.5808811  7.44999981
  3.11619997  11.6415443  7.65999985
  3.12120008  11.5558357  7.3499999
  3.09109998  11.5334721  7.26999998
  3.18359995  11.6115885  7.51999998
  3.07719994  11.5954943  7.46000004
  3.24889994  11.5625553  7.32000017
  3.1105001  11.6006641  7.44000006
  3.17309999  11.6645451  7.65999985
  3.3039  11.5967226  7.38999987
  3.22740006  11.670866  7.63999987
  3.1803  11.5140915  7.0999999
  1.75940001  11.6061878  7.36000013
  3.15409994  11.6597071  7.5
  3.09450006  11.6183357  7.3499999
  3.22679996  11.5913897  7.25
  3.24609995  11.6310816  7.38000011
  3.2111001  11.6665068  7.5
  3.12739992  11.562891  7.13999987
  3.35299993  11.6482191  7.42000008
  3.09389997  11.6929798  7.57000017
  2.82610011  11.5655003  7.11999989
  3.21099997  11.6457815  7.38000011
  3.28579998  11.7104683  7.5999999
  3.17449999  11.6974564  7.53999996
  3.2658  11.6817026  7.46999979
  3.26729989  11.7216454  7.57999992
  3.21819997  11.6519794  7.34000015
  3.45830011  11.6463547  7.32000017
  3.16899991  11.7702045  7.73999977
  3.17519999  11.7439671  7.63999987
  3.1882  11.5829659  7.07999992
  3.09789991  11.6378918  7.23999977
  3.21989989  11.6818886  7.36000013
  3.24749994  11.7361097  7.48999977
  3.31469989  11.6339474  7.11000013
  3.23250008  11.7140369  7.36999989
  3.2572  11.7812672  7.5999999
  3.37479997  11.7302198  7.42000008
  3.14820004  11.6954136  7.30000019
  3.11159992  11.7221231  7.38999987
  3.1401999  11.7070198  7.32999992
  3.43230009  11.7738066  7.5
  3.20499992  11.6184769  6.98000002
  3.17860007  11.7944336  7.55000019
  3.2277  11.6405764  7.03000021
  3.22679996  11.6622925  7.0999999
  3.45490003  11.8844137  7.86000013
  3.21760011  11.7385807  7.34000015
  3.23210001  11.7026768  7.21000004
  3.16930008  11.8334217  7.63000011
  3.17280006  11.8460445  7.65999985
  3.21679997  11.6678467  7.05000019
  3.43099999  11.8040094  7.48999977
  3.29340005  11.6482229  6.94999981
  3.07290006  11.7323856  7.21999979
  3.12290001  11.8318558  7.53999996
  3.37520003  11.7649374  7.28999996
  3.73340011  11.8004913  7.40999985
  3.63590002  11.7567844  7.26000023
  3.19899988  11.7675371  7.28999996
  3.27579999  11.8318071  7.48000002
  3.44650006  11.7839861  7.30999994
  3.26329994  11.8051805  7.38000011
  3.25740004  11.82162  7.42000008
  3.1724999  11.7967863  7.30999994
  3.05760002  11.8772793  7.57000017
  3.23979998  11.8494434  7.42999983
  3.1789  11.8471889  7.36000013
  3.19490004  11.8449364  7.3499999
  3.22410011  11.9044342  7.55000019
  3.3111999  11.8888083  7.48999977
  3.35500002  11.9218082  7.59000015
  3.21530008  11.7953472  7.13000011
  3.30870008  11.9743042  7.73999977
  3.2894001  11.9008036  7.46999979
  3.21620011  11.8717384  7.36999989
  3.24679995  11.8403835  7.26000023
  3.2500999  11.854414  7.30000019
  3.07399988  11.8347874  7.21999979
  3.29320002  11.9837971  7.73000002
  3.24880004  11.9491463  7.57999992
  3.30730009  11.8866882  7.36000013
  3.58119988  11.7766762  6.98000002
  3.45129991  11.8408947  7.17000008
  3.28620005  11.9524746  7.53000021
  3.37940001  11.9346638  7.44000006
  3.34759998  11.8955374  7.28999996
  3.27889991  11.8389931  7.0999999
  3.39039993  11.9373913  7.40999985
  3.26230001  11.8459301  7.09000015
  3.38750005  12.0168762  7.67000008
  3.23819995  11.9209194  7.32999992
  3.41479993  11.9477186  7.42000008
  3.31789994  12.0404968  7.73000002
  3.16240001  11.8622665  7.07999992
  3.31130004  11.9533367  7.36999989
  3.45639992  11.9928064  7.5
  3.40459991  12.0062733  7.53000021
  3.24469995  11.9352903  7.25
  3.30220008  11.9404926  7.23999977
  3.24629998  12.1486025  7.94000006
  3.43129992  11.9729557  7.32000017
  3.14109993  12.0207367  7.36999989
  3.46560001  12.1470728  7.80000019
  3.49749994  11.9401302  7.09000015
  3.36669993  12.060708  7.48999977
  3.24429989  11.9770441  7.19000006
  3.40910006  11.994792  7.23000002
  3.33870006  12.0621643  7.44000006
  3.34730005  12.1231747  7.61999989
  3.2341001  12.0427189  7.32999992
  3.35279989  12.1050568  7.53999996
  2.66589999  12.0469866  7.30999994
  3.43199992  12.1148739  7.53000021
  3.34660006  12.1055098  7.48999977
  3.53209996  12.0974598  7.4000001
  3.26760006  12.1128445  7.42999983
  3.37960005  12.0999823  7.38000011
  3.3512001  12.039465  7.15999985
  3.4066999  12.1284637  7.44000006
  3.31489992  12.1136894  7.36000013
  3.24309993  12.1440935  7.46000004
  3.3513  12.0852776  7.21000004
  3.48930001  12.0542965  7.07000017
  3.37330008  12.0733318  7.09000015
  3.45040011  12.1976023  7.46999979
  3.43039989  12.1390905  7.23000002
  3.29049993  12.1430922  7.23000002
  3.45779991  12.1448908  7.23000002
  3.31150007  12.1526928  7.23999977
  3.29329991  12.1410961  7.17000008
  3.66980004  12.2964458  7.57999992
  3.3296001  12.3095093  7.55999994
  3.38590002  12.3391666  7.63999987
  3.29620004  12.3969803  7.84000015
  3.3526001  12.1741638  7.03999996
  3.07710004  12.4828901  7.51999998
