#
# Solar Spectrum
# Source:
#   Spectrum: ASTM E-490-000 Solar Spectrum
#   Blackbody: T=5772K
# Lam: wavelength in Angstroms
# Sun: Solar spectral irradiance in erg/s/cm^2/A
# bb5772: T=5772K black body irradiance in erg/s/cm^2/A
#
Lam      Sun          bb5772
  1352.  374.200012  336.745544
  1354.  372.200012  335.349365
  1356.  367.5  333.95993
  1358.  368.799988  332.577362
  1360.  367.299988  331.201416
  1362.  367.700012  329.832184
  1364.  365.700012  328.469666
  1366.  365.700012  327.113708
  1368.  362.799988  325.764404
  1370.  359.899994  324.421539
  1372.  362.100006  323.085236
  1374.  361.100006  321.755493
  1376.  356.100006  320.432098
  1378.  358.  319.115204
  1380.  357.899994  317.804535
  1382.  354.5  316.500336
  1384.  354.700012  315.202423
  1386.  353.200012  313.910736
  1388.  353.  312.625305
  1390.  350.600006  311.346191
  1392.  351.299988  310.07312
  1394.  348.799988  308.806183
  1396.  348.700012  307.545502
  1398.  349.200012  306.290741
  1400.  342.700012  305.042084
  1402.  343.899994  303.799469
  1404.  342.799988  302.562836
  1406.  343.100006  301.332123
  1408.  342.700012  300.107361
  1410.  341.799988  298.888458
  1412.  334.799988  297.675385
  1414.  337.700012  296.468201
  1416.  338.5  295.266754
  1418.  338.600006  294.071106
  1420.  335.700012  292.881195
  1422.  331.5  291.696991
  1424.  331.100006  290.518402
  1426.  328.100006  289.345551
  1428.  328.5  288.178192
  1430.  325.700012  287.016479
  1432.  330.  285.860321
  1434.  328.399994  284.709717
  1436.  328.5  283.564545
  1438.  328.299988  282.424896
  1440.  318.799988  281.290619
  1442.  318.600006  280.161804
  1444.  319.700012  279.03833
  1446.  321.600006  277.920227
  1448.  321.600006  276.807465
  1450.  318.700012  275.699982
  1452.  315.399994  274.597778
  1454.  314.299988  273.500732
  1456.  313.100006  272.408966
  1458.  316.700012  271.322388
  1460.  315.600006  270.240906
  1462.  312.100006  269.164612
  1464.  310.5  268.093445
  1466.  310.799988  267.027283
  1468.  311.399994  265.966125
  1470.  310.200012  264.910065
  1472.  307.299988  263.85907
  1474.  303.399994  262.812897
  1476.  304.799988  261.771729
  1478.  304.399994  260.735474
  1480.  306.799988  259.704102
  1482.  304.399994  258.677551
  1484.  303.899994  257.655884
  1486.  303.299988  256.639008
  1488.  285.5  255.626984
  1490.  301.5  254.619629
  1492.  301.799988  253.61705
  1494.  303.299988  252.619232
  1496.  297.200012  251.626007
  1498.  299.399994  250.637466
  1500.  301.100006  249.653625
  1502.  292.399994  248.674362
  1504.  279.899994  247.699661
  1506.  284.799988  246.729568
  1508.  291.899994  245.763977
  1510.  294.700012  244.802902
  1512.  291.299988  243.846313
  1514.  288.299988  242.894211
  1516.  288.200012  241.946564
  1518.  288.399994  241.003357
  1520.  286.600006  240.064438
  1522.  282.399994  239.13002
  1524.  283.5  238.199905
  1526.  284.600006  237.274155
  1528.  284.600006  236.352631
  1530.  276.5  235.435455
  1532.  282.299988  234.522507
  1534.  278.399994  233.613846
  1536.  280.600006  232.70932
  1538.  277.299988  231.809067
  1540.  273.  230.912933
  1542.  275.299988  230.020966
  1544.  277.799988  229.133148
  1546.  277.200012  228.249405
  1548.  271.100006  227.369751
  1550.  271.299988  226.494186
  1552.  273.100006  225.622665
  1554.  267.600006  224.755203
  1556.  267.100006  223.891693
  1558.  268.899994  223.03215
  1560.  268.299988  222.17662
  1562.  269.700012  221.324966
  1564.  266.899994  220.477219
  1566.  265.399994  219.633423
  1568.  263.299988  218.793488
  1570.  264.5  217.957458
  1572.  267.299988  217.125183
  1574.  261.  216.296783
  1576.  253.600006  215.472153
  1578.  254.699997  214.651306
  1580.  265.  213.834244
  1582.  259.  213.020828
  1584.  259.100006  212.211243
  1586.  259.899994  211.405289
  1588.  249.  210.603058
  1590.  240.5  209.804443
  1592.  252.600006  209.009476
  1594.  258.299988  208.21814
  1596.  250.600006  207.430435
  1598.  254.5  206.646286
  1600.  251.199997  205.865753
  1602.  248.899994  205.088669
  1604.  249.699997  204.315247
  1606.  247.699997  203.545242
  1608.  249.100006  202.778748
  1610.  240.  202.015747
  1612.  243.  201.256195
  1614.  244.899994  200.500061
  1616.  237.399994  199.747375
  1618.  242.300003  198.998093
  1620.  236.899994  198.252182
  1622.  238.300003  197.509659
  1624.  241.600006  196.770477
  1626.  240.199997  196.034653
  1628.  241.800003  195.302109
  1630.  239.300003  194.572891
  1632.  238.699997  193.846954
  1634.  235.899994  193.124237
  1636.  235.699997  192.404831
  1638.  227.399994  191.688675
  1640.  226.199997  190.975677
  1642.  226.600006  190.265915
  1644.  227.800003  189.559311
  1646.  229.399994  188.855881
  1648.  229.199997  188.15564
  1650.  227.199997  187.458481
  1652.  226.800003  186.76445
  1654.  226.199997  186.073547
  1656.  226.  185.385727
  1658.  225.199997  184.700958
  1660.  224.5  184.019241
  1662.  224.600006  183.340607
  1664.  222.699997  182.664963
  1666.  221.199997  181.992325
  1668.  219.300003  181.322647
  1670.  222.5  180.656006
  1672.  217.300003  179.992325
  1674.  219.300003  179.331543
  1676.  216.100006  178.673737
  1678.  216.800003  178.01886
  1680.  208.  177.366837
  1682.  205.399994  176.717712
  1684.  212.899994  176.071518
  1686.  213.100006  175.428131
  1688.  212.  174.787582
  1690.  210.5  174.149857
  1692.  212.300003  173.514999
  1694.  211.199997  172.882919
  1696.  210.  172.253601
  1698.  208.899994  171.62709
  1700.  206.300003  171.003311
  1702.  204.699997  170.382278
  1704.  205.199997  169.763992
  1706.  205.  169.148438
  1708.  201.699997  168.535538
  1710.  201.300003  167.925339
  1712.  198.199997  167.317871
  1714.  203.699997  166.713028
  1716.  202.199997  166.11084
  1718.  201.  165.511261
  1720.  199.300003  164.914322
  1722.  197.5  164.319962
  1724.  195.399994  163.728256
  1726.  198.199997  163.139099
  1728.  197.100006  162.552536
  1730.  198.399994  161.968521
  1732.  193.600006  161.387039
  1734.  187.399994  160.808105
  1736.  182.699997  160.231659
  1738.  186.300003  159.657761
  1740.  190.5  159.086365
  1742.  190.199997  158.517365
  1744.  190.699997  157.950912
  1746.  186.699997  157.386902
  1748.  187.199997  156.825317
  1750.  185.800003  156.266159
  1752.  185.  155.709412
  1754.  185.600006  155.155136
  1756.  184.899994  154.603226
  1758.  184.300003  154.05368
  1760.  183.100006  153.5065
  1762.  179.300003  152.961716
  1764.  180.699997  152.41925
  1766.  181.699997  151.879105
  1768.  180.199997  151.341354
  1770.  179.100006  150.805847
  1772.  179.399994  150.27269
  1774.  179.199997  149.74176
  1776.  176.300003  149.213165
  1778.  174.699997  148.686798
  1780.  175.600006  148.162704
  1782.  174.699997  147.640884
  1784.  173.5  147.121277
  1786.  173.899994  146.603882
  1788.  174.699997  146.088715
  1790.  173.300003  145.575714
  1792.  172.100006  145.064972
  1794.  170.899994  144.556351
  1796.  170.600006  144.049881
  1798.  170.300003  143.545639
  1800.  169.899994  143.043533
  1802.  167.199997  142.543488
  1804.  168.800003  142.045654
  1806.  168.800003  141.549866
  1808.  168.5  141.056244
  1810.  168.600006  140.564682
  1812.  167.5  140.075226
  1814.  165.800003  139.587799
  1816.  160.5  139.102509
  1818.  152.  138.619202
  1820.  159.600006  138.13797
  1822.  159.800003  137.658768
  1824.  162.399994  137.18158
  1826.  162.800003  136.706421
  1828.  161.100006  136.233292
  1830.  160.600006  135.7621
  1832.  159.300003  135.292938
  1834.  158.5  134.825714
  1836.  158.100006  134.360474
  1838.  156.199997  133.897202
  1840.  156.199997  133.435867
  1842.  154.  132.976471
  1844.  154.100006  132.518997
  1846.  153.5  132.063446
  1848.  151.  131.609802
  1850.  154.600006  131.15802
  1852.  153.399994  130.708191
  1854.  152.5  130.260178
  1856.  150.899994  129.814087
  1858.  152.5  129.369858
  1860.  150.300003  128.927444
  1862.  150.399994  128.486908
  1864.  150.899994  128.048203
  1866.  149.399994  127.611282
  1868.  149.199997  127.176224
  1870.  150.800003  126.742973
  1872.  147.300003  126.311508
  1874.  140.100006  125.881866
  1876.  129.899994  125.453964
  1878.  144.100006  125.027847
  1880.  146.199997  124.603508
  1882.  147.399994  124.180916
  1884.  146.399994  123.760063
  1886.  143.899994  123.340988
  1888.  145.300003  122.923615
  1890.  142.399994  122.50795
  1892.  140.800003  122.094048
  1894.  139.600006  121.681839
  1896.  137.300003  121.271301
  1898.  139.  120.862465
  1900.  139.699997  120.45533
  1902.  140.899994  120.049843
  1904.  138.600006  119.646011
  1906.  139.  119.243874
  1908.  137.699997  118.843384
  1910.  137.800003  118.444511
  1912.  135.399994  118.047318
  1914.  137.  117.651711
  1916.  136.  117.257729
  1918.  135.300003  116.865356
  1920.  133.300003  116.474594
  1922.  135.  116.085434
  1924.  134.100006  115.697861
  1926.  134.399994  115.311882
  1928.  132.199997  114.927437
  1930.  131.300003  114.544571
  1932.  130.800003  114.1633
  1934.  132.  113.783569
  1936.  132.800003  113.40535
  1938.  132.100006  113.028679
  1940.  129.899994  112.653549
  1942.  129.399994  112.279953
  1944.  120.300003  111.907837
  1946.  119.199997  111.537231
  1948.  127.099998  111.168121
  1950.  126.099998  110.800545
  1952.  125.5  110.434425
  1954.  128.600006  110.069786
  1956.  127.599998  109.706635
  1958.  127.099998  109.344948
  1960.  126.099998  108.984688
  1962.  124.  108.625885
  1964.  122.199997  108.268578
  1966.  123.099998  107.912682
  1968.  124.  107.558197
  1970.  123.900002  107.20517
  1972.  121.300003  106.853523
  1974.  120.800003  106.503304
  1976.  122.400002  106.154503
  1978.  119.400002  105.807068
  1980.  119.599998  105.46106
  1982.  120.5  105.116402
  1984.  119.699997  104.773132
  1986.  117.800003  104.431274
  1988.  119.5  104.090752
  1990.  119.800003  103.751572
  1992.  118.  103.413773
  1994.  116.199997  103.077286
  1996.  117.300003  102.742157
  1998.  115.900002  102.408356
  2000.  117.  102.075928
  2002.00012  116.099998  101.744766
  2004.  114.800003  101.414955
  2006.  114.699997  101.086426
  2007.99988  115.400002  100.759232
  2010.  114.900002  100.433296
  2012.00012  114.5  100.108658
  2014.  113.800003  99.7853241
  2016.  113.699997  99.4632721
  2017.99988  113.400002  99.1425095
  2020.  111.599998  98.8229599
  2022.00012  110.699997  98.5046768
  2023.99988  111.599998  98.1877136
  2026.  111.5  97.8719482
  2028.00012  110.699997  97.5574265
  2030.  108.599998  97.2441559
  2032.00012  109.800003  96.9321136
  2033.99988  109.199997  96.6213303
  2036.  108.300003  96.3117294
  2038.00012  106.400002  96.0033417
  2040.  107.800003  95.6961975
  2042.  107.599998  95.3902359
  2043.99988  107.599998  95.0855179
  2046.  107.099998  94.7819061
  2048.  106.300003  94.479538
  2050.  105.900002  94.1783218
  2052.  104.699997  93.8783112
  2054.  104.599998  93.5794678
  2056.  104.599998  93.2817917
  2058.  104.  92.9852753
  2060.  102.800003  92.6899185
  2062.  102.300003  92.3956985
  2064.  100.5  92.1026306
  2066.  102.5  91.8106995
  2068.  101.900002  91.5198975
  2070.  100.300003  91.2302399
  2072.  100.400002  90.9417114
  2074.  100.900002  90.6542664
  2076.  100.599998  90.367981
  2078.  100.  90.0827942
  2080.  98.7799988  89.7986908
  2082.  98.6399994  89.5157242
  2084.  97.7200012  89.2338257
  2086.  98.5199966  88.9530106
  2088.  98.3499985  88.6732788
  2090.  97.8799973  88.3946381
  2092.  95.6699982  88.1170654
  2094.  95.9300003  87.8405609
  2096.  95.8000031  87.5651169
  2098.  96.1999969  87.290741
  2100.  96.0599976  87.0174332
  2102.  95.7699966  86.7451477
  2104.  95.5899963  86.4739532
  2106.  95.7399979  86.2037506
  2108.  95.1299973  85.9346237
  2110.  93.9599991  85.6664963
  2112.  94.5199966  85.3993912
  2114.  94.3600006  85.1333389
  2116.  93.3099976  84.8682938
  2118.  93.1100006  84.6042557
  2120.  92.75  84.341217
  2122.  92.75  84.0792084
  2124.  91.8899994  83.8181839
  2126.  92.0800018  83.5581589
  2128.  92.25  83.299118
  2130.  92.0899963  83.0410767
  2132.  92.0999985  82.783989
  2134.  91.5500031  82.5279083
  2136.  90.1200027  82.2727737
  2138.  91.0999985  82.0186386
  2140.  90.8300018  81.7654419
  2142.  90.6399994  81.513237
  2144.  90.0599976  81.2619553
  2146.  89.3899994  81.0116425
  2148.  89.7900009  80.7622528
  2150.  89.5699997  80.5138397
  2152.  89.1299973  80.2663651
  2154.  88.7799988  80.0198059
  2156.  88.7399979  79.7741699
  2158.  88.4199982  79.5294876
  2160.  87.8099976  79.2857132
  2162.  86.8600006  79.0428543
  2164.  84.5599976  78.8009033
  2166.  78.4899979  78.5598984
  2168.  83.  78.3197403
  2170.  85.5699997  78.0805283
  2172.  85.9100037  77.8422165
  2174.  85.9199982  77.6047745
  2176.  85.3199997  77.368248
  2178.  84.25  77.132576
  2180.  84.9700012  76.8977966
  2182.  84.25  76.6639252
  2184.  84.5699997  76.4309006
  2186.  84.6500015  76.198761
  2188.  82.7699966  75.9674835
  2190.  83.0400009  75.7370529
  2192.  83.7699966  75.5074997
  2194.  83.4899979  75.278801
  2196.  83.1800003  75.0509415
  2198.  82.9899979  74.8239365
  2200.  82.6500015  74.5977859
  2202.  82.3000031  74.3724594
  2204.  82.1100006  74.1479874
  2206.  79.6600037  73.9243469
  2208.  79.6600037  73.7015152
  2210.  80.8000031  73.4795303
  2212.  81.0500031  73.2583771
  2214.  80.7200012  73.0380173
  2216.  79.9400024  72.8184891
  2218.  79.6999969  72.599762
  2220.  79.9700012  72.3818665
  2222.  79.6200027  72.1647415
  2224.  79.2600021  71.9484406
  2226.  78.1100006  71.7329407
  2228.  78.2600021  71.5182037
  2230.  78.3099976  71.3042908
  2232.  78.1500015  71.091156
  2234.  78.0199966  70.8788147
  2236.  77.5800018  70.6672211
  2238.  76.4800034  70.4564209
  2240.  76.3899994  70.2463989
  2242.  76.4199982  70.0371475
  2244.  76.2399979  69.8286667
  2246.  76.1200027  69.6209564
  2248.  75.1999969  69.4139938
  2250.  75.4100037  69.2077789
  2252.  75.1200027  69.0023346
  2254.  74.0199966  68.7976379
  2256.  74.2200012  68.5936966
  2258.  74.4100037  68.3904877
  2260.  74.2099991  68.1880341
  2262.  72.9899979  67.9862976
  2264.  73.2900009  67.7853012
  2266.  73.1500015  67.5850525
  2268.  73.2699966  67.3855133
  2270.  72.9700012  67.1866989
  2272.  72.7699966  66.9886246
  2274.  72.5199966  66.791275
  2276.  72.3899994  66.5946198
  2278.  72.4199982  66.398674
  2280.  71.6500015  66.2034607
  2282.  70.0699997  66.0089417
  2284.  71.25  65.8151169
  2286.  71.2399979  65.6220016
  2288.  71.2699966  65.4295883
  2290.  71.0999985  65.237854
  2292.  70.6699982  65.0468445
  2294.  69.1999969  64.8564987
  2296.  69.0800018  64.6668472
  2298.  69.1900024  64.4778748
  2300.  69.5299988  64.2895889
  2302.  69.5500031  64.1019821
  2304.  69.3099976  63.9150429
  2306.  69.2300034  63.7287712
  2308.  69.0100021  63.5431633
  2310.  68.6999969  63.3582458
  2312.  68.6699982  63.1739731
  2314.  68.2600021  62.9903603
  2316.  67.7900009  62.8074036
  2318.  67.4499969  62.6251259
  2320.  67.6800003  62.44347
  2322.  66.75  62.2624626
  2324.  65.3600006  62.0821304
  2326.  65.5899963  61.9024353
  2328.  66.2900009  61.7233696
  2330.  66.1600037  61.5449257
  2332.  65.8399963  61.3671494
  2334.  65.7099991  61.1900024
  2336.  65.3600006  61.0134621
  2338.  64.9599991  60.8375778
  2340.  65.1999969  60.6623039
  2342.  65.3899994  60.4876366
  2344.  65.0899963  60.3136139
  2346.  64.8600006  60.1402054
  2348.  64.7200012  59.967411
  2350.  64.5299988  59.7952042
  2352.  62.8899994  59.6236382
  2354.  62.3899994  59.4526672
  2356.  62.8199997  59.2822952
  2358.  62.6599998  59.112545
  2360.  63.0800018  58.9433784
  2362.  63.0499992  58.7748184
  2364.  62.9500008  58.606842
  2366.  62.8400002  58.4394531
  2368.  62.6300011  58.2726669
  2370.  62.1100006  58.1064682
  2372.  62.0699997  57.9408493
  2374.  60.6599998  57.7758064
  2376.  61.6399994  57.6113586
  2378.  61.9199982  57.4474831
  2380.  61.7200012  57.2841721
  2382.  60.9799995  57.1214294
  2384.  58.8499985  56.9592628
  2386.  59.0800018  56.7976875
  2388.  60.0400009  56.6366386
  2390.  60.2900009  56.4761887
  2392.  60.0800018  56.3162766
  2394.  60.0299988  56.1569252
  2396.  59.9599991  55.998127
  2398.  59.8899994  55.8399086
  2400.  59.4399986  55.6822319
  2402.  59.6500015  55.5250969
  2404.  59.4500008  55.3685036
  2406.  59.1899986  55.2124519
  2408.  59.1500015  55.0569572
  2410.  59.0200005  54.9019966
  2412.  58.9399986  54.7475777
  2414.  57.3400002  54.5936813
  2416.  55.9900017  54.4403419
  2418.  57.4799995  54.2875061
  2420.  57.7000008  54.1352196
  2422.  57.6699982  53.9834404
  2424.  57.2599983  53.8322029
  2426.  57.1699982  53.6814957
  2428.  57.1199989  53.5313072
  2430.  57.1199989  53.3816376
  2432.  57.0200005  53.2324715
  2434.  56.4099998  53.0838127
  2436.  56.1800003  52.9356804
  2438.  55.9900017  52.7880592
  2440.  56.3899994  52.6409416
  2442.  56.1699982  52.4943352
  2444.  56.0299988  52.3482208
  2446.  54.9799995  52.2026291
  2448.  54.5699997  52.0575218
  2450.  54.6199989  51.9129181
  2452.  54.3199997  51.7688141
  2454.  54.5499992  51.6251984
  2456.  53.7000008  51.4820862
  2458.  53.9199982  51.339447
  2460.  54.5699997  51.1972923
  2462.  54.4199982  51.0556259
  2464.  54.3499985  50.914463
  2466.  54.0499992  50.7737617
  2468.  53.9000015  50.6335602
  2470.  52.8499985  50.4938202
  2472.  53.2999992  50.3545647
  2474.  53.1300011  50.2157745
  2476.  53.4300003  50.0774612
  2478.  53.0299988  49.9396133
  2480.  51.7700005  49.8022385
  2482.  51.4000015  49.6653328
  2484.  52.1899986  49.5288849
  2486.  51.5999985  49.3929214
  2488.  51.6899986  49.2574043
  2490.  52.25  49.1223373
  2492.  51.9799995  48.9877243
  2494.  51.75  48.8535843
  2496.  51.5200005  48.7198944
  2498.  51.5400009  48.5866547
  2500.  51.5499992  48.4538651
  2520.  49.8400002  47.1503258
  2540.  48.1399994  45.8898659
  2560.  46.7200012  44.6708145
  2580.  45.5  43.4915695
  2600.  44.5699997  42.3505936
  2620.  43.0499992  41.2464218
  2640.  42.1100006  40.1776581
  2660.  40.7900009  39.1429634
  2680.  39.6800003  38.1410561
  2700.  38.6699982  37.1707191
  2720.  37.6300011  36.2307625
  2740.  36.6300011  35.3200645
  2760.  35.4599991  34.4375725
  2780.  34.6800003  33.5822372
  2800.  33.8499985  32.7530632
  2820.  32.9700012  31.9491138
  2840.  32.0900002  31.1694908
  2860.  31.1900005  30.4133129
  2880.  30.3199997  29.6797504
  2900.  29.6900005  28.9680023
  2920.  28.8999996  28.2772999
  2940.  28.1700001  27.6069202
  2960.  27.5  26.9561443
  2980.  26.8199997  26.3242836
  3000.  26.1200008  25.7107048
  3020.  25.4699993  25.1147804
  3040.  24.6499996  24.5358982
  3060.  24.2199993  23.9734936
  3080.  23.6399994  23.4269943
  3100.  23.0599995  22.8958797
  3120.  22.4599991  22.3796463
  3140.  21.9799995  21.8777809
  3160.  21.4400005  21.3898201
  3180.  20.9599991  20.9153004
  3200.  20.4799995  20.4537907
  3220.  20.  20.0048618
  3240.  19.5100002  19.5681114
  3260.  19.0699997  19.1431446
  3280.  18.5799999  18.7295876
  3300.  18.0200005  18.327076
  3320.  17.6800003  17.9352608
  3340.  17.3700008  17.5538044
  3360.  16.9699993  17.1823807
  3380.  16.5900002  16.8206711
  3400.  16.1499996  16.4683857
  3420.  15.8400002  16.125227
  3440.  15.54  15.7909117
  3460.  15.1999998  15.4651737
  3480.  14.8599997  15.1477509
  3500.  14.5600004  14.8383865
  3520.  14.25  14.5368452
  3540.  13.9300003  14.2428885
  3560.  13.6199999  13.9562883
  3580.  13.3400002  13.6768284
  3600.  13.0699997  13.4042969
  3620.  12.8100004  13.138485
  3640.  12.5100002  12.8792038
  3660.  12.2200003  12.6262579
  3680.  11.9300003  12.3794661
  3700.  11.6199999  12.1386452
  3720.  11.4499998  11.9036293
  3740.  11.0799999  11.6742487
  3760.  10.96  11.4503469
  3780.  10.7799997  11.23176
  3800.  10.5699997  11.0183477
  3820.  10.3800001  10.8099556
  3840.  10.1899996  10.6064501
  3860.  9.9829998  10.407692
  3880.  9.78199959  10.2135515
  3900.  9.59899998  10.0238953
  3920.  9.42700005  9.83860683
  3940.  9.2329998  9.65756416
  3960.  9.03199959  9.48065376
  3980.  8.85700035  9.30775642
  4000.  8.66899967  9.1387701
  4020.  8.55700016  8.97358608
  4040.  8.38500023  8.81210613
  4060.  8.21700001  8.65422916
  4080.  8.0539999  8.49986172
  4100.  7.89400005  8.34890556
  4120.  7.73899984  8.20127773
  4140.  7.58699989  8.05688477
  4160.  7.43900013  7.91564655
  4180.  7.29400015  7.77748156
  4200.  7.15299988  7.6423049
  4220.  7.01499987  7.51004457
  4240.  6.88100004  7.38062239
  4260.  6.74900007  7.25396967
  4280.  6.62099981  7.13001251
  4300.  6.49599981  7.00868273
  4320.  6.37400007  6.8899169
  4340.  6.25400019  6.77364683
  4360.  6.13800001  6.65981293
  4380.  6.02400017  6.54835367
  4400.  5.91300011  6.43920803
  4420.  5.8039999  6.33232117
  4440.  5.69799995  6.22763872
  4460.  5.59399986  6.12510252
  4480.  5.4920001  6.02466059
  4500.  5.39300013  5.92626381
  4520.  5.296  5.82986641
  4540.  5.20100021  5.73541021
  4560.  5.1079998  5.64285755
  4580.  5.01800013  5.5521574
  4600.  4.9289999  5.46326923
  4620.  4.84200001  5.37614822
  4640.  4.75699997  5.29074955
  4660.  4.67399979  5.20703745
  4680.  4.59299994  5.12497139
  4700.  4.51399994  5.04450893
  4720.  4.43599987  4.96561813
  4740.  4.36000013  4.88825893
  4760.  4.28499985  4.812397
  4780.  4.21199989  4.7379961
  4800.  4.14099979  4.66502476
  4820.  4.0710001  4.59345007
  4840.  4.00299978  4.52323866
  4860.  3.93600011  4.45436096
  4880.  3.86999989  4.38678503
  4900.  3.80599999  4.32048464
  4920.  3.74300003  4.25542784
  4940.  3.68099999  4.19158983
  4960.  3.62100005  4.12894058
  4980.  3.56200004  4.06745434
  5000.  3.50399995  4.00710678
  5050.  3.39400005  3.86105156
  5100.  3.26699996  3.72157693
  5150.  3.14599991  3.5883317
  5200.  3.02999997  3.46098423
  5250.  2.92000008  3.33922529
  5300.  2.81500006  3.22276449
  5350.  2.71499991  3.11132765
  5400.  2.61899996  3.00465655
  5450.  2.52699995  2.9025104
  5500.  2.43899989  2.80466008
  5550.  2.35500002  2.71089244
  5600.  2.2750001  2.62100315
  5650.  2.19799995  2.53480363
  5700.  2.12400007  2.45211267
  5750.  2.0539999  2.37276173
  5800.  1.98599994  2.29658842
  5850.  1.921  2.22344398
  5900.  1.85899997  2.1531837
  5950.  1.79900002  2.08567286
  6000.  1.74199998  2.02078342
  6050.  1.68700004  1.95839441
  6100.  1.63399994  1.89839172
  6150.  1.58299994  1.84066606
  6200.  1.53400004  1.78511477
  6250.  1.48699999  1.7316407
  6300.  1.44200003  1.68015158
  6350.  1.39900005  1.63055968
  6400.  1.35699999  1.58278167
  6450.  1.31700003  1.53673875
  6500.  1.278  1.49235594
  6550.  1.24000001  1.44956207
  6600.  1.204  1.40828848
  6650.  1.16999996  1.36847293
  6700.  1.13600004  1.33005226
  6750.  1.10399997  1.29296935
  6800.  1.07299995  1.25716841
  6850.  1.04299998  1.22259665
  6900.  1.01400006  1.18920362
  6950.  0.986199975  1.15694213
  7000.  0.959200025  1.12576556
  7050.  0.933099985  1.0956316
  7100.  0.907999992  1.06649816
  7150.  0.883599997  1.03832555
  7200.  0.860099971  1.01107621
  7250.  0.837400019  0.984713912
  7300.  0.815400004  0.959204555
  7350.  0.794200003  0.934515357
  7400.  0.773599982  0.910614014
  7450.  0.753700018  0.887471735
  7500.  0.734399974  0.865059137
  7550.  0.715799987  0.843349278
  7600.  0.697700024  0.822315514
  7650.  0.680199981  0.801932693
  7700.  0.663299978  0.782177031
  7750.  0.646899998  0.763025582
  7800.  0.630999982  0.744456232
  7850.  0.61559999  0.72644788
  7900.  0.600600004  0.708980024
  7950.  0.586199999  0.692034185
  8000.  0.572099984  0.675590754
  8050.  0.558499992  0.659632802
  8100.00049  0.545300007  0.64414233
  8149.99951  0.532400012  0.629104137
  8200.  0.519999981  0.614501834
  8250.  0.5079  0.600320339
  8300.  0.496100008  0.586545467
  8350.  0.484699994  0.573162794
  8400.  0.473699987  0.560159683
  8450.  0.462900013  0.547522902
  8500.  0.452499986  0.535240054
  8550.  0.442299992  0.523299634
  8600.  0.432399988  0.51169008
  8650.  0.422800004  0.500400543
  8700.  0.413500011  0.489420384
  8750.  0.404399991  0.478739381
  8800.  0.395599991  0.468348205
  8850.  0.386999995  0.458237141
  8900.  0.378699988  0.448397487
  8950.  0.370599985  0.438820183
  9000.  0.362699986  0.429497182
  9050.  0.354999989  0.420420229
  9100.  0.347499996  0.411581695
  9150.  0.340200007  0.40297401
  9200.  0.333099991  0.394590169
  9250.  0.326200008  0.386422962
  9300.  0.319499999  0.37846595
  9350.  0.312900007  0.370712608
  9400.  0.306499988  0.363156408
  9450.  0.300300002  0.355791926
  9500.  0.294200003  0.348613083
  9550.  0.288300008  0.341614246
  9600.  0.282499999  0.334790021
  9650.  0.276899993  0.328135371
  9700.  0.271400005  0.321645021
  9750.  0.266099989  0.315314263
  9800.  0.260800004  0.309138536
  9850.  0.255800009  0.303113192
  9900.  0.250800014  0.29723379
  9950.  0.246000007  0.291496187
  10000.  0.2412  0.285896331
  11000.  0.163499996  0.197584987
  12000.  0.115199998  0.140879869
  13000.  0.0834000036  0.103130229
  14000.  0.061900001  0.0772170648
  15000.  0.0469000004  0.0589538142
  16000.  0.0361000001  0.0457839519
  17000.  0.0283000004  0.0360942222
  18000.  0.0225000009  0.0288372934
  19000.  0.0181000009  0.0233156998
  20000.  0.0147000002  0.0190545116
  25000.  0.00604999997  0.00790445879
  30000.  0.00292999996  0.0038442458
  35000.  0.00158000004  0.00208753953
  40000.  0.000930999988  0.00122919749
  50000.  0.000383000006  0.000506656419
  60000.  0.000184999997  0.000245362025
  80000.  5.88000003E-05  7.80406554E-05
  100000.  2.42000006E-05  3.20656873E-05
  120000.  1.17E-05  1.54960635E-05
  150000.  4.81000006E-06  6.36042569E-06
  200000.  1.52999996E-06  2.01667694E-06
  250000.  6.28000009E-07  8.27064866E-07
  300000.  2.95000007E-07  3.99184898E-07
  400000.  1.00999998E-07  1.26436476E-07
  1000000.  3.38000006E-09  3.24283467E-09
