ID F555W F439W Color errF555W errF439W errColor
200092 20.2669 21.4779  1.2110 0.0351 0.0181 0.0395
200093 25.0249 25.9769  0.9520 0.3518 0.2837 0.4519
200094 24.9829 25.8689  0.8860 0.3254 0.2246 0.3954
200095 20.9229 22.2269  1.3040 0.0255 0.0186 0.0316
200096 24.3459 25.6339  1.2880 0.2517 0.2080 0.3265
    69 16.8179 17.3459  0.5280 0.0186 0.0108 0.0215
200097 26.4049 26.1839 -0.2210 1.8645 0.2546 1.8818
    71 17.8799 18.5529  0.6730 0.0215 0.0119 0.0246
200098 20.7409 21.9859  1.2450 0.0216 0.0162 0.0270
    72 16.6969 17.2049  0.5080 0.0142 0.0093 0.0170
200099 25.4269 25.8579  0.4310 0.8637 0.1942 0.8853
    73 17.8889 18.4839  0.5950 0.0236 0.0145 0.0277
    70 19.2789 20.1049  0.8260 0.0202 0.0137 0.0244
200101 24.4409 24.6109  0.1700 0.8350 0.1316 0.8453
200100 23.4579 24.3839  0.9260 0.1986 0.0920 0.2189
200102 22.8729 22.4129 -0.4600 0.1893 0.0642 0.1999
200103 25.1909 26.0619  0.8710 0.6272 0.2214 0.6651
200104 25.1469 25.7039  0.5570 0.7491 0.2104 0.7781
200105 25.0949 25.9769  0.8820 0.3845 0.2219 0.4439
200106 20.2269 21.3639  1.1370 0.0280 0.0139 0.0313
200107 24.8299 25.6409  0.8110 0.3882 0.1575 0.4189
    74 17.3069 17.8649  0.5580 0.0136 0.0106 0.0172
200108 24.7399 26.1299  1.3900 0.2584 0.2038 0.3291
200109 22.3689 23.1399  0.7710 0.1208 0.0547 0.1326
200110 20.3629 21.4139  1.0510 0.0316 0.0157 0.0353
200112 24.7829 25.9109  1.1280 0.4286 0.2460 0.4942
200111 24.0109 25.9079  1.8970 0.2031 0.2262 0.3040
    75 20.4609 21.6679  1.2070 0.0328 0.0165 0.0367
    76 17.3349 17.8859  0.5510 0.0147 0.0119 0.0189
200113 21.9399 23.7419  1.8020 0.0462 0.0422 0.0626
    77 17.7149 18.2879  0.5730 0.0210 0.0131 0.0248
200114 21.5249 23.2659  1.7410 0.0386 0.0326 0.0505
200115 23.0849 24.9529  1.8680 0.0948 0.0863 0.1282
200116 25.9119 25.6539 -0.2580 0.7342 0.1438 0.7481
    79 18.9689 19.7799  0.8110 0.0253 0.0127 0.0283
    78 19.8309 20.8309  1.0000 0.0181 0.0133 0.0225
200117 20.6749 21.9149  1.2400 0.0249 0.0175 0.0304
200118 21.9589 22.3829  0.4240 0.1344 0.0672 0.1503
    80 19.6609 20.6379  0.9770 0.0173 0.0120 0.0211
    81 16.8629 17.3959  0.5330 0.0138 0.0089 0.0164
    82 18.8399 19.5869  0.7470 0.0218 0.0131 0.0254
    83 17.4269 17.9789  0.5520 0.0165 0.0111 0.0199
200119 25.2049 25.6109  0.4060 0.6747 0.2034 0.7047
200120 24.2099 25.9859  1.7760 0.2040 0.2292 0.3068
    85 17.7449 18.3309  0.5860 0.0164 0.0109 0.0197
    84 20.0149 21.0869  1.0720 0.0228 0.0131 0.0263
200122 21.7489 23.3069  1.5580 0.0372 0.0320 0.0491
200123 25.4929 25.8249  0.3320 0.7360 0.1862 0.7592
    88 18.5379 19.2619  0.7240 0.0146 0.0119 0.0188
200126 24.9159 25.8699  0.9540 0.3534 0.2391 0.4267
200124 21.9789 23.7069  1.7280 0.0611 0.0484 0.0779
200125 23.0279 24.2999  1.2720 0.1642 0.0953 0.1899
    87 17.6219 18.2109  0.5890 0.0170 0.0119 0.0208
    86 19.0239 19.8639  0.8400 0.0193 0.0118 0.0226
    89 18.6709 19.4319  0.7610 0.0266 0.0117 0.0291
200127 25.0359 26.0709  1.0350 0.4916 0.2388 0.5465
200128 21.1469 22.5669  1.4200 0.0282 0.0200 0.0346
    90 16.2239 16.7859  0.5620 0.0203 0.0093 0.0223
200129 25.1589 26.0759  0.9170 0.3948 0.2628 0.4743
    91 17.7329 18.3039  0.5710 0.0151 0.0108 0.0186
200130 25.1159 25.8729  0.7570 0.3043 0.1750 0.3510
200131 25.4219 25.8059  0.3840 1.0189 0.1898 1.0364
    94 19.4299 20.3449  0.9150 0.0212 0.0152 0.0261
    92 18.2579 18.9589  0.7010 0.0288 0.0147 0.0323
    93 18.3259 18.9879  0.6620 0.0166 0.0103 0.0195
200132 21.2539 22.8389  1.5850 0.0291 0.0216 0.0362
    95 17.4339 18.0219  0.5880 0.0292 0.0137 0.0323
200133 21.8409 23.3569  1.5160 0.0347 0.0353 0.0495
200134 24.7459 26.2309  1.4850 0.2941 0.2583 0.3914
200135 25.0659 26.1159  1.0500 0.3902 0.2381 0.4571
    96 18.0729 18.6839  0.6110 0.0176 0.0102 0.0203
    97 19.4729 20.4139  0.9410 0.0185 0.0126 0.0224
200136 25.3299 25.8739  0.5440 0.5857 0.1867 0.6147
200137 25.4879 25.8599  0.3720 0.6167 0.1946 0.6467
200139 23.3469 24.4039  1.0570 0.2280 0.1182 0.2568
200140 20.2309 20.4579  0.2270 0.2063 0.0472 0.2116
200138 22.2129 23.6689  1.4560 0.0386 0.0390 0.0549
    98 18.2919 18.9839  0.6920 0.0181 0.0106 0.0210
    99 17.5719 18.1479  0.5760 0.0181 0.0101 0.0207
200141 25.6609 25.5579 -0.1030 1.9744 0.1689 1.9816
200142 22.1359 23.8939  1.7580 0.0426 0.0640 0.0769
   101 17.8509 18.4749  0.6240 0.0198 0.0111 0.0227
   103 18.4939 19.2049  0.7110 0.0145 0.0112 0.0183
200143 25.5479 26.0889  0.5410 0.3686 0.2325 0.4358
   104 18.7139 19.4749  0.7610 0.0145 0.0110 0.0182
200144 20.0499 21.3989  1.3490 0.3161 0.0174 0.3166
   106 19.3059 20.1859  0.8800 0.0156 0.0119 0.0196
   108 18.0569 18.7179  0.6610 0.0171 0.0139 0.0220
   105 18.9949 19.8059  0.8110 0.0186 0.0108 0.0215
200146 24.5479 25.5179  0.9700 0.3790 0.1534 0.4089
200147 22.5229 22.5819  0.0590 0.0624 0.0211 0.0659
   107 19.1439 20.0049  0.8610 0.0217 0.0136 0.0256
200148 21.0699 22.4089  1.3390 0.0284 0.0195 0.0345
   110 18.1489 18.8419  0.6930 0.0172 0.0107 0.0203
200150 23.3859 25.0249  1.6390 0.1004 0.0989 0.1409
   109 17.4579 18.0369  0.5790 0.0134 0.0093 0.0163
200152 22.8299 22.8549  0.0250 0.0741 0.0234 0.0777
200153 25.0939 25.2139  0.1200 0.5255 0.1148 0.5379
200154 24.9399 25.1269  0.1870 0.3270 0.1110 0.3453
200155 24.5059 25.4509  0.9450 0.2517 0.1169 0.2775
   111 19.6349 20.6099  0.9750 0.0154 0.0125 0.0198
   113 18.6339 19.4019  0.7680 0.0170 0.0119 0.0208
   112 13.4109 14.2829  0.8720 0.0233 0.0170 0.0288
   114 18.4109 19.1399  0.7290 0.0158 0.0108 0.0191
200156 24.6979 25.6759  0.9780 0.2681 0.1941 0.3310
200158 21.2179 23.2839  2.0660 0.0784 0.0386 0.0874
200157 21.8039 23.4759  1.6720 0.0364 0.0336 0.0495
200160 24.7559 26.0789  1.3230 0.5661 0.2307 0.6113
200159 24.7549 25.8929  1.1380 0.2377 0.2186 0.3229
   115 18.3789 19.0779  0.6990 0.0138 0.0117 0.0181
200162 25.6099 25.7429  0.1330 0.6299 0.1759 0.6540
200161 24.8469 26.0769  1.2300 0.2731 0.2491 0.3696
200165 25.1089 25.9909  0.8820 0.4705 0.2319 0.5245
200163 26.3249 25.8109 -0.5140 1.3426 0.2259 1.3615
200166 25.6019 25.9829  0.3810 0.6573 0.3336 0.7371
200164 23.0189 22.9849 -0.0340 0.4063 0.0454 0.4088
200167 24.7329 25.2609  0.5280 0.3073 0.1164 0.3286
200168 22.1979 23.2459  1.0480 0.1794 0.0802 0.1965
200169 25.4659 25.9279  0.4620 0.6172 0.1899 0.6458
   116 13.0139 13.9129  0.8990 0.0156 0.0183 0.0240
200170 19.8759 20.9439  1.0680 0.0195 0.0133 0.0236
200171 19.7709 20.8879  1.1170 0.0402 0.0160 0.0433
200175 22.4379 26.5199  4.0820 0.1244 0.0930 0.1553
200172 25.6919 25.4409 -0.2510 0.9799 0.1704 0.9946
200173 25.1659 25.4449  0.2790 0.4555 0.1694 0.4860
200174 25.4649 25.8439  0.3790 0.3679 0.1952 0.4165
200177 25.6469 25.8559  0.2090 1.1460 0.2299 1.1688
200176 24.8729 25.3759  0.5030 0.6108 0.1479 0.6285
   118 18.1079 18.7639  0.6560 0.0220 0.0119 0.0250
200178 21.9739 23.5949  1.6210 0.0561 0.0451 0.0720
200183 24.3299 24.6389  0.3090 0.2510 0.1138 0.2756
   117 17.3459 17.9109  0.5650 0.0126 0.0106 0.0165
200181 25.5599 26.1089  0.5490 0.2647 0.2715 0.3792
200179 24.7649 25.8309  1.0660 0.2813 0.1627 0.3250
200180 24.7239 25.4759  0.7520 0.2939 0.1359 0.3238
200182 24.5729 25.3219  0.7490 0.2301 0.1236 0.2612
200184 25.1559 24.9349 -0.2210 0.4264 0.0947 0.4368
200185 21.6139 23.0329  1.4190 0.0533 0.0294 0.0609
   119 16.4669 16.9759  0.5090 0.0117 0.0101 0.0155
200186 25.1689 25.7489  0.5800 0.4557 0.1655 0.4848
   120 18.4379 19.1599  0.7220 0.0254 0.0115 0.0279
200187 22.5999 24.1549  1.5550 0.0842 0.0841 0.1190
200188 26.6429 25.8669 -0.7760 2.1785 0.2159 2.1892
200189 22.5599 24.3609  1.8010 0.0551 0.0586 0.0804
200190 23.5509 23.8579  0.3070 0.1746 0.0653 0.1864
   121 18.0559 18.6639  0.6080 0.0180 0.0128 0.0221
200192 22.3549 23.3279  0.9730 0.1680 0.0697 0.1819
200191 24.0159 25.0539  1.0380 0.2300 0.1291 0.2638
200193 24.3629 25.5319  1.1690 0.1767 0.1421 0.2267
   122 19.1099 19.9379  0.8280 0.0163 0.0116 0.0200
200194 21.5429 22.8779  1.3350 0.0392 0.0275 0.0479
200200 25.2799 25.7869  0.5070 0.5679 0.1924 0.5996
200196 20.2239 21.1449  0.9210 0.1619 0.0408 0.1670
200195 23.9679 24.5699  0.6020 0.2188 0.0863 0.2352
200198 25.5229 25.7999  0.2770 0.7209 0.1594 0.7383
200197 24.7339 25.4639  0.7300 0.3039 0.1545 0.3409
   124 16.9389 17.4939  0.5550 0.0146 0.0100 0.0177
200199 25.2459 25.2669  0.0210 0.5716 0.1316 0.5866
   123 18.4619 19.1339  0.6720 0.0235 0.0126 0.0267
   125 17.8599 18.4589  0.5990 0.0144 0.0104 0.0178
200201 21.6699 23.2249  1.5550 0.0423 0.0295 0.0516
200202 25.1509 25.7249  0.5740 0.4803 0.1494 0.5030
200204 24.9329 24.8809 -0.0520 0.4343 0.1052 0.4469
200203 21.4799 22.7659  1.2860 0.0358 0.0262 0.0444
200206 25.2779 25.9329  0.6550 0.5105 0.1926 0.5456
200205 23.4949 24.9269  1.4320 0.1139 0.1015 0.1526
200207 20.3329 21.4789  1.1460 0.0260 0.0152 0.0301
   126 19.3579 20.2489  0.8910 0.0171 0.0131 0.0215
200208 24.8689 23.8739 -0.9950 0.6060 0.0643 0.6094
200209 25.4219 25.3609 -0.0610 0.6509 0.1345 0.6647
200210 20.9749 22.2799  1.3050 0.0326 0.0189 0.0377
200211 25.7589 25.9699  0.2110 0.9718 0.2169 0.9957
   127 16.8009 17.3229  0.5220 0.0147 0.0089 0.0172
200212 22.3649 24.0079  1.6430 0.0595 0.0536 0.0801
200213 23.7019 24.3879  0.6860 0.1314 0.0721 0.1499
200214 25.1879 24.8719 -0.3160 0.4925 0.0899 0.5006
200217 25.3899 25.7479  0.3580 0.7303 0.2104 0.7600
200216 24.5889 25.3839  0.7950 0.2605 0.1393 0.2954
200218 23.1929 24.8039  1.6110 0.1772 0.1292 0.2193
200219 24.2379 25.2359  0.9980 0.2571 0.1684 0.3073
   128 17.1069 17.6539  0.5470 0.0144 0.0109 0.0181
200220 22.2349 23.9219  1.6870 0.0525 0.0474 0.0707
   132 16.1909 16.7499  0.5590 0.0150 0.0106 0.0184
200221 25.3719 25.3559 -0.0160 0.5847 0.1282 0.5986
   131 16.0259 16.5999  0.5740 0.0191 0.0105 0.0218
200222 24.9469 25.7639  0.8170 0.4434 0.1858 0.4808
   130 18.9779 19.8819  0.9040 0.0338 0.0421 0.0540
   129 19.3349 20.2309  0.8960 0.0171 0.0115 0.0206
200223 21.3339 22.6649  1.3310 0.0364 0.0217 0.0424
200224 24.7479 26.0389  1.2910 0.6483 0.2457 0.6933
   135 17.5729 18.1579  0.5850 0.0152 0.0100 0.0182
200225 21.0039 22.3999  1.3960 0.0259 0.0179 0.0315
   133 17.9339 18.5509  0.6170 0.0165 0.0098 0.0192
   134 19.1549 19.9989  0.8440 0.0197 0.0123 0.0232
200226 23.9859 25.6899  1.7040 0.1768 0.2164 0.2794
200227 25.0189 25.8279  0.8090 0.3693 0.2598 0.4515
200228 24.8179 25.7959  0.9780 0.2656 0.1987 0.3317
   136 19.2279 20.1139  0.8860 0.0250 0.0119 0.0277
200229 25.0989 25.7729  0.6740 0.3277 0.2170 0.3930
200231 21.9269 23.5479  1.6210 0.0502 0.0387 0.0634
200232 21.4699 22.9459  1.4760 0.0349 0.0232 0.0419
   138 17.6119 18.2149  0.6030 0.0188 0.0110 0.0218
200233 25.2059 25.8719  0.6660 0.3803 0.2444 0.4521
   137 18.4749 19.1839  0.7090 0.0146 0.0114 0.0185
   139 18.2849 18.9349  0.6500 0.0154 0.0125 0.0198
200234 25.1209 25.4689  0.3480 0.3524 0.1349 0.3773
   140 19.8909 21.1049  1.2140 0.0191 0.0147 0.0241
200235 23.0419 22.9669 -0.0750 0.0804 0.0277 0.0850
200236 24.8859 25.9649  1.0790 0.3578 0.2232 0.4217
200237 25.2119 25.8549  0.6430 0.3233 0.2260 0.3945
   141 17.0559 17.5719  0.5160 0.0135 0.0098 0.0167
   142 17.4059 17.9929  0.5870 0.0147 0.0110 0.0184
200238 23.9559 23.4789 -0.4770 0.2951 0.0667 0.3025
200240 24.9039 25.3329  0.4290 0.2767 0.1195 0.3014
200241 24.5869 25.5599  0.9730 0.2294 0.1545 0.2766
200239 24.4219 25.6939  1.2720 0.1843 0.1862 0.2620
200242 25.6899 25.5629 -0.1270 0.5265 0.1563 0.5492
200243 25.5809 25.8649  0.2840 0.6002 0.2004 0.6328
   143 16.7589 17.3019  0.5430 0.0248 0.0106 0.0270
200244 23.7379 24.8239  1.0860 0.2721 0.1043 0.2914
200245 20.6909 22.0099  1.3190 0.0231 0.0178 0.0292
200246 25.5719 25.1639 -0.4080 0.7902 0.1141 0.7984
200247 24.4479 25.4509  1.0030 0.3036 0.1804 0.3532
200248 26.2049 25.7609 -0.4440 1.2636 0.1304 1.2703
200249 23.5659 23.3629 -0.2030 0.3490 0.0564 0.3535
   145 16.3899 16.8949  0.5050 0.0138 0.0098 0.0169
   144 18.5569 19.3069  0.7500 0.0177 0.0103 0.0205
   146 17.4159 17.9799  0.5640 0.0130 0.0100 0.0164
200250 25.1789 25.6139  0.4350 0.3388 0.1961 0.3915
200251 24.4969 24.9329  0.4360 0.3090 0.1205 0.3317
200252 25.6459 25.7589  0.1130 0.7572 0.1550 0.7729
200253 24.7169 25.0869  0.3700 0.2817 0.1196 0.3060
200254 24.5339 26.1479  1.6140 0.2820 0.2448 0.3734
   147 19.2319 20.1099  0.8780 0.0201 0.0116 0.0232
200255 24.9939 25.6909  0.6970 0.6028 0.2177 0.6409
   148 18.0209 18.6489  0.6280 0.0193 0.0108 0.0221
200256 25.2039 25.7979  0.5940 0.4599 0.1936 0.4990
   149 16.5659 17.0659  0.5000 0.0173 0.0092 0.0196
200257 22.4859 23.5839  1.0980 0.1371 0.0616 0.1503
200258 24.3359 25.4509  1.1150 0.3555 0.2401 0.4290
200259 25.4589 26.3689  0.9100 0.4355 0.3210 0.5410
200260 21.2249 22.6519  1.4270 0.0267 0.0209 0.0339
   150 17.8039 18.3839  0.5800 0.0178 0.0106 0.0207
   154 15.5949 16.2549  0.6600 0.0196 0.0141 0.0241
200261 24.9709 25.8809  0.9100 0.3744 0.2590 0.4553
   153 17.6619 18.2599  0.5980 0.0138 0.0103 0.0172
   152 19.0659 19.9299  0.8640 0.0160 0.0108 0.0193
200262 22.7729 24.3609  1.5880 0.1356 0.0682 0.1518
   151 17.7339 18.3599  0.6260 0.0174 0.0091 0.0196
200263 21.3219 22.7649  1.4430 0.0297 0.0239 0.0381
200264 21.8599 23.3189  1.4590 0.0387 0.0314 0.0498
200269 25.9929 25.9209 -0.0720 0.8595 0.2632 0.8989
200265 24.5909 24.4909 -0.1000 0.2812 0.0883 0.2947
200266 24.3929 25.8289  1.4360 0.2323 0.2919 0.3731
200267 24.4829 25.2579  0.7750 0.4323 0.1377 0.4537
200268 25.0129 25.3059  0.2930 0.4597 0.1433 0.4815
   156 16.8849 17.4339  0.5490 0.0180 0.0106 0.0209
   155 19.5599 20.4959  0.9360 0.0169 0.0133 0.0215
200270 24.7939 26.0819  1.2880 0.3232 0.2924 0.4358
   160 19.2139 20.0659  0.8520 0.0269 0.0155 0.0310
200274 25.0959 25.4709  0.3750 0.3582 0.1442 0.3861
200271 24.5779 25.6639  1.0860 0.2039 0.1732 0.2675
200272 25.3819 26.3049  0.9230 0.2958 0.2893 0.4138
200273 24.7329 24.9929  0.2600 0.3520 0.1235 0.3730
   158 16.9649 17.5009  0.5360 0.0132 0.0094 0.0162
   159 19.1649 20.0109  0.8460 0.0158 0.0123 0.0200
   157 18.7799 19.5499  0.7700 0.0146 0.0106 0.0180
200276 25.8519 25.7179 -0.1340 0.8133 0.1996 0.8374
200275 24.7039 25.3039  0.6000 0.2936 0.1411 0.3257
200277 23.9029 23.9869  0.0840 0.3193 0.0668 0.3262
   164 18.9289 19.7279  0.7990 0.0161 0.0114 0.0197
   162 16.1149 16.8589  0.7440 0.0127 0.0095 0.0159
   161 16.6489 17.1439  0.4950 0.0114 0.0096 0.0149
200278 21.4819 22.8959  1.4140 0.0369 0.0243 0.0442
200279 25.4519 26.0419  0.5900 0.6850 0.2394 0.7256
   163 19.6709 20.6409  0.9700 0.0176 0.0125 0.0216
   165 18.9729 19.7889  0.8160 0.0194 0.0109 0.0223
200280 25.2379 25.0009 -0.2370 0.8254 0.1245 0.8347
200281 24.5079 25.3389  0.8310 0.3873 0.1352 0.4102
200282 21.2279 22.6569  1.4290 0.0332 0.0216 0.0396
200283 23.7649 25.4399  1.6750 0.1597 0.1358 0.2096
   166 18.8529 19.6559  0.8030 0.0172 0.0111 0.0205
   167 18.7809 19.5639  0.7830 0.0164 0.0124 0.0206
200284 22.6429 22.8289  0.1860 0.0680 0.0225 0.0716
200285 25.3559 26.3349  0.9790 0.7029 0.3243 0.7741
   168 19.9739 21.0499  1.0760 0.0193 0.0124 0.0229
200286 25.4939 25.7499  0.2560 0.3518 0.1977 0.4035
200287 23.9969 26.0219  2.0250 0.1505 0.2243 0.2701
200288 23.6779 25.6089  1.9310 0.1745 0.1896 0.2577
   169 18.3709 19.0769  0.7060 0.0148 0.0106 0.0182
200292 25.8099 25.8989  0.0890 0.9425 0.2312 0.9704
200289 25.0559 25.9759  0.9200 0.3538 0.2352 0.4248
200290 24.9299 25.3299  0.4000 0.8398 0.1397 0.8513
200291 24.3899 24.2979 -0.0920 0.3032 0.0950 0.3177
200293 23.4489 23.9199  0.4710 0.2403 0.0760 0.2520
200295 26.2249 25.4579 -0.7670 1.4736 0.1502 1.4812
200294 24.6509 25.7809  1.1300 0.2140 0.1955 0.2899
200296 24.9419 26.4149  1.4730 0.2197 0.2754 0.3523
200297 24.9859 26.1859  1.2000 0.5131 0.3136 0.6013
200299 25.3919 25.5419  0.1500 0.5556 0.1551 0.5768
200298 24.8339 25.4729  0.6390 0.3198 0.1729 0.3635
200300 24.3069 24.1429 -0.1640 0.4632 0.0982 0.4735
200301 24.7799 25.4909  0.7110 0.2659 0.1465 0.3036
   170 17.6169 18.1639  0.5470 0.0169 0.0097 0.0195
   171 17.8459 18.4479  0.6020 0.0203 0.0114 0.0233
200303 23.9179 24.8679  0.9500 0.1906 0.1058 0.2180
200305 24.3239 25.6859  1.3620 0.1544 0.2723 0.3130
200304 24.4399 23.1429 -1.2970 0.3241 0.0646 0.3305
200306 25.3979 25.5659  0.1680 0.3839 0.1681 0.4191
200309 25.5669 25.9239  0.3570 0.7900 0.3238 0.8538
200307 22.4899 24.2169  1.7270 0.0592 0.0550 0.0808
   172 17.5789 18.1659  0.5870 0.0152 0.0099 0.0181
200310 25.8199 25.6189 -0.2010 1.0959 0.1748 1.1098
200311 21.1919 22.6169  1.4250 0.0263 0.0233 0.0351
200312 22.6489 24.4659  1.8170 0.0638 0.0698 0.0946
200313 19.4109 20.2899  0.8790 0.0336 0.0179 0.0381
200314 25.9819 26.3189  0.3370 0.8473 0.3590 0.9202
200317 24.8769 25.6439  0.7670 0.3557 0.1769 0.3973
200315 24.5309 24.9609  0.4300 0.4697 0.1056 0.4814
   174 18.3649 19.0809  0.7160 0.0184 0.0117 0.0218
200318 25.5109 25.9319  0.4210 0.5869 0.1917 0.6174
200316 24.5799 26.0839  1.5040 0.2687 0.2527 0.3689
200319 25.5889 25.8189  0.2300 0.4829 0.1907 0.5192
200320 23.0089 24.8779  1.8690 0.0872 0.0855 0.1221
   173 17.5779 18.1559  0.5780 0.0179 0.0111 0.0211
   176 18.4729 19.2019  0.7290 0.0179 0.0122 0.0217
200321 24.8829 25.5579  0.6750 0.3545 0.1546 0.3867
200322 21.4279 22.9899  1.5620 0.0318 0.0264 0.0413
200324 25.2809 26.2149  0.9340 0.4151 0.2956 0.5096
   175 19.0379 19.8719  0.8340 0.0176 0.0123 0.0215
   182 17.1639 17.7129  0.5490 0.0146 0.0110 0.0183
   179 16.7469 17.2839  0.5370 0.0219 0.0108 0.0244
200325 24.6529 25.0929  0.4400 0.3326 0.1273 0.3561
   177 19.3989 20.3229  0.9240 0.0206 0.0115 0.0236
200327 20.2989 21.4829  1.1840 0.0227 0.0139 0.0266
   180 16.3249 16.7179  0.3930 0.0133 0.0095 0.0163
   181 18.6819 19.4159  0.7340 0.0172 0.0122 0.0211
200328 25.1909 23.7049 -1.4860 0.6496 0.0571 0.6521
200329 23.8149 24.8579  1.0430 0.1823 0.1041 0.2099
200330 25.1079 25.6179  0.5100 0.3986 0.1599 0.4295
200331 25.1299 25.9579  0.8280 0.4275 0.2148 0.4784
   184 18.6659 19.4239  0.7580 0.0167 0.0115 0.0203
   183 16.1939 16.6879  0.4940 0.0157 0.0101 0.0187
200332 26.4779 26.4109 -0.0670 1.6188 0.3682 1.6601
   187 20.1389 21.2669  1.1280 0.0190 0.0141 0.0237
   186 20.6229 21.8729  1.2500 0.0249 0.0154 0.0293
200333 24.6599 25.5459  0.8860 0.3150 0.1424 0.3457
   185 20.1529 21.3189  1.1660 0.0179 0.0139 0.0227
   188 20.1029 21.1609  1.0580 0.0176 0.0138 0.0224
200334 21.4789 22.9679  1.4890 0.0322 0.0275 0.0423
200336 20.5959 20.2049 -0.3910 0.1590 0.0565 0.1687
200335 24.6089 25.7689  1.1600 0.2696 0.2018 0.3368
200337 25.2859 25.3959  0.1100 0.4865 0.1459 0.5079
200338 24.5549 25.0249  0.4700 0.2453 0.1212 0.2736
200339 24.3239 24.5689  0.2450 0.3040 0.0909 0.3173
   189 18.9139 19.7119  0.7980 0.0178 0.0111 0.0210
200340 25.3119 26.5059  1.1940 0.4042 0.3367 0.5261
200341 19.9329 19.4309 -0.5020 0.1960 0.0771 0.2106
200342 24.8509 24.9859  0.1350 0.3847 0.1177 0.4023
   190 19.7559 20.7979  1.0420 0.0254 0.0131 0.0286
200343 23.5429 25.3029  1.7600 0.1741 0.1484 0.2288
200344 25.1179 25.7529  0.6350 0.3204 0.1968 0.3760
200345 24.5789 24.8439  0.2650 0.2880 0.1024 0.3057
200346 24.5419 24.9899  0.4480 0.2926 0.1277 0.3193
   192 18.2679 18.9439  0.6760 0.0130 0.0095 0.0161
   193 17.6519 18.2439  0.5920 0.0138 0.0105 0.0173
200347 22.8379 25.5809  2.7430 0.9440 0.2169 0.9686
200348 24.0289 24.1549  0.1260 0.2301 0.0916 0.2477
200349 20.4479 21.6369  1.1890 0.0296 0.0152 0.0333
200350 18.2189 18.6989  0.4800 0.0908 0.0354 0.0975
200353 25.3559 26.0829  0.7270 0.4529 0.1826 0.4883
200351 25.1249 26.1299  1.0050 0.3138 0.2735 0.4163
200352 24.7699 25.4149  0.6450 0.2595 0.1375 0.2937
   194 18.2789 18.9339  0.6550 0.0156 0.0102 0.0186
200354 24.7299 26.1029  1.3730 0.3952 0.2592 0.4726
200355 25.1799 25.8389  0.6590 0.3616 0.1720 0.4004
200356 24.7759 24.3339 -0.4420 0.6947 0.0773 0.6990
200357 24.4089 25.3669  0.9580 0.2263 0.1326 0.2623
   197 17.0409 17.5709  0.5300 0.0149 0.0097 0.0178
200358 21.0689 22.5319  1.4630 0.0317 0.0192 0.0371
   195 16.3849 16.8779  0.4930 0.0205 0.0090 0.0224
200359 24.9079 25.8989  0.9910 0.3252 0.2524 0.4117
200360 24.6139 26.0449  1.4310 0.2885 0.2163 0.3606
   196 13.7119 13.7809  0.0690 0.0210 0.0232 0.0313
200361 22.1069 23.5409  1.4340 0.0491 0.0351 0.0604
200362 25.4969 25.9069  0.4100 0.4371 0.2365 0.4970
200363 24.2319 25.9529  1.7210 0.2619 0.2134 0.3378
200364 25.7509 26.0499  0.2990 0.3598 0.1672 0.3968
200366 26.3089 26.1299 -0.1790 1.1398 0.2305 1.1629
200365 22.2379 23.9569  1.7190 0.0546 0.0500 0.0740
200367 25.8409 25.9499  0.1090 0.6915 0.2538 0.7366
200368 21.1289 22.4929  1.3640 0.0322 0.0243 0.0403
200372 25.3169 25.6179  0.3010 0.3665 0.1835 0.4099
200373 25.1319 26.2079  1.0760 0.4793 0.2770 0.5536
200369 22.5589 24.4289  1.8700 0.0548 0.0691 0.0882
200370 22.7579 23.0389  0.2810 0.2618 0.1085 0.2834
200371 25.3419 23.2399 -2.1020 2.1638 0.0424 2.1642
200376 25.4079 26.2769  0.8690 0.4381 0.2048 0.4836
200377 25.7869 26.1159  0.3290 1.0330 0.3331 1.0854
200374 25.1179 25.5329  0.4150 0.5050 0.1600 0.5297
200375 21.7269 23.1799  1.4530 0.0368 0.0306 0.0479
200378 25.5049 25.7619  0.2570 1.1905 0.3510 1.2412
   198 19.8039 20.8329  1.0290 0.0170 0.0137 0.0218
200380 24.5129 26.0739  1.5610 0.2403 0.2578 0.3524
200379 20.6269 21.8849  1.2580 0.0224 0.0159 0.0275
   200 18.1109 18.7689  0.6580 0.0200 0.0115 0.0231
   199 17.4959 18.0879  0.5920 0.0137 0.0095 0.0167
200381 24.9469 25.2029  0.2560 0.3139 0.1142 0.3340
200382 24.9279 23.5079 -1.4200 0.6395 0.0780 0.6442
200384 25.2399 25.8309  0.5910 0.3863 0.2143 0.4418
200385 25.6019 26.3239  0.7220 0.8233 0.2798 0.8695
   201 18.4409 19.1289  0.6880 0.0188 0.0126 0.0226
200386 24.8649 26.0719  1.2070 0.4840 0.2897 0.5641
200387 25.0569 25.1829  0.1260 0.3934 0.1294 0.4141
200391 26.1799 26.1459 -0.0340 2.1570 0.3123 2.1795
200389 24.1089 24.2349  0.1260 0.2098 0.1121 0.2379
200390 24.4829 25.6809  1.1980 0.2370 0.1558 0.2836
200392 25.8819 25.8129 -0.0690 0.8932 0.2051 0.9164
   202 17.7799 18.3789  0.5990 0.0140 0.0097 0.0170
200393 25.5419 26.0109  0.4690 0.4952 0.2774 0.5676
200394 22.9889 24.3499  1.3610 0.0730 0.0625 0.0961
200395 25.9269 26.1829  0.2560 0.5454 0.1199 0.5584
