ID F555W F439W Color errF555W errF439W errColor
   724 16.3599 16.9308  0.5709 0.0147 0.0106 0.0181
203091 24.1249 24.5408  0.4159 0.2196 0.0777 0.2329
   725 19.1779 20.0988  0.9209 0.0186 0.0130 0.0227
203092 24.8809 25.2648  0.3839 0.5326 0.1839 0.5635
203093 25.5069 25.4078 -0.0991 1.1304 0.2051 1.1489
203094 24.5219 25.3678  0.8459 0.3475 0.1815 0.3920
203095 24.6129 25.7908  1.1779 0.3502 0.2598 0.4360
203096 24.5539 25.0578  0.5039 0.4526 0.1290 0.4706
   726 18.7659 19.5558  0.7899 0.0192 0.0116 0.0224
203097 20.0679 20.3778  0.3099 0.0997 0.0631 0.1180
203098 24.3359 25.5018  1.1659 0.4108 0.1900 0.4526
   727 16.7549 17.3108  0.5559 0.0159 0.0105 0.0191
203100 20.6869 22.0708  1.3839 0.0243 0.0243 0.0344
203102 24.1969 25.5888  1.3919 0.2220 0.2851 0.3613
203103 25.2619 25.2908  0.0289 1.4750 0.2043 1.4891
203104 21.8989 23.4108  1.5119 0.0437 0.0370 0.0573
203105 25.0589 25.6438  0.5849 0.6064 0.2474 0.6549
203106 24.2839 25.4548  1.1709 0.4419 0.2302 0.4983
203107 24.6269 25.4838  0.8569 0.5755 0.1990 0.6089
203108 24.3209 25.4948  1.1739 0.2827 0.2527 0.3792
   728 17.9299 18.5638  0.6339 0.0169 0.0111 0.0202
203109 25.2299 25.0808 -0.1491 0.6966 0.1415 0.7108
203110 24.5589 25.4848  0.9259 0.4279 0.2338 0.4876
203111 25.4739 25.9078  0.4339 1.6220 0.2846 1.6468
203112 24.1369 25.4558  1.3189 0.2462 0.1908 0.3115
203113 24.8029 25.6528  0.8499 0.4248 0.2594 0.4977
203115 24.5919 25.6558  1.0639 0.2960 0.2593 0.3935
203116 24.2169 24.8148  0.5979 0.2685 0.1097 0.2900
203117 21.7339 23.2178  1.4839 0.0367 0.0296 0.0471
   729 19.1369 20.0648  0.9279 0.0176 0.0124 0.0215
203118 24.6249 25.7108  1.0859 0.4400 0.3482 0.5611
203119 20.9009 21.7658  0.8649 0.0250 0.0154 0.0294
203120 24.4289 24.3898 -0.0391 0.4364 0.1065 0.4492
203122 24.8769 25.8838  1.0069 0.4891 0.4962 0.6967
203123 23.9469 25.0488  1.1019 0.6401 0.3635 0.7361
203124 24.9539 25.3378  0.3839 0.6077 0.1698 0.6310
203126 24.6579 25.3318  0.6739 0.4781 0.1956 0.5166
203125 23.0929 24.0648  0.9719 0.0911 0.0526 0.1052
203127 25.0039 25.7468  0.7429 0.6018 0.2207 0.6410
203128 24.9729 25.3828  0.4099 0.5172 0.2203 0.5622
203129 22.1329 23.6588  1.5259 0.0475 0.0401 0.0622
203130 25.1289 25.3348  0.2059 0.8776 0.2185 0.9044
203131 24.9609 25.5998  0.6389 0.6033 0.3091 0.6779
203132 24.6079 25.1808  0.5729 0.3485 0.1742 0.3896
203133 24.3819 25.4398  1.0579 0.3317 0.2142 0.3949
203134 24.7059 25.5048  0.7989 0.3913 0.2385 0.4583
203135 24.3289 25.4928  1.1639 0.2658 0.2015 0.3335
203136 25.2839 25.4728  0.1889 1.3829 0.1876 1.3956
203137 24.7049 25.3628  0.6579 0.4636 0.2142 0.5107
203138 24.6439 25.5928  0.9489 0.3473 0.1430 0.3756
203139 24.6469 25.9378  1.2909 0.5117 0.4449 0.6781
203140 24.7049 25.6548  0.9499 0.4383 0.2214 0.4910
203141 24.2429 25.5998  1.3569 0.2858 0.2788 0.3993
203142 22.5109 24.1748  1.6639 0.0595 0.0546 0.0808
203143 24.5029 25.5928  1.0899 0.3570 0.2098 0.4141
203144 24.4089 25.7068  1.2979 0.3321 0.2801 0.4344
203145 20.0379 21.1488  1.1109 0.0204 0.0152 0.0254
203146 23.8779 25.3758  1.4979 0.2053 0.2089 0.2929
203148 24.9789 25.5158  0.5369 0.5512 0.2096 0.5897
203149 24.4369 25.5668  1.1299 0.3012 0.3074 0.4304
203150 24.4789 25.4718  0.9929 0.3241 0.2113 0.3869
203151 24.2389 25.1098  0.8709 0.4366 0.1715 0.4691
203152 25.0379 25.4108  0.3729 0.9043 0.1789 0.9218
203153 24.6719 25.4518  0.7799 0.3673 0.2306 0.4337
203154 24.7549 25.3818  0.6269 0.4510 0.2328 0.5075
203155 21.8049 23.2528  1.4479 0.0370 0.0310 0.0483
203156 24.9489 25.5638  0.6149 0.5885 0.2550 0.6414
203157 24.6979 25.5198  0.8219 0.3558 0.2366 0.4273
203158 20.7539 22.4318  1.6779 0.0312 0.0209 0.0376
203159 24.6039 25.4858  0.8819 0.3953 0.2424 0.4637
203160 24.6889 25.8068  1.1179 0.3635 0.3234 0.4865
203161 23.6439 25.1348  1.4909 0.1369 0.1452 0.1996
   730 19.5029 20.4988  0.9959 0.0155 0.0122 0.0197
203162 20.9889 22.3568  1.3679 0.0273 0.0203 0.0340
203163 23.3829 23.8928  0.5099 0.1058 0.0462 0.1154
203164 22.8959 24.5978  1.7019 0.0710 0.0790 0.1062
203165 21.1719 22.0118  0.8399 0.0235 0.0179 0.0295
203166 24.3989 25.8638  1.4649 0.3511 0.4304 0.5554
203167 24.4749 25.7078  1.2329 0.3165 0.1836 0.3659
203168 24.7019 25.4538  0.7519 0.4168 0.2515 0.4868
203169 24.8809 25.0088  0.1279 0.5567 0.1425 0.5746
   732 17.6449 18.2638  0.6189 0.0143 0.0117 0.0185
   731 19.1459 19.9918  0.8459 0.0204 0.0133 0.0244
203170 24.7699 25.6248  0.8549 0.6110 0.2514 0.6607
203171 24.3759 25.0178  0.6419 0.3991 0.1440 0.4243
203172 22.2369 23.7688  1.5319 0.0480 0.0443 0.0653
203173 22.0389 23.7758  1.7369 0.0902 0.0601 0.1084
203174 21.9649 23.4868  1.5219 0.0424 0.0323 0.0533
   734 19.9419 21.0448  1.1029 0.0227 0.0148 0.0271
203175 25.0479 25.2908  0.2429 0.8569 0.1875 0.8772
   733 17.3709 17.9478  0.5769 0.0152 0.0102 0.0183
203176 24.8769 25.4458  0.5689 0.5532 0.2489 0.6066
203177 24.4749 25.4558  0.9809 0.2998 0.2416 0.3850
203178 24.5689 25.1288  0.5599 0.4362 0.1530 0.4623
203179 24.4759 25.4788  1.0029 0.6590 0.2311 0.6983
   735 20.0649 21.1318  1.0669 0.0234 0.0157 0.0282
203180 24.1989 25.1138  0.9149 0.2044 0.1112 0.2327
203181 25.1659 25.6548  0.4889 1.7818 0.2344 1.7972
203182 24.3979 25.4248  1.0269 0.3392 0.2318 0.4108
203183 24.7359 25.4238  0.6879 0.3940 0.1982 0.4410
203184 24.8759 25.5898  0.7139 0.4204 0.1747 0.4553
203185 20.1459 21.0888  0.9429 0.0204 0.0133 0.0244
203186 24.5269 25.5268  0.9999 0.3631 0.2577 0.4453
203187 25.0039 25.1888  0.1849 0.7243 0.1686 0.7437
203188 19.0129 19.8688  0.8559 0.0172 0.0120 0.0210
203189 24.5969 25.2768  0.6799 0.3200 0.1989 0.3768
203191 21.3579 22.4738  1.1159 0.0307 0.0225 0.0381
203192 19.9959 21.1088  1.1129 0.0215 0.0160 0.0268
203193 24.8709 25.2938  0.4229 0.5441 0.2009 0.5800
203194 25.1279 25.3838  0.2559 1.2646 0.2115 1.2822
203195 24.9009 25.5978  0.6969 0.5293 0.2703 0.5943
203196 25.0469 25.6568  0.6099 0.9652 0.2699 1.0022
203197 25.0659 25.6148  0.5489 0.7296 0.3060 0.7912
203198 25.4459 25.3268 -0.1191 1.2380 0.2059 1.2550
203199 24.9799 25.4368  0.4569 0.6253 0.2071 0.6587
203200 24.8609 25.6518  0.7909 0.5525 0.2871 0.6226
203201 21.4319 22.8488  1.4169 0.0348 0.0259 0.0434
203202 23.5229 25.5918  2.0689 0.6178 0.3039 0.6885
203203 24.4879 25.3268  0.8389 0.3586 0.1804 0.4014
203204 24.9169 25.2828  0.3659 0.7251 0.2247 0.7591
203205 22.6979 23.4148  0.7169 0.2629 0.1166 0.2876
203207 22.0089 23.5388  1.5299 0.0418 0.0354 0.0548
203208 24.2989 25.2848  0.9859 0.2476 0.1784 0.3052
203209 24.2819 24.4838  0.2019 0.2729 0.0902 0.2874
203210 24.8739 25.0978  0.2239 0.5466 0.1239 0.5605
203212 23.8779 25.2918  1.4139 0.5240 0.2678 0.5885
203213 24.4019 25.7178  1.3159 0.3082 0.3231 0.4465
203214 21.1119 22.4528  1.3409 0.0325 0.0210 0.0387
   736 17.5789 18.1578  0.5789 0.0157 0.0112 0.0193
203215 25.4119 25.4468  0.0349 0.7058 0.2606 0.7524
203216 24.4059 24.9508  0.5449 0.3987 0.1473 0.4250
203217 24.4919 25.5738  1.0819 0.3572 0.2503 0.4362
203218 21.3479 22.7698  1.4219 0.0381 0.0233 0.0447
203219 22.0389 23.5898  1.5509 0.0371 0.0380 0.0531
203220 24.6269 25.1438  0.5169 0.6048 0.1137 0.6154
203221 24.6699 25.3878  0.7179 0.3420 0.1969 0.3946
203222 24.5929 25.0898  0.4969 0.3936 0.1930 0.4384
203223 24.3169 25.5578  1.2409 0.4168 0.2807 0.5025
203224 24.4629 25.3488  0.8859 0.3645 0.1739 0.4039
   737 17.4699 18.0448  0.5749 0.0162 0.0108 0.0195
   738 18.1719 18.8258  0.6539 0.0159 0.0106 0.0191
203225 22.9069 24.7808  1.8739 0.0631 0.1016 0.1196
203226 24.5339 25.4248  0.8909 0.3606 0.2112 0.4179
203227 24.3869 25.2658  0.8789 0.3583 0.2096 0.4151
203229 22.9929 24.6738  1.6809 0.0830 0.0931 0.1247
203232 22.3369 24.0138  1.6769 0.0472 0.0560 0.0732
   739 19.5749 20.5268  0.9519 0.0242 0.0129 0.0274
203236 23.1229 24.5428  1.4199 0.1048 0.0995 0.1445
203237 23.7519 24.9368  1.1849 0.1853 0.1268 0.2245
203238 24.3479 25.2698  0.9219 0.2861 0.1508 0.3234
203239 22.7339 24.3688  1.6349 0.0808 0.0725 0.1086
203240 24.9369 24.1788 -0.7581 1.0945 0.0730 1.0969
203241 21.7909 23.2858  1.4949 0.0344 0.0290 0.0450
203242 20.9979 22.3328  1.3349 0.0293 0.0219 0.0366
203243 24.1289 25.6298  1.5009 0.2356 0.2664 0.3556
203244 25.1299 25.3748  0.2449 0.8369 0.2252 0.8667
203245 24.6519 25.9538  1.3019 0.3414 0.4517 0.5662
203246 25.1029 25.5078  0.4049 0.9476 0.2060 0.9697
203247 22.9629 24.4028  1.4399 0.0661 0.0756 0.1004
203248 24.8389 25.4478  0.6089 0.5497 0.2157 0.5905
203249 25.7329 25.2138 -0.5191 2.5453 0.2022 2.5533
203250 24.3899 23.3928 -0.9971 0.3653 0.0742 0.3728
203251 24.4339 25.3698  0.9359 0.3782 0.1867 0.4218
203252 24.0679 24.9858  0.9179 0.2616 0.1299 0.2921
   740 18.3409 19.0568  0.7159 0.0158 0.0108 0.0191
203253 24.0549 24.3428  0.2879 0.2667 0.0940 0.2828
203254 24.6999 25.1088  0.4089 0.4292 0.1433 0.4525
203255 24.8259 25.4328  0.6069 0.6173 0.2641 0.6714
203256 24.0469 25.3168  1.2699 0.1961 0.1448 0.2438
   741 18.4009 19.1308  0.7299 0.0179 0.0123 0.0217
203257 23.6789 24.5858  0.9069 0.2448 0.1304 0.2774
   742 19.5669 20.5648  0.9979 0.0165 0.0128 0.0209
203258 24.5549 25.2548  0.6999 0.4546 0.1860 0.4912
   744 16.8329 17.3918  0.5589 0.0245 0.0137 0.0281
203259 24.9139 25.3168  0.4029 0.8341 0.1921 0.8559
203260 21.8509 23.4818  1.6309 0.0375 0.0399 0.0548
   743 16.9199 17.4738  0.5539 0.0186 0.0103 0.0213
203261 24.5969 25.4408  0.8439 0.2982 0.2743 0.4052
   746 17.2829 17.8628  0.5799 0.0149 0.0103 0.0181
203262 24.6859 25.6218  0.9359 0.9032 0.2857 0.9473
   745 17.6849 18.2888  0.6039 0.0141 0.0102 0.0174
203263 24.8539 25.4298  0.5759 0.6842 0.2290 0.7215
203264 23.5899 23.5498 -0.0401 0.1647 0.0558 0.1739
203265 24.4809 24.7118  0.2309 0.7237 0.1098 0.7320
203266 24.4149 24.2468 -0.1681 0.2930 0.0743 0.3023
203267 24.5959 25.4398  0.8439 0.5744 0.2189 0.6147
203268 25.4719 24.5138 -0.9581 2.8805 0.1099 2.8826
203269 24.7799 25.0168  0.2369 0.4755 0.1318 0.4934
203270 24.8029 25.3248  0.5219 0.5483 0.1838 0.5783
203271 24.0299 25.5058  1.4759 0.6942 0.2873 0.7513
203272 23.4199 25.1868  1.7669 0.0950 0.1358 0.1657
   747 19.3909 20.3338  0.9429 0.0190 0.0120 0.0225
203273 24.5529 24.8318  0.2789 0.5966 0.1615 0.6181
203274 24.5519 25.3808  0.8289 0.3467 0.2330 0.4177
203275 24.5209 25.4408  0.9199 0.3197 0.1918 0.3728
203276 24.4529 25.4448  0.9919 0.2733 0.2077 0.3433
   748 16.2529 16.8368  0.5839 0.0132 0.0088 0.0159
203277 22.2849 24.3408  2.0559 0.0583 0.0785 0.0978
203278 23.9339 25.2308  1.2969 0.6404 0.2183 0.6766
203279 24.2119 25.6128  1.4009 0.2170 0.3161 0.3834
   749 16.0679 16.6188  0.5509 0.0195 0.0136 0.0238
203280 24.7209 25.3218  0.6009 1.1826 0.2399 1.2067
203281 24.9599 24.1218 -0.8381 1.3896 0.0917 1.3926
   752 17.1659 17.7538  0.5879 0.0131 0.0105 0.0168
   750 18.2179 18.9288  0.7109 0.0171 0.0105 0.0201
203283 24.8679 24.2318 -0.6361 0.6689 0.0726 0.6728
   751 19.9479 21.1148  1.1669 0.0595 0.1141 0.1287
203284 24.8609 25.0548  0.1939 0.6665 0.2141 0.7000
203285 24.7959 25.2848  0.4889 0.6944 0.2277 0.7308
203286 24.6389 25.4688  0.8299 0.4202 0.2456 0.4867
   753 17.6569 18.2668  0.6099 0.0160 0.0101 0.0189
203287 24.6939 25.5208  0.8269 0.4600 0.2742 0.5355
203288 24.0219 24.5158  0.4939 0.2750 0.0882 0.2888
   754 17.6629 18.2488  0.5859 0.0210 0.0115 0.0239
203290 24.3909 25.0868  0.6959 0.3378 0.1348 0.3637
   755 18.3639 19.0558  0.6919 0.0238 0.0130 0.0271
203291 24.2959 25.0318  0.7359 0.4021 0.1510 0.4295
203292 22.1999 23.6888  1.4889 0.0530 0.0383 0.0654
203293 24.3439 25.4268  1.0829 0.2965 0.1907 0.3525
   758 18.1729 18.9158  0.7429 0.0176 0.0109 0.0207
203294 24.2899 25.4768  1.1869 0.4336 0.2515 0.5013
   757 19.4339 20.3948  0.9609 0.0210 0.0130 0.0247
203295 24.4989 25.2118  0.7129 0.2954 0.1841 0.3481
203296 23.9399 24.8198  0.8799 0.1621 0.1240 0.2041
203297 24.5359 25.1758  0.6399 0.3890 0.1511 0.4173
203298 24.8299 25.3078  0.4779 0.7429 0.1776 0.7638
203299 23.8589 24.4408  0.5819 0.1756 0.0954 0.1998
203300 21.6749 23.2488  1.5739 0.0359 0.0344 0.0497
   759 13.4039 13.5668  0.1629 0.0394 0.0256 0.0470
203301 24.6569 25.3358  0.6789 0.4812 0.2024 0.5220
   760 17.8089 18.6068  0.7979 0.0165 0.0114 0.0201
203302 24.4009 25.5498  1.1489 0.3009 0.2377 0.3835
203303 24.5189 25.5588  1.0399 0.4804 0.2471 0.5402
203304 24.5459 25.1438  0.5979 0.3646 0.1544 0.3959
   763 16.2499 16.8018  0.5519 0.0230 0.0156 0.0278
   761 15.0109 15.8058  0.7949 0.0264 0.0191 0.0326
203305 23.9999 24.5558  0.5559 0.2308 0.1133 0.2571
   762 19.2319 20.1028  0.8709 0.0207 0.0126 0.0242
203306 25.3399 25.3678  0.0279 1.2771 0.2330 1.2982
203307 24.9589 25.5948  0.6359 0.5650 0.2641 0.6237
203308 24.7639 25.3458  0.5819 0.4145 0.1994 0.4600
203309 23.9749 22.2418 -1.7331 0.3657 0.0519 0.3694
203310 25.0469 25.5508  0.5039 0.7483 0.2610 0.7925
203311 24.4169 24.7828  0.3659 0.3135 0.1017 0.3296
203312 24.6689 25.3618  0.6929 0.3175 0.1972 0.3738
   764 19.1319 19.9888  0.8569 0.0182 0.0155 0.0239
203313 24.3129 25.7388  1.4259 0.4824 0.2854 0.5605
203314 24.4779 24.7688  0.2909 0.3577 0.1080 0.3736
203315 25.2829 25.0308 -0.2521 0.7743 0.1257 0.7844
203317 24.2999 25.0158  0.7159 0.3591 0.1244 0.3800
203318 23.6329 24.3578  0.7249 0.2066 0.0933 0.2267
   765 18.1819 19.2198  1.0379 0.0200 0.0123 0.0235
203319 20.3509 21.5018  1.1509 0.0274 0.0186 0.0331
203320 24.8279 25.4448  0.6169 0.7670 0.2444 0.8050
203323 24.6819 25.0258  0.3439 0.3153 0.1673 0.3569
203324 24.6319 25.5718  0.9399 0.3843 0.2849 0.4784
203325 21.6309 23.3068  1.6759 0.1198 0.0454 0.1281
203326 24.9039 25.2628  0.3589 0.6392 0.1956 0.6685
203328 24.5259 25.2028  0.6769 0.3278 0.1736 0.3709
203329 24.9959 24.9808 -0.0151 0.6564 0.1226 0.6678
203330 24.2859 24.9748  0.6889 0.3169 0.1280 0.3418
203331 24.3269 25.4208  1.0939 0.3000 0.2359 0.3816
203332 23.2069 23.1278 -0.0791 0.1901 0.0755 0.2045
203333 25.0589 25.5768  0.5179 0.5766 0.2800 0.6410
   766 18.2419 18.9488  0.7069 0.0194 0.0138 0.0238
   767 17.5689 18.1948  0.6259 0.0188 0.0137 0.0233
203334 24.5129 25.4328  0.9199 0.4077 0.2430 0.4746
203335 21.1779 22.6198  1.4419 0.0373 0.0236 0.0441
203336 24.1909 25.3968  1.2059 0.3853 0.2505 0.4596
203337 24.7599 25.6198  0.8599 0.4413 0.3060 0.5370
203338 24.5559 25.3458  0.7899 0.3080 0.1999 0.3672
203339 24.8179 25.2958  0.4779 0.5296 0.2390 0.5810
   768 17.6549 18.2568  0.6019 0.0170 0.0155 0.0230
203341 20.3459 21.5428  1.1969 0.0241 0.0167 0.0293
203342 23.7739 24.7098  0.9359 0.3591 0.1933 0.4078
   769 17.4229 18.0308  0.6079 0.0161 0.0114 0.0197
203344 25.0039 25.5078  0.5039 0.7408 0.1884 0.7644
   770 20.0179 21.0408  1.0229 0.0231 0.0132 0.0266
203345 24.4339 24.9908  0.5569 0.3148 0.1389 0.3441
203346 24.5249 25.6248  1.0999 0.3096 0.2859 0.4214
203347 24.8709 25.2678  0.3969 0.4017 0.1812 0.4407
203348 24.8539 25.3358  0.4819 0.4483 0.2061 0.4934
203349 24.6399 25.5008  0.8609 0.4695 0.2280 0.5219
203350 24.9589 24.9548 -0.0041 1.3235 0.1386 1.3307
203351 24.9309 25.2038  0.2729 0.6913 0.2089 0.7222
203352 22.2969 23.9348  1.6379 0.0517 0.0525 0.0737
203353 22.4989 23.7818  1.2829 0.0867 0.0604 0.1057
203354 24.4739 25.5488  1.0749 0.3225 0.2596 0.4140
203355 24.9399 25.5348  0.5949 0.5823 0.2444 0.6315
203356 25.0539 25.2988  0.2449 0.5592 0.2373 0.6075
203357 22.1899 23.2698  1.0799 0.0586 0.0439 0.0732
203358 23.2369 23.9558  0.7189 0.3158 0.0985 0.3308
   771 16.5049 17.0458  0.5409 0.0207 0.0155 0.0259
203359 24.4009 25.2918  0.8909 0.3646 0.1768 0.4052
203360 24.3399 25.3888  1.0489 0.2611 0.2245 0.3443
203361 24.5059 25.3558  0.8499 0.3100 0.1622 0.3499
   772 19.6169 20.6458  1.0289 0.0206 0.0125 0.0241
203363 24.7359 25.1488  0.4129 0.6031 0.1785 0.6290
203364 25.0779 25.1848  0.1069 0.5489 0.1798 0.5776
203365 25.1789 24.0968 -1.0821 1.4606 0.0917 1.4635
203366 24.7119 25.0148  0.3029 0.4647 0.1165 0.4791
203367 24.2509 25.0708  0.8199 0.2515 0.1543 0.2951
203368 20.2079 21.3318  1.1239 0.0294 0.0180 0.0345
203369 25.1049 25.6958  0.5909 0.7332 0.3301 0.8041
203370 24.9129 25.5858  0.6729 0.5816 0.3233 0.6654
203371 24.3519 24.9178  0.5659 0.3116 0.1139 0.3318
203372 23.5529 24.7648  1.2119 0.2022 0.1218 0.2361
203373 24.2249 24.8548  0.6299 0.3778 0.1161 0.3952
203374 24.2019 23.8768 -0.3251 0.4111 0.0830 0.4194
203376 24.7319 25.3218  0.5899 0.6216 0.2281 0.6621
203377 24.7719 25.4948  0.7229 0.9446 0.1823 0.9620
203378 24.3579 25.1378  0.7799 0.3255 0.2097 0.3872
   773 20.1349 21.2728  1.1379 0.0211 0.0148 0.0258
203380 24.5369 25.2798  0.7429 0.4155 0.1945 0.4588
203381 25.0629 23.9348 -1.1281 1.6293 0.0918 1.6319
203382 23.8689 24.7158  0.8469 0.2093 0.1213 0.2419
203383 24.5989 25.3758  0.7769 0.4028 0.1669 0.4360
203384 24.4939 25.3778  0.8839 0.3258 0.2118 0.3886
   775 18.3279 19.0448  0.7169 0.0213 0.0139 0.0254
203385 24.5799 25.0078  0.4279 0.3821 0.1266 0.4025
203386 25.0469 25.4008  0.3539 0.8985 0.2495 0.9325
203387 23.8949 24.6858  0.7909 0.2012 0.0966 0.2232
203388 24.4469 25.5248  1.0779 0.2719 0.2062 0.3412
203389 24.1279 25.0358  0.9079 0.2015 0.1888 0.2761
   776 17.9059 18.5518  0.6459 0.0134 0.0108 0.0172
203391 24.6349 25.8598  1.2249 0.4710 0.4101 0.6245
203392 25.1299 24.7868 -0.3431 1.2966 0.1427 1.3044
203396 24.5889 25.0758  0.4869 0.4250 0.2095 0.4738
203397 22.2879 23.8108  1.5229 0.0604 0.0705 0.0928
203399 21.2159 22.6508  1.4349 0.0324 0.0309 0.0448
   777 17.2819 17.8608  0.5789 0.0217 0.0184 0.0285
203401 21.7699 22.5538  0.7839 0.0368 0.0336 0.0498
203402 24.2739 24.8748  0.6009 0.2482 0.1752 0.3038
203405 24.3589 24.9558  0.5969 0.2436 0.1517 0.2870
203407 21.6479 23.1208  1.4729 0.0441 0.0436 0.0620
   780 17.6779 18.2378  0.5599 0.0187 0.0311 0.0363
200001 19.4909 21.1579  1.6670 0.0368 0.0208 0.0423
200008 24.4699 24.8879  0.4180 0.2560 0.1431 0.2933
200010 24.9879 24.7439 -0.2440 0.2762 0.1501 0.3144
200012 23.6919 23.8199  0.1280 0.1683 0.0911 0.1914
     2 17.1169 17.6069  0.4900 0.0199 0.0148 0.0248
     3 17.7519 18.4119  0.6600 0.0216 0.0157 0.0267
200013 24.7169 25.1089  0.3920 0.2851 0.1495 0.3219
200015 25.3649 24.9879 -0.3770 0.4983 0.1563 0.5222
200016 25.6709 26.8439  1.1730 0.3336 0.5167 0.6150
200020 25.6419 24.3579 -1.2840 1.7273 0.1225 1.7316
     4 16.9549 17.4829  0.5280 0.0345 0.0315 0.0467
     6 20.2169 21.3249  1.1080 0.0213 0.0187 0.0283
     5 18.7159 19.4279  0.7120 0.0174 0.0143 0.0225
     7 17.7249 18.3239  0.5990 0.0154 0.0121 0.0196
200022 25.3519 25.7089  0.3570 0.3369 0.2301 0.4080
200025 21.8469 23.2949  1.4480 0.0383 0.0519 0.0645
     8 17.5299 18.0949  0.5650 0.0110 0.0119 0.0162
200027 24.6959 26.2459  1.5500 0.3451 0.3684 0.5048
200028 24.6519 26.0749  1.4230 0.2963 0.2404 0.3816
200029 23.4329 24.4719  1.0390 0.1409 0.0861 0.1651
    12 17.6029 18.1639  0.5610 0.0231 0.0142 0.0271
200030 24.8639 24.9019  0.0380 0.3174 0.1054 0.3344
    10 17.6219 18.0289  0.4070 0.0516 0.0161 0.0541
    11 18.5369 19.2559  0.7190 0.0175 0.0131 0.0219
     9 15.4639 15.8339  0.3700 0.0252 0.0390 0.0464
200031 24.6849 25.8239  1.1390 0.2872 0.2200 0.3618
200033 25.0729 25.4229  0.3500 0.4244 0.1290 0.4436
200035 25.3739 25.8699  0.4960 0.4540 0.2393 0.5132
    13 12.6019 13.6119  1.0100 0.0372 0.0387 0.0537
200036 25.5949 25.7479  0.1530 0.5235 0.2480 0.5793
200037 25.1589 25.8949  0.7360 0.2696 0.2292 0.3539
200039 20.7269 21.9219  1.1950 0.0301 0.0199 0.0361
200040 24.4969 24.9489  0.4520 0.2525 0.0977 0.2707
    15 18.7299 19.5639  0.8340 0.0206 0.0127 0.0242
200041 25.3439 25.7569  0.4130 0.7308 0.2805 0.7828
    14 17.2499 17.7939  0.5440 0.0176 0.0121 0.0214
200042 25.0719 26.4369  1.3650 0.3028 0.3741 0.4813
200044 21.9179 23.8689  1.9510 0.0437 0.0674 0.0803
200045 25.5059 25.6699  0.1640 0.4913 0.1730 0.5209
200046 24.9829 25.4269  0.4440 0.3971 0.1406 0.4213
200048 24.5399 25.7169  1.1770 0.2168 0.1849 0.2849
200049 24.6189 25.4359  0.8170 0.2726 0.1549 0.3135
200050 24.4699 25.4139  0.9440 0.2655 0.1329 0.2969
200051 25.8579 25.5749 -0.2830 0.5294 0.1927 0.5634
200052 21.1459 22.5109  1.3650 0.0288 0.0210 0.0356
200053 25.3719 25.9949  0.6230 0.5391 0.3025 0.6182
    16 20.1249 21.2419  1.1170 0.0211 0.0132 0.0249
200054 20.0349 21.1169  1.0820 0.0187 0.0145 0.0237
200055 18.2839 19.4959  1.2120 0.1444 0.0745 0.1625
200056 24.4429 25.2939  0.8510 0.2437 0.1332 0.2777
    17 19.4429 20.3989  0.9560 0.0180 0.0128 0.0221
200057 24.9909 25.6179  0.6270 0.3464 0.1747 0.3880
    19 19.9349 20.9699  1.0350 0.0241 0.0145 0.0281
200058 20.1489 21.2989  1.1500 0.0247 0.0146 0.0287
200059 24.8019 25.4189  0.6170 0.3467 0.1639 0.3835
    18 17.2419 17.8049  0.5630 0.0230 0.0117 0.0258
200060 24.9629 25.4879  0.5250 0.3819 0.1517 0.4109
    20 18.4849 19.1939  0.7090 0.0141 0.0110 0.0179
200061 25.4769 25.8619  0.3850 0.3655 0.1725 0.4042
    22 18.1809 18.8799  0.6990 0.0225 0.0120 0.0255
200063 25.5619 25.5409 -0.0210 0.5991 0.1641 0.6212
200064 25.0289 25.4219  0.3930 0.3952 0.1588 0.4259
    21 15.7499 16.4419  0.6920 0.0207 0.0109 0.0234
    24 20.2609 21.4399  1.1790 0.0242 0.0148 0.0284
    25 18.6139 19.3199  0.7060 0.0178 0.0121 0.0215
200065 21.1989 22.5869  1.3880 0.0238 0.0207 0.0315
    23 18.4879 19.2339  0.7460 0.0127 0.0101 0.0162
200066 23.8419 24.2719  0.4300 0.2321 0.0820 0.2462
200067 23.3189 23.7779  0.4590 0.1058 0.0481 0.1162
200068 26.5839 25.3819 -1.2020 3.3298 0.1133 3.3317
200069 23.8039 25.8899  2.0860 0.1250 0.1649 0.2069
200070 25.2739 25.5979  0.3240 0.5804 0.1766 0.6067
200071 24.6939 25.8009  1.1070 0.2439 0.2128 0.3237
200072 24.3019 25.8349  1.5330 0.2140 0.2095 0.2995
200073 23.4849 25.1109  1.6260 0.1196 0.1437 0.1870
200074 22.0769 23.7849  1.7080 0.0557 0.0505 0.0752
    28 19.0679 19.8869  0.8190 0.0237 0.0122 0.0267
200075 20.5059 21.8409  1.3350 0.0367 0.0196 0.0416
    29 20.2219 21.3769  1.1550 0.0241 0.0155 0.0287
200076 21.7699 21.4209 -0.3490 0.1264 0.0559 0.1382
200077 24.6639 25.5379  0.8740 0.5035 0.2518 0.5630
    27 20.1389 21.2389  1.1000 0.0217 0.0137 0.0257
    31 18.1179 18.7969  0.6790 0.0170 0.0111 0.0203
200078 25.2989 25.4309  0.1320 0.4563 0.1515 0.4808
200079 24.8479 26.2059  1.3580 0.2730 0.2527 0.3720
200080 21.3619 22.8669  1.5050 0.0313 0.0267 0.0411
